"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Realizing operational analytics solutions where large and complex data must be analyzed in a time-critical fashion entails integrating many different types of technology. This paper focuses on an interdisciplinary combination of scientific data management and visualization/analysis technologies targeted at reducing the time required for data filtering, querying, hypothesis testing and knowledge discovery in the domain of network connection data analysis. We show that use of compressed bitmap indexing can quickly answer queries in an interactive visual data analysis application, and compare its performance with two alternatives for serial and parallel filtering/querying on 2.5 billion records' worth of network connection data collected over a period of 42 weeks. Our approach to visual network connection data exploration centers on two primary factors: interactive ad-hoc and multiresolution query formulation and execution over n dimensions and visual display of the n-dimensional histogram results. This combination is applied in a case study to detect a distributed network scan and to then identify the set of remote hosts participating in the attack. Our approach is sufficiently general to be applied to a diverse set of data understanding problems as well as used in conjunction with a diverse set of analysis and visualization tools","https://ieeexplore.ieee.org/document/4035755/","LOCKED","4035755","Computational Research Division, e-mail: ewbethel@lbl.gov","https://ieeexplore.ieee.org/author/38550755500","1","E. Wes Bethel","38550755500","National Energy Research Scientific Computing Center Division, e-mail: scampbell@lbl.gov","https://ieeexplore.ieee.org/author/37551989600","2","Scott Campbell","37551989600","Energy Sciences Network, e-mail: dart@es.net","https://ieeexplore.ieee.org/author/37829631700","3","Eli Dart","37829631700","Computational Research Division, Lawrence Berkeley National Laboratory, University of California, Berkeley, CA 94720. e-mail: kstockinger@lbl.gov","https://ieeexplore.ieee.org/author/37283413300","4","Kurt Stockinger","37283413300","Computational Research Division, Lawrence Berkeley National Laboratory, University of California, Berkeley, CA 94720. e-mail: kwu@lbl.gov","https://ieeexplore.ieee.org/author/38276188200","5","Kesheng Wu","38276188200","","","","","","","","","","","20","6","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261437","122","https://ieeexplore.ieee.org/document/4035755/","query-driven visualization","network security","data mining","visual analytics","","","","","","Acceleration","Telecommunication traffic","Data visualization","Data analysis","Filtering","Time factors","Knowledge management","Technology management","Testing","Indexing","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035755","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","22","115","Accelerating Network Traffic Analytics Using Query-Driven Visualization"
"We describe a framework for the display of complex, multidimensional data, designed to facilitate exploration, analysis, and collaboration among multiple analysts. This framework aims to support human collaboration by making it easier to share representations, to translate from one point of view to another, to explain arguments, to update conclusions when underlying assumptions change, and to justify or account for decisions or actions. Multidimensional visualization techniques are used with interactive, context-sensitive, and tunable graphs. Visual representations are flexibly generated using a knowledge representation scheme based on annotated logic; this enables not only tracking and fusing different viewpoints, but also unpacking them. Fusing representations supports the creation of multidimensional meta-displays as well as the translation or mapping from one point of view to another. At the same time, analysts also need to be able to unpack one another's complex chains of reasoning, especially if they have reached different conclusions, and to determine the implications, if any, when underlying assumptions or evidence turn out to be false. The framework enables us to support a variety of scenarios as well as to systematically generate and test experimental hypotheses about the impact of different kinds of visual representations upon interactive collaboration by teams of distributed analysts","https://ieeexplore.ieee.org/document/4035757/","LOCKED","4035757","Stony Brook University, Psychology Department, Stony Brook University, Stony Brook, NY 11794-3300, susan.brennan@sunysb.edu","https://ieeexplore.ieee.org/author/37840264500","1","Susan E. Brennan","37840264500","Stony Brook University, Computer Science Department, Stony Brook University, Stony Brook, NY 11794-4400. mueller@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37273119700","2","Klaus Mueller","37273119700","Stony Brook University, Psychology Department, Stony Brook University, Stony Brook, NY 11794-3300, gzelinsky@ms.cc.sunysb.edu","https://ieeexplore.ieee.org/author/37418690100","3","Greg Zelinsky","37418690100","Stony Brook University, Computer Science Department, Stony Brook University, Stony Brook, NY 11794-4400. ram@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37284911300","4","IV Ramakrishnan","37284911300","Stony Brook University, Computer Science Department, Stony Brook University, Stony Brook, NY 11794-4400. warren@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37344836300","5","David S. Warren","37344836300","Stony Brook University, Computer Science Department, Stony Brook University, Stony Brook, NY 11794-4400. ari@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37268052800","6","Arie Kaufman","37268052800","","","","","","25","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261439","136","https://ieeexplore.ieee.org/document/4035757/","Visual Analytics","Collaborative and distributed visualization","Data management and knowledge representation","Visual knowledge discovery","","","","","","Collaboration","Visual analytics","Collaborative work","Multidimensional systems","Humans","Uncertainty","Knowledge representation","Data visualization","Information analysis","History","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035757","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","23","129","Toward a Multi-Analyst, Collaborative Framework for Visual Analytics"
"A great deal of analytical work is done in the context of reading, in digesting the semantics of the material, the identification of important entities, and capturing the relationship between entities. Visual analytic environments, therefore, must encompass reading tools that enable the rapid digestion of large amount of reading material. Other than plain text search, subject indexes, and basic highlighting, tools are needed for rapid foraging of text. In this paper, we describe a technique that presents an enhanced subject index for a book by conceptually reorganizing it to suit particular expressed user information needs. Users first enter information needs via keywords describing the concepts they are trying to retrieve and comprehend. Then our system, called ScentIndex, computes what index entries are conceptually related and reorganizes and displays these index entries on a single page. We also provide a number of navigational cues to help users peruse over this list of index entries and find relevant passages quickly. Compared to regular reading of a paper book, our study showed that users are more efficient and more accurate in finding, comparing, and comprehending material in our system","https://ieeexplore.ieee.org/document/4035761/","LOCKED","4035761","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. echi@parc.com","https://ieeexplore.ieee.org/author/37448030800","1","Ed H. Chi","37448030800","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. hong@parc.com","https://ieeexplore.ieee.org/author/37347459100","2","Lichan Hong","37347459100","Adobe Systems, 321 Park Ave., San Jose, CA 95110, julie.heiser@adobe.com","https://ieeexplore.ieee.org/author/37837705900","3","Julie Heiser","37837705900","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. card@parc.com","https://ieeexplore.ieee.org/author/37444594200","4","Stuart K. Card","37444594200","","","","","","","","","","","","","","","","1","3","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261418","166","https://ieeexplore.ieee.org/document/4035761/","Book Index","eBooks","Information Scent","contextualization","personalized information access","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035761","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","24","159","Scentindex: Conceptually Reorganizing Subject Indexes for Reading"
"A new field of research, visual analytics, has been introduced. This has been defined as ""the science of analytical reasoning facilitated by interactive visual interfaces"" (Thomas and Cook, 2005). Visual analytic environments, therefore, support analytical reasoning using visual representations and interactions, with data representations and transformation capabilities, to support production, presentation, and dissemination. As researchers begin to develop visual analytic environments, it is advantageous to develop metrics and methodologies to help researchers measure the progress of their work and understand the impact their work has on the users who work in such environments. This paper presents five areas or aspects of visual analytic environments that should be considered as metrics and methodologies for evaluation are developed. Evaluation aspects need to include usability, but it is necessary to go beyond basic usability. The areas of situation awareness, collaboration, interaction, creativity, and utility are proposed as the five evaluation areas for initial consideration. The steps that need to be undertaken to develop systematic evaluation methodologies and metrics for visual analytic environments are outlined","https://ieeexplore.ieee.org/document/4035759/","LOCKED","4035759","Pacific Northwest National Laboratory. e-mail: jean.scholtz@pnl.gov","https://ieeexplore.ieee.org/author/37268671300","1","Jean Scholtz","37268671300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261416","150","https://ieeexplore.ieee.org/document/4035759/","visualization","analytic environments","metrics","","","","","","","Usability","Visual analytics","Visualization","Information analysis","Hardware","Speech recognition","Information retrieval","Humans","Production","Collaborative work","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035759","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","25","145","Beyond Usability: Evaluation Aspects of Visual Analytic Environments"
"A variety of user interfaces have been developed to support the querying of hierarchical multi-dimensional data in an OLAP setting such as pivot tables and Polaris. They are used to regularly check portions of a dataset and to explore a new dataset for the first time. In this paper, we establish criteria for OLAP user interface capabilities to facilitate comparison. Two criteria are the number of displayed dimensions along which comparisons can be made and the number of dimensions that are viewable at once - visual comparison depth and width. We argue that interfaces with greater visual comparison depth support regular checking of known data by users that know roughly where to look, while interfaces with greater comparison width support exploration of new data by users that have no a priori starting point and need to scan all dimensions. Pivot tables and Polaris are examples of the former. The main contribution of this paper is to introduce a new scalable interface that uses parallel dimension axis which supports the latter, greater visual comparison width. We compare our approach to both table based and parallel coordinate based interfaces. We present an implementation of our interface SGViewer, user scenarios and provide an evaluation that supports the usability of our interface","https://ieeexplore.ieee.org/document/4035763/","LOCKED","4035763","School of Economics & Information Systems, University of Wollongong, Australia. msifer@uow.edu.au","https://ieeexplore.ieee.org/author/37347571400","1","Mark Sifer","37347571400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261422","182","https://ieeexplore.ieee.org/document/4035763/","Data exploration","OLAP","visualization","parallel coordinates","","","","","","User interfaces","Marketing and sales","Polarization","Data mining","Data visualization","Data analysis","Information systems","Scattering","Usability","Chromium","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035763","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","26","175","User Interfaces for the Exploration of Hierarchical Multi-dimensional Data"
"Browsing and retrieving images from large image collections are becoming common and important activities. Semantic image analysis techniques, which automatically detect high level semantic contents of images for annotation, are promising solutions toward this problem. However, few efforts have been made to convey the annotation results to users in an intuitive manner to enable effective image browsing and retrieval. There is also a lack of methods to monitor and evaluate the automatic image analysis algorithms due to the high dimensional nature of image data, features, and contents. In this paper, we propose a novel, scalable semantic image browser by applying existing information visualization techniques to semantic image analysis. This browser not only allows users to effectively browse and search in large image databases according to the semantic content of images, but also allows analysts to evaluate their annotation process through interactive visual exploration. The major visualization components of this browser are multi-dimensional scaling (MDS) based image layout, the value and relation (VaR) display that allows effective high dimensional visualization without dimension reduction, and a rich set of interaction tools such as search by sample images and content relationship detection. Our preliminary user study showed that the browser was easy to use and understand, and effective in supporting image browsing and retrieval tasks","https://ieeexplore.ieee.org/document/4035765/","LOCKED","4035765","Dept of Computer Science, University of North Carolina at Charlotte, jyang13@uncc.edu","https://ieeexplore.ieee.org/author/37292632600","1","Jing Yang","37292632600","Dept of Computer Science, University of North Carolina at Charlotte, jfan@uncc.edu","https://ieeexplore.ieee.org/author/37271216800","2","Jianping Fan","37271216800","Dept of Computer Science, University of North Carolina at Charlotte, dhubball@uncc.edu","https://ieeexplore.ieee.org/author/37300421500","3","Daniel Hubball","37300421500","Dept of Computer Science, University of North Carolina at Charlotte, ygao@uncc.edu","https://ieeexplore.ieee.org/author/37404899900","4","Yuli Gao","37404899900","Dept of Computer Science, University of North Carolina at Charlotte, hluo@uncc.edu","https://ieeexplore.ieee.org/author/37275772500","5","Hangzai Luo","37275772500","Dept of Computer Science, University of North Carolina at Charlotte, ribarsky@uncc.edu","https://ieeexplore.ieee.org/author/37300425000","6","William Ribarsky","37300425000","Dept of Computer Science, Worcester Polytechnic, Institute. matt@cs.wpi.edu","https://ieeexplore.ieee.org/author/37268441700","7","Matthew Ward","37268441700","33","10","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261425","198","https://ieeexplore.ieee.org/document/4035765/","Image retrieval","image layout","semantic image classification","multi-dimensional visualization","visual analytics","1.4.8 [Image Processing and Computer Vision]: Scene Analysis¿Object recognition","H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval¿Search process","H.5.2 [Information Interfaces and Presentation]: User Interfaces¿Graphical user interfaces","","Visualization","Image analysis","Image classification","Image retrieval","Information retrieval","Computerized monitoring","Image databases","Visual analytics","Computer science","Displays","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035765","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","27","191","Semantic Image Browser: Bridging Information Visualization with Automated Intelligent Image Analysis"
"Presents the welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/4035736/","EPHEMERA","4035736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261445","v","https://ieeexplore.ieee.org/document/4035736/","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035736","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","28","v","Message from the Symposium and Paper Chairs"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4035738/","EPHEMERA","4035738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261447","vii","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035738","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","29","vii","Conference Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4035737/","EPHEMERA","4035737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261446","vi","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035737","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","30","vi","IEEE Visualization and Graphics Technical Committee (VGTC)"
"Presents the title page of the proceedings.","","EPHEMERA","4035732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261441","C2","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035732","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","31","C2","[Title page]"
"The following topics are dealt with: visual analytics science and technology; spatial and temporal data; complex information spaces; graph and network data; and evaluation and collaborative aspects","","EPHEMERA","4035734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261443","iii","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035734","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","32","iii","IEEE Symposium on Visual Analytics Science and Technology 2006"
"Presents the front cover or splash screen of the proceedings.","","EPHEMERA","4035731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261440","C1","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035731","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","33","C1","[Front cover]"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","4035733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261442","ii","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035733","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","34","ii","Author index"
"Copyright and Reprint Permissions: Abstracting is permitted with credit to the source. Libraries may photocopy beyond the limits of US copyright law, for private use of patrons, those articles in this volume that carry a code at the bottom of the first page, provided that the per-copy fee indicated in the code is paid through the Copyright Clearance Center. The papers in this book comprise the proceedings of the meeting mentioned on the cover and title page. They reflect the authors' opinions and, in the interests of timely dissemination, are published as presented and without change. Their inclusion in this publication does not necessarily constitute endorsement by the editors or the Institute of Electrical and Electronics Engineers, Inc.","","EPHEMERA","4035735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261444","iv","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035735","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","35","iv","Copyright page"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","4035739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261448","viii","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035739","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","36","viii","Paper reviewers"
"Visual analytics is a newly evolving field that spans across several more established disciplines. This panel discusses how VA system developers and researchers are best educated at the MS and PhD levels. This paper describes several ways in which VA can be characterized - with the goal of using these characterizations to identify knowledge domains that can be used to define VA curricula. Also, a digital library of VA educational resources is described","","EPHEMERA","4035767","Georgia Tech, foley@cc.gatech.edu","https://ieeexplore.ieee.org/author/37286177900","1","James Foley","37286177900","PARC, card@parc.com","https://ieeexplore.ieee.org/author/37444594200","2","Stu Card","37444594200","Purdue, ebertd@ecn.purdue.edu","https://ieeexplore.ieee.org/author/37282598900","3","David Ebert","37282598900","Penn State, maceachren@psu.edu","https://ieeexplore.ieee.org/author/37374699000","4","A. MacEachren","37374699000","UNC-Charlotte, ribarsky@uncc.edu","https://ieeexplore.ieee.org/author/37829636700","5","Bill Ribarsky","37829636700","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261419","211","","Visual Analytics Education","Visual Analytics Curricula","","","","","","","","Visual analytics","Taxonomy","Data visualization","Computer science education","Information analysis","Time series analysis","Software libraries","Financial management","Knowledge management","Software development management","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035767","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","37","209","Visual Analytics Education"
"The current metaphors used to justify visualization research involve the specters of massive information flows and analyst overload and such demands as ""connecting the dots"" and searching for ""nuggets"". Knowledge discovery becomes the challenge, and presenting the greatest amount of information to the bewildered user, or viewer in this case, the goal. Throughout history, however, visual metaphors have first and foremost helped humans organize and digest information. Irrelevant information or conceptions have been ignored or discarded. Customized or tailored interpretations have been put forward. What do I need to know? has been more crucial than What do I need to see? Designer information, just like ""designer drugs"" or designer ""genes"", is the watchword for visualization and analytics in this 21st Century. And one of its most rigorous applications is homeland security","","EPHEMERA","4035740","Science and Technology Dictorate, U.S. Department of Homeland Security","https://ieeexplore.ieee.org/author/37829627200","1","Joseph Kielman","37829627200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261449","ix","","","","","","","","","","","","","","","","","","","","","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035740","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","38","ix","Designer Information - Why Visualization and Analytics Technologies Should Help Us Focus Our Minds and Not Our Senses"
