"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Existing information-visualization techniques that target small screens are usually limited to exploring a few hundred items. In this article we present a scatterplot tool for Personal Digital Assistants that allows the handling of many thousands of items. The application's scalability is achieved by incorporating two alternative interaction techniques: a geometric-semantic zoom that provides smooth transition between overview and detail, and a fisheye distortion that displays the focus and context regions of the scatterplot in a single view. A user study with 24 participants was conducted to compare the usability and efficiency of both techniques when searching a book database containing 7500 items. The study was run on a pen-driven Wacom board simulating a PDA interface. While the results showed no significant difference in task-completion times, a clear majority of 20 users preferred the fisheye view over the zoom interaction. In addition, other dependent variables such as user satisfaction and subjective rating of orientation and navigation support revealed a preference for the fisheye distortion. These findings partly contradict related research and indicate that, when using a small screen, users place higher value on the ability to preserve navigational context than they do on the ease of use of a simplistic, metaphor-based interaction style.","https://ieeexplore.ieee.org/document/4015436/","LOCKED","4015436","University of Konstanz","","1","Thorsten Buering","","University of Konstanz","https://ieeexplore.ieee.org/author/37827874500","2","Jens Gerken","37827874500","University of Konstanz","https://ieeexplore.ieee.org/author/37326200300","3","Harald Reiterer","37326200300","","","","","","","","","","","","","","","","","","","","27","45","Journals","10.1109/TVCG.2006.187","836","https://ieeexplore.ieee.org/document/4015436/","Small screen","PDA","","","scatter plot","zoom","fisheye","focus+context","","","","","Scattering","Personal digital assistants","Books","Visual databases","Displays","Marketing and sales","Data visualization","Usability","Spatial databases","Navigation","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015436","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","47","829","User Interaction with Scatterplots on Small Screens - A Comparative Evaluation of Geometric-Semantic Zoom and Fisheye Distortion","12"
"We present a novel pipeline for computer-aided detection (CAD) of colonic polyps by integrating texture and shape analysis with volume rendering and conformal colon flattening. Using our automatic method, the 3D polyp detection problem is converted into a 2D pattern recognition problem. The colon surface is first segmented and extracted from the CT data set of the patient's abdomen, which is then mapped to a 2D rectangle using conformal mapping. This flattened image is rendered using a direct volume rendering technique with a translucent electronic biopsy transfer function. The polyps are detected by a 2D clustering method on the flattened image. The false positives are further reduced by analyzing the volumetric shape and texture features. Compared with shape based methods, our method is much more efficient without the need of computing curvature and other shape parameters for the whole colon surface. The final detection results are stored in the 2D image, which can be easily incorporated into a virtual colonoscopy (VC) system to highlight the polyp locations. The extracted colon surface mesh can be used to accelerate the volumetric ray casting algorithm used to generate the VC endoscopic view. The proposed automatic CAD pipeline is incorporated into an interactive VC system, with a goal of helping radiologists detect polyps faster and with higher accuracy","https://ieeexplore.ieee.org/document/4015440/","LOCKED","4015440","Department of Computer Science, Stony Brook University, Stony Brook, NY","https://ieeexplore.ieee.org/author/37277099300","1","Wei Hong","37277099300","Department of Computer Science, Stony Brook University, Stony Brook, NY","https://ieeexplore.ieee.org/author/37416126400","2","Feng Qiu","37416126400","Department of Computer Science, Stony Brook University, Stony Brook, NY","https://ieeexplore.ieee.org/author/37268052800","3","Arie kaufman","37268052800","","","","","","","","","","","","","","","","","","","","38","2","Journals","10.1109/TVCG.2006.112","868","https://ieeexplore.ieee.org/document/4015440/","Computer Aided Detection","Virtual Colonoscopy","","","Texture Analysis","Volume Rendering","","","","","","","Pipelines","Colonic polyps","Shape","Colon","Virtual colonoscopy","Colonography","Rendering (computer graphics)","Image converters","Pattern recognition","Image segmentation","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015440","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","48","861","A Pipeline for Computer Aided Polyp Detection","12"
"This paper presents a method for occlusion-free animation of geographical landmarks, and its application to a new type of car navigation system in which driving routes of interest are always visible. This is achieved by animating a nonperspective image where geographical landmarks such as mountain tops and roads are rendered as if they are seen from different viewpoints. The technical contribution of this paper lies in formulating the nonperspective terrain navigation as an inverse problem of continuously deforming a 3D terrain surface from the 2D screen arrangement of its associated geographical landmarks. The present approach provides a perceptually reasonable compromise between the navigation clarity and visual realism where the corresponding nonperspective view is fully augmented by assigning appropriate textures and shading effects to the terrain surface according to its geometry. An eye tracking experiment is conducted to prove that the present approach actually exhibits visually-pleasing navigation frames while users can clearly recognize the shape of the driving route without occlusion, together with the spatial configuration of geographical landmarks in its neighborhood","https://ieeexplore.ieee.org/document/4015475/","LOCKED","4015475","University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba, 227-8561, Japan","https://ieeexplore.ieee.org/author/37280401000","1","Shigeo Takahashi","37280401000","University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba, 227-8561, Japan","https://ieeexplore.ieee.org/author/37826572100","2","Kenichi Yoshida","37826572100","Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA 15213, U.S.A.","https://ieeexplore.ieee.org/author/37324632500","3","Kenji Shimada","37324632500","University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba, 227-8561, Japan","https://ieeexplore.ieee.org/author/37267968100","4","Tomoyuki Nishita","37267968100","","","","","","","","","","","","","","","24","3","Journals","10.1109/TVCG.2006.167","1148","https://ieeexplore.ieee.org/document/4015475/","car navigation systems","nonperspective projection","","","occlusion-free animation","visual perception","temporal coherence","","","","","","Animation","Navigation","Roads","Layout","Rendering (computer graphics)","Inverse problems","Surface texture","Geometry","Shape","Visual perception","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015475","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","49","1141","Occlusion-Free Animation of Driving Routes for Car Navigation Systems","12"
"Commonly known detail in context techniques for the two-dimensional Euclidean space enlarge details and shrink their context using mapping functions that introduce geometrical compression. This makes it difficult or even impossible to recognize shapes for large differences in magnification factors. In this paper we propose to use the complex logarithm and the complex root functions to show very small details even in very large contexts. These mappings are conformal, which means they only locally rotate and scale, thus keeping shapes intact and recognizable. They allow showing details that are orders of magnitude smaller than their surroundings in combination with their context in one seamless visualization. We address the utilization of this universal technique for the interaction with complex two-dimensional data considering the exploration of large graphs and other examples","https://ieeexplore.ieee.org/document/4015438/","LOCKED","4015438","Dept. of Comput. & Inf. Sci., Konstanz Univ.","https://ieeexplore.ieee.org/author/37691047700","1","Joachim Bottger","37691047700","Dept. of Comput. & Inf. Sci., Konstanz Univ.","https://ieeexplore.ieee.org/author/37282568100","2","Michael Balzer","37282568100","Dept. of Comput. & Inf. Sci., Konstanz Univ.","https://ieeexplore.ieee.org/author/37266781000","3","Oliver Deussen","37266781000","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2006.126","852","https://ieeexplore.ieee.org/document/4015438/","Detail in context","complex logarithm","","","conformal mappings","analytic functions","interaction.","","","","","","Shape","Conformal mapping","Data visualization","Nonlinear distortion","Image coding","Navigation","Image recognition","Information science","Information geometry","Computer graphics","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015438","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","50","845","Complex Logarithmic Views for Small Details in Large Contexts","12"
"We present real-time vascular visualization methods, which extend on illustrative rendering techniques to particularly accentuate spatial depth and to improve the perceptive separation of important vascular properties such as branching level and supply area. The resulting visualization can and has already been used for direct projection on a patient's organ in the operation theater where the varying absorption and reflection characteristics of the surface limit the use of color. The important contributions of our work are a GPU-based hatching algorithm for complex tubular structures that emphasizes shape and depth as well as GPU-accelerated shadow-like depth indicators, which enable reliable comparisons of depth distances in a static monoscopic 3D visualization. In addition, we verify the expressiveness of our illustration methods in a large, quantitative study with 160 subjects","https://ieeexplore.ieee.org/document/4015442/","LOCKED","4015442","MeVis GmbH","https://ieeexplore.ieee.org/author/37645939800","1","Felix Ritter","37645939800","MeVis GmbH","https://ieeexplore.ieee.org/author/37824134900","2","Christian Hansen","37824134900","MeVis GmbH","https://ieeexplore.ieee.org/author/37828698600","3","Volker Dicken","37828698600","MeVis GmbH","https://ieeexplore.ieee.org/author/37828698700","4","Olaf Konrad","37828698700","","https://ieeexplore.ieee.org/author/37424645300","5","Bernhard Preim","37424645300","","https://ieeexplore.ieee.org/author/37442956900","6","Heinz-otto Peitgen","37442956900","","","","","46","1","Journals","10.1109/TVCG.2006.172","884","https://ieeexplore.ieee.org/document/4015442/","Vessel visualization","functional realism","","","illustrative rendering","spatial perception","evaluation","","","","","","Visualization","Surgery","Surface morphology","Absorption","Reflection","Shape","Topology","Medical treatment","Liver","Veins","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015442","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","51","877","Real-Time Illustration of Vascular Structures","12"
"Meteorological research involves the analysis of multi-field, multi-scale, and multi-source data sets. Unfortunately, traditional atmospheric visualization systems only provide tools to view a limited number of variables and small segments of the data. These tools are often restricted to 2D contour or vector plots or 3D isosurfaces. The meteorologist must mentally synthesize the data from multiple plots to glean the information needed to produce a coherent picture of the weather phenomenon of interest. In order to provide better tools to meteorologists and reduce system limitations, we have designed an integrated atmospheric visual analysis and exploration system for interactive analysis of weather data sets. Our system allows for the integrated visualization of 1D, 2D, and 3D atmospheric data sets in common meteorological grid structures and utilizes a variety of rendering techniques. These tools provide meteorologists with new abilities to analyze their data and answer questions on regions of interest, ranging from physics-based atmospheric rendering to illustrative rendering containing particles and glyphs. In this paper, we discuss the use and performance of our visual analysis for two important meteorological applications. The first application is warm rain formation in small cumulus clouds. In this, our three-dimensional, interactive visualization of modeled drop trajectories within spatially correlated fields from a cloud simulation has provided researchers with new insight. Our second application is improving and validating severe storm models, specifically the weather research and forecasting (WRF) model. This is done through correlative visualization of WRF model and experimental Doppler storm data","https://ieeexplore.ieee.org/document/4015477/","LOCKED","4015477","student at Purdue University","https://ieeexplore.ieee.org/author/37560039000","1","Yuyan Song","37560039000","Microsoft Co.","https://ieeexplore.ieee.org/author/38270813300","2","Jing Ye","38270813300","student at Purdue University","https://ieeexplore.ieee.org/author/37565760800","3","Nikolai Svakhine","37565760800","assistant professor at Purdue University","https://ieeexplore.ieee.org/author/38272910400","4","Sonia Lasher-Trapp","38272910400","assistant professor at Purdue University","https://ieeexplore.ieee.org/author/38276233500","5","Mike Baldwin","38276233500","professor at Purdue University","https://ieeexplore.ieee.org/author/37282598900","6","David Ebert","37282598900","","","","","13","0","Journals","10.1109/TVCG.2006.117","1164","https://ieeexplore.ieee.org/document/4015477/","weather visualization","grid structures","","","transfer function","volume rendering","volume visualization","glyph rendering","warm rain entrainment process","","","","Meteorology","Data visualization","Data analysis","Clouds","Storms","Predictive models","Weather forecasting","Isosurfaces","Performance analysis","Rain","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015477","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","52","1157","An Atmospheric Visual Analysis and Exploration System","12"
"Topological methods are often used to describe flow structures in fluid dynamics and topological flow field analysis usually relies on the invariants of the associated tensor fields. A visual impression of the local properties of tensor fields is often complex and the search of a suitable technique for achieving this is an ongoing topic in visualization. This paper introduces and assesses a method of representing the topological properties of tensor fields and their respective flow patterns with the use of colors. First, a tensor norm is introduced, which preserves the properties of the tensor and assigns the tensor invariants to values of the RGB color space. Secondly, the RGB colors of the tensor invariants are transferred to corresponding hue values as an alternative color representation. The vectorial tensor invariants field is reduced to a scalar hue field and visualization of iso-surfaces of this hue value field allows us to identify locations with equivalent flow topology. Additionally highlighting by the maximum of the eigenvalue difference field reflects the magnitude of the structural change of the flow. The method is applied on a vortex breakdown flow structure inside a cylinder with a rotating lid","https://ieeexplore.ieee.org/document/4015481/","LOCKED","4015481","German Aerosp. Center","https://ieeexplore.ieee.org/author/37437412100","1","Markus Rutten","37437412100","German Aerosp. Center","https://ieeexplore.ieee.org/author/37824731300","2","Min S. Chong","37824731300","","","","","","","","","","","","","","","","","","","","","","","","","2","1","Journals","10.1109/TVCG.2006.119","1196","https://ieeexplore.ieee.org/document/4015481/","Flow visualization","Tensor field Topology","","","Invariants","","","","","","","","Electric breakdown","Color","Tensile stress","Topology","Data visualization","Fluid dynamics","Eigenvalues and eigenfunctions","Information analysis","Aerodynamics","Australia","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015481","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","53","1189","Analyzing Vortex Breakdown Flow Structures by Assignment of Colors to Tensor Invariants","12"
"Focus+context visualization integrates a visually accentuated representation of selected data items in focus (more details, more opacity, etc.) with a visually deemphasized representation of the rest of the data, i.e., the context. The role of context visualization is to provide an overview of the data for improved user orientation and improved navigation. A good overview comprises the representation of both outliers and trends. Up to now, however, context visualization not really treated outliers sufficiently. In this paper we present a new approach to focus+context visualization in parallel coordinates which is truthful to outliers in the sense that small-scale features are detected before visualization and then treated specially during context visualization. Generally, we present a solution which enables context visualization at several levels of abstraction, both for the representation of outliers and trends. We introduce outlier detection and context generation to parallel coordinates on the basis of a binned data representation. This leads to an output-oriented visualization approach which means that only those parts of the visualization process are executed which actually affect the final rendering. Accordingly, the performance of this solution is much more dependent on the visualization size than on the data size which makes it especially interesting for large datasets. Previous approaches are outperformed, the new solution was successfully applied to datasets with up to 3 million data records and up to 50 dimensions","https://ieeexplore.ieee.org/document/4015444/","LOCKED","4015444","Comenius University, Bratislava","https://ieeexplore.ieee.org/author/37823192400","1","Matej Novotny","37823192400","VRVis Research Center, Vienna","https://ieeexplore.ieee.org/author/37274158800","2","Helwig Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","114","3","Journals","10.1109/TVCG.2006.170","900","https://ieeexplore.ieee.org/document/4015444/","Parallel coordinates","focus+context visualization","","","outliers & trends","large data visualization.","","","","","","","Data visualization","Humans","Navigation","Computer vision","Visual system","Information processing","Concurrent computing","Jamming","Multidimensional systems","Costs","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015444","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","54","893","Outlier-Preserving Focus+Context Visualization in Parallel Coordinates","12"
"We present a comparative visualization of the acoustic simulation results obtained by two different approaches that were combined into a single simulation algorithm. The first method solves the wave equation on a volume grid based on finite elements. The second method, phonon tracing, is a geometric approach that we have previously developed for interactive simulation, visualization and modeling of room acoustics. Geometric approaches of this kind are more efficient than FEM in the high and medium frequency range. For low frequencies they fail to represent diffraction, which on the other hand can be simulated properly by means of FEM. When combining both methods we need to calibrate them properly and estimate in which frequency range they provide comparable results. For this purpose we use an acoustic metric called gain and display the resulting error. Furthermore we visualize interference patterns, since these depend not only on diffraction, but also exhibit phase-dependent amplification and neutralization effects","https://ieeexplore.ieee.org/document/4015479/","LOCKED","4015479","IRTG, Kaiserslautern","https://ieeexplore.ieee.org/author/37282727900","1","Eduard Deines","37282727900","","https://ieeexplore.ieee.org/author/37282067000","2","Martin Bertram","37282067000","","https://ieeexplore.ieee.org/author/37543023400","3","Jan Mohring","37543023400","","https://ieeexplore.ieee.org/author/37550794800","4","Jevgenij Jegorovs","37550794800","","https://ieeexplore.ieee.org/author/37838754300","5","Frank Michel","37838754300","","https://ieeexplore.ieee.org/author/37282578800","6","Hans Hagen","37282578800","https://ieeexplore.ieee.org/author/37283754100","7","Gregory M. Nielson","37283754100","16","0","Journals","10.1109/TVCG.2006.125","1180","https://ieeexplore.ieee.org/document/4015479/","acoustic simulation","comparative visualization","","","ray tracing","nite element method","phonon map","","","","","","Visualization","Acoustic waves","Solid modeling","Acoustic diffraction","Frequency estimation","Partial differential equations","Finite element methods","Phonons","Displays","Interference","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015479","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","55","1173","Comparative Visualization for Wave-based and Geometric Acoustics","12"
"Isosurfaces are ubiquitous in many fields, including visualization, graphics, and vision. They are often the main computational component of important processing pipelines (e.g., surface reconstruction), and are heavily used in practice. The classical approach to compute isosurfaces is to apply the Marching Cubes algorithm, which although robust and simple to implement, generates surfaces that require additional processing steps to improve triangle quality and mesh size. An important issue is that in some cases, the surfaces generated by Marching Cubes are irreparably damaged, and important details are lost which can not be recovered by subsequent processing. The main motivation of this work is to develop a technique capable of constructing high-quality and high-fidelity isosurfaces. We propose a new advancing front technique that is capable of creating high-quality isosurfaces from regular and irregular volumetric datasets. Our work extends the guidance field framework of Schreiner et al. to implicit surfaces, and improves it in significant ways. In particular, we describe a set of sampling conditions that guarantee that surface features will be captured by the algorithm. We also describe an efficient technique to compute a minimal guidance field, which greatly improves performance. Our experimental results show that our technique can generate high-quality meshes from complex datasets","https://ieeexplore.ieee.org/document/4015483/","LOCKED","4015483","SCI Institute at the University of Utah","https://ieeexplore.ieee.org/author/37840129300","1","John Schreiner","37840129300","SCI Institute at the University of Utah","https://ieeexplore.ieee.org/author/37550809300","2","Carlos E. Scheidegger","37550809300","SCI Institute at the University of Utah","https://ieeexplore.ieee.org/author/37275249200","3","Claudio T. Silva","37275249200","","","","","","","","","","","","","","","","","","","","49","2","Journals","10.1109/TVCG.2006.149","1212","https://ieeexplore.ieee.org/document/4015483/","Isosurface Extraction","Curvature","","","Advancing Front","","","","","","","","Isosurfaces","Sampling methods","Visualization","Surface reconstruction","Pervasive computing","Robustness","Smoothing methods","Graphics","Pipelines","Mesh generation","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015483","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","56","1205","High-Quality Extraction of Isosurfaces from Regular and Irregular Grids","12"
"Time-varying, multi-variate, and comparative data sets are not easily visualized due to the amount of data that is presented to the user at once. By combining several volumes together with different operators into one visualized volume, the user is able to compare values from different data sets in space over time, run, or field without having to mentally switch between different renderings of individual data sets. In this paper, we propose using a volume shader where the user is given the ability to easily select and operate on many data volumes to create comparison relationships. The user specifies an expression with set and numerical operations and her data to see relationships between data fields. Furthermore, we render the contextual information of the volume shader by converting it to a volume tree. We visualize the different levels and nodes of the volume tree so that the user can see the results of suboperations. This gives the user a deeper understanding of the final visualization, by seeing how the parts of the whole are operationally constructed","https://ieeexplore.ieee.org/document/4015446/","LOCKED","4015446","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH","https://ieeexplore.ieee.org/author/37542815100","1","Jonathan Woodring","37542815100","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH","https://ieeexplore.ieee.org/author/37279493500","2","Han-wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","50","0","Journals","10.1109/TVCG.2006.164","916","https://ieeexplore.ieee.org/document/4015446/","multi-variate","time-varying","","","comparative","focus + context","","","","","","","Data visualization","Animation","Switches","Computer science","Humans","Transfer functions","Filling","","","","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015446","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","57","909","Multi-variate, Time Varying, and Comparative Visualization with Contextual Cues","12"
"Volume rendered imagery often includes a barrage of 3D information like shape, appearance and topology of complex structures, and it thus quickly overwhelms the user. In particular, when focusing on a specific region a user cannot observe the relationship between various structures unless he has a mental picture of the entire data. In this paper we present ClearView, a GPU-based, interactive framework for texture-based volume ray-casting that allows users which do not have the visualization skills for this mental exercise to quickly obtain a picture of the data in a very intuitive and user-friendly way. ClearView is designed to enable the user to focus on particular areas in the data while preserving context information without visual clutter. ClearView does not require additional feature volumes as it derives any features in the data from image information only. A simple point-and-click interface enables the user to interactively highlight structures in the data. ClearView provides an easy to use interface to complex volumetric data as it only uses transparency in combination with a few specific shaders to convey focus and context information","https://ieeexplore.ieee.org/document/4015450/","LOCKED","4015450","Comput. Graphics & Visualization Group, Technische Univ. Munchen","https://ieeexplore.ieee.org/author/37548560500","1","Jens Kruger","37548560500","Comput. Graphics & Visualization Group, Technische Univ. Munchen","https://ieeexplore.ieee.org/author/37560044500","2","Jens Schneider","37560044500","Comput. Graphics & Visualization Group, Technische Univ. Munchen","https://ieeexplore.ieee.org/author/37444424000","3","Rudiger Westermann","37444424000","","","","","","","","","","","","","","","","","","","","92","5","Journals","10.1109/TVCG.2006.124","948","https://ieeexplore.ieee.org/document/4015450/","Terms¿Focus & Context","GPU rendering","","","volume raycasting","","","","","","","","Rendering (computer graphics)","Shape","Focusing","Data visualization","Context","Topology","Information filtering","Information filters","Navigation","Computer graphics","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015450","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","58","941","ClearView: An Interactive Context Preserving Hotspot Visualization Technique","12"
"We propose an out-of-core method for creating semi-regular surface representations from large input surface meshes. Our approach is based on a streaming implementation of the MAPS remesher of Lee et al. Our remeshing procedure consists of two stages. First, a simplification process is used to obtain the base domain. During simplification, we maintain the mapping information between the input and the simplified meshes. The second stage of remeshing uses the mapping information to produce samples of the output semi-regular mesh. The out-of-core operation of our method is enabled by the synchronous streaming of a simplified mesh and the mapping information stored at the original vertices. The synchronicity of two streaming buffers is maintained using a specially designed write strategy for each buffer. Experimental results demonstrate the remeshing performance of the proposed method, as well as other applications that use the created mapping between the simplified and the original surface representations","https://ieeexplore.ieee.org/document/4015485/","LOCKED","4015485","Pohang University of Science and Technology (POSTECH)","https://ieeexplore.ieee.org/author/37588185500","1","Minsu Ahn","37588185500","University of Michigan","https://ieeexplore.ieee.org/author/37326465500","2","Igor Guskov","37326465500","Pohang University of Science and Technology (POSTECH)","https://ieeexplore.ieee.org/author/37281130900","3","Seungyong Lee","37281130900","","","","","","","","","","","","","","","","","","","","13","0","Journals","10.1109/TVCG.2006.169","1228","https://ieeexplore.ieee.org/document/4015485/","Out-of-core algorithm","semi-regular remeshing","","","shape compression","","","","","","","","Mesh generation","Surface fitting","Data structures","Sampling methods","Approximation algorithms","Shape","Data visualization","Computer applications","Computational modeling","Medical simulation","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015485","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","59","1221","Out-of-Core Remeshing of Large Polygonal Meshes","12"
"Recent research in visual saliency has established a computational measure of perceptual importance. In this paper we present a visual-saliency-based operator to enhance selected regions of a volume. We show how we use such an operator on a user-specified saliency field to compute an emphasis field. We further discuss how the emphasis field can be integrated into the visualization pipeline through its modifications of regional luminance and chrominance. Finally, we validate our work using an eye-tracking-based user study and show that our new saliency enhancement operator is more effective at eliciting viewer attention than the traditional Gaussian enhancement operator","https://ieeexplore.ieee.org/document/4015448/","LOCKED","4015448","University of Maryland, College Park","https://ieeexplore.ieee.org/author/37836140000","1","Youngmin Kim","37836140000","University of Maryland, College Park","https://ieeexplore.ieee.org/author/37282560200","2","Amitabh Varshney","37282560200","","","","","","","","","","","","","","","","","","","","","","","","","66","2","Journals","10.1109/TVCG.2006.174","932","https://ieeexplore.ieee.org/document/4015448/","Saliency","visual attention","","","perceptual enhancement","volume rendering","non-photorealistic rendering","","","","","","Transfer functions","Pipelines","Biomedical imaging","Art","Data visualization","Humans","Geometry","Large-scale systems","Mouth","Optical attenuators","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015448","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","60","925","Saliency-guided Enhancement for Volume Visualization","12"
"In order to understand complex vortical flows in large data sets, we must be able to detect and visualize vortices in an automated fashion. In this paper, we present a feature-based vortex detection and visualization technique that is appropriate for large computational fluid dynamics data sets computed on unstructured meshes. In particular, we focus on the application of this technique to visualization of the flow over a serrated wing and the flow field around a spinning missile with dithering canards. We have developed a core line extraction technique based on the observation that vortex cores coincide with local extrema in certain scalar fields. We also have developed a novel technique to handle complex vortex topology that is based on k-means clustering. These techniques facilitate visualization of vortices in simulation data that may not be optimally resolved or sampled. Results are included that highlight the strengths and weaknesses of our approach. We conclude by describing how our approach can be improved to enhance robustness and expand its range of applicability","https://ieeexplore.ieee.org/document/4015452/","LOCKED","4015452","Graduate Research Assistant at the Computational Simulation and Design Center, Mississippi State University","https://ieeexplore.ieee.org/author/38274230400","1","Monika Jankun-Kelly","38274230400","Postdoctoral Researcher at the Center for Applied Scientific Computing, Lawrence Livermore National Laboratory","https://ieeexplore.ieee.org/author/37826582200","2","Ming Jiang","37826582200","Associate Professor in the Department of Aerospace Engineering at Mississippi State University","https://ieeexplore.ieee.org/author/37265831900","3","David Thompson","37265831900","Associate Professor in the Department of Computer Science and Engineering at The Ohio State University","https://ieeexplore.ieee.org/author/37269516700","4","Raghu Machiraju","37269516700","","","","","","","","","","","","","","","19","0","Journals","10.1109/TVCG.2006.201","964","https://ieeexplore.ieee.org/document/4015452/","Vortex detection","vortex visualization","","","feature mining","","","","","","","","Data visualization","Missiles","Computational fluid dynamics","Spinning","Data mining","Large-scale systems","Computational modeling","Computer vision","Geometry","Topology","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015452","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","61","957","Vortex Visualization for Practical Engineering Applications","12"
