"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Existing volume visualization techniques are typically applied to a three-dimensional grid. This presents some challenging problems in the visualization of environmental data. This data often consists of unevenly distributed samples. Typically a two-step approach is used to visualize environmental data. First the unevenly distributed sample data are modeled onto a uniform 3-D grid. This grid model is subsequently rendered using conventional grid-based visualization techniques. This paper discusses some of the limitations of this approach and highlights areas where further research is needed to improve the accuracy of visualization for environmental applications.","https://ieeexplore.ieee.org/document/568145/","LOCKED","568145","Dept. of Math., Akron Univ., OH, USA","https://ieeexplore.ieee.org/author/37855601300","1","Yingcai Xiao","37855601300","","","","","","https://ieeexplore.ieee.org/author/37619701300","2","J.P. Ziebarth","37619701300","","https://ieeexplore.ieee.org/author/37860533600","3","C. Woodbury","37860533600","","https://ieeexplore.ieee.org/author/37853024300","4","E. Bayer","37853024300","","https://ieeexplore.ieee.org/author/37860534800","5","B. Rundell","37860534800","https://ieeexplore.ieee.org/author/37355070000","6","J. van der Zijp","37355070000","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568145","416","Data visualization","Contamination","Interpolation","Soil","Scattering","Mesh generation","Pollution measurement","Spline","Computer science","Mathematics","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568145","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","30","413","The challenges of visualizing and modeling environmental data"
"Sampling and analysis of subsurface contaminants comprise the first steps toward environmental remediation of hazardous spills. We have developed software tools to support the analysis phase, using three different schemes for interpolating scattered 3D soil-quality data onto a grid suitable for viewing in an interactive visualization system. A good interpolation scheme is one that respects the distribution of the original data. We find that the original data can be decimated by up to seventy percent while exhibiting graceful degradation in quality. A prototype software system is being deployed to allow technicians to visually determine, while in the field with their monitoring equipment, where the highest concentrations of contaminants lie. The system is now in use by the U.S. Army Corps of Engineers.","https://ieeexplore.ieee.org/document/568147/","LOCKED","568147","NSF Eng. Res. Center, Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37356983700","1","D.C. Banks","37356983700","","","","","","https://ieeexplore.ieee.org/author/37282068700","2","B. Hamann","37282068700","","https://ieeexplore.ieee.org/author/37849431900","3","Po-Yu Tsai","37849431900","","https://ieeexplore.ieee.org/author/37282559500","4","R. Moorhead","37282559500","","https://ieeexplore.ieee.org/author/37861977200","5","J. Barlow","37861977200","","","","","","","","","","","","","","","","","","","","","0","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568147","424","Interpolation","Data visualization","Sampling methods","Data analysis","Software tools","Scattering","Degradation","Software prototyping","Software systems","Monitoring","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568147","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","31","421","Data reduction and interpolation for visualizing 3D soil-quality data"
"","https://ieeexplore.ieee.org/document/568151/","LOCKED","568151","Stanford University Medical Center","","1","R. Shahidi","","","","","","","","2","B. Lorensen","","","","3","R. Kikinis","","","","4","J. Flynn","","","","5","A. Kaufman","","","6","S. Napel","","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568151","440","Biomedical imaging","Rendering (computer graphics)","Endoscopes","Surface fitting","Workstations","Data visualization","Cameras","Path planning","Medical diagnostic imaging","Graphics","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568151","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","32","439","Surface Rendering Versus Volume Rendering In Medical Imaging: Techniques And Applications"
"Given (n-1)-dimensional parallel cross-sections of an n-dimensional body, one would like to reconstruct the n-dimensional body. The method based on Distance Field Interpolation (DFI) gives a robust solution to this problem in its ability to deal with any topology in any dimension. Still this method may give undesired solutions to the problem if the changes from one cross-section to the next are significant relative to the size of the details in the cross-sections. We consider the problem of solid reconstruction from contours, which can also be considered as a contour blending or contour morphing problem, where the third dimension is time. The method presented is based on interpolation of the distance field, guided by a warp function which is controlled by a set of corresponding anchor points. Some rules for defining a smooth least-distorting warp function are given. To reduce the distortion of the intermediate shapes, the warp function is decomposed into a rigid rotational part and an elastic part. The distance field interpolation method is modified so that the interpolation is guided by the warp function. The advantage of the new approach is that it is capable of blending between contours having different topological genus, and no correspondence between the geometric primitives should be established. The desired general correspondence is defined by the user in terms of a relatively small number of anchor points.","https://ieeexplore.ieee.org/document/567812/","LOCKED","567812","Sch. of Math. Sci., Tel Aviv Univ., Israel","https://ieeexplore.ieee.org/author/38273141800","1","D. Cohen-Or","38273141800","","","","","","https://ieeexplore.ieee.org/author/38275357700","2","D. Levin","38275357700","","https://ieeexplore.ieee.org/author/38275743700","3","A. Solomovici","38275743700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","3","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567812","172","Interpolation","Image reconstruction","Shape","Topology","Animation","Pixel","Robustness","Solids","Biomedical imaging","Algorithm design and analysis","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567812","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","33","165","Contour blending using warp-guided distance field interpolation"
"Visualization of computational oceanography is traditionally a post-processing step. This batch orientation is clumsy if one wants to observe the effect of a wide range of parameters on the solution. This paper describes the conversion of an ocean circulation model from this traditional design to an interactive program in which the computed solution is viewed in real-time over a wide-area network and the user is given the ability to change the model parameters and immediately observe the impact this has on the solution.","https://ieeexplore.ieee.org/document/568149/","LOCKED","568149","Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37444948400","1","S. Nations","37444948400","https://ieeexplore.ieee.org/author/37299280100","11","O.M. Smedstad","37299280100","","https://ieeexplore.ieee.org/author/37282559500","2","R. Moorhead","37282559500","","https://ieeexplore.ieee.org/author/37282571800","3","K. Gaither","37282571800","","https://ieeexplore.ieee.org/author/37860427600","4","S. Aukstakalnis","37860427600","","https://ieeexplore.ieee.org/author/37299351600","5","R. Vickery","37299351600","https://ieeexplore.ieee.org/author/37860428500","6","W.C. Couvillion","37860428500","https://ieeexplore.ieee.org/author/37741252400","7","D.N. Fox","37741252400","https://ieeexplore.ieee.org/author/37850464800","8","P. Flynn","37850464800","https://ieeexplore.ieee.org/author/37299279700","9","A. Wallcraft","37299279700","https://ieeexplore.ieee.org/author/38226861400","10","P. Hogan","38226861400","6","2","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568149","432","Oceans","Displays","Data visualization","Laboratories","Data mining","Computer networks","Workstations","Application software","Writing","Design engineering","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568149","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","34","429","Interactive visualization of ocean circulation models"
"The representation of a scene at different levels of detail is necessary to achieve real-time rendering. In aerial views, only the part of the scene that is close to the viewing point needs to be displayed with a high level of detail, while more distant parts can be displayed with a low level of detail. However, when a sequence of images is generated and displayed in real-time, the transition between different levels of detail causes noticeable temporal aliasing. In this paper, we propose a method, based on object blending, that visually softens the transition between two levels of Delaunay triangulation. We present an algorithm that establishes, in an off-line process, a correspondence between two given polygonal objects. The correspondence enables on-line blending between two representations of an object, so that one representation (level of detail) progressively evolves into the other.","https://ieeexplore.ieee.org/document/567600/","LOCKED","567600","Sch. of Math. Sci., Tel Aviv Univ., Israel","https://ieeexplore.ieee.org/author/38273141800","1","D. Cohen-Or","38273141800","","","","","","https://ieeexplore.ieee.org/author/38270782200","2","Y. Levanoni","38270782200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","4","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567600","42","Layout","Rendering (computer graphics)","Aerospace simulation","Approximation algorithms","Image generation","Computer graphics","Application software","Computational modeling","Computer simulation","Tin","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567600","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","35","37","Temporal continuity of levels of detail in Delaunay triangulated terrain"
"Uncertainty or errors are introduced in fluid flow data as the data is acquired, transformed and rendered. Although researchers are aware of these uncertainties, little has been done to incorporate them in the existing visualization systems for fluid flow. In the absence of integrated presentation of data and its associated uncertainty, the analysis of the visualization is incomplete at best and may lead to inaccurate or incorrect conclusions. The article presents UFLOW-a system for visualizing uncertainty in fluid flow. Although there are several sources of uncertainties in fluid flow data, in this work, we focus on uncertainty arising from the use of different numerical algorithms for computing particle traces in a fluid flow. The techniques that we have employed to visualize uncertainty in fluid flow include uncertainty glyphs, flow envelopes, animations, priority sequences, twirling batons of trace viewpoints, and rakes. These techniques are effective in making the users aware of the effects of different integration methods and their sensitivity, especially near critical points in the flow field.","https://ieeexplore.ieee.org/document/568116/","LOCKED","568116","Dept. of Comput. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37298532100","1","S.K. Lodha","37298532100","","","","","","https://ieeexplore.ieee.org/author/37267352000","2","A. Pang","37267352000","","https://ieeexplore.ieee.org/author/38242145300","3","R.E. Sheehan","38242145300","","https://ieeexplore.ieee.org/author/37351416000","4","C.M. Wittenbrink","37351416000","","","","","","","","","","","","","","","","","","","","","","","","","","39","3","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568116","254","Uncertainty","Fluid flow","Data visualization","Animation","Computer science","Computer errors","Data flow computing","Pipelines","Computer displays","Humans","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568116","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","36","249","UFLOW: visualizing uncertainty in fluid flow"
"A method for visualizing unknottedness of mathematical knots via energy optimization with simulated annealing is presented. In this method a potential field is formed around a tangled rope that causes it to self-repel. By allowing the rope to evolve in this field in search of an energy minimizing configuration we can determine the knot type of the initial configuration. In particular, it is natural to conjecture that if such a ""charged rope"" was not initially knotted, it will reach its minimal potential in a circular configuration, given a suitable energy functional. Because situations potentially arise in which the functional may not be strictly unimodal, we suggest it to be advantageous to use a robust stochastic optimization technique (simulated annealing), rather than a deterministic hill climber common in physically based approaches, to make sure that the evolving rope does not settle in a suboptimal configuration. The same method is applicable to simplifying arbitrary knots and links and for establishing knot equivalence. Aside from its theoretical appeal, the method promises to solve practical problems common in genetic research and polymer design.","https://ieeexplore.ieee.org/document/568120/","LOCKED","568120","Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA","","1","Milana Huang","","","","","","","","2","R.P. Grzeszczuk","","","","3","L.H. Kauffman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568120","286","Stochastic processes","Visualization","Polynomials","Laboratories","Mathematics","Radiology","Optimization methods","Simulated annealing","Robustness","Genetics","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568120","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","37","279","Untangling knots by stochastic energy optimization"
"In the last five years, there has been numerous applications of wavelets and multiresolution analysis in many fields of computer graphics as different as geometric modelling, volume visualization or illumination modelling. Classical multiresolution analysis is based on the knowledge of a nested set of functional spaces in which the successive approximations of a given function converge to that function, and can be efficiently computed. This paper first proposes a theoretical framework which enables multiresolution analysis even if the functional spaces are not nested, as long as they still have the property that the successive approximations converge to the given function. Based on this concept, we finally introduce a new multiresolution analysis with exact reconstruction for large data sets defined on uniform grids. We construct a one-parameter family of multiresolution analyses which is a blending of Haar and linear multiresolution, using BLaC (Blending of Linear and Constant) wavelets.","https://ieeexplore.ieee.org/document/567602/","LOCKED","567602","Lab. LMC, CNRS, Grenoble, France","https://ieeexplore.ieee.org/author/37368609100","1","G.-P. Bonneau","37368609100","","","","","","https://ieeexplore.ieee.org/author/37378532500","2","S. Hahmann","37378532500","","https://ieeexplore.ieee.org/author/37283754100","3","G.M. Nielson","37283754100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567602","48","Multiresolution analysis","Wavelet analysis","Wavelet coefficients","Solid modeling","Image coding","Computer graphics","Lighting","Image reconstruction","Signal resolution","Continuous wavelet transforms","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567602","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","38","43","BLaC-wavelets: a multiresolution analysis with non-nested spaces"
"We describe a technique for choosing multiple colours for use during data visualization. Our goal is a systematic method for maximizing the total number of colours available for use, while still allowing an observer to rapidly and accurately search a display for any one of the given colours. Previous research suggests that we need to consider three separate effects during colour selection: colour distance, linear separation, and colour category. We describe a simple method for measuring and controlling all of these effects. Our method was tested by performing a set of target identification studies; we analysed the ability of thirty eight observers to find a colour target in displays that contained differently coloured background elements. Results showed our method can be used to select a group of colours that will provide good differentiation between data elements during data visualization.","https://ieeexplore.ieee.org/document/568118/","LOCKED","568118","Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada","https://ieeexplore.ieee.org/author/37298406100","1","C.G. Healey","37298406100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568118","270","Data visualization","Computer displays","Computer graphics","Computer science","Ergonomics","Guidelines","Military computing","Testing","Performance evaluation","Performance analysis","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568118","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","39","263","Choosing effective colours for data visualization"
"We present a way to visualize a flow field using Line Integral Convolution (LIC) with a multi frequency noise texture. A broad range of feature sizes can enhance a user's perception of the magnitudes and direction of the flow. In addition, the multiple scales of feature size help a user clarify the motion of the flow in an animation.","https://ieeexplore.ieee.org/document/567784/","LOCKED","567784","Dept. of Electr. Eng., Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37612321600","1","Ming-Hoe Kiu","37612321600","","","","","","https://ieeexplore.ieee.org/author/37356983700","2","D.C. Banks","37356983700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567784","126","Filters","Frequency","Streaming media","Kernel","Convolution","Animation","Visualization","Image converters","Physics computing","Surface texture","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567784","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","40","121","Multi-frequency noise for LIC"
"In many cases the surfaces of geometric models consist of a large number of triangles. Several algorithms were developed to reduce the number of triangles required to approximate such objects. Algorithms that measure the deviation between the approximated object and the original object are only available for special cases. We use the Hausdorff distance between the original and the simplified mesh as a geometrically meaningful error value which can be applied to arbitrary triangle meshes. We present a new algorithm to reduce the number of triangles of a mesh without exceeding a user defined Hausdorff distance between the original and simplified mesh. As this distance is parameterization independent, its use as error measure is superior to the use of the L/sup /spl infin//-Norm between parameterized surfaces. Furthermore the Hausdorff distance is always less than the distance induced by the L/sup /spl infin//-Norm. This results in higher reduction rates. Excellent results were achieved by the new decimation algorithm for triangle meshes that has been used in different application areas such as volume rendering, terrain modeling and the approximations of parameterized surfaces. The key advantages of the new algorithm are: it guarantees a user defined position dependent approximation error; it allows one to generate a hierarchical geometric representation in a canonical way; it automatically preserves sharp edges.","https://ieeexplore.ieee.org/document/568124/","LOCKED","568124","Wilhelm-Schickard-Inst. fur Inf., Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37271619700","1","R. Klein","37271619700","","","","","","https://ieeexplore.ieee.org/author/37860532300","2","G. Liebich","37860532300","","https://ieeexplore.ieee.org/author/37356207300","3","W. Strasser","37356207300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","7","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568124","318","Error correction","Solid modeling","Rendering (computer graphics)","Computer graphics","Approximation algorithms","Approximation error","Hardware","Merging","Mesh generation","Chromium","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568124","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","41","311","Mesh reduction with error control"
"A general volume rendering technique is described that efficiently produces images of excellent quality from data defined over irregular grids having a wide variety of formats. Rendering is done in software, eliminating the need for special graphics hardware, as well as any artifacts associated with graphics hardware. Images of volumes with about 1,000,000 cells can be produced in one to several minutes on a workstation with a 150-MHz processor. A significant advantage of this method for applications such as computational fluid dynamics is that it can process multiple intersecting grids. Such grids present problems for most current volume rendering techniques. Also, the wide range of cell sizes does not present difficulties, as it does for many techniques. A spatial hierarchical organization makes it possible to access data from a restricted region efficiently. The tree has greater depth in regions of greater detail, determined by the number of cells in the region. It also makes it possible to render useful ""preview"" images very quickly by displaying each region associated with a tree node as one cell. Previews show enough detail to navigate effectively in very large data sets. The algorithmic techniques include use of a k-d tree, with prefix-order partitioning of triangles, to reduce the number of primitives that must be processed for one rendering, coarse-grain parallelism for a shared-memory MIMD architecture, a new perspective transformation that achieves greater numerical accuracy, and a scanline algorithm with depth sorting and a new clipping technique.","https://ieeexplore.ieee.org/document/567606/","LOCKED","567606","California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37828154400","1","J. Wilhelms","37828154400","","","","","","https://ieeexplore.ieee.org/author/37352962400","2","A. Van Gelder","37352962400","","https://ieeexplore.ieee.org/author/37845871800","3","P. Tarantino","37845871800","","https://ieeexplore.ieee.org/author/37845413900","4","J. Gibbs","37845413900","","","","","","","","","","","","","","","","","","","","","","","","","","29","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567606","63","Rendering (computer graphics)","Graphics","Hardware","Partitioning algorithms","Workstations","Application software","Computational fluid dynamics","Navigation","Parallel processing","Sorting","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567606","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","42","57","Hierarchical and parallelizable direct volume rendering for irregular and multiple grids"
"","https://ieeexplore.ieee.org/document/568163/","LOCKED","568163","University of Massachusetts at Lowell and The MITRE Corporation","https://ieeexplore.ieee.org/author/37360588500","1","G. Grinstein","37360588500","","","","","","https://ieeexplore.ieee.org/author/38277296300","2","G. Piatetsky-Shapiro","38277296300","","https://ieeexplore.ieee.org/author/37844196100","3","G. Wills","37844196100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568163","450","Data visualization","Visual databases","Information analysis","Computer science","Data mining","Data analysis","Conferences","Laboratories","Helium","Books","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568163","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","43","449","Information Exploration Shootout or ""Benchmarks for Information Exploration"""
"Presents an algorithm for performing view-dependent simplifications of a triangulated polygonal model in real-time. The simplifications are dependent on viewing direction, lighting and visibility, and are performed by taking advantage of image-space, object-space and frame-to-frame coherences. A continuous level-of-detail representation for an object is first constructed off-line. This representation is then used at run-time to guide the selection of appropriate triangles for display. The list of displayed triangles is updated incrementally from one frame to the next. Our approach is more effective than the current level-of-detail-based rendering approaches for most scientific visualization applications where there are a limited number of highly complex objects that stay relatively close to the viewer.","https://ieeexplore.ieee.org/document/568126/","LOCKED","568126","State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37850740800","1","J.C. Xia","37850740800","","","","","","https://ieeexplore.ieee.org/author/37282560200","2","A. Varshney","37282560200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","12","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568126","334","Iterative algorithms","Visualization","Displays","Virtual reality","Hardware","Runtime","Energy resolution","Bridges","Merging","Surface waves","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568126","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","44","327","Dynamic view-dependent simplification for polygonal models"
"The definition of consonance as the ability to resolve a sound into the pitch categories is introduced. For a vector space of chords a norm is used to evaluate the consonance linearly in dependence of the instrument used. It is shown that in the corresponding Hilbert space the chords which usually appear together in a conventional musical piece are recognized in terms of ""closeness"".","https://ieeexplore.ieee.org/document/568130/","LOCKED","568130","","https://ieeexplore.ieee.org/author/37860481700","1","F. Sobieczky","37860481700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568130","357","Mathematics","Multiple signal classification","Biomembranes","Data visualization","Brain modeling","Transducers","Uncertainty","Coordinate measuring machines","Ear","Spectral analysis","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568130","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","45","355","Results in mathematics and music: visualization of roughness in musical consonance"
"","https://ieeexplore.ieee.org/document/568165/","LOCKED","568165","Stanford University (co-organizer)","","1","T. Munzner","","","","","","","","2","D. Banks","","","","3","G. Francis","","","","4","A.J. Hanson","","","","5","L. Jorgenson","","","","","","","","","","","","","","","","","","","","","","1","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568165","453","Mathematics","Physics","Visualization","Application software","Computational geometry","Virtual reality","Computer graphics","Societies","Information technology","Geometrical optics","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568165","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","46","451","Mathematical Vkualization: Standing at the Crossroads"
"We describe an on-going project that is using visualization as an indispensable tool for the restoration of the disintegrated ceiling of a ritual precinct that was discovered during archaeological excavations of a group of pre-Inca temples in Peru. This ceiling is unique-it is the only one ever found that has pictures painted on it, rather than being simply white-washed. The restoration of the ceiling, and the recovery of these iconographic figures will provide an unprecedented opportunity to study the culture of the Moche people who build and used these temples.","https://ieeexplore.ieee.org/document/568132/","LOCKED","568132","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37377332600","1","A.D. Kalvin","37377332600","","","","","","https://ieeexplore.ieee.org/author/37860460000","2","A. Remy","37860460000","","https://ieeexplore.ieee.org/author/37860458900","3","O. Ardito","37860458900","","https://ieeexplore.ieee.org/author/37860459600","4","K. Morla","37860459600","","https://ieeexplore.ieee.org/author/37860458300","5","E. Nolasco","37860458300","https://ieeexplore.ieee.org/author/37851684300","6","J. Prado","37851684300","https://ieeexplore.ieee.org/author/37842810000","7","R. Franco","37842810000","https://ieeexplore.ieee.org/author/37861539500","8","A. Murga","37861539500","https://ieeexplore.ieee.org/author/37845668700","9","G. Wiese","37845668700","","","","","3","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568132","362","Visualization","Irrigation","Ceramics","Humans","Weaving","Writing","Layout","Navigation","Animals","Speech","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568132","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","47","359","Using visualization in the archaeological excavations of a pre-Inca temple in Peru"
