"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"This poster describes an approach to facilitate comparisons in multi-dimensional categorical data. The key idea is to represent over- or under-proportional relationships explicitly. On an overview level, the visualization of various measures conveys pair-wise relationships between categorical dimensions. For more details, interaction supports to relate a single category to all categories of multiple dimensions. We discuss methods for representing relationships and visualization-driven strategies for ordering dimensions and categories, and we illustrate the approach by means of data from a social survey.","https://ieeexplore.ieee.org/document/6102481/","LOCKED","6102481","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37282562500","1","Harald Piringer","37282562500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/38233558900","2","Matthias Buchetics","38233558900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102481","296","https://ieeexplore.ieee.org/document/6102481/","","","","","","","","","","Data visualization","Joints","Visualization","Layout","Probability","USA Councils","Bars","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102481","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","24","295","Exploring proportions: Comparative visualization of categorical data"
"KD-photomap is a web-based visual analytics system for browsing collections of geotagged Flickr photographs in search of interesting pictures, places, and events. Spatial filtering of the data is performed through zooming, moving or searching along the map. Temporal filtering is possible through defining time windows using interactive histograms and calendar controls. Information about the number and spatiotemporal distribution of photos captured in an explored area is continuously provided using various visual cues.","https://ieeexplore.ieee.org/document/6102479/","LOCKED","6102479","University of Bonn and Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), USA","https://ieeexplore.ieee.org/author/38233565500","1","Iulian Peca","38233565500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Bonn and Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), USA","https://ieeexplore.ieee.org/author/38242822400","2","Haolin Zhi","38242822400","University of Bonn and Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), USA","https://ieeexplore.ieee.org/author/37939017400","3","Katerina Vrotsou","37939017400","University of Bonn and Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), USA","https://ieeexplore.ieee.org/author/37283047700","4","Natalia Andrienko","37283047700","University of Bonn and Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), USA","https://ieeexplore.ieee.org/author/37283047100","5","Gennady Andrienko","37283047100","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102479","292","https://ieeexplore.ieee.org/document/6102479/","","","","","","","","","","Histograms","Google","Spatiotemporal phenomena","Visual analytics","Multimedia communication","Servers","XML","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102479","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","25","291","KD-photomap: Exploring photographs in space and time"
"We present City Sentinel, an in-house built visual analytic software capable of handling a large collection of textual documents by combining diverse text mining and visualization tools. We applied this tool for the Vast Challenge 2011, Mini Challenge 1 over millions of tweet messages. We demonstrate how City Sentinel aided the analyst in retrieving the hidden information from the tweet messages to analyze and locate a hypothetical epidemic outbreak.","https://ieeexplore.ieee.org/document/6102485/","LOCKED","6102485","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38360396600","1","N. Bánfi","38360396600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38285638000","2","L. Dudás","38285638000","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/37681667500","3","Zs. Fekete","37681667500","Data Mining and Web Search Group, Hungary","https://ieeexplore.ieee.org/author/38350779200","4","J. Göbö lös-Szabó","38350779200","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/37682650700","5","A. Lukács","37682650700","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38347941100","6","Á. Nagy","38347941100","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38365750800","7","A. Szabó","38365750800","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38340066000","8","Z. Szabó","38340066000","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences, Hungary","https://ieeexplore.ieee.org/author/38335907000","9","G. Szűcs","38335907000","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102485","306","https://ieeexplore.ieee.org/document/6102485/","","","","","","","","","","Cities and towns","Accidents","Tag clouds","Blood","Image color analysis","Data mining","Motion pictures","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102485","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","26","305","City sentinel - VAST 2011 mini challenge 1 award: “Outstanding integration of computational and visual methods”"
"For the VAST 2011 Network Security Mini-Challenge, we adopted geovisual analytic methods and applied them in the field of network security. We used the GeoViz Toolkit [1] to represent cyber security events, by fabricating a simple “geography” of several sets of blocks (one for the workstations, one for the servers, and one for the Internet) using ArcGIS 10 (by ESRI - Environmental System Research Institute). Security data was tabulated using Perl scripts to parse the logs in order to create representations of event frequency and where they occurred on the network. The tabulated security data was then added as attributes of the geography. Exploration of the data and subsequent analysis of the meaning and impact of the cyber security events was made possible using the GeoViz Toolkit.","https://ieeexplore.ieee.org/document/6102491/","LOCKED","6102491","College of Information Sciences and Technology, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37595223800","1","Nicklaus A. Giacobe","37595223800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Geography and GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/38235993300","2","Sen Xu","38235993300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102491","316","https://ieeexplore.ieee.org/document/6102491/","Coordinated and multiple views","geovisual analytics","GeoViz Toolkit","cyber security","situation awareness","","","","","Geography","Computer security","IP networks","Histograms","Data visualization","Shape","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102491","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","27","315","Geovisual analytics for cyber security: Adopting the GeoViz Toolkit"
"We present epSpread, an analysis and storyboarding tool for geolocated microblogging data. Individual time points and ranges are analysed through queries, heatmaps, word clouds and streamgraphs. The underlying narrative is shown on a storyboard-style timeline for discussion, refinement and presentation. The tool was used to analyse data from the VAST Challenge 2011 Mini-Challenge 1, tracking the spread of an epidemic using microblogging data. In this article we describe how the tool was used to identify the origin and track the spread of the epidemic.","https://ieeexplore.ieee.org/document/6102489/","LOCKED","6102489","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/37589811000","1","Llyr ap Cenydd","37589811000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/37596627100","2","Rick Walker","37596627100","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/37588391300","3","Serban Pop","37588391300","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/38235916900","4","Helen Miles","38235916900","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/38479519700","5","Chris Hughes","38479519700","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/37282659000","6","William Teahan","37282659000","School of Computer Science, Bangor University, UK","https://ieeexplore.ieee.org/author/37278794800","7","Jonathan C. Roberts","37278794800","","","","","","","","","","","","","","","","2","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102489","312","https://ieeexplore.ieee.org/document/6102489/","Visual Analytics","Coordinated Multiple Views","VAST 2011","information visualization","epidemic visualization","","","","","Electronic mail","Tag clouds","Heating","Visual analytics","Cities and towns","Data visualization","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102489","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","28","311","epSpread - Storyboarding for visual analytics"
"To visualize security trends for the data set provided by the VAST 2011 Mini Challenge #2 a custom tool has been developed. Open source tools [1,2], web programming languages [4,7] and an open source database [3] has been used to work with the data and create a visualization for security log files containing network security trends. In this paper, the tools and methods used for the analysis are described. The methods include the log synchronization with different timezone and the development of heat maps and parallel coordinates charts. To develop the visualization, Processing and Canvas [4,7] was used.","https://ieeexplore.ieee.org/document/6102493/","LOCKED","6102493","Universidad de Buenos Aires, Master on Datamining and Knowledge Discovery, Spain","https://ieeexplore.ieee.org/author/38233607900","1","Walter Marcelo Lamagna","38233607900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102493","321","https://ieeexplore.ieee.org/document/6102493/","visual analysis","security trends","heat map","logs","vast challenge","","","","","Heating","Security","Image color analysis","Synchronization","Data visualization","Fires","Arrays","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102493","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","29","319","An integrated visualization on network events VAST 2011 Mini Challenge #2 Award: “Outstanding integrated overview display”"
"Analyst's Workspace is a sensemaking environment designed specifically for use of large, high-resolution displays. It employs a spatial workspace to integrate foraging and synthesis activities into a unified process. In this paper we describe how Analyst's Workspace solved the VAST 2011 mini-challenge #3 and discuss some of the unique features of the environment.","https://ieeexplore.ieee.org/document/6102495/","LOCKED","6102495","Virginia Tech, USA","https://ieeexplore.ieee.org/author/37587847300","1","Christopher Andrews","37587847300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virginia Tech, USA","https://ieeexplore.ieee.org/author/38242697300","2","M. Shahriar Hossain","38242697300","Virginia Tech, USA","https://ieeexplore.ieee.org/author/38237673700","3","Samah Gad","38237673700","Virginia Tech, USA","https://ieeexplore.ieee.org/author/37273204200","4","Naren Ramakrishnan","37273204200","Virginia Tech, USA","https://ieeexplore.ieee.org/author/37419565900","5","Chris North","37419565900","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102495","324","https://ieeexplore.ieee.org/document/6102495/","Visual analytics","large","high-resolution displays","intelligence analysis","space","","","","","Visual analytics","Marine animals","Bioterrorism","Browsers","Rivers","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102495","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","30","323","Analyst's workspace: Protecting vastopolis"
"Diagnosing a large-scale sensor network is a crucial but challenging task. Particular challenges include the resource and bandwidth constraints on sensor nodes, the spatiotemporally dynamic network behaviors, and the lack of accurate models to understand such behaviors in a hostile environment. In this paper, we present the Sensor Anomaly Visualization Engine (SAVE), a system that fully leverages the power of both visualization and anomaly detection analytics to guide the user to quickly and accurately diagnose sensor network failures and faults. SAVE combines customized visualizations over separate sensor data facets as multiple coordinated views. Temporal expansion model, correlation graph and dynamic projection views are proposed to effectively interpret the topological, correlational and dimensional sensor data dynamics and their anomalies. Through a case study with real-world sensor network system and administrators, we demonstrate that SAVE is able to help better locate the system problem and further identify the root cause of major sensor network failure scenarios.","https://ieeexplore.ieee.org/document/6102458/","LOCKED","6102458","IBM Research - China","https://ieeexplore.ieee.org/author/37287511900","1","Lei Shi","37287511900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Science and Engineering Department, University of Notre Dame, USA","https://ieeexplore.ieee.org/author/37543450800","2","Qi Liao","37543450800","Computer Science and Engineering Department, Hong Kong University of Science and Technology, HK","https://ieeexplore.ieee.org/author/37398853200","3","Yuan He","37398853200","Computer Science and Technology Department, Xi'an Jiao Tong University, China","https://ieeexplore.ieee.org/author/38240137400","4","Rui Li","38240137400","Computer Science and Engineering Department, University of Notre Dame, USA","https://ieeexplore.ieee.org/author/37298955400","5","Aaron Striegel","37298955400","IBM Research - China","https://ieeexplore.ieee.org/author/37588016000","6","Zhong Su","37588016000","","","","","","","","","","","","","","","","","","","","","18","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102458","210","https://ieeexplore.ieee.org/document/6102458/","","","","","","","","","","Routing","Data visualization","Correlation","Network topology","Time series analysis","Wireless sensor networks","Topology","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102458","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","31","201","SAVE: Sensor anomaly visualization engine"
"To make decisions about the long-term preservation and access of large digital collections, archivists gather information such as the collections' contents, their organizational structure, and their file format composition. To date, the process of analyzing a collection - from data gathering to exploratory analysis and final conclusions - has largely been conducted using pen and paper methods. To help archivists analyze large-scale digital collections for archival purposes, we developed an interactive visual analytics application. The application narrows down different kinds of information about the collection, and presents them as meaningful data views. Multiple views and analysis features can be linked or unlinked on demand to enable researchers to compare and contrast different analyses, and to identify trends. We describe and present two user scenarios to show how the application allowed archivists to learn about a collection with accuracy, facilitated decision-making, and helped them arrive at conclusions.","https://ieeexplore.ieee.org/document/6102462/","LOCKED","6102462","The University of Texas at Austin, USA","https://ieeexplore.ieee.org/author/37833781800","1","Weijia Xu","37833781800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The University of Texas at Austin, USA","https://ieeexplore.ieee.org/author/38031284100","2","Maria Esteva","38031284100","The University of Texas at Austin, USA","https://ieeexplore.ieee.org/author/38236520200","3","Suyog Dutt Jain","38236520200","The University of Texas at Austin, USA","https://ieeexplore.ieee.org/author/38238537900","4","Varun Jain","38238537900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102462","250","https://ieeexplore.ieee.org/document/6102462/","Digital collections","archival analysis","visual analytics","data curation","","","","","","Data visualization","Visualization","Rendering (computer graphics)","Data mining","Image color analysis","Layout","Analytical models","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102462","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","32","241","Analysis of large digital collections with interactive visualization"
"We have observed increasing interest in visual analytics tools and their applications in investigative analysis. Despite the growing interest and substantial studies regarding the topic, understanding the major roadblocks of using such tools from novice users' perspectives is still limited. Therefore, we attempted to identify such “visual analytic roadblocks” for novice users in an investigative analysis scenario. To achieve this goal, we reviewed the existing models, theories, and frameworks that could explain the cognitive processes of human-visualization interaction in investigative analysis. Then, we conducted a qualitative experiment with six novice participants, using a slightly modified version of pair analytics, and analyzed the results through the open-coding method. As a result, we came up with four visual analytic roadblocks and explained these roadblocks using existing cognitive models and theories. We also provided design suggestions to overcome these roadblocks.","https://ieeexplore.ieee.org/document/6102435/","LOCKED","6102435","Purdue University, USA","https://ieeexplore.ieee.org/author/38235486800","1","Bum chul Kwon","38235486800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37267458000","2","Brian Fisher","37267458000","Purdue University, USA","https://ieeexplore.ieee.org/author/38238292000","3","Ji Soo Yi","38238292000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102435","11","https://ieeexplore.ieee.org/document/6102435/","Visual analytics","investigative analysis","cognitive model","framework","roadblock","qualitative experiment","","","","Visual analytics","Analytical models","Humans","Context","Cognition","Calendars","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102435","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","33","3","Visual analytic roadblocks for novice investigators"
"In recent years diverse quality measures to support the exploration of high-dimensional data sets have been proposed. Such measures can be very useful to rank and select information-bearing projections of very high dimensional data, when the visual exploration of all possible projections becomes unfeasible. But even though a ranking of the low dimensional projections may support the user in the visual exploration task, different measures deliver different distances between the views that do not necessarily match the expectations of human perception. As an alternative solution, we propose a perception-based approach that, similar to the existing measures, can be used to select information bearing projections of the data. Specifically, we construct a perceptual embedding for the different projections based on the data from a psychophysics study and multi-dimensional scaling. This embedding together with a ranking function is then used to estimate the value of the projections for a specific user task in a perceptual sense.","https://ieeexplore.ieee.org/document/6102437/","LOCKED","6102437","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37603943800","1","Georgia Albuquerque","37603943800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37546817000","2","Martin Eisemann","37546817000","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37273816400","3","Marcus Magnor","37273816400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102437","20","https://ieeexplore.ieee.org/document/6102437/","","","","","","","","","","Correlation","Visualization","Training","Data visualization","Humans","Atmospheric measurements","Particle measurements","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102437","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","34","13","Perception-based visual quality measures"
"The study of complex activities such as scientific production and software development often require modeling connections among heterogeneous entities including people, institutions and artifacts. Despite numerous advances in algorithms and visualization techniques for understanding such social networks, the process of constructing network models and performing exploratory analysis remains difficult and time-consuming. In this paper we present Orion, a system for interactive modeling, transformation and visualization of network data. Orion's interface enables the rapid manipulation of large graphs-including the specification of complex linking relationships-using simple drag-and-drop operations with desired node types. Orion maps these user interactions to statements in a declarative workflow language that incorporates both relational operators (e.g., selection, aggregation and joins) and network analytics (e.g., centrality measures). We demonstrate how these features enable analysts to flexibly construct and compare networks in domains such as online health communities, academic collaboration and distributed software development.","https://ieeexplore.ieee.org/document/6102441/","LOCKED","6102441","Stanford University, USA","https://ieeexplore.ieee.org/author/37550791300","1","Jeffrey Heer","37550791300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBM Research, USA","https://ieeexplore.ieee.org/author/37294938400","2","Adam Perer","37294938400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102441","60","https://ieeexplore.ieee.org/document/6102441/","social network analysis","data management","data transformation","graphs","visualization","end-user programming","","","","Joining processes","Data models","Data visualization","Communities","Analytical models","Social network services","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102441","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","35","51","Orion: A system for modeling, transformation and visualization of multidimensional heterogeneous networks"
"Traditionally, the visual analysis of hierarchies, respectively, trees, is conducted by focusing on one given hierarchy. However, in many research areas multiple, differing hierarchies need to be analyzed simultaneously in a comparative way - in particular to highlight differences between them, which sometimes can be subtle. A prominent example is the analysis of so-called phylogenetic trees in biology, reflecting hierarchical evolutionary relationships among a set of organisms. Typically, the analysis considers multiple phylogenetic trees, either to account for statistical significance or for differences in derivation of such evolutionary hierarchies; for example, based on different input data, such as the 16S ribosomal RNA and protein sequences of highly conserved enzymes. The simultaneous analysis of a collection of such trees leads to more insight into the evolutionary process. We introduce a novel visual analytics approach for the comparison of multiple hierarchies focusing on both global and local structures. A new tree comparison score has been elaborated for the identification of interesting patterns. We developed a set of linked hierarchy views showing the results of automatic tree comparison on various levels of details. This combined approach offers detailed assessment of local and global tree similarities. The approach was developed in close cooperation with experts from the evolutionary biology domain. We apply it to a phylogenetic data set on bacterial ancestry, demonstrating its application benefit.","https://ieeexplore.ieee.org/document/6102439/","LOCKED","6102439","Interactive-Graphics Systems, TU Darmstadt, Germany","https://ieeexplore.ieee.org/author/37586274500","1","Sebastian Bremm","37586274500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Interactive-Graphics Systems, TU Darmstadt, Germany","https://ieeexplore.ieee.org/author/37586276100","2","Tatiana von Landesberger","37586276100","Interactive-Graphics Systems, TU Darmstadt, Germany","https://ieeexplore.ieee.org/author/37086636530","3","Martin Heß","37086636530","Data Analysis and Visualization Group, University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37282557600","4","Tobias Schreck","37282557600","Computational Biology, TU Darmstadt, Germany","https://ieeexplore.ieee.org/author/37086895876","5","Philipp Weil","37086895876","Computational Biology, TU Darmstadt, Germany","https://ieeexplore.ieee.org/author/37086896187","6","Kay Hamacherk","37086896187","","","","","","","","","","","","","","","","","","","","","38","2","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102439","40","https://ieeexplore.ieee.org/document/6102439/","","","","","","","","","","Visualization","Phylogeny","Vegetation","Image color analysis","Data visualization","Organisms","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102439","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","36","31","Interactive visual comparison of multiple trees"
