"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"A computer animated movie was produced, illustrating both 2D and 3D Hilbert curves, and showing the transition from 2D to 3D with the help of volume rendering.","https://ieeexplore.ieee.org/document/745340/","LOCKED","745340","Lawrence Livermore Nat. Lab., CA, USA","https://ieeexplore.ieee.org/author/37267387800","1","N. Max","37267387800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745340","450","Visualization","Animation","Switches","Laboratories","Motion pictures","Image coding","Pixel","Data compression","Production","Tiles","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745340","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","29","447","Visualizing Hilbert curves"
"Area cartograms are used for visualizing geographically distributed data by attaching measurements to regions of a map and scaling the regions such that their areas are proportional to the measured quantities. A continuous area cartogram is a cartogram that is constructed without changing the underlying map topology. We present a new algorithm for the construction of continuous area cartograms that was developed by viewing their construction as a constrained optimization problem. The algorithm uses a relaxation method that exploits hierarchical resolution, constrained dynamics, and a scheme that alternates goals of achieving correct region areas and adjusting region shapes. It is compared favorably to existing methods in its ability to preserve region shape recognition cues, while still achieving high accuracy.","https://ieeexplore.ieee.org/document/745303/","LOCKED","745303","Visualization Lab., Texas A&M Univ., College Station, TX, USA","https://ieeexplore.ieee.org/author/37284216700","1","D.H. House","37284216700","https://ieeexplore.ieee.org/author/37372172300","2","C.J. Kocmoud","37372172300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745303","204","Data visualization","Constraint optimization","Graphics","Area measurement","Shape","Voting","Laboratories","Joining processes","Relaxation methods","Demography","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745303","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","30","197","Continuous cartogram construction"
"A new tool for real time visualization of acoustic sound fields has been developed for a new sound spatialization theatre. The theatre is described and several applications of the acoustic and volumetric modeling software are presented. The visualization system described is a valuable tool for spatial sound researchers, sound engineers and composers using CNMAT's sound spatialization theatre. Further work is in progress on the adaptation of better acoustic simulation methods (M. Monks et al., 1996) for more accurate display of the quality of the reverberant field. The room database will be automatically extracted from a model built with 3D modeling software. Volume visualization strategies are being explored to display sounds in spectral and impulse response form.","https://ieeexplore.ieee.org/document/745338/","LOCKED","745338","CNMAT, Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37362454900","1","S. Khoury","37362454900","https://ieeexplore.ieee.org/author/37372286400","2","A. Freed","37372286400","https://ieeexplore.ieee.org/author/37353973700","3","D. Wessel","37353973700","","","","","","","","","","","","","","","","","","","","","","","","","3","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745338","442","Loudspeakers","Visualization","Application software","Music","Acoustic applications","Art","Space technology","Acoustic materials","Instruments","Signal design","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745338","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","31","439","Volumetric modeling of acoustic fields in CNMAT's sound spatialization theatre"
"This paper considers how out-of-core visualization applies to terrain datasets, which are among the largest now presented for interactive visualization and can range to sizes of 20 GB and more. It is found that a combination of out-of-core visualization, which tends to focus on 3D data, and visual simulation, which places an emphasis on visual perception and real-time display of multiresolution data, results in interactive terrain visualization with significantly improved data access and quality of presentation. Further, the visual simulation approach provides qualities that are useful for general data, not just terrain.","https://ieeexplore.ieee.org/document/745342/","LOCKED","745342","Graphics, Visualization & Usability Center, Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37358762700","1","D. Davis","37358762700","https://ieeexplore.ieee.org/author/37366640700","2","T.Y. Jiang","37366640700","https://ieeexplore.ieee.org/author/37300425000","3","W. Ribarsky","37300425000","https://ieeexplore.ieee.org/author/37326280000","4","N. Faust","37326280000","","","","","","","","","","","","","","","","","","","","","6","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745342","458","Data visualization","Graphics","Usability","Visual perception","Three dimensional displays","Memory management","Performance analysis","Analytical models","Spatial resolution","Large-scale systems","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745342","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","32","455","Intent, perception, and out-of-core visualization applied to terrain"
"In this paper the motivation, design and application of a distributed blackboard architecture for interactive data visualization is discussed. The main advantages of the architecture are twofold. First, it allows visualization tools to be tightly integrated with simulations. Second, it allows qualitative and quantitative analysis to be combined during the visualization process.","https://ieeexplore.ieee.org/document/745307/","LOCKED","745307","Center for Math. & Comput. Sci., CWI, Amsterdam, Netherlands","https://ieeexplore.ieee.org/author/37282925600","1","R. van Liere","37282925600","https://ieeexplore.ieee.org/author/37300843200","2","J. Harkes","37300843200","https://ieeexplore.ieee.org/author/37327212900","3","W. de Leeuw","37327212900","","","","","","","","","","","","","","","","","","","","","","","","","6","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745307","231","Data visualization","Computational modeling","Computer architecture","Problem-solving","High performance computing","Inspection","Analytical models","Mathematics","Computer science","Application software","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745307","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","33","225","A distributed blackboard architecture for interactive data visualization"
"For high quality rendering of objects segmented from tomographic volume data the precise location of the boundaries of adjacent objects in subvoxel resolution is required. We describe a new method that determines the membership of a given sample point to an object by reclassifying the sample point using interpolation of the original intensity values and searching for the best fitting object in the neighbourhood. Using a ray-casting approach we then compute the surface location between successive sample points along the viewing-ray by interpolation or bisection. The accurate calculation of the object boundary enables a much more precise computation of the gray-level-gradient yielding the surface normal. Our new approach significantly improves the quality of reconstructed and shaded surfaces and reduces aliasing artifacts for animations and magnified views. We illustrate the results on different cases including the Visible-Human-Data, where we achieve nearly photo-realistic images.","https://ieeexplore.ieee.org/document/745311/","LOCKED","745311","Inst. of Math. & Comput. Sci. in Med., Eppendorf Univ. Hosp., Hamburg, Germany","https://ieeexplore.ieee.org/author/37372275900","1","U. Tiede","37372275900","https://ieeexplore.ieee.org/author/37372275700","2","T. Schiemann","37372275700","https://ieeexplore.ieee.org/author/37378529100","3","K.H. Hohne","37378529100","","","","","","","","","","","","","","","","","","","","","","","","","42","2","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745311","262","Computer graphics","Surface reconstruction","Data visualization","Rendering (computer graphics)","Image reconstruction","Interpolation","Surface fitting","Tomography","Magnetic resonance imaging","Spatial resolution","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745311","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","34","255","High quality rendering of attributed volume data"
"Global circulation models are used to gain an understanding of the processes that affect the Earth's climate and may ultimately be used to assess the impact of humanity's activities on it. The POP ocean model developed at Los Alamos is an example of such a global circulation model that is being used to investigate the role of the ocean in the climate system. Data output from POP has traditionally been visualized using video technology which precludes rapid modification of visualization parameters and techniques. This paper describes a visualization system that leverages high speed graphics hardware, specifically texture mapping hardware, to accelerate data exploration to interactive rates. We describe the design of the system, the specific hardware features used, and provide examples of its use. The system is capable of viewing ocean circulation simulation results at up to 60 frames per second while loading texture memory at approximately 72 million texels per second.","https://ieeexplore.ieee.org/document/745346/","LOCKED","745346","Adv. Comput. Lab., Los Alamos Nat. Lab., NM, USA","https://ieeexplore.ieee.org/author/37360217100","1","A. McPherson","37360217100","https://ieeexplore.ieee.org/author/37299279900","2","M. Maltrud","37299279900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745346","474","Hardware","Computational modeling","Data visualization","Atmospheric modeling","Laboratories","Spatial resolution","Ocean temperature","Marine technology","Graphics","Acceleration","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745346","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","35","471","POPTEX: Interactive ocean model visualization using texture mapping hardware"
"This case study describes a technique for the three-dimensional analysis of the internal microscopic structure (microstructure) of materials. This technique consists of incrementally polishing through a thin layer (approximately 0.2 /spl mu/m) of material, chemically etching the polished surface, applying reference marks, and performing optical or scanning electron microscopy on selected areas. The series of images are then processed employing AVS and other visualization software to obtain a 3D reconstruction of the material. We describe how we applied this technique to an alloy steel to study the morphology, connectivity, and distribution of cementite precipitates formed during thermal processing. The results showed microstructural features not previously identified with traditional 2D techniques.","https://ieeexplore.ieee.org/document/745350/","LOCKED","745350","Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/37295678700","1","M. Lanzagorta","37295678700","https://ieeexplore.ieee.org/author/37086967605","2","M.V. Kral","37086967605","https://ieeexplore.ieee.org/author/38576023600","3","J.E. Swan","38576023600","https://ieeexplore.ieee.org/author/37372261800","4","G. Spanos","37372261800","https://ieeexplore.ieee.org/author/37285510700","5","R. Rosenberg","37285510700","https://ieeexplore.ieee.org/author/37372263000","6","E. Kuo","37372263000","","","","","","","","","","","","","5","2","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745350","490","Visualization","Microstructure","Optical materials","Optical microscopy","Chemicals","Etching","Surface morphology","Surface reconstruction","Electron optics","Scanning electron microscopy","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745350","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","36","487","Three-dimensional visualization of microstructures"
"We present a new approach for simplifying models composed of polygons or spline patches. Given an input model, the algorithm computes a new representation of the model in terms of triangular Bezier patches. It performs a series of geometric operations, consisting of patch merging and swapping diagonals, and makes use of batch connectivity information to generate C-LODs (curved levels-of-detail). Each C-LOD is represented using cubic triangular Bezier patches. The C-LODs provide a compact representation for storing the model. The algorithm tries to minimize the surface deviation error and maintains continuity at patch boundaries. Given the CLODs, the algorithm can generate their polygonal approximations using static and dynamic tessellation schemes. It has been implemented and we highlight its performance on a number of polygonal and spline models.","https://ieeexplore.ieee.org/document/745313/","LOCKED","745313","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37271691400","1","M. Gopi","37271691400","https://ieeexplore.ieee.org/author/37267825600","2","D. Manocha","37267825600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745313","278","Spline","Surface fitting","Solid modeling","Clustering algorithms","Vehicle dynamics","Computer graphics","Approximation algorithms","Topology","Heuristic algorithms","Computer science","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745313","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","37","271","A unified approach for simplifying polygonal and spline models"
"Interpolating contours and reconstructing a rational surface from a contour map are two essential problems in terrain modeling. They are often met in the field of computer graphics and CAD systems based on geographic information systems. Although many approaches have been developed for these two problems, one difficulty still remains. That is how to ensure that the reconstructed surface is both smooth globally and coincides with the given contours exactly simultaneously. In this paper we solve the two problems in a unified framework. We use gradient controlled partial differential equation (PDE) surfaces to express terrain surfaces, in which the surface shapes can be globally determined by the contours, their locations, height and gradient values. The surface generated by this method is accurate in the sense of exactly coinciding with the original contours and smooth with C/sup 1/ continuity everywhere. The method can reveal smooth saddle shapes caused by surface branching of one to more and can make rational interpolated sub-contours between two or more neighboring contours.","https://ieeexplore.ieee.org/document/745281/","LOCKED","745281","Sanei Co., Japan","https://ieeexplore.ieee.org/author/37361678300","1","J. Chai","37361678300","https://ieeexplore.ieee.org/author/37276340700","2","T. Miyoshi","37276340700","https://ieeexplore.ieee.org/author/37271893200","3","E. Nakamae","37271893200","","","","","","","","","","","","","","","","","","","","","","","","","7","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745281","33","Interpolation","Surface reconstruction","Solid modeling","Extrapolation","Computer graphics","Geographic Information Systems","Shape control","Differential equations","Partial differential equations","Chromium","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745281","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","38","27","Contour interpolation and surface reconstruction of smooth terrain models"
"The development of a high speed multi-frequency continuous scan sonar at Sonar Research & Development Ltd has resulted in the acquisition of extremely accurate, high resolution bathymetric data. This rich underwater data provides new challenges and possibilities within the field of seabed visualization. This paper introduces the reader to seabed visualization by describing two example case studies which use the Seabed Visualization System developed at SRD. Both case studies, harbour wall and shipwreck visualization, are implemented using real survey data. The high resolution of the data obtained means slight changes in the seabed topography are easily distinguishable. Annual survey inspections in both case studies enable comparisons to be made between the data sets making the visualization system an important tool for management and planning.","https://ieeexplore.ieee.org/document/745348/","LOCKED","745348","Dept. of Comput. Sci., Hull Univ., UK","https://ieeexplore.ieee.org/author/37364789000","1","P. Chapman","37364789000","https://ieeexplore.ieee.org/author/37373315000","2","P. Stevens","37373315000","https://ieeexplore.ieee.org/author/37368030400","3","D. Wills","37368030400","https://ieeexplore.ieee.org/author/37372177500","4","G. Brookes","37372177500","","","","","","","","","","","","","","","","","","","","","6","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745348","481","Data visualization","Inspection","Sonar detection","Computer graphics","Sonar navigation","Data acquisition","Acoustic signal detection","Tides","Computer science","Surfaces","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745348","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","39","479","Seabed visualization"
"","https://ieeexplore.ieee.org/document/745352/","LOCKED","745352","General Electric Corporation","https://ieeexplore.ieee.org/author/37268052800","1","A. Kaufman","37268052800","https://ieeexplore.ieee.org/author/37366222200","2","M. Brady","37366222200","","3","B. Lorensen","","https://ieeexplore.ieee.org/author/37295399300","4","F. Kitson","37295399300","https://ieeexplore.ieee.org/author/37275698100","5","H. Pfister","37275698100","","","","","","","","","","","","","","","","","0","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745352","499","Rendering (computer graphics)","Computer graphics","Acceleration","Pipelines","Workstations","Biomedical imaging","Three dimensional displays","Visualization","Hardware","Computer architecture","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745352","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","40","497","Why is Real-Time Volume Rendering No Longer a Year Away?"
"We present a method for the construction of multiple levels of tetrahedral meshes approximating a trivariate function at different levels of detail. Starting with an initial, high-resolution triangulation of a three-dimensional region, we construct coarser representation levels by collapsing tetrahedra. Each triangulation defines a linear spline function, where the function values associated with the vertices are the spline coefficients. Based on predicted errors, we collapse tetrahedron in the grid that do not cause the maximum error to exceed a use-specified threshold. Bounds are stored for individual tetrahedra and are updated as the mesh is simplified. We continue the simplification process until a certain error is reached. The result is a hierarchical data description suited for the efficient visualization of large data sets at varying levels of detail.","https://ieeexplore.ieee.org/document/745315/","LOCKED","745315","Center for Image Process. & Integrated Comput., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37372274900","1","I.J. Trotts","37372274900","https://ieeexplore.ieee.org/author/37282068700","2","B. Hamann","37282068700","https://ieeexplore.ieee.org/author/37267811400","3","K.I. Joy","37267811400","https://ieeexplore.ieee.org/author/37282066500","4","D.F. Wiley","37282066500","","","","","","","","","","","","","","","","","","","","","24","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745315","295","Data visualization","Spline","Legged locomotion","Mesh generation","Image processing","Computer science","Acoustic scattering","Large-scale systems","Temperature dependence","Chemicals","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745315","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","41","287","Simplification of tetrahedral meshes"
"Multi-triangulation (MT) is a general framework for managing the level-of-detail in large triangle meshes, which we have introduced in our previous work. In this paper, we describe an efficient implementation of an MT based on vertex decimation. We present general techniques for querying an MT, which are independent of a specific application, and which can be applied for solving problems, such as selective refinement, windowing, point location, and other spatial interference queries. We describe alternative data structures for encoding an MT, which achieve different trade-offs between space and performance. Experimental results are discussed.","https://ieeexplore.ieee.org/document/745283/","LOCKED","745283","Genoa Univ., Italy","https://ieeexplore.ieee.org/author/37283084000","1","L. De Floriani","37283084000","https://ieeexplore.ieee.org/author/37371970000","2","P. Magillo","37371970000","https://ieeexplore.ieee.org/author/37355451700","3","E. Puppo","37355451700","","","","","","","","","","","","","","","","","","","","","","","","","37","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745283","50","Object oriented modeling","Data structures","Application software","Computer graphics","Interference","Encoding","Chromium","Information theory","Compaction","Three dimensional displays","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745283","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","42","43","Efficient implementation of multi-triangulations"
"","https://ieeexplore.ieee.org/document/745354/","LOCKED","745354","University of Massachusetts Lowell","","1","G. Grinstein","","","2","A. Inselberg","","","3","S. Laskowski","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745354","506","Multidimensional systems","Data visualization","Humans","Guidelines","Usability","NIST","Roads","Computer displays","Mirrors","Visual databases","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745354","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","43","505","Key Problems and Thorny Issues in Multidimensional Visualization"
"Visualization of three-dimensional steady flow has to overcome a lot of problems to be effective. Among them are occlusion of distant details, lack of directional and depth hints and occlusion. We present methods which address these problems for real-time graphic representations applicable in virtual environments. We use dashtubes, i.e., animated, opacity-mapped streamlines, as a visualization icon for 3D-flow visualization. We present a texture mapping technique to keep the level of texture detail along a streamline nearly constant even when the velocity of the flow varies considerably. An algorithm is described which distributes the dashtubes evenly in space. We apply magic lenses and magic boxes as interaction techniques for investigating densely filled areas without overwhelming the observer with visual detail. Implementation details of these methods and their integration in our virtual environment conclude the paper.","https://ieeexplore.ieee.org/document/745317/","LOCKED","745317","Inst. of Comput. Graphics, Wien Univ., Austria","https://ieeexplore.ieee.org/author/37267442100","1","A. Fuhrmann","37267442100","https://ieeexplore.ieee.org/author/37284271200","2","E. Groller","37284271200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","5","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745317","312","Virtual environment","Animation","Data visualization","Lenses","Focusing","Hardware","Convolution","Computer graphics","Streaming media","Hair","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745317","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","44","305","Real-time techniques for 3D flow visualization"
"One common problem in the practical application of volume visualization is the proper choice of transfer functions in order to color different parts of the volume meaningfully. This interactive process can be very complicated and time consuming. An alternative to the adjustment of transfer functions is the application of segmentation algorithms. These algorithms are often dedicated to a limited range of data sets and tend to be very compute intensive. We propose a morphology based hierarchical analysis to estimate the optical properties of the volume to be rendered. This approach requires fewer parameters and incorporates also spatial information, but it is far less compute intensive than most of the segmentation methods. The hierarchical analysis is constructed in analogy to the wavelet analysis, except for the fact, that nonlinear filters are used in our case. These morphological operators have a lower distortional influence on the analyzed structures than the usual linear filters. A special decomposition of the morphological operators is discussed, which leads to an efficient implementation of this approach. This technique reduces the three dimensional analysis to a one dimensional computation, as it is done in tensor product based linear filters. The resulting decomposition may also be parallelized easily. We demonstrate the usefulness of the proposed technique by applying it to medical and technical data sets.","https://ieeexplore.ieee.org/document/745321/","LOCKED","745321","Comput. Graphics Group, Erlangen-Nurnberg Univ., Germany","https://ieeexplore.ieee.org/author/37372245300","1","C. Lurig","37372245300","https://ieeexplore.ieee.org/author/37268023800","2","T. Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745321","341","Visualization","Nonlinear filters","Transfer functions","Morphology","Biomedical optical imaging","Nonlinear optics","Optical distortion","Optical filters","Wavelet analysis","Nonlinear distortion","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745321","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","45","335","Hierarchical volume analysis and visualization based on morphological operators"
"Many sophisticated solutions have been proposed to reduce the geometric complexity of 3D meshes. A problem studied less often is how to preserve on a simplified mesh the detail (e.g., color, high frequency shape detail, scalar fields, etc.) which is encoded in the original mesh. We present a general approach for preserving detail on simplified meshes. The detail (or high frequency information) lost after simplification is encoded through texture or bump maps. The original contribution is that preservation is performed after simplification, by building set of triangular texture patches that are then packed in a single texture map. Each simplified mesh face is sampled to build the associated triangular texture patch; a new method for storing this set of texture patches into a standard rectangular texture is presented and discussed. Our detail preserving approach makes no assumptions about the simplification process adopted to reduce mesh complexity and allows highly efficient rendering. The solution is very general, allowing preservation of any attribute value defined on the high resolution mesh. We also describe an alternative application: the conversion of 3D models with 3D static procedural textures into standard 3D models with 2D textures.","https://ieeexplore.ieee.org/document/745285/","LOCKED","745285","Ist. di Elaborazione dell'Inf., Italy","https://ieeexplore.ieee.org/author/37265783400","1","P. Cignoni","37265783400","https://ieeexplore.ieee.org/author/37371973400","2","C. Montani","37371973400","https://ieeexplore.ieee.org/author/37333160000","3","C. Rocchini","37333160000","https://ieeexplore.ieee.org/author/37270887900","4","R. Scopigno","37270887900","","","","","","","","","","","","","","","","","","","","","22","16","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745285","66","Degradation","Frequency","Computer displays","Visualization","Shape control","Application software","Chromium","Computer graphics","Surface texture","Merging","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745285","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","46","59","A general method for preserving attribute values on simplified meshes"
