"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We define a rotation field by extending the notion of a vector field to rotations. A vector field has a vector as a value at each point of its domain; a rotation field has a rotation as a value at each point of its domain. Rotation fields result from mapping the orientation error of tracking systems. We build upon previous methods for the visualization of vector fields, tensor fields and rotations at a point, to visualize a rotation field resulting from calibration of a commonly-used magnetic tracking system.","https://ieeexplore.ieee.org/document/663929/","LOCKED","663929","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37300434300","1","M.A. Livingston","37300434300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663929","494","Visualization","Tensile stress","Computer graphics","Magnetic domains","Streaming media","Matrix converters","Ellipsoids","Probes","Computer science","Computer errors","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663929","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","28","491","Visualization of rotation fields"
"","https://ieeexplore.ieee.org/document/663933/","LOCKED","663933","National Institute for Standards and Technology","","1","S. Laskowski","","","","","","","","","","","2","G. Wills","","","3","B. Rogowitz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663933","513","Data visualization","Visual databases","Humans","Data analysis","Artificial intelligence","Data mining","Machine learning algorithms","Database systems","Business communication","Information management","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663933","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","29","511","Information Exploration Shootout Project And Benchmark Data Sets: Evaluating How Visualization Does In Analyzing Real-World Data Analysis Problems"
"Oriented line integral convolution (OLIC) illustrates flow fields by convolving a sparse texture with an anisotropic convolution kernel. The kernel is aligned to the underlying flow of the vector field. OLIC does not only show the direction of the flow but also its orientation. The paper presents fast rendering of oriented line integral convolution (FROLIC), which is approximately two orders of magnitude faster than OLIC. Costly convolution operations as done in OLIC are replaced in FROLIC by approximating a streamlet through a set of disks with varying intensity. The issue of overlapping streamlets is discussed. Two efficient animation techniques for animating FROLIC images are described. FROLIC has been implemented as a Java applet. This allows researchers from various disciplines (typically with inhomogenous hardware environments) to conveniently explore and investigate analytically defined 2D vector fields.","https://ieeexplore.ieee.org/document/663897/","LOCKED","663897","Inst. of Comput. Graphics, Wien Univ. of Technol., Austria","https://ieeexplore.ieee.org/author/37267822600","1","R. Wegenkittl","37267822600","","","","","","","","","https://ieeexplore.ieee.org/author/37284271200","2","E. Groller","37284271200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663897","316","Convolution","Visualization","Internet","Kernel","Filters","Noise shaping","Computer graphics","Animation","Low-frequency noise","Anisotropic magnetoresistance","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663897","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","30","309","Fast oriented line integral convolution for vector field visualization via the Internet"
"Volumetric data sets require enormous storage capacity even at moderate resolution levels. The excessive storage demands not only stress the capacity of the underlying storage and communications systems, but also seriously limit the speed of volume rendering due to data movement and manipulation. A novel volumetric data visualization scheme is proposed and implemented in this work that renders 2D images directly from compressed 3D data sets. The novelty of this algorithm is that rendering is performed on the compressed representation of the volumetric data without pre-decompression. As a result, the overheads associated with both data movement and rendering processing are significantly reduced. The proposed algorithm generalizes previously proposed whole-volume frequency-domain rendering schemes by first dividing the 3D data set into subcubes, transforming each subcube to a frequency-domain representation, and applying the Fourier projection theorem to produce the projected 2D images according to given viewing angles. Compared to the whole-volume approach, the subcube-based scheme not only achieves higher compression efficiency by exploiting local coherency, but also improves the quality of resultant rendering images because it approximates the occlusion effect on a subcube by subcube basis.","https://ieeexplore.ieee.org/document/663900/","LOCKED","663900","Center for Visual Comput., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37273336700","1","Tzi-Cker Chiueh","37273336700","","","","","","","","","https://ieeexplore.ieee.org/author/37615351500","2","Chuan-Kai Yang","37615351500","https://ieeexplore.ieee.org/author/37350343500","3","Taosong He","37350343500","https://ieeexplore.ieee.org/author/37275698100","4","H. Pfister","37275698100","https://ieeexplore.ieee.org/author/37268052800","5","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","5","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663900","336","Image coding","Rendering (computer graphics)","Data visualization","Fourier transforms","Nuclear magnetic resonance","Helium","Computer science","Stress","Communication systems","Frequency conversion","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663900","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","31","329","Integrated volume compression and visualization"
"The paper presents a new approach for animating 2D steady flow fields. It is based on an original data structure called the motion map. The motion map contains not only a dense representation of the flow field but also all the motion information required to animate the flow. An important feature of this method is that it allows, in a natural way, cyclical variable-speed animations. As far as efficiency is concerned, the advantage of this method is that computing the motion map does not take more time than computing a single still image of the flow and the motion map has to be computed only once. Another advantage is that the memory requirements for a cyclical animation of an arbitrary number of frames amounts to the memory cost of a single still image.","https://ieeexplore.ieee.org/document/663899/","LOCKED","663899","Lab., Calais, France","https://ieeexplore.ieee.org/author/37267249300","1","B. Jobard","37267249300","","","","","","","","","https://ieeexplore.ieee.org/author/37612167300","2","W. Lefer","37612167300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663899","328","Animation","Kernel","Rendering (computer graphics)","Filters","Data structures","Costs","Fading","Visualization","Topology","Computational efficiency","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663899","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","32","323","The motion map: efficient computation of steady flow animations"
"The authors present an efficient visualization approach to support multivariate data exploration through a simple but effective low dimensional data overview based on metric scaling. A multivariate dataset is first transformed into a set of dissimilarities between all pairs of data records. A graph configuration algorithm based on principal components is then wed to determine the display coordinates of the data records in the low dimensional data overview. This overview provides a graphical summary of the multivariate data with reduced data dimensions, reduced data size, and additional data semantics. It can be used to enhance multidimensional data brushing, or to arrange the layout of other conventional multivariate visualization techniques. Real life data is used to demonstrate the approach.","https://ieeexplore.ieee.org/document/663866/","LOCKED","663866","Dept. of Comput. Sci., New Hampshire Univ., Durham, NH, USA","https://ieeexplore.ieee.org/author/37086987754","1","Pak Chung Wong","37086987754","","","","","","","","","https://ieeexplore.ieee.org/author/38227675400","2","R.D. Bergeron","38227675400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663866","118","Data visualization","Displays","Multidimensional systems","Automobiles","Data analysis","Extraterrestrial measurements","Layout","Animation","Motion analysis","Graphics","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663866","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","33","111","Multivariate visualization using metric scaling"
"We describe an algorithm for repairing polyhedral CAD models that have errors in their B-REP. Errors like cracks, degeneracies, duplication, holes and overlaps are usually introduced in solid models due to imprecise arithmetic, model transformations, designer errors, programming bugs, etc. Such errors often hamper further processing such as finite element analysis, radiosity computation and rapid prototyping. Our fault-repair algorithm converts an unordered collection of polygons to a shared-vertex representation to help eliminate errors. This is done by choosing, for each polygon edge, the most appropriate edge to unify it with. The two edges are then geometrically merged into one, by moving vertices. At the end of this process, each polygon edge is either coincident with another or is a boundary edge for a polygonal hole or a dangling wall and may be appropriately repaired. Finally, in order to allow user-inspection of the automatic corrections, we produce a visualization of the repair and let the user mark the corrections that conflict with the original design intent. A second iteration of the correction algorithm then produces a repair that is commensurate with the intent. This, by involving the users in a feedback loop, we are able to refine the correction to their satisfaction.","https://ieeexplore.ieee.org/document/663904/","LOCKED","663904","Dept. of Comput. Sci., Johns Hopkins Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/37326555000","1","G. Barequet","37326555000","","","","","","","","","https://ieeexplore.ieee.org/author/37277183300","2","S. Kumar","37277183300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","23","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663904","370","Solid modeling","Design automation","Surface cracks","Computer errors","Prototypes","Computer science","Uniform resource locators","Arithmetic","Computer bugs","Visualization","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663904","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","34","363","Repairing CAD models"
"The paper introduces a tool for visualizing a multidimensional relevance space. Abstractly, the information to be displayed consists of a large number of objects, a set of features that are likely to be of interest to the user, and some function that measures the relevance level of every object to the various features. The goal is to provide the user with a concise and comprehensible visualization of that information. For the type of applications concentrated on, the exact relevance measures of the objects are not significant. This enables accuracy to be traded for a clearer display. The idea is to ""flatten"" the multidimensionality of the feature space into a 2D ""relevance map"", capturing the inter-relations among the features, without causing too many ambiguous interpretations of the results. To better reflect the nature of the data and to resolve the ambiguity the authors refine the given set of features and introduce the notion of composed features. The layout of the map is then obtained by grading it according to a set of rules and using a simulated annealing algorithm which optimizes the layout with respect to these rules. The technique proposed has been implemented and tested, in the context of visualizing the result of a Web search, in the RMAP (Relevance Map) prototype system.","https://ieeexplore.ieee.org/document/663868/","LOCKED","663868","Dept. of Comput. Sci., Tel Aviv Univ., Israel","https://ieeexplore.ieee.org/author/37612084200","1","J. Assa","37612084200","","","","","","","","","https://ieeexplore.ieee.org/author/38273141800","2","D. Cohen-Or","38273141800","https://ieeexplore.ieee.org/author/37409090400","3","T. Milo","37409090400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","11","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663868","134","Multidimensional systems","Data visualization","Displays","Web search","Computer science","Simulated annealing","System testing","Prototypes","Information retrieval","Information analysis","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663868","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","35","127","Displaying data in multidimensional relevance space with 2D visualization maps"
"Presents a new method to produce a hierarchical set of triangle meshes that can be used to blend different levels of detail in a smooth fashion. The algorithm produces a sequence of meshes /spl Mscr//sub 0/, /spl Mscr//sub 1/, /spl Mscr//sub 2/..., /spl Mscr//sub n/, where each mesh /spl Mscr//sub i/ can be transformed to mesh /spl Mscr//sub i+1/ through a set of triangle-collapse operations. For each triangle, a function is generated that approximates the underlying surface in the area of the triangle, and this function serves as a basis for assigning a weight to the triangle in the ordering operation, and for supplying the point to which the triangles are collapsed. This technique allows us to view a triangulated surface model at varying levels of detail while insuring that the simplified mesh approximates the original surface well.","https://ieeexplore.ieee.org/document/663906/","LOCKED","663906","Center for Image Process. & Integrated Comput., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37612257400","1","T.S. Gieng","37612257400","","","","","","","","","https://ieeexplore.ieee.org/author/37282068700","2","B. Hamann","37282068700","https://ieeexplore.ieee.org/author/37267811400","3","K.I. Joy","37267811400","https://ieeexplore.ieee.org/author/37283639900","4","G.L. Schussman","37283639900","https://ieeexplore.ieee.org/author/37372274900","5","I.J. Trotts","37372274900","","","","","","","","","","","","","","","","","","","","","26","4","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663906","386","Data visualization","Legged locomotion","Image processing","Computer science","Chromium","Image generation","Computer graphics","Shape","Rendering (computer graphics)","Large-scale systems","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663906","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","36","379","Smooth hierarchical surface triangulations"
"An eigenvector method for vortex identification has been applied to recent numerical and experimental studies in external flow aerodynamics. It is shown to be an effective way to extract and visualize features such as vortex cores, spiral vortex breakdowns, vortex bursting, and vortex diffusion. Several problems are reported and illustrated. These include: disjointed line segments, detecting non-vortical flow features, and vortex core displacement. Future research and applications are discussed, such as using vortex cores to guide automatic grid refinement.","https://ieeexplore.ieee.org/document/663910/","LOCKED","663910","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37355295400","1","D. Kenwright","37355295400","","","","","","","","","https://ieeexplore.ieee.org/author/37282898700","2","R. Haimes","37282898700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663910","416","Aerodynamics","Computer aided software engineering","Eigenvalues and eigenfunctions","Visualization","Space technology","NASA","Spirals","Electric breakdown","Computer vision","Tensile stress","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663910","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","37","413","Vortex identification-applications in aerodynamics: a case study"
"Navigation through 3D spaces is required in many interactive graphics and virtual reality applications. The authors consider the subclass of situations in which a 2D device such as a mouse controls smooth movements among viewpoints for a ""through the screen"" display of a 3D world. Frequently, there is a poor match between the goal of such a navigation activity, the control device, and the skills of the average user. They propose a unified mathematical framework for incorporating context-dependent constraints into the generalized viewpoint generation problem. These designer-supplied constraint modes provide a middle ground between the triviality of a single camera animation path and the confusing excess freedom of common unconstrained control paradigms. They illustrate the approach with a variety of examples, including terrain models, interior architectural spaces, and complex molecules.","https://ieeexplore.ieee.org/document/663876/","LOCKED","663876","Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA","https://ieeexplore.ieee.org/author/37333439100","1","A.J. Hanson","37333439100","","","","","","","","","https://ieeexplore.ieee.org/author/37371964800","2","E.A. Wernert","37371964800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663876","182","Navigation","Computer graphics","Cameras","Layout","Virtual reality","Application software","Mice","Animation","Interpolation","Control systems","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663876","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","38","175","Constrained 3D navigation with 2D controllers"
"Describes several visualization techniques based on the notion of multi-resolution brushing to browse large 3D volume datasets. Our software is implemented using public-domain libraries, and is designed to run on average-equipped desktop computers such as a Linux machine with 32 MBytes of memory. Empirically, our system allows scientists to obtain information from a large dataset with over 8.3 million numbers in interactive time. We show that very large scientific volume datasets can be accessed and utilized without expensive hardware and software.","https://ieeexplore.ieee.org/document/663914/","LOCKED","663914","Dept. of Comput. Sci., New Hampshire Univ., Durham, NH, USA","https://ieeexplore.ieee.org/author/37086987754","1","Pak Chung Wong","37086987754","","","","","","","","","https://ieeexplore.ieee.org/author/38227675400","2","R.D. Bergeron","38227675400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663914","432","Data visualization","Isosurfaces","Hardware","Computed tomography","Costs","Magnetic resonance imaging","Magnetic heads","Statistical analysis","Software libraries","Software performance","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663914","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","39","429","Brushing techniques for exploring volume datasets"
"Describes data exploration techniques designed to classify DNA sequences. Several visualization and data mining techniques were used to validate and attempt to discover new methods for distinguishing coding DNA sequences (exons) from non-coding DNA sequences (introns). The goal of the data mining was to see whether some other, possibly non-linear combination of the fundamental position-dependent DNA nucleotide frequency values could be a better predictor than the AMI (average mutual information). We tried many different classification techniques including rule-based classifiers and neural networks. We also used visualization of both the original data and the results of the data mining to help verify patterns and to understand the distinction between the different types of data and classifications. In particular, the visualization helped us develop refinements to neural network classifiers, which have accuracies as high as any known method. Finally, we discuss the interactions between visualization and data mining and suggest an integrated approach.","https://ieeexplore.ieee.org/document/663916/","LOCKED","663916","Inst. for Visualization & Perception Res., Massachusetts Univ., Lowell, MA, USA","https://ieeexplore.ieee.org/author/37617749600","1","P. Hoffman","37617749600","","","","","","","","","https://ieeexplore.ieee.org/author/37360588500","2","G. Grinstein","37360588500","https://ieeexplore.ieee.org/author/37606703800","3","K. Marx","37606703800","https://ieeexplore.ieee.org/author/37622312400","4","I. Grosse","37622312400","https://ieeexplore.ieee.org/author/38180962800","5","E. Stanley","38180962800","","","","","","","","","","","","","","","","","","","","","101","8","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663916","441","DNA","Data analysis","Data mining","Sequences","Data visualization","Neural networks","Biological cells","Frequency","Organisms","Proteins","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663916","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","40","437","DNA visual and analytic data mining"
"We describe a multidisciplinary effort for creating interactive 3D graphical modules for visualizing optical phenomena. These modules are designed for use in an upper-level undergraduate course. The modules are developed in Open Inventor, which allows them to run under both Unix and Windows. The work is significant in that it applies contemporary interactive 3D visualization techniques to instructional courseware, which represents a considerable advance compared to the current state of the practice.","https://ieeexplore.ieee.org/document/663918/","LOCKED","663918","NSF Eng. Res. Center, Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37356983700","1","D.C. Banks","37356983700","","","","","","","","","https://ieeexplore.ieee.org/author/37393096300","2","J.T. Foley","37393096300","https://ieeexplore.ieee.org/author/37612298500","3","K.N. Vidimce","37612298500","https://ieeexplore.ieee.org/author/37612321600","4","Ming-Hoe Kiu","37612321600","","","","","","","","","","","","","","","","","","","","","","","","","2","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663918","450","Visualization","Optical filters","Physics","Computer graphics","Educational institutions","Optical design","Stimulated emission","Laboratories","Optical computing","Education","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663918","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","41","447","Instructional software for visualizing optical phenomena"
"The interval volume is a generalization of the isosurface commonly associated with the marching cubes algorithm. Based upon samples at the locations of a 3D rectilinear grid, the algorithm produces a triangular approximation to the surface defined by F(x,y,z)=c. The interval volume is defined by /spl alpha//spl les/F(x,y,z)/spl les//spl beta/. The authors describe an algorithm for computing a tetrahedrization of a polyhedral approximation to the interval volume.","https://ieeexplore.ieee.org/document/663886/","LOCKED","663886","Dept. of Comput. Sci., Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37283754100","1","G.M. Nielson","37283754100","","","","","","","","","https://ieeexplore.ieee.org/author/37362401700","2","Junwon Sung","37362401700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663886","228","Approximation algorithms","Isosurfaces","Grid computing","Computer science","Shape","Magnetic resonance imaging","X-ray tomography","Inference algorithms","Lead compounds","","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663886","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","42","221","Interval volume tetrahedrization"
"Different techniques have been proposed for rendering volumetric scalar data sets. Usually these approaches are focusing on orthogonal cartesian grids, but in the last years research did also concentrate on arbitrary structured or even unstructured topologies. In particular, direct volume rendering of these data types is numerically complex and mostly requires sorting the whole database. We present a new approach to direct rendering of convex, voluminous polyhedra on arbitrary grid topologies, which efficiently use hardware assisted polygon drawing to support the sorting procedure. The key idea of this technique lies in a two pass rendering approach. First, the volume primitives are drawn in polygon mode to obtain their cross sections in the VSBUFFER orthogonal to the viewing plane. Second, this buffer is traversed in front to back order and the volume integration is performed. Thus, the complexity of the sorting procedure is reduced. Furthermore, any connectivity information can be completely neglected, which allows for the rendering of arbitrary scattered, convex polyhedra.","https://ieeexplore.ieee.org/document/663853/","LOCKED","663853","Comput. Graphics Group, Erlangen-Nurnberg Univ., Germany","https://ieeexplore.ieee.org/author/37444424000","1","R. Westermann","37444424000","","","","","","","","","https://ieeexplore.ieee.org/author/37085368197","2","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","6","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663853","42","Rendering (computer graphics)","Topology","Sorting","Hardware","Data visualization","Computer graphics","Light scattering","Physics","Image quality","Interpolation","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663853","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","43","35","The VSBUFFER: visibility ordering of unstructured volume primitives by polygon drawing"
"This paper describes our experiences with using the Virtual Reality Modeling Language (VRML) to view files in the Initial Graphics Exchange Specification (IGES) format using a Java-based translator from IGES to VRML and HTML (Hypertext Markup Language). The paper examines the conversion problems between IGES and VRML and presents some results of the process.","https://ieeexplore.ieee.org/document/663924/","LOCKED","663924","Defense Group Inc., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37614584100","1","J. Marti","37614584100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663924","474","Java","Computer graphics","Portable computers","Computer applications","Design automation","Virtual reality","Spline","HTML","Chromium","Design engineering","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663924","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","44","471","Viewing IGES files through VRML"
"One well known application area of volume rendering is the reconstruction and visualization of output from medical scanners like computed tomography (CT). 2D greyscale slices produced by these scanners can be reconstructed and displayed onscreen as a 3D model. Volume visualization of medical images must address two important issues. First, it is difficult to segment medical scans into individual materials based only on intensity values. Second, although greyscale images are the normal method for displaying medical volumes, these types of images are not necessarily appropriate for highlighting regions of interest within the volume. Studies of the human visual system have shown that individual intensity values are difficult to detect in a greyscale image. In these situations colour is a more effective visual feature. We addressed both problems during the visualization of CT scans of abdominal aortic aneurysms. We have developed a classification method that empirically segments regions of interest in each of the 2D slices. We use a perceptual colour selection technique to identify each region of interest in both the 2D slices and the 3D reconstructed volumes. The result is a colourized volume that the radiologists are using to rapidly and accurately identify the locations and spatial interactions of different materials from their scans. Our technique is being used in an experimental post operative environment to help to evaluate the results of surgery designed to prevent the rupture of the aneurysm. In the future, we hope to use the technique during the planning of placement of support grafts prior to the actual operation.","https://ieeexplore.ieee.org/document/663855/","LOCKED","663855","Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada","https://ieeexplore.ieee.org/author/37267823200","1","R.C. Tam","37267823200","","","","","","","","","https://ieeexplore.ieee.org/author/37298406100","2","C.G. Healey","37298406100","https://ieeexplore.ieee.org/author/37612079700","3","B. Flak","37612079700","https://ieeexplore.ieee.org/author/37612081300","4","P. Cahoon","37612081300","","","","","","","","","","","","","","","","","","","","","","","","","1","5","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663855","50","Abdomen","Aneurysm","Biomedical imaging","Image reconstruction","Visualization","Computed tomography","Rendering (computer graphics)","Image segmentation","Humans","Visual system","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663855","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","45","43","Volume rendering of abdominal aortic aneurysms"
