"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Understanding multiple types of data source and correlating them make intelligence analysis a challenging task. Visual analytics techniques help analysts better comprehend the data and find correlations. We proposed a visual analytics system mainly designed for collecting and correlating evidence in intelligence analysis. Based on our system, we provided a analytical solution for IEEE VAST Challenge 2014 Grand Challenge. With the system, analysts collect information from spatial, temporal and network data. Multiple correlating methods are provided to help analysts generate a wide range of hypotheses and test their reliability.","https://ieeexplore.ieee.org/document/7042545/","LOCKED","7042545","Peking University","https://ieeexplore.ieee.org/author/37085387892","1","Siming Chen","37085387892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Peking University","https://ieeexplore.ieee.org/author/37085387989","2","Chenglong Wang","37085387989","Peking University","https://ieeexplore.ieee.org/author/37085385091","3","Zipeng Liu","37085385091","Peking University","https://ieeexplore.ieee.org/author/37085375437","4","Zhenhuang Wang","37085375437","Peking University","https://ieeexplore.ieee.org/author/37404943000","5","Zuchao Wang","37404943000","Peking University","https://ieeexplore.ieee.org/author/37085388249","6","Zhengjie Miao","37085388249","Peking University","https://ieeexplore.ieee.org/author/37403856700","7","Xiaoru Yuan","37403856700","","","","","","","","","","","","","","","","1","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042545","320","https://ieeexplore.ieee.org/document/7042545/","","","","","","","","","Postal services","Electronic mail","Visual analytics","Correlation","Global Positioning System","Organizations","Trajectory","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042545","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","61","319","Visual analytics support for collecting and correlating evidence for intelligence analysis"
"Socio-emotional communication is a critical determining factor in the cohesiveness of international work teams. In recent years, online text communication (e.g., chat, forums, email) has been widely used in cross-cultural collaborations, and emoticons are often viewed as socio-emotional cues in this type of communication. Therefore, it is important to know how emoticons work in online text communication. One way to investigate this topic is to leverage theories in sociolinguistics to find potential mappings between emoticon use and face-to-face language use. In the present work, we propose a visual analytics tool to explore emoticon use among different groups over time and show how visual analytics can elicit storytelling in studying linguistic alignment of emoticons in a chat log dataset from a four-year scientific collaboration between France and the United States.","https://ieeexplore.ieee.org/document/7042508/","LOCKED","7042508","University of Washington","https://ieeexplore.ieee.org/author/37085341619","1","Nan-Chen Chen","37085341619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The University at Albany-SUNY","https://ieeexplore.ieee.org/author/37085356080","2","Laurie Beth Feldman","37085356080","Pennsylvania State University","https://ieeexplore.ieee.org/author/37085359783","3","Judith F. Kroll","37085359783","University of Washington","https://ieeexplore.ieee.org/author/37075459000","4","Cecilia R. Aragon","37075459000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042508","238","https://ieeexplore.ieee.org/document/7042508/","","","","","","","","","Collaboration","Pragmatics","Nose","Visual analytics","Educational institutions","Prototypes","Testing","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042508","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","62","237","Emoticons and linguistic alignment: How visual analytics can elicit storytelling"
"Many geographical dataseis can be depicted as a graph layered over a map for motion and spatial relations analyses. In this work we present a novel and real-time exploration system that interactively distorts 3D graph layouts without information loss. The 3D visualisation technique is camera dependent. Therefore, it is affected by all three navigation axes, in contrast to traditional interactions in 2D spaces.","https://ieeexplore.ieee.org/document/7042512/","LOCKED","7042512","Fondazione Graphitech","https://ieeexplore.ieee.org/author/37085471210","1","Alberto Debiasi","37085471210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fondazione Graphitech","https://ieeexplore.ieee.org/author/37085463979","2","Bruno Simões","37085463979","Fondazione Graphitech","https://ieeexplore.ieee.org/author/37295009500","3","Raffaele De Amicis","37295009500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042512","246","https://ieeexplore.ieee.org/document/7042512/","I.3.3 [COMPUTER GRAPHICS]: Picture/Image Generation — Line and curve generation","","","","","","","","Lenses","Three-dimensional displays","Cameras","Visualization","Navigation","Data visualization","Electronic mail","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042512","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","63","245","3DArcLens: A technique for the exploration of geographical networks"
"The 2014 VAST mini-challenge 1 asked participants to summarise the structure of a terrorist organisation and how it has changed over time, reconstruct the chain of events of a kidnapping and to provide two possible explanations.","https://ieeexplore.ieee.org/document/7042547/","LOCKED","7042547","giCentre, City University London","https://ieeexplore.ieee.org/author/37085536876","1","Rafael Henkin","37085536876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","giCentre, City University London","https://ieeexplore.ieee.org/author/37077799700","2","Alexander Kachkaev","37077799700","giCentre, City University London","https://ieeexplore.ieee.org/author/37590960700","3","Aidan Slingsby","37590960700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042547","324","https://ieeexplore.ieee.org/document/7042547/","Visual analytics","information visualization","","","","","","","Terrorism","Context","Blogs","Electronic mail","Visual analytics","Data visualization","Transient analysis","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042547","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","64","323","Summarising the structure of an organisation and reconstructing a chain of events"
"We describe the tools and the analysis pipeline we used in order to create a data structure out of the given data. Afterwards, we introduce a workflow used to find answers to the questions of VAST Challenge 2014 MCI. Most of the processes presented in the following have been used solely to create, refine a graph (node-link diagram), which is the foundation for everything we did in this mini challenge.","https://ieeexplore.ieee.org/document/7042551/","LOCKED","7042551","University of Konstanz","https://ieeexplore.ieee.org/author/38233603600","1","Florian Stoffel","38233603600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Konstanz","https://ieeexplore.ieee.org/author/38242836400","2","Fabian Fischer","38242836400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042551","332","https://ieeexplore.ieee.org/document/7042551/","","","","","","","","","Pipelines","Data structures","Data mining","Electronic mail","Data analysis","Libraries","Companies","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042551","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","65","331","Using a knowledge graph data structure to analyze text documents (VAST challenge 2014 MC1)"
"Missing data are records that are absent from a data set. They are data that were intended to be recorded, but for some reason were not. Missing values are common in data analysis and occur in almost any domain, causing problems such as biased results and reduced statistical rigour. Visual analytics has great potential to provide invaluable support for the investigation of missing data. This poster aims to highlight the importance of analysing missing data and the challenges involved, as well as to emphasize the lack of visualization support in the area and through this encourage visualization scientists to discuss and address this highly relevant issue.","https://ieeexplore.ieee.org/document/7042514/","LOCKED","7042514","University of Cambridge","https://ieeexplore.ieee.org/author/37887947600","1","Sara Johansson Fernstad","37887947600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Cambridge","https://ieeexplore.ieee.org/author/37394367600","2","Robert C Glen","37394367600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042514","250","https://ieeexplore.ieee.org/document/7042514/","Missing data","visualization","exploratory analysis","","","","","","Data visualization","Visual analytics","Uncertainty","Measurement","Educational institutions","Iris","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042514","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","66","249","Visual analysis of missing data — To see what isn't there"
"We introduce a system for visual analysis of news articles and emails. This system was developed in response to VAST Mini-Challenge 1 and comprises different interfaces for mining textual data and network data.","https://ieeexplore.ieee.org/document/7042549/","LOCKED","7042549","Discovery Analytics Center, Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37085473572","1","Parang Saraf","37085473572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Discovery Analytics Center, Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/38092016400","2","Patrick Butler","38092016400","Discovery Analytics Center, Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37273204200","3","Naren Ramakrishnan","37273204200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042549","328","https://ieeexplore.ieee.org/document/7042549/","H.5.2 [Information Interfaces and Presentation (e.g","HCI)]: User Interfaces — Interaction styles (e.g","commands","menus","forms","direct manipulation)","","","Electronic mail","Tag clouds","Data mining","Organizations","Visual analytics","Market research","Time-frequency analysis","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042549","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","67","327","Safeguarding Abila: Discovering evolving activist networks VAST 2014 mini challenge 1: Unstructured text and network data analysis"
"We propose Story Explorer, a visual analytic system for text data from multiple sources. With various visualizations, our system can help analysts identify conflicts and correlations in large volume of text data, and detect patterns of group of people. Thus analysts can discover the development of events and find the suspicious people in the events.","https://ieeexplore.ieee.org/document/7042553/","LOCKED","7042553","Peking University","https://ieeexplore.ieee.org/author/37085387989","1","Chenglong Wang","37085387989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Peking University","https://ieeexplore.ieee.org/author/37085388249","2","Zhengjie Miao","37085388249","Peking University","https://ieeexplore.ieee.org/author/37085387892","3","Siming Chen","37085387892","Peking University","https://ieeexplore.ieee.org/author/37085385091","4","Zipeng Liu","37085385091","Peking University","https://ieeexplore.ieee.org/author/37404943000","5","Zuchao Wang","37404943000","Peking University","https://ieeexplore.ieee.org/author/37085375437","6","Zhenhuang Wang","37085375437","Peking University","https://ieeexplore.ieee.org/author/37403856700","7","Xiaoru Yuan","37403856700","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042553","336","https://ieeexplore.ieee.org/document/7042553/","","","","","","","","","Electronic mail","Data visualization","Visual analytics","Correlation","Layout","Data mining","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042553","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","68","335","Story explorer: A visual analysis tool for heterogeneous text data"
"A recurrent problem in biological image analysis is to quantify the number and size of spots on a homogeneous background. Most automated approaches rely on segmenting the individual spots, which becomes unreliable when the image contains artifacts, noise, or confounding objects. Therefore, practitioners often resort to tedious and time-consuming manual counting and measurements. As an alternative, we propose a visual analytics approach to this problem. It is based on Total Variation Flow, a partial differential equation that changes the intensities of image regions at a rate inverse to their scale. From this, we derive novel quantitative per-pixel measures of scale and density, and we show how the results can be combined with tools for visualization and selection to achieve a fast summary of median size and spot density in an image. Given a set of images, our framework places them on a 2D map that makes it easy to quickly compare them with respect to spot sizes and density. Our system is applied to real-world data from Stimulated Emission Depletion (STED) microscopy.","https://ieeexplore.ieee.org/document/7042516/","LOCKED","7042516","University of Bonn, Germany","https://ieeexplore.ieee.org/author/38242231300","1","Max Hermann","38242231300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Bonn, Germany","https://ieeexplore.ieee.org/author/37271619700","2","Reinhard Klein","37271619700","MPI for Intelligent Systems, Tübingen, Germany University of Bonn, Germany","https://ieeexplore.ieee.org/author/37606352800","3","Thomas Schultz","37606352800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042516","254","https://ieeexplore.ieee.org/document/7042516/","","","","","","","","","TV","Image segmentation","Noise","Size measurement","Educational institutions","Visual analytics","Density measurement","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042516","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","69","253","Segmentation-free quantification of spots on a homogeneous background"
"The visualization of space-time trajectory data is challenging due to the fact that, in most cases, the data inherently exists in more than two dimensions. In many space-time visualizations, additional variables must be mapped into other visual attributes such as color or size. Given that substantive analyses of trajectory data will likely be concerned with variables beyond space and time, we propose a method that allows trajectory positions to be determined by an arbitrary number of variables in a multi-dimensional space-time dataset. Our method is based on Star Coordinates [5], a prior technique for interactively positioning multi-dimensional data. Our technique is catered specifically to multi-dimensional space-time trajectory data. The technique is demonstrated using a large multidimensional space-time dataset related to touring musicians.","https://ieeexplore.ieee.org/document/7042520/","LOCKED","7042520","University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37085423169","1","Paul Murray","37085423169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Illinois at Chicago","https://ieeexplore.ieee.org/author/38180697500","2","Angus Forbes","38180697500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042520","262","https://ieeexplore.ieee.org/document/7042520/","","","","","","","","","Trajectory","Data visualization","Vectors","Visualization","Image color analysis","Market research","Educational institutions","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042520","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","70","261","StretchPlot: Interactive visualization of multi-dimensional trajectory data"
"We present a prototype visual analytics tool for facilitating analysis in a collaborative team setting by providing a flexible platform for visualizing and exploring multiple linked dataseis as a unified graph model. Our approach uses a Layered Graph Model to connect multiple dataseis and afford querying and analysis across linked data. We used this tool to explore and form hypotheses about the disappearance on Kronos in Mini-Challenge 1, revealing some initial strengths and weaknesses of the approach.","https://ieeexplore.ieee.org/document/7042555/","LOCKED","7042555","Aptima, Inc.","https://ieeexplore.ieee.org/author/37548028800","1","Caroline Ziemkiewicz","37548028800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Aptima, Inc.","https://ieeexplore.ieee.org/author/37085554032","2","Adam Fouse","37085554032","Aptima, Inc.","https://ieeexplore.ieee.org/author/38073439100","3","Gabriel Ganberg","38073439100","Aptima, Inc.","https://ieeexplore.ieee.org/author/37085551324","4","Ryan Mullins","37085551324","Aptima, Inc.","https://ieeexplore.ieee.org/author/37085550031","5","Stacy Pfautz","37085550031","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042555","340","https://ieeexplore.ieee.org/document/7042555/","Visual analytics","graph-based data models","","","","","","","Data models","Analytical models","Context","Data visualization","Collaboration","Visual analytics","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042555","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","71","339","VAST 2014 Mini-challenge 1: Team Aptima"
"Lawyers and investigators are often presented with large email datasets that contain emails that are not all relevant to any given investigative search. They must often manually comb through information contained within these large datasets in order to find the information they need, expending large amounts of time and money in the process. Our work offers an interactive visual analytic alternative to current methodology. We introduce a method for reducing the number of emails that need to be viewed in a large dataset while also giving the user a quick overview of possible contents and relationships in a set of results.","https://ieeexplore.ieee.org/document/7042518/","LOCKED","7042518","","https://ieeexplore.ieee.org/author/37085396944","1","Jay Koven","37085396944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/38267713800","2","Enrico Bertini","38267713800","","https://ieeexplore.ieee.org/author/37085377899","3","Nasir Memon","37085377899","","https://ieeexplore.ieee.org/author/37085371523","4","R. Luke Dubois","37085371523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042518","258","https://ieeexplore.ieee.org/document/7042518/","Visual Analytics","Data Analytics","Investigative Analysis","Unstructured Data","Email Search","","","","Electronic mail","Visual analytics","Receivers","Pipelines","Keyword search","Artificial intelligence","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042518","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","72","257","I-VEST: Intelligent visual email search and triage"
"This paper develops a sketch+fisheye interface supporting natural HCI in visual analysis of large multiple time-series. The sketch-based fisheye can help analysts to efficiently analyze the high density temporal data at multi-scale magnification level while maintain in the entire tern oral context. The sketch-based multiple time-series query provides a natural HCI technique which is especially suitable for visual analysis of temporal curves. This sketch+fisheye interface will contribute to minimize the HCI cost and keep the consistency of thinking in visual analysis, thus enhancing analysis efficiency.","https://ieeexplore.ieee.org/document/7042522/","LOCKED","7042522","School of Automation Science and Electrical Engineering, Beihang University","https://ieeexplore.ieee.org/author/37085456573","1","Lei Ren","37085456573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Scientific Data Center, Computer Network Information Center, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37085468344","2","Yi Du","37085468344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042522","266","https://ieeexplore.ieee.org/document/7042522/","Time-series visualization","human-computer interaction","sketch","fisheye","visual analytics","","","","Context","Human computer interaction","Visual analytics","Ink","Data visualization","Image color analysis","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042522","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","73","265","A sketch+fisheye interface for visual analytics of large time-series"
"We developed the Patterns of Life (PoL) suite for the IEEE VAST 2014 Mini-Challenge 2. The suite comprises PoL Atlas for visualising movement and transactions spatiotemporally, PoL Classifier for classifying locations and identifying trips, and PoL Location Timeline, for visualising where time is spent.","https://ieeexplore.ieee.org/document/7042557/","LOCKED","7042557","Middlesex University, UK","https://ieeexplore.ieee.org/author/37283298600","1","Simon Attfield","37283298600","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/38182037200","11","James Bullock","38182037200","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/37085418650","12","Adam Malin","37085418650","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/37085424585","13","Dougie Holmes","37085424585","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/37085420956","14","Graham Phillips","37085420956","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/37085409304","15","John Marshall","37085409304","Intelligence Sans Frontieres, UK","https://ieeexplore.ieee.org/author/37085418021","16","Stewart Bertram","37085418021","Middlesex University, UK","https://ieeexplore.ieee.org/author/38180787500","2","Peter Passmore","38180787500","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085424956","3","Neesha Kodagoda","37085424956","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085412125","4","Pragya Paudyal","37085412125","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085412324","5","David Neilson","37085412324","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085414023","6","George Pagiatakis","37085414023","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085416670","7","Brian Joyce","37085416670","Middlesex University, UK","https://ieeexplore.ieee.org/author/37085411175","8","Robert Wells","37085411175","Middlesex University, UK","https://ieeexplore.ieee.org/author/37291841200","9","William Wong","37291841200","MASS Consultants Ltd., UK","https://ieeexplore.ieee.org/author/37085421757","10","Adrian Wagstaff","37085421757","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042557","344","https://ieeexplore.ieee.org/document/7042557/","Visual Analytics","Information Visualisation","Spatiotemporal Analysis","Movement Data","","","","","Global Positioning System","Data visualization","Vehicles","Visual analytics","Credit cards","Image color analysis","Reliability","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042557","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","74","343","Patterns of life visual analytics suite for analyzing GPS movement patterns"
"This paper describes the approach and the visual analytics (VA) tool developed to solve the VAST 2014 Challenge: Mini-Challenge 2. For this challenge, a methodical approach was taken by analyzing each GAStech employees daily activities. Open source software, commercial application programming interfaces (APIs), and custom software were combined to create a very robust VA tool used in this challenge. The tool provides visualization and animation of the tracking data, an overview of credit card and loyalty card transactions, and on-demand details of the aforementioned data. Finally, a novel feature was implemented in the VA tool to insert missing location data for credit card and loyalty card transactions in realtime.","https://ieeexplore.ieee.org/document/7042561/","LOCKED","7042561","University of California at Davis","https://ieeexplore.ieee.org/author/37085382373","1","Kevin S. Griffin","37085382373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042561","352","https://ieeexplore.ieee.org/document/7042561/","","","","","","","","","Data visualization","Google","Vehicles","Business","Shape","Geospatial analysis","Animation","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042561","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","75","351","UCD-Griffin-MC2 submission summary"
