"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_17_affiliation","articles_authors_authors_17_authorUrl","articles_authors_authors_17_author_order","articles_authors_authors_17_full_name","articles_authors_authors_17_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Despite the ubiquity of communicative visualizations, specifying communicative intent during design is ad hoc. Whether we are selecting from a set of visualizations, commissioning someone to produce them, or creating them ourselves, an effective way of specifying intent can help guide this process. Ideally, we would have a concise and shared specification language. In previous work, we have argued that communicative intents can be viewed as a learning/assessment problem (i.e., what should the reader learn and what test should they do well on). Learning-based specification formats are linked (e.g., assessments are derived from objectives) but some may more effectively specify communicative intent. Through a large-scale experiment, we studied three specification types: learning objectives, insights, and assessments. Participants, guided by one of these specifications, rated their preferences for a set of visualization designs. Then, we evaluated the set of visualization designs to assess which specification led participants to prefer the most effective visualizations. We find that while all specification types have benefits over no-specification, each format has its own advantages. Our results show that learning objective-based specifications helped participants the most in visualization selection. We also identify situations in which specifications may be insufficient and assessments are vital.","https://ieeexplore.ieee.org/document/9552876/","LOCKED","9552876","University of Michigan, School of Information, USA","https://ieeexplore.ieee.org/author/37089208600","1","Elsie Lee-Robbins","37089208600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Michigan, School of Information, USA","https://ieeexplore.ieee.org/author/37085907118","2","Shiqing He","37085907118","University of Michigan, School of Information, USA","https://ieeexplore.ieee.org/author/37331417100","3","Eytan Adar","37331417100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114811","685","https://ieeexplore.ieee.org/document/9552876/","Communicative visualization","evaluation","","visualization specification","","","","","","","","Visualization","Task analysis","Data visualization","Stakeholders","Usability","Taxonomy","Interviews","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552876","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","54","676","Learning Objectives, Insights, and Assessments: How Specification Formats Impact Design","28"
"Despite the rising popularity of automated visualization tools, existing systems tend to provide direct results which do not always fit the input data or meet visualization requirements. Therefore, additional specification adjustments are still required in real-world use cases. However, manual adjustments are difficult since most users do not necessarily possess adequate skills or visualization knowledge. Even experienced users might create imperfect visualizations that involve chart construction errors. We present a framework, VizLinter, to help users detect flaws and rectify already-built but defective visualizations. The framework consists of two components, (1) a visualization linter, which applies well-recognized principles to inspect the legitimacy of rendered visualizations, and (2) a visualization fixer, which automatically corrects the detected violations according to the linter. We implement the framework into an online editor prototype based on Vega-Lite specifications. To further evaluate the system, we conduct an in-lab user study. The results prove its effectiveness and efficiency in identifying and fixing errors for data visualizations.","https://ieeexplore.ieee.org/document/9552878/","LOCKED","9552878","Intelligent Big Data Visualization Lab at Tongji University, China","https://ieeexplore.ieee.org/author/37085471103","1","Qing Chen","37085471103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intelligent Big Data Visualization Lab at Tongji University, China","https://ieeexplore.ieee.org/author/37088656468","2","Fuling Sun","37088656468","Intelligent Big Data Visualization Lab at Tongji University, China","https://ieeexplore.ieee.org/author/37087405128","3","Xinyue Xu","37087405128","Intelligent Big Data Visualization Lab at Tongji University, China","https://ieeexplore.ieee.org/author/37089215135","4","Zui Chen","37089215135","Ant Group, China","https://ieeexplore.ieee.org/author/37089213983","5","Jiazhe Wang","37089213983","Intelligent Big Data Visualization Lab at Tongji University, China","https://ieeexplore.ieee.org/author/37604309600","6","Nan Cao","37604309600","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114804","216","https://ieeexplore.ieee.org/document/9552878/","Visualization Linting","Automated Visualization Design","","Visualization Optimization","","","","","","","","Data visualization","Encoding","Visualization","Optimization","Tools","Programming","Codes","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552878","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","55","206","VizLinter: A Linter and Fixer Framework for Data Visualization","28"
"Existing research on making sense of deep neural networks often focuses on neuron-level interpretation, which may not adequately capture the bigger picture of how concepts are collectively encoded by multiple neurons. We present Neurocartography, an interactive system that scalably summarizes and visualizes concepts learned by neural networks. It automatically discovers and groups neurons that detect the same concepts, and describes how such neuron groups interact to form higher-level concepts and the subsequent predictions. Neurocartography introduces two scalable summarization techniques: (1) neuron clustering groups neurons based on the semantic similarity of the concepts detected by neurons (e.g., neurons detecting “dog faces” of different breeds are grouped); and (2) neuron embedding encodes the associations between related concepts based on how often they co-occur (e.g., neurons detecting “dog face” and “dog tail” are placed closer in the embedding space). Key to our scalable techniques is the ability to efficiently compute all neuron pairs' relationships, in time linear to the number of neurons instead of quadratic time. Neurocartography scales to large data, such as the ImageNet dataset with 1.2M images. The system's tightly coordinated views integrate the scalable techniques to visualize the concepts and their relationships, projecting the concept associations to a 2D space in Neuron Projection View, and summarizing neuron clusters and their relationships in Graph View. Through a large-scale human evaluation, we demonstrate that our technique discovers neuron groups that represent coherent, human-meaningful concepts. And through usage scenarios, we describe how our approaches enable interesting and surprising discoveries, such as concept cascades of related and isolated concepts. The Neurocartography visualization runs in modern browsers and is open-sourced.","https://ieeexplore.ieee.org/document/9552879/","LOCKED","9552879","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37087106137","1","Haekyu Park","37087106137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37088662090","2","Nilaksh Das","37088662090","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37087863615","3","Rahul Duggal","37087863615","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37089206114","4","Austin P. Wright","37089206114","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37298032800","5","Omar Shaikh","37298032800","Apple, United States","https://ieeexplore.ieee.org/author/37086235240","6","Fred Hohman","37086235240","Georgia Institute of Technology, United States","https://ieeexplore.ieee.org/author/37087104658","7","Duen Horng Polo Chau","37087104658","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114858","823","https://ieeexplore.ieee.org/document/9552879/","Deep learning interpretability","visual analytics","","scalable summarization","neuron clustering","neuron embedding","","","","","","Neurons","Dogs","Feature extraction","Visualization","Faces","Deep learning","Semantics","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552879","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","56","813","NeuroCartography: Scalable Automatic Visual Summarization of Concepts in Deep Neural Networks","28"
"Persistence diagrams have been widely used to quantify the underlying features of filtered topological spaces in data visualization. In many applications, computing distances between diagrams is essential; however, computing these distances has been challenging due to the computational cost. In this paper, we propose a persistence diagram hashing framework that learns a binary code representation of persistence diagrams, which allows for fast computation of distances. This framework is built upon a generative adversarial network (GAN) with a diagram distance loss function to steer the learning process. Instead of using standard representations, we hash diagrams into binary codes, which have natural advantages in large-scale tasks. The training of this model is domain-oblivious in that it can be computed purely from synthetic, randomly created diagrams. As a consequence, our proposed method is directly applicable to various datasets without the need for retraining the model. These binary codes, when compared using fast Hamming distance, better maintain topological similarity properties between datasets than other vectorized representations. To evaluate this method, we apply our framework to the problem of diagram clustering and we compare the quality and performance of our approach to the state-of-the-art. In addition, we show the scalability of our approach on a dataset with 10k persistence diagrams, which is not possible with current techniques. Moreover, our experimental results demonstrate that our method is significantly faster with the potential of less memory usage, while retaining comparable or better quality comparisons.","https://ieeexplore.ieee.org/document/9552880/","LOCKED","9552880","Tulane University, United States","https://ieeexplore.ieee.org/author/37089210710","1","Yu Qin","37089210710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Montana State University, United States","https://ieeexplore.ieee.org/author/37085768275","2","Brittany Terese Fasy","37085768275","Tulane University, United States","https://ieeexplore.ieee.org/author/37087847745","3","Carola Wenk","37087847745","Tulane University, United States","https://ieeexplore.ieee.org/author/38288824300","4","Brian Summa","38288824300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114872","312","https://ieeexplore.ieee.org/document/9552880/","Topological data analysis","Persistence diagrams","","Persistence diagram distances","Learned hashing","Clustering","","","","","","Binary codes","Training","Propagation losses","Histograms","Generative adversarial networks","Hash functions","Water resources","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552880","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","57","302","A Domain-Oblivious Approach for Learning Concise Representations of Filtered Topological Spaces for Clustering","28"
"One of the fundamental tasks in visualization is to compare two or more visual elements. However, it is often difficult to visually differentiate graphical elements encoding a small difference in value, such as the heights of similar bars in bar chart or angles of similar sections in pie chart. Perceptual laws can be used in order to model when and how we perceive this difference. In this work, we model the perception of Just Noticeable Differences (JNDs), the minimum difference in visual attributes that allow faithfully comparing similar elements, in charts. Specifically, we explore the relation between JNDs and two major visual variables: the intensity of visual elements and the distance between them, and study it in three charts: bar chart, pie chart and bubble chart. Through an empirical study, we identify main effects on JND for distance in bar charts, intensity in pie charts, and both distance and intensity in bubble charts. By fitting a linear mixed effects model, we model JND and find that JND grows as the exponential function of variables. We highlight several usage scenarios that make use of the JND modeling in which elements below the fitted JND are detected and enhanced with secondary visual cues for better discrimination.","https://ieeexplore.ieee.org/document/9552881/","LOCKED","9552881","Shenzhen University, China","https://ieeexplore.ieee.org/author/38238228600","1","Min Lu","38238228600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The University of Haifa, Israel","https://ieeexplore.ieee.org/author/37294051600","2","Joel Lanir","37294051600","Shenzhen University, China","https://ieeexplore.ieee.org/author/37089207425","3","Chufeng Wang","37089207425","Shenzhen University, China","https://ieeexplore.ieee.org/author/37089208914","4","Yucong Yao","37089208914","Shenzhen University, China","https://ieeexplore.ieee.org/author/37089207018","5","Wen Zhang","37089207018","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37266781000","6","Oliver Deussen","37266781000","Shenzhen University, China","https://ieeexplore.ieee.org/author/37086110259","7","Hui Huang","37086110259","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114874","726","https://ieeexplore.ieee.org/document/9552881/","Visual perception","Charts","","Just noticeable difference","Modeling","","","","","","","Visualization","Bars","Task analysis","Fans","Correlation","Computational modeling","Three-dimensional displays","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552881","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","58","718","Modeling Just Noticeable Differences in Charts","28"
"Breaking news and first-hand reports often trend on social media platforms before traditional news outlets cover them. The real-time analysis of posts on such platforms can reveal valuable and timely insights for journalists, politicians, business analysts, and first responders, but the high number and diversity of new posts pose a challenge. In this work, we present an interactive system that enables the visual analysis of streaming social media data on a large scale in real-time. We propose an efficient and explainable dynamic clustering algorithm that powers a continuously updated visualization of the current thematic landscape as well as detailed visual summaries of specific topics of interest. Our parallel clustering strategy provides an adaptive stream with a digestible but diverse selection of recent posts related to relevant topics. We also integrate familiar visual metaphors that are highly interlinked for enabling both explorative and more focused monitoring tasks. Analysts can gradually increase the resolution to dive deeper into particular topics. In contrast to previous work, our system also works with non-geolocated posts and avoids extensive preprocessing such as detecting events. We evaluated our dynamic clustering algorithm and discuss several use cases that show the utility of our system.","https://ieeexplore.ieee.org/document/9552886/","LOCKED","9552886","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37087498883","1","Johannes Knittel","37087498883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37593029700","2","Steffen Koch","37593029700","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37086543321","3","Tan Tang","37086543321","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37291847800","4","Wei Chen","37291847800","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37407308300","5","Yingcai Wu","37407308300","Tsinghua University, China","https://ieeexplore.ieee.org/author/37406039100","6","Shixia Liu","37406039100","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37268023800","7","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114800","889","https://ieeexplore.ieee.org/document/9552886/","Social media analysis","dynamic clustering","","streaming data","","","","","","","","Social networking (online)","Heuristic algorithms","Data visualization","Clustering algorithms","Real-time systems","Text analysis","Visual analytics","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552886","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","59","879","Real-Time Visual Analysis of High-Volume Social Media Posts","28"
"As uncertainty visualizations for general audiences become increasingly common, designers must understand the full impact of uncertainty communication techniques on viewers' decision processes. Prior work demonstrates mixed performance outcomes with respect to how individuals make decisions using various visual and textual depictions of uncertainty. Part of the inconsistency across findings may be due to an over-reliance on task accuracy, which cannot, on its own, provide a comprehensive understanding of how uncertainty visualization techniques support reasoning processes. In this work, we advance the debate surrounding the efficacy of modern 1D uncertainty visualizations by conducting converging quantitative and qualitative analyses of both the effort and strategies used by individuals when provided with quantile dotplots, density plots, interval plots, mean plots, and textual descriptions of uncertainty. We utilize two approaches for examining effort across uncertainty communication techniques: a measure of individual differences in working-memory capacity known as an operation span (OSPAN) task and self-reports of perceived workload via the NASA-TLX. The results reveal that both visualization methods and working-memory capacity impact participants' decisions. Specifically, quantile dotplots and density plots (i.e., distributional annotations) result in more accurate judgments than interval plots, textual descriptions of uncertainty, and mean plots (i.e., summary annotations). Additionally, participants' open-ended responses suggest that individuals viewing distributional annotations are more likely to employ a strategy that explicitly incorporates uncertainty into their judgments than those viewing summary annotations. When comparing quantile dotplots to density plots, this work finds that both methods are equally effective for low-working-memory individuals. However, for individuals with high-working-memory capacity, quantile dotplots evoke more accurate responses with less perceived effort. Given these results, we advocate for the inclusion of converging behavioral and subjective workload metrics in addition to accuracy performance to further disambiguate meaningful differences among visualization techniques.","https://ieeexplore.ieee.org/document/9552887/","LOCKED","9552887","University of California Merced in Management of Complex Systems, United States","https://ieeexplore.ieee.org/author/37087102380","1","Spencer C. Castro","37087102380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Utah School of Computing, United States","https://ieeexplore.ieee.org/author/37085624196","2","P. Samuel Quinan","37085624196","University of California Merced in Cognitive and Information Sciences, United States","https://ieeexplore.ieee.org/author/37089214283","3","Helia Hosseinpour","37089214283","University of California Merced in Cognitive and Information Sciences, United States","https://ieeexplore.ieee.org/author/37085907327","4","Lace Padilla","37085907327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114803","421","https://ieeexplore.ieee.org/document/9552887/","Uncertainty Visualization","Working Memory","","Individual Differences","Online OSPAN","Effort","Workload","NASA-TLX","","","","Uncertainty","Data visualization","Visualization","Task analysis","Annotations","Measurement uncertainty","Cognition","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552887","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","60","411","Examining Effort in 1D Uncertainty Communication Using Individual Differences in Working Memory and NASA-TLX","28"
"In theory, efficient and high-quality rendering of unstructured data should greatly benefit from modern GPUs, but in practice, GPUs are often limited by the large amount of memory that large meshes require for element representation and for sample reconstruction acceleration structures. We describe a memory-optimized encoding for large unstructured meshes that efficiently encodes both the unstructured mesh and corresponding sample reconstruction acceleration structure, while still allowing for fast random-access sampling as required for rendering. We demonstrate that for large data our encoding allows for rendering even the 2.9 billion element Mars Lander on a single off-the-shelf GPU-and the largest 6.3 billion version on a pair of such GPUs.","https://ieeexplore.ieee.org/document/9552891/","LOCKED","9552891","NVIDIA, United States","https://ieeexplore.ieee.org/author/37282958300","1","Ingo Wald","37282958300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCI Institute, University of Utah and NVIDIA, United States","https://ieeexplore.ieee.org/author/37087129005","2","Nate Morrical","37087129005","University of Cologne, Chair of Computer Science, Germany","https://ieeexplore.ieee.org/author/37087079401","3","Stefan Zellmann","37087079401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114869","592","https://ieeexplore.ieee.org/document/9552891/","","","","","","","","","","","","Rendering (computer graphics)","Memory management","Encoding","Mars","NASA","Data structures","Computational modeling","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552891","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","61","583","A Memory Efficient Encoding for Ray Tracing Large Unstructured Data","28"
"Lithium ion batteries (LIBs) are widely used as important energy sources for mobile phones, electric vehicles, and drones. Experts have attempted to replace liquid electrolytes with solid electrolytes that have wider electrochemical window and higher stability due to the potential safety risks, such as electrolyte leakage, flammable solvents, poor thermal stability, and many side reactions caused by liquid electrolytes. However, finding suitable alternative materials using traditional approaches is very difficult due to the incredibly high cost in searching. Machine learning (ML)-based methods are currently introduced and used for material prediction. However, learning tools designed for domain experts to conduct intuitive performance comparison and analysis of ML models are rare. In this case, we propose an interactive visualization system for experts to select suitable ML models and understand and explore the predication results comprehensively. Our system uses a multifaceted visualization scheme designed to support analysis from various perspectives, such as feature distribution, data similarity, model performance, and result presentation. Case studies with actual lab experiments have been conducted by the experts, and the final results confirmed the effectiveness and helpfulness of our system.","https://ieeexplore.ieee.org/document/9552892/","LOCKED","9552892","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37088871958","1","Jiansu Pu","37088871958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37088874827","2","Hui Shao","37088874827","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37088873464","3","Boyang Gao","37088873464","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37088874894","4","Zhengguo Zhu","37088874894","Shenzhen Clean Energy Research Institute, China","https://ieeexplore.ieee.org/author/37088873556","5","Yanlin Zhu","37088873556","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37089117398","6","Yunbo Rao","37089117398","VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China","https://ieeexplore.ieee.org/author/37089205686","7","Yong Xiang","37089205686","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114812","75","https://ieeexplore.ieee.org/document/9552892/","Interactive visualization","machine learning","","materials discovery","ionic conductivity","high-dimensional data","solid-state electrolytes","","","","","Electrolytes","Solids","Liquids","Conductivity","Batteries","Lithium","Thermal stability","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552892","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","62","65","matExplorer: Visual Exploration on Predicting Ionic Conductivity for Solid-state Electrolytes","28"
"Interactive visualization design and research have primarily focused on local data and synchronous events. However, for more complex use cases-e.g., remote database access and streaming data sources-developers must grapple with distributed data and asynchronous events. Currently, constructing these use cases is difficult and time-consuming; developers are forced to operationally program low-level details like asynchronous database querying and reactive event handling. This approach is in stark contrast to modern methods for browser-based interactive visualization, which feature high-level declarative specifications. In response, we present DIEL, a declarative framework that supports asynchronous events over distributed data. As in many declarative languages, DIEL developers specify only what data they want, rather than procedural steps for how to assemble it. Uniquely, DIEL models asynchronous events (e.g., user interactions, server responses) as streams of data that are captured in event logs. To specify the state of a visualization at any time, developers write declarative queries over the data and event logs; DIEL compiles and optimizes a corresponding dataflow graph, and automatically generates necessary low-level distributed systems details. We demonstrate DIEL'S performance and expressivity through example interactive visualizations that make diverse use of remote data and asynchronous events. We further evaluate DIEL'S usability using the Cognitive Dimensions of Notations framework, revealing wins such as ease of change, and compromises such as premature commitments.","https://ieeexplore.ieee.org/document/9552893/","LOCKED","9552893","University of California, Berkeley, United States","https://ieeexplore.ieee.org/author/37088660700","1","Yifan Wu","37088660700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tufts University, United States","https://ieeexplore.ieee.org/author/37592409400","2","Remco Chang","37592409400","University of California, Berkeley, United States","https://ieeexplore.ieee.org/author/38183421000","3","Joseph M. Hellerstein","38183421000","MIT CSAIL, United States","https://ieeexplore.ieee.org/author/37085729682","4","Arvind Satyanarayan","37085729682","Columbia University, United States","https://ieeexplore.ieee.org/author/37086545135","5","Eugene Wu","37086545135","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2021.3114796","746","https://ieeexplore.ieee.org/document/9552893/","Interactive Visualization Toolkit/Library","Scalability","","Asynchrony","","","","","","","","Data visualization","Distributed databases","Databases","Programming","Libraries","Visual databases","Servers","9663056","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9552893","Jan. 2022","2945","IEEE Transactions on Visualization and Computer Graphics","2022","IEEE","63","737","DIEL: Interactive Visualization Beyond the Here and Now","28"
