"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"In this paper we introduce Order of Magnitude Markers (OOMMs) as a new technique for number representation. The motivation for this work is that many data sets require the depiction and comparison of numbers that have varying orders of magnitude. Existing techniques for representation use bar charts, plots and colour on linear or logarithmic scales. These all suffer from related problems. There is a limit to the dynamic range available for plotting numbers, and so the required dynamic range of the plot can exceed that of the depiction method. When that occurs, resolving, comparing and relating values across the display becomes problematical or even impossible for the user. With this in mind, we present an empirical study in which we compare logarithmic, linear, scale-stack bars and our new markers for 11 different stimuli grouped into 4 different tasks across all 8 marker types.","https://ieeexplore.ieee.org/document/6875940/","LOCKED","6875940","Swansea University","","1","Rita Borgo","","","","","","","","","","","","","","","","","","","","","","Swansea University","https://ieeexplore.ieee.org/author/37085441228","2","Joel Dearden","37085441228","Swansea University","https://ieeexplore.ieee.org/author/37335785800","3","Mark W. Jones","37335785800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","Journals","10.1109/TVCG.2014.2346428","2270","https://ieeexplore.ieee.org/document/6875940/","Orders of magnitude","bar charts","","logarithmic scale","","","","","","","","Order of magnitude markers ","Datasets","Numerical models","","","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875940","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","53","2261","Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection","20"
"Studying the dynamic evolution of time-varying volumetric data is essential in countless scientific endeavors. The ability to isolate and track features of interest allows domain scientists to better manage large complex datasets both in terms of visual understanding and computational efficiency. This work presents a new trajectory-based feature tracking technique for use in joint particle/volume datasets. While traditional feature tracking approaches generally require a high temporal resolution, this method utilizes the indexed trajectories of corresponding Lagrangian particle data to efficiently track features over large jumps in time. Such a technique is especially useful for situations where the volume dataset is either temporally sparse or too large to efficiently track a feature through all intermediate timesteps. In addition, this paper presents a few other applications of this approach, such as the ability to efficiently track the internal properties of volumetric features using variables from the particle data. We demonstrate the effectiveness of this technique using real world combustion and atmospheric datasets and compare it to existing tracking methods to justify its advantages and accuracy.","https://ieeexplore.ieee.org/document/6875975/","LOCKED","6875975","University of California, Davis","https://ieeexplore.ieee.org/author/37085492886","1","Franz Sauer","37085492886","","","","","","","","","","","","","","","","","","","","","University of Nebraska, Lincoln","https://ieeexplore.ieee.org/author/37401024100","2","Hongfeng Yu","37401024100","University of California, Davis","https://ieeexplore.ieee.org/author/37275869400","3","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2014.2346423","2574","https://ieeexplore.ieee.org/document/6875975/","Feature extraction and tracking","particle data","","volume data","particle trajectories","flow visualization","","","","","","Feature extraction","Data mining","Trajectory","Atmospheric modeling","Volume measurement","Three-dimensional displays","Time-varying systems","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875975","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","54","2565","Trajectory-Based Flow Feature Tracking in Joint Particle/Volume Datasets","20"
"Visualizing sets to reveal relationships between constituent elements is a complex representational problem. Recent research presents several automated placement and grouping techniques to highlight connections between set elements. However, these techniques do not scale well for sets with cardinality greater than one hundred elements. We present OnSet, an interactive, scalable visualization technique for representing large-scale binary set data. The visualization technique defines a single, combined domain of elements for all sets, and models each set by the elements that it both contains and does not contain. OnSet employs direct manipulation interaction and visual highlighting to support easy identification of commonalities and differences as well as membership patterns across different sets of elements. We present case studies to illustrate how the technique can be successfully applied across different domains such as bio-chemical metabolomics and task and event scheduling.","https://ieeexplore.ieee.org/document/6876026/","LOCKED","6876026","Georgia Tech.","https://ieeexplore.ieee.org/author/37085415845","1","Ramik Sadana","37085415845","","","","","","","","","","","","","","","","","","","","","Georgia Tech.","https://ieeexplore.ieee.org/author/37085410523","2","Timothy Major","37085410523","Georgia Aquarium","https://ieeexplore.ieee.org/author/37085413253","3","Alistair Dove","37085413253","Georgia Tech.","https://ieeexplore.ieee.org/author/37267736900","4","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","Journals","10.1109/TVCG.2014.2346249","2002","https://ieeexplore.ieee.org/document/6876026/","Set visualization","information visualization","","direct manipulation","Euler diagrams","interaction","logical operations","","","","","Data visualization","Large-scale systems","Complexity theory","Image color analysis","Nonhomogeneous media","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876026","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","55","1993","OnSet: A Visualization Technique for Large-scale Binary Set Data","20"
"Using a sequence of topic trees to organize documents is a popular way to represent hierarchical and evolving topics in text corpora. However, following evolving topics in the context of topic trees remains difficult for users. To address this issue, we present an interactive visual text analysis approach to allow users to progressively explore and analyze the complex evolutionary patterns of hierarchical topics. The key idea behind our approach is to exploit a tree cut to approximate each tree and allow users to interactively modify the tree cuts based on their interests. In particular, we propose an incremental evolutionary tree cut algorithm with the goal of balancing 1) the fitness of each tree cut and the smoothness between adjacent tree cuts; 2) the historical and new information related to user interests. A time-based visualization is designed to illustrate the evolving topics over time. To preserve the mental map, we develop a stable layout algorithm. As a result, our approach can quickly guide users to progressively gain profound insights into evolving hierarchical topics. We evaluate the effectiveness of the proposed method on Amazon's Mechanical Turk and real-world news data. The results show that users are able to successfully analyze evolving topics in text data.","https://ieeexplore.ieee.org/document/6875938/","LOCKED","6875938","Microsoft Research","https://ieeexplore.ieee.org/author/37391623900","1","Weiwei Cui","37391623900","","","","","","","","","","","","","","","","","","","","","Microsoft Research","https://ieeexplore.ieee.org/author/37406039100","2","Shixia Liu","37406039100","Nankai University","https://ieeexplore.ieee.org/author/37085534013","3","Zhuofeng Wu","37085534013","Zhejiang University","https://ieeexplore.ieee.org/author/38241100700","4","Hao Wei","38241100700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","0","Journals","10.1109/TVCG.2014.2346433","2290","https://ieeexplore.ieee.org/document/6875938/","Hierarchical topic visualization","evolutionary tree clustering","","data transformation","","","","","","","","Document handling","Text mining","Context awareness","Data visualization","Text analysis","Algorithm design and analysis","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875938","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","56","2281","How Hierarchical Topics Evolve in Large Text Corpora","20"
"In this paper, we introduce LiveGantt as a novel interactive schedule visualization tool that helps users explore highly-concurrent large schedules from various perspectives. Although a Gantt chart is the most common approach to illustrate schedules, currently available Gantt chart visualization tools suffer from limited scalability and lack of interactions. LiveGantt is built with newly designed algorithms and interactions to improve conventional charts with better scalability, explorability, and reschedulability. It employs resource reordering and task aggregation to display the schedules in a scalable way. LiveGantt provides four coordinated views and filtering techniques to help users explore and interact with the schedules in more flexible ways. In addition, LiveGantt is equipped with an efficient rescheduler to allow users to instantaneously modify their schedules based on their scheduling experience in the fields. To assess the usefulness of the application of LiveGantt, we conducted a case study on manufacturing schedule data with four industrial engineering researchers. Participants not only grasped an overview of a schedule but also explored the schedule from multiple perspectives to make enhancements.","https://ieeexplore.ieee.org/document/6875942/","LOCKED","6875942","Seoul National University","https://ieeexplore.ieee.org/author/37085589835","1","Jaemin Jo","37085589835","","","","","","","","","","","","","","","","","","","","","Seoul National University","https://ieeexplore.ieee.org/author/37085594251","2","Jaeseok Huh","37085594251","Seoul National University","https://ieeexplore.ieee.org/author/37407061300","3","Jonghun Park","37407061300","Seoul National University Bundang Hospital","https://ieeexplore.ieee.org/author/37594632900","4","Bohyoung Kim","37594632900","Seoul National University","https://ieeexplore.ieee.org/author/37422552700","5","Jinwook Seo","37422552700","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","Journals","10.1109/TVCG.2014.2346454","2338","https://ieeexplore.ieee.org/document/6875942/","Schedule visualization","event sequence visualization","","simplification","exploratory interactions","simulation","","","","","","Scheduling","Interactive systems","Filtering","Job shop scheduling","Production facilities","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875942","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","57","2329","LiveGantt: Interactively Visualizing a Large Manufacturing Schedule","20"
"Geologists usually deal with rocks that are up to several thousand million years old. They try to reconstruct the tectonic settings where these rocks were formed and the history of events that affected them through the geological time. The spinel group minerals provide useful information regarding the geological environment in which the host rocks were formed. They constitute excellent indicators of geological environments (tectonic settings) and are of invaluable help in the search for mineral deposits of economic interest. The current workflow requires the scientists to work with different applications to analyze spine data. They do use specific diagrams, but these are usually not interactive. The current workflow hinders domain experts to fully exploit the potentials of tediously and expensively collected data. In this paper, we introduce the Spinel Explorer-an interactive visual analysis application for spinel group minerals. The design of the Spinel Explorer and of the newly introduced interactions is a result of a careful study of geologists' tasks. The Spinel Explorer includes most of the diagrams commonly used for analyzing spinel group minerals, including 2D binary plots, ternary plots, and 3D Spinel prism plots. Besides specific plots, conventional information visualization views are also integrated in the Spinel Explorer. All views are interactive and linked. The Spinel Explorer supports conventional statistics commonly used in spinel minerals exploration. The statistics views and different data derivation techniques are fully integrated in the system. Besides the Spinel Explorer as newly proposed interactive exploration system, we also describe the identified analysis tasks, and propose a new workflow. We evaluate the Spinel Explorer using real-life data from two locations in Argentina: the Frontal Cordillera in Central Andes and Patagonia. We describe the new findings of the geologists which would have been much more difficult to achieve using the current workflow only. Very positive feedback from geologists confirms the usefulness of the Spinel Explorer.","https://ieeexplore.ieee.org/document/6875977/","LOCKED","6875977","VyGLab Research Laboratory at the Universidad Nacional del Sur, Bahía Blanca, Argentina","https://ieeexplore.ieee.org/author/37085462425","1","María Luján Ganuza","37085462425","","","","","","","","","","","","","","","","","","","","","Departamento de GeologíaINGEOSUR CCT CONICET, Universidad Nacional del Sur, Bahía Blanca, Argentina","https://ieeexplore.ieee.org/author/37085462057","2","Gabriela Ferracutti","37085462057","Departamento de Geología, Universidad Nacional del Sur, Bahía Blanca, Argentina","https://ieeexplore.ieee.org/author/37085473991","3","María Florencia Gargiulo","37085473991","VyGLab Research Laboratory at the Universidad Nacional del Sur, Bahía Blanca, Argentina","https://ieeexplore.ieee.org/author/37085463520","4","Silvia Mabel Castro","37085463520","Departamento de GeologíaINGEOSUR CCT CONICET, Universidad Nacional del Sur, Bahía Blanca, Argentina","https://ieeexplore.ieee.org/author/37085469073","5","Ernesto Bjerg","37085469073","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37284271200","6","Eduard Gröller","37284271200","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37947312900","7","Krešimir Matković","37947312900","","","","","","","","","","","","","","","","6","0","Journals","10.1109/TVCG.2014.2346754","1922","https://ieeexplore.ieee.org/document/6875977/","Interactive visual analysis","visualization in earth","","space","and environmental sciences","coordinated and multiple views","design studies","","","","","Minerals","Rocks","Geology","Data visualization","Three-dimensional displays","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875977","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","58","1913","The Spinel Explorer—Interactive Visual Analysis of Spinel Group Minerals","20"
"In biomechanics studies, researchers collect, via experiments or simulations, datasets with hundreds or thousands of trials, each describing the same type of motion (e.g., a neck flexion-extension exercise) but under different conditions (e.g., different patients, different disease states, pre- and post-treatment). Analyzing similarities and differences across all of the trials in these collections is a major challenge. Visualizing a single trial at a time does not work, and the typical alternative of juxtaposing multiple trials in a single visual display leads to complex, difficult-to-interpret visualizations. We address this problem via a new strategy that organizes the analysis around motion trends rather than trials. This new strategy matches the cognitive approach that scientists would like to take when analyzing motion collections. We introduce several technical innovations making trend-centric motion visualization possible. First, an algorithm detects a motion collection's trends via time-dependent clustering. Second, a 2D graphical technique visualizes how trials leave and join trends. Third, a 3D graphical technique, using a median 3D motion plus a visual variance indicator, visualizes the biomechanics of the set of trials within each trend. These innovations are combined to create an interactive exploratory visualization tool, which we designed through an iterative process in collaboration with both domain scientists and a traditionally-trained graphic designer. We report on insights generated during this design process and demonstrate the tool's effectiveness via a validation study with synthetic data and feedback from expert musculoskeletal biomechanics researchers who used the tool to analyze the effects of disc degeneration on human spinal kinematics.","https://ieeexplore.ieee.org/document/6875981/","LOCKED","6875981","University of Minnesota","https://ieeexplore.ieee.org/author/38514618500","1","David Schroeder","38514618500","","","","","","","","","","","","","","","","","","","","","University of Minnesota","https://ieeexplore.ieee.org/author/38284404600","2","Fedor Korsakov","38284404600","University of Minnesota","https://ieeexplore.ieee.org/author/37085401395","3","Carissa Mai-Ping Knipe","37085401395","Minneapolis College of Art and Design","https://ieeexplore.ieee.org/author/38280360700","4","Lauren Thorson","38280360700","University of Minnesota","https://ieeexplore.ieee.org/author/37085409665","5","Arin M. Ellingson","37085409665","Zimmer Spine","https://ieeexplore.ieee.org/author/37680738200","6","David Nuckley","37680738200","University of Minnesota","https://ieeexplore.ieee.org/author/37564789400","7","John Carlis","37564789400","University of Minnesota","https://ieeexplore.ieee.org/author/37267356000","8","Daniel F Keefe","37267356000","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2014.2346451","2653","https://ieeexplore.ieee.org/document/6875981/","Design studies","focus + context techniques","","integrating spatial and non-spatial data visualization","visual design","biomedical and medical visualization","","","","","","Market research","Data visualization","Three-dimensional displays","Motion control","Biomechanics","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875981","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","59","2644","Trend-Centric Motion Visualization: Designing and Applying a New Strategy for Analyzing Scientific Motion Collections","20"
"We present a novel and efficient method to compute volumetric soft shadows for interactive direct volume visualization to improve the perception of spatial depth. By direct control of the softness of volumetric shadows, disturbing visual patterns due to hard shadows can be avoided and users can adapt the illumination to their personal and application-specific requirements. We compute the shadowing of a point in the data set by employing spatial filtering of the optical depth over a finite area patch pointing toward each light source. Conceptually, the area patch spans a volumetric region that is sampled with shadow rays; afterward, the resulting optical depth values are convolved with a low-pass filter on the patch. In the numerical computation, however, to avoid expensive shadow ray marching, we show how to align and set up summed area tables for both directional and point light sources. Once computed, the summed area tables enable efficient evaluation of soft shadows for each point in constant time without shadow ray marching and the softness of the shadows can be controlled interactively. We integrated our method in a GPU-based volume renderer with ray casting from the camera, which offers interactive control of the transfer function, light source positions, and viewpoint, for both static and time-dependent data sets. Our results demonstrate the benefit of soft shadows for visualization to achieve user-controlled illumination with many-point lighting setups for improved perception combined with high rendering speed.","https://ieeexplore.ieee.org/document/6875905/","LOCKED","6875905","Karlsruhe Institute of Technology, Germany","https://ieeexplore.ieee.org/author/37393968500","1","Marco Ament","37393968500","","","","","","","","","","","","","","","","","","","","","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37282541900","2","Filip Sadlo","37282541900","Karlsruhe Institute of Technology, Germany","https://ieeexplore.ieee.org/author/37395703400","3","Carsten Dachsbacher","37395703400","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37268045000","4","Daniel Weiskopf","37268045000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2014.2346333","2446","https://ieeexplore.ieee.org/document/6875905/","Direct volume rendering","volume illumination","","soft shadows","filtered shadows","summed area table","","","","","","Light sources","Filtering","Scattering","Optical filters","Transfer functions","Data visualization","Volume measurement","Low-pass filters","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875905","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","60","2437","Low-Pass Filtered Volumetric Shadows","20"
"Elucidation of transcriptional regulatory networks (TRNs) is a fundamental goal in biology, and one of the most important components of TRNs are transcription factors (TFs), proteins that specifically bind to gene promoter and enhancer regions to alter target gene expression patterns. Advances in genomic technologies as well as advances in computational biology have led to multiple large regulatory network models (directed networks) each with a large corpus of supporting data and gene-annotation. There are multiple possible biological motivations for exploring large regulatory network models, including: validating TF-target gene relationships, figuring out co-regulation patterns, and exploring the coordination of cell processes in response to changes in cell state or environment. Here we focus on queries aimed at validating regulatory network models, and on coordinating visualization of primary data and directed weighted gene regulatory networks. The large size of both the network models and the primary data can make such coordinated queries cumbersome with existing tools and, in particular, inhibits the sharing of results between collaborators. In this work, we develop and demonstrate a web-based framework for coordinating visualization and exploration of expression data (RNA-seq, microarray), network models and gene-binding data (ChIP-seq). Using specialized data structures and multiple coordinated views, we design an efficient querying model to support interactive analysis of the data. Finally, we show the effectiveness of our framework through case studies for the mouse immune system (a dataset focused on a subset of key cellular functions) and a model bacteria (a small genome with high data-completeness).","https://ieeexplore.ieee.org/document/6876028/","LOCKED","6876028","NYU Polytechnic School of Engineering","https://ieeexplore.ieee.org/author/37085505340","1","Bowen Yu","37085505340","","","","","","","","","","","","","","","","","","","","","NYU Polytechnic School of Engineering","https://ieeexplore.ieee.org/author/38228713200","2","Harish Doraiswamy","38228713200","NYU Center for Genomics and Systems Biology","https://ieeexplore.ieee.org/author/37085506238","3","Xi Chen","37085506238","NYU Center for Genomics and Systems Biology","https://ieeexplore.ieee.org/author/37085520303","4","Emily Miraldi","37085520303","NYU Center for Genomics and Systems Biology","https://ieeexplore.ieee.org/author/37085515231","5","Mario Luis Arrieta-Ortiz","37085515231","NYU Center for Genomics and Systems Biology","https://ieeexplore.ieee.org/author/37860222700","6","Christoph Hafemeister","37860222700","Cornell University","https://ieeexplore.ieee.org/author/38277605400","7","Aviv Madar","38277605400","NYU Center for Genomics and Systems Biology","https://ieeexplore.ieee.org/author/37679158500","8","Richard Bonneau","37679158500","NYU Polytechnic School of Engineering","https://ieeexplore.ieee.org/author/37275249200","9","Cláudio T. Silva","37275249200","","","","","","9","0","Journals","10.1109/TVCG.2014.2346753","1912","https://ieeexplore.ieee.org/document/6876028/","Web-based visualization","gene regulatory network","","","","","","","","","","Data visualization","Genomics","Bioinformatics","Browsers","Gene expression","Data models","Biological system modeling","Computational modeling","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876028","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","61","1903","Genotet: An Interactive Web-based Visual Exploration Framework to Support Validation of Gene Regulatory Networks","20"
"It is important for many different applications such as government and business intelligence to analyze and explore the diffusion of public opinions on social media. However, the rapid propagation and great diversity of public opinions on social media pose great challenges to effective analysis of opinion diffusion. In this paper, we introduce a visual analysis system called OpinionFlow to empower analysts to detect opinion propagation patterns and glean insights. Inspired by the information diffusion model and the theory of selective exposure, we develop an opinion diffusion model to approximate opinion propagation among Twitter users. Accordingly, we design an opinion flow visualization that combines a Sankey graph with a tailored density map in one view to visually convey diffusion of opinions among many users. A stacked tree is used to allow analysts to select topics of interest at different levels. The stacked tree is synchronized with the opinion flow visualization to help users examine and compare diffusion patterns across topics. Experiments and case studies on Twitter data demonstrate the effectiveness and usability of OpinionFlow.","https://ieeexplore.ieee.org/document/6876032/","LOCKED","6876032","Microsoft Research","https://ieeexplore.ieee.org/author/37407308300","1","Yingcai Wu","37407308300","","","","","","","","","","","","","","","","","","","","","Microsoft Research","https://ieeexplore.ieee.org/author/37406039100","2","Shixia Liu","37406039100","Harbin Institute of Technology","https://ieeexplore.ieee.org/author/37085533939","3","Kai Yan","37085533939","Tsinghua University","https://ieeexplore.ieee.org/author/37077049000","4","Mengchen Liu","37077049000","Tsinghua University","https://ieeexplore.ieee.org/author/37085535306","5","Fangzhao Wu","37085535306","","","","","","","","","","","","","","","","","","","","","","","","","","86","0","Journals","10.1109/TVCG.2014.2346920","1772","https://ieeexplore.ieee.org/document/6876032/","Opinion visualization","opinion diffusion","","opinion flow","influence estimation","kernel density estimation","level-of-detail","","","","","Visual analytics","Social network services","Media","Data visualization","Twitter","Information analysis","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876032","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","62","1763","OpinionFlow: Visual Analysis of Opinion Diffusion on Social Media","20"
"A common task in visualization is to quickly find interesting items in large sets. When appropriate metadata is missing, automatic queries are impossible and users have to inspect all elements visually. We compared two fundamentally different, but obvious display modes for this task and investigated the difference with respect to effectiveness, efficiency, and satisfaction. The static mode is based on the page metaphor and presents successive pages with a static grid of items. The moving mode is based on the conveyor belt metaphor and lets a grid of items slide though the screen in a continuous flow. In our evaluation, we applied both modes to the common task of browsing images. We performed two experiments where 18 participants had to search for certain target images in a large image collection. The number of shown images per second (pace) was predefined in the first experiment, and under user control in the second one. We conclude that at a fixed pace, the mode has no significant impact on the recall. The perceived pace is generally slower for moving mode, which causes users to systematically choose for a faster real pace than in static mode at the cost of recall, keeping the average number of target images found per second equal for both modes.","https://ieeexplore.ieee.org/document/6875979/","LOCKED","6875979","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37085351252","1","Paul van der Corput","37085351252","","","","","","","","","","","","","","","","","","","","","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37267249200","2","Jarke J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2014.2346437","2309","https://ieeexplore.ieee.org/document/6875979/","RSVP","image classification","","image browsing","multimedia visualization","","","","","","","Image classification","Time factors","Classification","Analysis of variance","Usability","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875979","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","63","2301","Effects of Presentation Mode and Pace Control on Performance in Image Classification","20"
"This paper presents a new approach to flow mapping that extracts inherent patterns from massive geographic mobility data and constructs effective visual representations of the data for the understanding of complex flow trends. This approach involves a new method for origin-destination flow density estimation and a new method for flow map generalization, which together can remove spurious data variance, normalize flows with control population, and detect high-level patterns that are not discernable with existing approaches. The approach achieves three main objectives in addressing the challenges for analyzing and mapping massive flow data. First, it removes the effect of size differences among spatial units via kernel-based density estimation, which produces a measurement of flow volume between each pair of origin and destination. Second, it extracts major flow patterns in massive flow data through a new flow sampling method, which filters out duplicate information in the smoothed flows. Third, it enables effective flow mapping and allows intuitive perception of flow patterns among origins and destinations without bundling or altering flow paths. The approach can work with both point-based flow data (such as taxi trips with GPS locations) and area-based flow data (such as county-to-county migration). Moreover, the approach can be used to detect and compare flow patterns at different scales or in relatively sparse flow datasets, such as migration for each age group. We evaluate and demonstrate the new approach with case studies of U.S. migration data and experiments with synthetic data.","https://ieeexplore.ieee.org/document/6875983/","LOCKED","6875983","Department of Geography, University of South Carolina","https://ieeexplore.ieee.org/author/37669399300","1","Diansheng Guo","37669399300","","","","","","","","","","","","","","","","","","","","","Department of Geography, University of South Carolina","https://ieeexplore.ieee.org/author/37085504334","2","Xi Zhu","37085504334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","0","Journals","10.1109/TVCG.2014.2346271","2052","https://ieeexplore.ieee.org/document/6875983/","flow mapping","kernel smoothing","","generalization","multi-resolution mapping","graph drawing","spatial data mining","","","","","Flow graphs","Statistics","Smoothing methods","Bandwidth allocation","Feature extraction","Data visualization","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875983","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","64","2043","Origin-Destination Flow Data Smoothing and Mapping","20"
