"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We present improved subdivision and isosurface reconstruction algorithms for polygonizing implicit surfaces and performing accurate geometric operations. Our improved reconstruction algorithm uses directed distance fields (Kobbelt et al., 2001) to detect multiple intersections along an edge, separates them into components and reconstructs an isosurface locally within each components using the dual contouring algorithm (Ju et al., 2002). It can reconstruct thin features without creating handles and results in improved surface extraction from volumetric data. Our subdivision algorithm takes into account sharp features that arise from intersecting surfaces or Boolean operations and generates an adaptive grid such that each voxel has at most one sharp feature. The subdivision algorithm is combined with our improved reconstruction algorithm to compute accurate polygonization of Boolean combinations or offsets of complex primitives that faithfully reconstruct the sharp features. We have applied these algorithms to polygonize complex CAD models designed using thousands of Boolean operations on curved primitives.","https://ieeexplore.ieee.org/document/1250360/","LOCKED","1250360","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37267825100","1","G. Varadhan","37267825100","","https://ieeexplore.ieee.org/author/37275777500","2","S. Krishnan","37275777500","","https://ieeexplore.ieee.org/author/38185529300","3","Y.J. Kim","38185529300","","https://ieeexplore.ieee.org/author/37267825600","4","D. Manocha","37267825600","","","","","","","","","","","","","","","","","","","","","","15","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250360","106","https://ieeexplore.ieee.org/document/1250360/","Isosurfaces","Image reconstruction","Surface reconstruction","Mesh generation","Reconstruction algorithms","Solid modeling","Computer graphics","Vehicles","Computer vision","Image edge detection","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250360","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","27","99","Feature-sensitive subdivision and isosurface reconstruction"
"LightKit is a system for lighting three-dimensional synthetic scenes. LightKit simplifies the task of producing visually pleasing, easily interpretable images for visualization while making it harder to produce results where the scene illumination distracts from the visualization process. LightKit is based on lighting designs developed by artists and photographers and shown in previous studies to enhance shape perception. A key light provides natural overhead illumination of the scene, augmented by fill, head, and back lights. By default, lights are attached to a normalized, subject-centric, camera-relative coordinate frame to ensure consistent lighting independent of camera location or orientation. This system allows all lights to be positioned by specifying just six parameters. The intensity of each light is specified as a ratio to the key light intensity, allowing the scene's brightness to be adjusted using a single parameter. The color of each light is specified by a single normalized color parameter called warmth that is based on color temperature of natural sources. LightKit's default values for light position, intensity, and color are chosen to produce good results for a variety of scenes. LightKit is designed to work with both hardware graphics systems and, potentially, higher quality off-line rendering systems. We provide examples of images created using a LightKit implementation within the VTK visualization toolkit software framework.","https://ieeexplore.ieee.org/document/1250395/","LOCKED","1250395","Harvard Med. Sch., Harvard Univ., USA","https://ieeexplore.ieee.org/author/37436452900","1","M. Halle","37436452900","Harvard Med. Sch., Harvard Univ., USA","https://ieeexplore.ieee.org/author/38203084400","2","J. Meng","38203084400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","2","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250395","370","https://ieeexplore.ieee.org/document/1250395/","Visualization","Layout","Lighting","Shape","Head","Cameras","Brightness","Temperature","Hardware","Graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250395","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","28","363","LightKit: a lighting system for effective visualization"
"This paper presents a signed distance transform algorithm using graphics hardware, which computes the scalar valued function of the Euclidean distance to a given manifold of co-dimension one. If the manifold is closed and orientable, the distance has a negative sign on one side of the manifold and a positive sign on the other. Triangle meshes are considered for the representation of a two-dimensional manifold and the distance function is sampled on a regular Cartesian grid. In order to achieve linear complexity in the number of grid points, to each primitive we assign a simple polyhedron enclosing its Voronoi cell. Voronoi cells are known to contain exactly all points that lay closest to its corresponding primitive. Thus, the distance to the primitive only has to be computed for grid points inside its polyhedron. Although Voronoi cells partition space, the polyhedrons enclosing these cells do overlap. In regions where these overlaps occur, the minimum of all computed distances is assigned to a grid point. In order to speed up computations, points inside each polyhedron are determined by scan conversion of grid slices using graphics hardware. For this task, a fragment program is used to perform the nonlinear interpolation and minimization of distance values.","https://ieeexplore.ieee.org/document/1250358/","LOCKED","1250358","Dept. of Comput. Sci., ETH Zurich, Switzerland","https://ieeexplore.ieee.org/author/37565783800","1","C. Sigg","37565783800","Dept. of Comput. Sci., ETH Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282541100","2","R. Peikert","37282541100","Dept. of Comput. Sci., ETH Zurich, Switzerland","https://ieeexplore.ieee.org/author/37275694700","3","M. Gross","37275694700","","","","","","","","","","","","","","","","","","","","","","","","","","","50","6","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250358","90","https://ieeexplore.ieee.org/document/1250358/","Hardware","Computer graphics","Euclidean distance","Grid computing","Image converters","Interpolation","Chromium","Image generation","Computational geometry","Solid modeling","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250358","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","29","83","Signed distance transform using graphics hardware"
"In this paper we offer several new insights and techniques for effectively using color and texture to simultaneously convey information about multiple 2D scalar and vector distributions, in a way that facilitates allowing each distribution to be understood both individually and in the context of one or more of the other distributions. Specifically, we introduce the concepts of: color weaving for simultaneously representing information about multiple co-located color encoded distributions; and texture stitching for achieving more spatially accurate multi-frequency line integral convolution representations of combined scalar and vector distributions. The target application for our research is the definition, detection and visualization of regions of interest in a turbulent boundary layer flow at moderate Reynolds number. In this work, we examine and analyze streamwise-spanwise planes of three-component velocity vectors with the goal of identifying and characterizing spatially organized packets of hairpin vortices.","https://ieeexplore.ieee.org/document/1250362/","LOCKED","1250362","Dept. of Comput. Sci. & Eng., Minnesota Univ., USA","https://ieeexplore.ieee.org/author/37282639600","1","T. Urness","37282639600","Dept. of Comput. Sci. & Eng., Minnesota Univ., USA","https://ieeexplore.ieee.org/author/37282637800","2","V. Interrante","37282637800","","https://ieeexplore.ieee.org/author/37282626600","3","I. Marusic","37282626600","","https://ieeexplore.ieee.org/author/37282625600","4","E. Longmire","37282625600","","https://ieeexplore.ieee.org/author/37282627400","5","B. Ganapathisubramani","37282627400","","","","","","","","","","","","","","","","","28","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250362","121","https://ieeexplore.ieee.org/document/1250362/","Data visualization","Convolution","Computer graphics","Stress","Aerospace industry","Chemical industry","Aircraft","Fuels","Computer science","Streaming media","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250362","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","30","115","Effectively visualizing multi-valued flow data using color and texture"
"The quality of volume visualization depends strongly on the quality of the underlying data. In virtual colonoscopy, CT data should be acquired at a low radiation dose that results in a low signal-to-noise ratio. Alternatively, MRI data is acquired without ionizing radiation, but suffers from noise and bias (global signal fluctuations). Current volume visualization techniques often do not produce good results with noisy or biased data. This paper describes methods for volume visualization that deal with these imperfections. The techniques are based on specially adapted edge detectors using first and second order derivative filters. The filtering is integrated into the visualization process. The first order derivative method results in good quality images but suffers from localization bias. The second order method has better surface localization, especially in highly curved areas. It guarantees minimal detail smoothing resulting in a better visualization of polyps.","https://ieeexplore.ieee.org/document/1250397/","LOCKED","1250397","Comput. Graphics & CAD/CAM Group, Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/38198910100","1","M.P. Persoon","38198910100","","https://ieeexplore.ieee.org/author/37394315500","2","I.W.O. Serlie","37394315500","","https://ieeexplore.ieee.org/author/37295045800","3","F.H. Post","37295045800","","https://ieeexplore.ieee.org/author/37394318300","4","R. Truyen","37394318300","","https://ieeexplore.ieee.org/author/37271678400","5","F.M. Vos","37271678400","","","","","","","","","","","","","","","","","6","2","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250397","385","https://ieeexplore.ieee.org/document/1250397/","Data visualization","Image edge detection","Virtual colonoscopy","Computed tomography","Signal to noise ratio","Magnetic resonance imaging","Ionizing radiation","Fluctuations","Detectors","Filters","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250397","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","31","379","Visualization of noisy and biased volume data using first and second order derivative techniques"
"Many traditional techniques for ""looking inside"" volumetric data involve removing portions of the data, for example using various cutting tools, to reveal the interior. This allows the user to see hidden parts of the data, but has the disadvantage of removing potentially important surrounding contextual information. We explore an alternate strategy for browsing that uses deformations, where the user can cut into and open up, spread apart, or peel away parts of the volume in real time, making the interior visible while still retaining surrounding context. We consider various deformation strategies and present a number of interaction techniques based on different metaphors. Our designs pay special attention to the semantic layers that might compose a volume (e.g. the skin, muscle, bone in a scan of a human). Users can apply deformations to only selected layers, or apply a given deformation to a different degree to each layer, making browsing more flexible and facilitating the visualization of relationships between layers. Our interaction techniques are controlled with direct, ""in place"" manipulation, using pop-up menus and 3D widgets, to avoid the divided attention and awkwardness that would come with panels of traditional widgets. Initial user feedback indicates that our techniques are valuable, especially for showing portions of the data spatially situated in context with surrounding data.","https://ieeexplore.ieee.org/document/1250400/","LOCKED","1250400","Dept. of Comput. Sci., Univ. of Toronto, Ont., Canada","https://ieeexplore.ieee.org/author/38526446600","1","M.J. McGuffin","38526446600","Dept. of Comput. Sci., Univ. of Toronto, Ont., Canada","https://ieeexplore.ieee.org/author/38198912900","2","L. Tancau","38198912900","Dept. of Comput. Sci., Univ. of Toronto, Ont., Canada","https://ieeexplore.ieee.org/author/37394495600","3","R. Balakrishnan","37394495600","","","","","","","","","","","","","","","","","","","","","","","","","","","71","4","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250400","408","https://ieeexplore.ieee.org/document/1250400/","Data visualization","Computer science","Cutting tools","Skin","Muscles","Bones","Humans","Feedback","Chromium","Computer graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250400","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","32","401","Using deformations for browsing volumetric data"
"We present a technique for direct visualization of unsteady flow on surfaces from computational fluid dynamics. The method generates dense representations of time-dependent vector fields with high spatio-temporal correlation using both Lagrangian-Eulerian advection and image based flow visualization as its foundation. While the 3D vector fields are associated with arbitrary triangular surface meshes, the generation and advection of texture properties is confined to image space. Frame rates of up to 20 frames per second are realized by exploiting graphics card hardware. We apply this algorithm to unsteady flow on boundary surfaces of, large, complex meshes from computational fluid dynamics composed of more than 250,000 polygons, dynamic meshes with time-dependent geometry and topology, as well as medical data.","https://ieeexplore.ieee.org/document/1250364/","LOCKED","1250364","VRVis Res. Center, Graz, Austria","https://ieeexplore.ieee.org/author/37267247900","1","R.S. Laramee","37267247900","","https://ieeexplore.ieee.org/author/37267249300","2","B. Jobard","37267249300","","https://ieeexplore.ieee.org/author/37274158800","3","H. Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250364","138","https://ieeexplore.ieee.org/document/1250364/","Computational fluid dynamics","Surface texture","Computer graphics","Data visualization","Geometry","Lagrangian functions","Hardware","Topology","Biomedical imaging","Computational modeling","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250364","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","33","131","Image space based visualization of unsteady flow on surfaces"
"We develop a new approach to reconstruct non-discrete models from gridded volume samples. As a model, we use quadratic trivariate super splines on a uniform tetrahedral partition /spl Delta/. The approximating splines are determined in a natural and completely symmetric way by averaging local data samples, such that appropriate smoothness conditions are automatically satisfied. On each tetra-hedron of /spl Delta/ , the quasi-interpolating spline is a polynomial of total degree two which provides several advantages including efficient computation, evaluation and visualization of the model. We apply Bernstein-Bezier techniques well-known in CAGD to compute and evaluate the trivariate spline and its gradient. With this approach the volume data can be visualized efficiently e.g., with isosurface ray-casting. Along an arbitrary ray the splines are univariate, piecewise quadratics and thus the exact intersection for a prescribed isovalue can be easily determined in an analytic and exact way. Our results confirm the efficiency of the quasi-interpolating method and demonstrate high visual quality for rendered isosurfaces.","https://ieeexplore.ieee.org/document/1250399/","LOCKED","1250399","Max-Planck-Inst. fur Informatik, Saarbrucken, Germany","https://ieeexplore.ieee.org/author/37266876100","1","C. Rossl","37266876100","","https://ieeexplore.ieee.org/author/37565780500","2","F. Zeilfelder","37565780500","","https://ieeexplore.ieee.org/author/37565779800","3","G. Nurnberger","37565779800","","https://ieeexplore.ieee.org/author/37271851300","4","H.-P. Seidel","37271851300","","","","","","","","","","","","","","","","","","","","","","5","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250399","400","https://ieeexplore.ieee.org/document/1250399/","Data visualization","Image reconstruction","Isosurfaces","Polynomials","Rendering (computer graphics)","Approximation error","Chromium","Numerical analysis","Computer graphics","Computational geometry","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250399","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","34","393","Visualization of volume data with quadratic super splines"
"We present an alternative method for viewing time-varying volumetric data. We consider such data as a four-dimensional data field, rather than considering space and time as separate entities. If we treat the data in this manner, we can apply high dimensional slicing and projection techniques to generate an image hyperplane. The user is provided with an intuitive user interface to specify arbitrary hyperplanes in 4D, which can be displayed with standard volume rendering techniques. From the volume specification, we are able to extract arbitrary hyperslices, combine slices together into a hyperprojection volume, or apply a 4D raycasting method to generate the same results. In combination with appropriate integration operators and transfer functions, we are able to extract and present different space-time features to the user.","https://ieeexplore.ieee.org/document/1250402/","LOCKED","1250402","Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37542815100","1","J. Woodring","37542815100","Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37405886900","2","Chaoli Wang","37405886900","Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37279493500","3","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250402","424","https://ieeexplore.ieee.org/document/1250402/","Rendering (computer graphics)","Transfer functions","Photography","Art","Animation","Data visualization","USA Councils","Mathematical model","Hypercubes","Computer graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250402","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","35","417","High dimensional direct rendering of time-varying volumetric data"
"We describe an efficient technique for out-of-core management and interactive rendering of planet sized textured terrain surfaces. The technique, called planet-sized batched dynamic adaptive meshes (P-BDAM), extends the BDAM approach by using as basic primitive a general triangulation of points on a displaced triangle. The proposed framework introduces several advances with respect to the state of the art: thanks to a batched host-to-graphics communication model, we outperform current adaptive tessellation solutions in terms of rendering speed; we guarantee overall geometric continuity, exploiting programmable graphics hardware to cope with the accuracy issues introduced by single precision floating points; we exploit a compressed out of core representation and speculative prefetching for hiding disk latency during rendering of out-of-core data; we efficiently construct high quality simplified representations with a novel distributed out of core simplification algorithm working on a standard PC network.","https://ieeexplore.ieee.org/document/1250366/","LOCKED","1250366","ISTI - CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37265783400","1","P. Cignoni","37265783400","ISTI - CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37265786900","2","F. Ganovelli","37265786900","","https://ieeexplore.ieee.org/author/37346861300","3","E. Gobbetti","37346861300","","https://ieeexplore.ieee.org/author/37550808100","4","F. Marton","37550808100","","https://ieeexplore.ieee.org/author/37265788700","5","F. Ponchio","37265788700","https://ieeexplore.ieee.org/author/37270887900","6","R. Scopigno","37270887900","","","","","","","","","","","","","38","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250366","154","https://ieeexplore.ieee.org/document/1250366/","Rendering (computer graphics)","Hardware","Planets","Computer graphics","Tiles","Mars","Data visualization","Solid modeling","Prefetching","World Wide Web","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250366","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","36","147","Planet-sized batched dynamic adaptive meshes (P-BDAM)"
"Segmentation of the tracheo-bronchial tree of the lungs is notoriously difficult. This is due to the fact that the small size of some of the anatomical structures is subject to partial volume effects. Furthermore, the limited intensity contrast between the participating materials (air, blood, and tissue) increases the segmentation of difficulties. In this paper, we propose a hybrid segmentation method which is based on a pipeline of three segmentation stages to extract the lower airways down to the seventh generation of the bronchi. User interaction is limited to the specification of a seed point inside the easily detectable trachea at the upper end of the lower airways. Similarly, the complementary vascular tree of the lungs can be segmented. Furthermore, we modified our virtual endoscopy system to visualize the vascular and airway system of the lungs along with other features, such as lung tumors.","https://ieeexplore.ieee.org/document/1250370/","LOCKED","1250370","Visual Comput. for Medicine, Eberhard-Karls-Univ. Tubingen, Germany","https://ieeexplore.ieee.org/author/37448237300","1","D. Bartz","37448237300","","https://ieeexplore.ieee.org/author/37086911344","2","D. Mayer","37086911344","","https://ieeexplore.ieee.org/author/37551595300","3","J. Fischer","37551595300","","https://ieeexplore.ieee.org/author/38068879800","4","S. Ley","38068879800","","https://ieeexplore.ieee.org/author/37086908729","5","A. del Rio","37086908729","https://ieeexplore.ieee.org/author/37086911080","6","S. Thust","37086911080","https://ieeexplore.ieee.org/author/37945387300","7","C.P. Heussel","37945387300","https://ieeexplore.ieee.org/author/37945386700","8","H.-U. Kauczor","37945386700","https://ieeexplore.ieee.org/author/37356207300","9","W. Strasser","37356207300","26","13","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250370","184","https://ieeexplore.ieee.org/document/1250370/","Humans","Lungs","Anatomical structure","Biological materials","Blood","Pipelines","Hybrid power systems","Respiratory system","Endoscopes","Visualization","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250370","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","37","177","Hybrid segmentation and exploration of the human lungs"
"Numerical particle simulations and astronomical observations create huge data sets containing uncorrelated 3D points of varying size. These data sets cannot be visualized interactively by simply rendering millions of colored points for each frame. Therefore, in many visualization applications a scalar density corresponding to the point distribution is resampled on a regular grid for direct volume rendering. However, many fine details are usually lost for voxel resolutions which still allow interactive visualization on standard workstations. Since no surface geometry is associated with our data sets, the recently introduced point-based rendering algorithms cannot be applied as well. In this paper we propose to accelerate the visualization of scattered point data by a hierarchical data structure based on a PCA clustering procedure. By traversing this structure for each frame we can trade-off rendering speed vs. image quality. Our scheme also reduces memory consumption by using quantized relative coordinates and it allows for fast sorting of semi-transparent clusters. We analyze various software and hardware implementations of our renderer and demonstrate that we can now visualize data sets with tens of millions of points interactively with sub-pixel screen space error on current PC graphics hardware employing advanced vertex shader functionality.","https://ieeexplore.ieee.org/document/1250404/","LOCKED","1250404","Visualization & Interactive Syst. Group, Univ. of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37427327200","1","M. Hopf","37427327200","Visualization & Interactive Syst. Group, Univ. of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37085368197","2","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250404","440","https://ieeexplore.ieee.org/document/1250404/","Data visualization","Rendering (computer graphics)","Particle scattering","Hardware","Numerical simulation","Workstations","Geometry","Clustering algorithms","Acceleration","Data structures","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250404","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","38","433","Herarchical splatting of scattered data"
"This paper presents an algorithm combining view-dependent rendering and conservative occlusion culling for interactive display of complex environments. A vertex hierarchy of the entire scene is decomposed into a cluster hierarchy through a novel clustering and partitioning algorithm. The cluster hierarchy is then used for view-frustum and occlusion culling. Using hardware accelerated occlusion queries and frame-to-frame coherence, a potentially visible set of clusters is computed. An active vertex front and face list is computed from the visible clusters and rendered using vertex arrays. The integrated algorithm has been implemented on a Pentium IV PC with a NVIDIA GeForce 4 graphics card and applied in two complex environments composed of millions of triangles. The resulting system can render these environments at interactive rates with little loss in image quality and minimal popping artifacts.","https://ieeexplore.ieee.org/document/1250368/","LOCKED","1250368","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37066068100","1","Sung-Eui Yoon","37066068100","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37271825900","2","B. Salomon","37271825900","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37267825600","3","D. Manocha","37267825600","","","","","","","","","","","","","","","","","","","","","","","","","","","5","9","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250368","170","https://ieeexplore.ieee.org/document/1250368/","Rendering (computer graphics)","Partitioning algorithms","Runtime","Clustering algorithms","Layout","Computer graphics","Displays","Hardware","Acceleration","Image quality","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250368","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","39","163","Interactive view-dependent rendering with conservative occlusion culling in complex environments"
"The goal of this paper is to define a convolution operation which transfers image processing and pattern matching to vector fields from flow visualization. For this, a multiplication of vectors is necessary. Clifford algebra provides such a multiplication of vectors. We define a Clifford convolution on vector fields with uniform grids. The Clifford convolution works with multivector filter masks. Scalar and vector masks can be easily converted to multivector fields. So, filter masks from image processing on scalar fields can be applied as well as vector and scalar masks. Furthermore, a method for pattern matching with Clifford convolution on vector fields is described. The method is independent of the direction of the structures. This provides an automatic approach to feature detection. The features can be visualized using any known method like glyphs, isosurfaces or streamlines. The features are defined by filter masks instead of analytical properties and thus the approach is more intuitive.","https://ieeexplore.ieee.org/document/1250372/","LOCKED","1250372","Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37425394400","1","J. Ebling","37425394400","Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37282574800","2","G. Scheuermann","37282574800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250372","200","https://ieeexplore.ieee.org/document/1250372/","Convolution","Pattern matching","Visualization","Image processing","Computer vision","Streaming media","Algebra","Filters","Image edge detection","Feature extraction","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250372","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","40","193","Clifford convolution and pattern matching on vector fields"
"In this paper a novel volume-rendering technique based on Monte Carlo integration is presented. As a result of a preprocessing, a point cloud of random samples is generated using a normalized continuous reconstruction of the volume as a probability density function. This point cloud is projected onto the image plane, and to each pixel an intensity value is assigned which is proportional to the number of samples projected onto the corresponding pixel area. In such a way a simulated X-ray image of the volume can be obtained. Theoretically, for a fixed image resolution, there exists an M number of samples such that the average standard deviation of the estimated pixel intensities us under the level of quantization error regardless of the number of voxels. Therefore Monte Carlo Volume Rendering (MCVR) is mainly proposed to efficiently visualize large volume data sets. Furthermore, network applications are also supported, since the trade-off between image quality and interactivity can be adapted to the bandwidth of the client/server connection by using progressive refinement.","https://ieeexplore.ieee.org/document/1250406/","LOCKED","1250406","Dept. of Control Eng. & Inf. Technol., Budapest Tech. Univ., Hungary","https://ieeexplore.ieee.org/author/37284317200","1","B. Csebfalvi","37284317200","Dept. of Control Eng. & Inf. Technol., Budapest Tech. Univ., Hungary","https://ieeexplore.ieee.org/author/38272537700","2","L. Szirmay-Kalos","38272537700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","2","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250406","456","https://ieeexplore.ieee.org/document/1250406/","Monte Carlo methods","Pixel","Rendering (computer graphics)","Clouds","Image reconstruction","Probability density function","X-ray imaging","Image resolution","Quantization","Data visualization","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250406","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","41","449","Monte Carlo volume rendering"
