"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"We introduce the Dynamic Influence Network (DIN), a novel visual analytics technique for representing and analyzing rule-based models of protein-protein interaction networks. Rule-based modeling has proved instrumental in developing biological models that are concise, comprehensible, easily extensible, and that mitigate the combinatorial complexity of multi-state and multi-component biological molecules. Our technique visualizes the dynamics of these rules as they evolve over time. Using the data produced by KaSim, an open source stochastic simulator of rule-based models written in the Kappa language, DINs provide a node-link diagram that represents the influence that each rule has on the other rules. That is, rather than representing individual biological components or types, we instead represent the rules about them (as nodes) and the current influence of these rules (as links). Using our interactive DIN-Viz software tool, researchers are able to query this dynamic network to find meaningful patterns about biological processes, and to identify salient aspects of complex rule-based models. To evaluate the effectiveness of our approach, we investigate a simulation of a circadian clock model that illustrates the oscillatory behavior of the KaiC protein phosphorylation cycle.","https://ieeexplore.ieee.org/document/8017593/","LOCKED","8017593","University of California, Santa Cruz","https://ieeexplore.ieee.org/author/38180697500","1","Angus G. Forbes","38180697500","University of Illinois, Chicago","https://ieeexplore.ieee.org/author/37086248228","2","Andrew Burks","37086248228","University of Illinois, Chicago","https://ieeexplore.ieee.org/author/37086260020","3","Kristine Lee","37086260020","University of Illinois, Chicago","https://ieeexplore.ieee.org/author/37086260335","4","Xing Li","37086260335","Harvard Medical School","https://ieeexplore.ieee.org/author/37086258502","5","Pierre Boutillier","37086258502","Université Paris Diderot","https://ieeexplore.ieee.org/author/37354620800","6","Jean Krivine","37354620800","Harvard Medical School","https://ieeexplore.ieee.org/author/37547891200","7","Walter Fontana","37547891200","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2017.2745280","194","https://ieeexplore.ieee.org/document/8017593/","Dynamic networks","biological data visualization","rule-based modeling","protein-protein interaction networks","","","","","","","Biological system modeling","Data visualization","Analytical models","Proteins","Computational modeling","Data models","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017593","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","49","184","Dynamic Influence Networks for Rule-Based Models","24"
"Among the many types of deep models, deep generative models (DGMs) provide a solution to the important problem of unsupervised and semi-supervised learning. However, training DGMs requires more skill, experience, and know-how because their training is more complex than other types of deep models such as convolutional neural networks (CNNs). We develop a visual analytics approach for better understanding and diagnosing the training process of a DGM. To help experts understand the overall training process, we first extract a large amount of time series data that represents training dynamics (e.g., activation changes over time). A blue-noise polyline sampling scheme is then introduced to select time series samples, which can both preserve outliers and reduce visual clutter. To further investigate the root cause of a failed training process, we propose a credit assignment algorithm that indicates how other neurons contribute to the output of the neuron causing the training failure. Two case studies are conducted with machine learning experts to demonstrate how our approach helps understand and diagnose the training processes of DGMs. We also show how our approach can be directly used to analyze other types of deep models, such as CNNs.","https://ieeexplore.ieee.org/document/8019879/","LOCKED","8019879","Tsinghua UniversityNational Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37077049000","1","Mengchen Liu","37077049000","Tsinghua University","https://ieeexplore.ieee.org/author/37085900680","2","Jiaxin Shi","37085900680","Tsinghua UniversityNational Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37085845125","3","Kelei Cao","37085845125","Tsinghua University","https://ieeexplore.ieee.org/author/38490433400","4","Jun Zhu","38490433400","Tsinghua UniversityNational Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37085444480","5","Shixia Liu","37085444480","","","","","","","","","","","","","","","","","","","","","","","","","","35","0","Journals","10.1109/TVCG.2017.2744938","87","https://ieeexplore.ieee.org/document/8019879/","deep learning","deep generative models","blue noise sampling","credit assignment","","","","","","","Training","Neurons","Time series analysis","Tools","Visual analytics","Analytical models","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8019879","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","50","77","Analyzing the Training Processes of Deep Generative Models","24"
"This system paper presents the Topology ToolKit (TTK), a software platform designed for the topological analysis of scalar data in scientific visualization. While topological data analysis has gained in popularity over the last two decades, it has not yet been widely adopted as a standard data analysis tool for end users or developers. TTK aims at addressing this problem by providing a unified, generic, efficient, and robust implementation of key algorithms for the topological analysis of scalar data, including: critical points, integral lines, persistence diagrams, persistence curves, merge trees, contour trees, Morse-Smale complexes, fiber surfaces, continuous scatterplots, Jacobi sets, Reeb spaces, and more. TTK is easily accessible to end users due to a tight integration with ParaView. It is also easily accessible to developers through a variety of bindings (Python, VTK/C++) for fast prototyping or through direct, dependency-free, C++, to ease integration into pre-existing complex systems. While developing TTK, we faced several algorithmic and software engineering challenges, which we document in this paper. In particular, we present an algorithm for the construction of a discrete gradient that complies to the critical points extracted in the piecewise-linear setting. This algorithm guarantees a combinatorial consistency across the topological abstractions supported by TTK, and importantly, a unified implementation of topological data simplification for multi-scale exploration and analysis. We also present a cached triangulation data structure, that supports time efficient and generic traversals, which self-adjusts its memory usage on demand for input simplicial meshes and which implicitly emulates a triangulation for regular grids with no memory overhead. Finally, we describe an original software architecture, which guarantees memory efficient and direct accesses to TTK features, while still allowing for researchers powerful and easy bindings and extensions. TTK is open source (BSD license) and its code. online documentation and video tutorials are available on TTK's website [108].","https://ieeexplore.ieee.org/document/8017627/","LOCKED","8017627","Sorbonne Universites, UPMC Univ Paris 06, CNRS, LIP6 UMR 7606, France","https://ieeexplore.ieee.org/author/37298870300","1","Julien Tierny","37298870300","Sorbonne Universites, UPMC Univ Paris 06, CNRS, LIP6 UMR 7606, France","https://ieeexplore.ieee.org/author/37086238153","2","Guillaume Favelier","37086238153","University of Arizona, USA","https://ieeexplore.ieee.org/author/37853884500","3","Joshua A. Levine","37853884500","Sorbonne Universites, UPMC Univ Paris 06, CNRS, LIP6 UMR 7606, France","https://ieeexplore.ieee.org/author/37086184843","4","Charles Gueunet","37086184843","Sorbonne Universites, UPMC Univ Paris 06, CNRS, LIP6 UMR 7606, France","https://ieeexplore.ieee.org/author/37086239762","5","Michael Michaux","37086239762","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2017.2743938","842","https://ieeexplore.ieee.org/document/8017627/","Topological data analysis","scalar data","data segmentation","feature extraction","bivariate data","uncertain data","","","","","Data visualization","Algorithm design and analysis","Data analysis","Tools","Software algorithms","Data structures","Software","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017627","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","51","832","The Topology ToolKit","24"
"In meteorology, cluster analysis is frequently used to determine representative trends in ensemble weather predictions in a selected spatio-temporal region, e.g., to reduce a set of ensemble members to simplify and improve their analysis. Identified clusters (i.e., groups of similar members), however, can be very sensitive to small changes of the selected region, so that clustering results can be misleading and bias subsequent analyses. In this article, we - a team of visualization scientists and meteorologists-deliver visual analytics solutions to analyze the sensitivity of clustering results with respect to changes of a selected region. We propose an interactive visual interface that enables simultaneous visualization of a) the variation in composition of identified clusters (i.e., their robustness), b) the variability in cluster membership for individual ensemble members, and c) the uncertainty in the spatial locations of identified trends. We demonstrate that our solution shows meteorologists how representative a clustering result is, and with respect to which changes in the selected region it becomes unstable. Furthermore, our solution helps to identify those ensemble members which stably belong to a given cluster and can thus be considered similar. In a real-world application case we show how our approach is used to analyze the clustering behavior of different regions in a forecast of “Tropical Cyclone Karl”, guiding the user towards the cluster robustness information required for subsequent ensemble analysis.","https://ieeexplore.ieee.org/document/8019883/","LOCKED","8019883","Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany","https://ieeexplore.ieee.org/author/37086259273","1","Alexander Kumpf","37086259273","Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany","https://ieeexplore.ieee.org/author/37086251567","2","Bianca Tost","37086251567","Institute of Atmospheric Physics, Johannes Gutenberg Universität Mainz, Mainz, Germany","https://ieeexplore.ieee.org/author/37086261483","3","Marlene Baumgart","37086261483","Institute of Atmospheric Physics, Johannes Gutenberg Universität Mainz, Mainz, Germany","https://ieeexplore.ieee.org/author/37086260908","4","Michael Riemer","37086260908","Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany","https://ieeexplore.ieee.org/author/37444424000","5","Rüdiger Westermann","37444424000","Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany","https://ieeexplore.ieee.org/author/37085907360","6","Marc Rautenhaus","37085907360","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2017.2745178","119","https://ieeexplore.ieee.org/document/8019883/","Uncertainty visualization","ensemble visualization","clustering","meteorology","","","","","","","Weather forecasting","Data visualization","Robustness","Market research","Visualization","Uncertainty","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8019883","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","52","109","Visualizing Confidence in Cluster-Based Ensemble Weather Forecast Analyses","24"
"Whether and how does the structure of family trees differ by ancestral traits over generations? This is a fundamental question regarding the structural heterogeneity of family trees for the multi-generational transmission research. However, previous work mostly focuses on parent-child scenarios due to the lack of proper tools to handle the complexity of extending the research to multi-generational processes. Through an iterative design study with social scientists and historians, we develop TreeEvo that assists users to generate and test empirical hypotheses for multi-generational research. TreeEvo summarizes and organizes family trees by structural features in a dynamic manner based on a traditional Sankey diagram. A pixel-based technique is further proposed to compactly encode trees with complex structures in each Sankey Node. Detailed information of trees is accessible through a space-efficient visualization with semantic zooming. Moreover, TreeEvo embeds Multinomial Logit Model (MLM) to examine statistical associations between tree structure and ancestral traits. We demonstrate the effectiveness and usefulness of TreeEvo through an in-depth case-study with domain experts using a real-world dataset (containing 54,128 family trees of 126,196 individuals).","https://ieeexplore.ieee.org/document/8017631/","LOCKED","8017631","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085458481","1","Siwei Fu","37085458481","Princeton University","https://ieeexplore.ieee.org/author/37086247503","2","Hao Dong","37086247503","Microsoft Research","https://ieeexplore.ieee.org/author/37391623900","3","Weiwei Cui","37391623900","FX Palo Alto Laboratory","https://ieeexplore.ieee.org/author/38024987300","4","Jian Zhao","38024987300","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","5","Huamin Qu","37272637300","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2017.2744080","214","https://ieeexplore.ieee.org/document/8017631/","Quantitative social science","Design study","Multiple tree visualization","Sankey diagram","","","","","","","Tools","Sociology","Statistics","Visual analytics","Scalability","Animation","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017631","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","53","205","How Do Ancestral Traits Shape Family Trees Over Generations?","24"
"This design study focuses on the analysis of a time sequence of categorical sequences. Such data is relevant for the geoscientific research field of landscape and climate development. It results from microscopic analysis of lake sediment cores. The goal is to gain hypotheses about landscape evolution and climate conditions in the past. To this end, geoscientists identify which categorical sequences are similar in the sense that they indicate similar conditions. Categorical sequences are similar if they have similar meaning (semantic similarity) and appear in similar time periods (temporal similarity). For data sets with many different categorical sequences, the task to identify similar sequences becomes a challenge. Our contribution is a tailored visual analysis concept that effectively supports the analytical process. Our visual interface comprises coupled visualizations of semantics and temporal context for the exploration and assessment of the similarity of categorical sequences. Integrated automatic methods reduce the analytical effort substantially. They (1) extract unique sequences in the data and (2) rank sequences by a similarity measure during the search for similar sequences. We evaluated our concept by demonstrations of our prototype to a larger audience and hands-on analysis sessions for two different lakes. According to geoscientists, our approach fills an important methodological gap in the application domain.","https://ieeexplore.ieee.org/document/8022969/","LOCKED","8022969","GFZ German Research Centre for Geosciences","https://ieeexplore.ieee.org/author/37628385900","1","Andrea Unger","37628385900","GFZ German Research Centre for Geosciences","https://ieeexplore.ieee.org/author/37086244531","2","Nadine Dräger","37086244531","GFZ German Research Centre for Geosciences","https://ieeexplore.ieee.org/author/37827860500","3","Mike Sips","37827860500","University of Magdeburg","https://ieeexplore.ieee.org/author/37601992200","4","Dirk J. Lehmann","37601992200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2017.2744686","76","https://ieeexplore.ieee.org/document/8022969/","Visualization in Earth Science","Time Series Data","Categorical Data","Design Study","","","","","","","Meteorology","Semantics","Sediments","Visualization","Lakes","Microscopy","Prototypes","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8022969","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","54","66","Understanding a Sequence of Sequences: Visual Exploration of Categorical States in Lake Sediment Cores","24"
"Financial institutions are interested in ensuring security and quality for their customers. Banks, for instance, need to identify and stop harmful transactions in a timely manner. In order to detect fraudulent operations, data mining techniques and customer profile analysis are commonly used. However, these approaches are not supported by Visual Analytics techniques yet. Visual Analytics techniques have potential to considerably enhance the knowledge discovery process and increase the detection and prediction accuracy of financial fraud detection systems. Thus, we propose EVA, a Visual Analytics approach for supporting fraud investigation, fine-tuning fraud detection algorithms, and thus, reducing false positive alarms.","https://ieeexplore.ieee.org/document/8023780/","LOCKED","8023780","Vienna University of Technology","https://ieeexplore.ieee.org/author/37086245311","1","Roger A. Leite","37086245311","Vienna University of Technology","https://ieeexplore.ieee.org/author/37847052600","2","Theresia Gschwandtner","37847052600","Vienna University of Technology","https://ieeexplore.ieee.org/author/37282584500","3","Silvia Miksch","37282584500","Faculty of Computer Science, University of Vienna, Austria","https://ieeexplore.ieee.org/author/37317913600","4","Simone Kriglstein","37317913600","Vienna University of Technology","https://ieeexplore.ieee.org/author/37560816000","5","Margit Pohl","37560816000","Erste Group IT International, Austria","https://ieeexplore.ieee.org/author/37078002000","6","Erich Gstrein","37078002000","Erste Group IT International, Austria","https://ieeexplore.ieee.org/author/37086241140","7","Johannes Kuntner","37086241140","","","","","","","","","","","","","","","","7","0","Journals","10.1109/TVCG.2017.2744758","339","https://ieeexplore.ieee.org/document/8023780/","Visual Knowledge Discovery","Time Series Data","Business and Finance Visualization","Financial Fraud Detection","","","","","","","Data visualization","Complexity theory","Visual analytics","Data mining","Event detection","","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8023780","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","55","330","EVA: Visual Analytics to Identify Fraudulent Events","24"
"We propose a dynamically load-balanced algorithm for parallel particle tracing, which periodically attempts to evenly redistribute particles across processes based on k-d tree decomposition. Each process is assigned with (1) a statically partitioned, axis-aligned data block that partially overlaps with neighboring blocks in other processes and (2) a dynamically determined k-d tree leaf node that bounds the active particles for computation; the bounds of the k-d tree nodes are constrained by the geometries of data blocks. Given a certain degree of overlap between blocks, our method can balance the number of particles as much as possible. Compared with other load-balancing algorithms for parallel particle tracing, the proposed method does not require any preanalysis, does not use any heuristics based on flow features, does not make any assumptions about seed distribution, does not move any data blocks during the run, and does not need any master process for work redistribution. Based on a comprehensive performance study up to 8K processes on a Blue Gene/Q system, the proposed algorithm outperforms baseline approaches in both load balance and scalability on various flow visualization and analysis problems.","https://ieeexplore.ieee.org/document/8017633/","LOCKED","8017633","Ministry of EducationKey Laboratory of Machine PerceptionSchool of EECSPeking University","https://ieeexplore.ieee.org/author/37085458356","1","Jiang Zhang","37085458356","Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA","https://ieeexplore.ieee.org/author/37085681553","2","Hanqi Guo","37085681553","Ministry of EducationKey Laboratory of Machine PerceptionSchool of EECSPeking University","https://ieeexplore.ieee.org/author/37085503743","3","Fan Hong","37085503743","Ministry of EducationKey Laboratory of Machine PerceptionSchool of EECSPeking University","https://ieeexplore.ieee.org/author/37403856700","4","Xiaoru Yuan","37403856700","Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA","https://ieeexplore.ieee.org/author/37295026400","5","Tom Peterka","37295026400","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","Journals","10.1109/TVCG.2017.2744059","963","https://ieeexplore.ieee.org/document/8017633/","Parallel particle tracing","dynamic load balancing","k-d trees","performance analysis","","","","","","","Heuristic algorithms","Load management","Partitioning algorithms","Algorithm design and analysis","Data visualization","Scalability","Load modeling","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017633","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","56","954","Dynamic Load Balancing Based on Constrained K-D Tree Decomposition for Parallel Particle Tracing","24"
"Evaluating the effectiveness of data visualizations is a challenging undertaking and often relies on one-off studies that test a visualization in the context of one specific task. Researchers across the fields of data science, visualization, and human-computer interaction are calling for foundational tools and principles that could be applied to assessing the effectiveness of data visualizations in a more rapid and generalizable manner. One possibility for such a tool is a model of visual saliency for data visualizations. Visual saliency models are typically based on the properties of the human visual cortex and predict which areas of a scene have visual features (e.g. color, luminance, edges) that are likely to draw a viewer's attention. While these models can accurately predict where viewers will look in a natural scene, they typically do not perform well for abstract data visualizations. In this paper, we discuss the reasons for the poor performance of existing saliency models when applied to data visualizations. We introduce the Data Visualization Saliency (DVS) model, a saliency model tailored to address some of these weaknesses, and we test the performance of the DVS model and existing saliency models by comparing the saliency maps produced by the models to eye tracking data obtained from human viewers. Finally, we describe how modified saliency models could be used as general tools for assessing the effectiveness of visualizations, including the strengths and weaknesses of this approach.","https://ieeexplore.ieee.org/document/8017597/","LOCKED","8017597","Sandia National Laboratories","https://ieeexplore.ieee.org/author/37681577000","1","Laura E. Matzen","37681577000","Sandia National Laboratories","https://ieeexplore.ieee.org/author/37086260992","2","Michael J. Haass","37086260992","Sandia National Laboratories","https://ieeexplore.ieee.org/author/37086250936","3","Kristin M. Divis","37086250936","University of Illinois, Urbana-Champaign","https://ieeexplore.ieee.org/author/37086257066","4","Zhiyuan Wang","37086257066","Sandia National Laboratories","https://ieeexplore.ieee.org/author/37554778300","5","Andrew T. Wilson","37554778300","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","Journals","10.1109/TVCG.2017.2743939","573","https://ieeexplore.ieee.org/document/8017597/","Visual saliency","evaluation","eye tracking","","","","","","","","Data visualization","Visualization","Measurement","Data models","Brain modeling","Predictive models","Tools","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017597","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","57","563","Data Visualization Saliency Model: A Tool for Evaluating Abstract Data Visualizations","24"
"The rapid development of information technology paved the way for the recording of fine-grained data, such as stroke techniques and stroke placements, during a table tennis match. This data recording creates opportunities to analyze and evaluate matches from new perspectives. Nevertheless, the increasingly complex data poses a significant challenge to make sense of and gain insights into. Analysts usually employ tedious and cumbersome methods which are limited to watching videos and reading statistical tables. However, existing sports visualization methods cannot be applied to visualizing table tennis competitions due to different competition rules and particular data attributes. In this work, we collaborate with data analysts to understand and characterize the sophisticated domain problem of analysis of table tennis data. We propose iTTVis, a novel interactive table tennis visualization system, which to our knowledge, is the first visual analysis system for analyzing and exploring table tennis data. iTTVis provides a holistic visualization of an entire match from three main perspectives, namely, time-oriented, statistical, and tactical analyses. The proposed system with several well-coordinated views not only supports correlation identification through statistics and pattern detection of tactics with a score timeline but also allows cross analysis to gain insights. Data analysts have obtained several new insights by using iTTVis. The effectiveness and usability of the proposed system are demonstrated with four case studies.","https://ieeexplore.ieee.org/document/8017600/","LOCKED","8017600","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37407308300","1","Yingcai Wu","37407308300","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37086238864","2","Ji Lan","37086238864","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37086245904","3","Xinhuan Shu","37086245904","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37086239315","4","Chenyang Ji","37086239315","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37086242254","5","Kejian Zhao","37086242254","State Key Lab of CAD & CGZhejiang University","https://ieeexplore.ieee.org/author/37086242334","6","Jiachen Wang","37086242334","Department of Physical EducationCollege of EducationZhejiang University","https://ieeexplore.ieee.org/author/37086236404","7","Hui Zhang","37086236404","","","","","","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2017.2744218","718","https://ieeexplore.ieee.org/document/8017600/","Sports visualization","visual knowledge discovery","sports analytics","visual knowledge representation","","","","","","","Data visualization","Games","Hafnium","Visualization","Videos","Mathematical model","Correlation","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017600","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","58","709","iTTVis: Interactive Visualization of Table Tennis Data","24"
"Event sequences analysis plays an important role in many application domains such as customer behavior analysis, electronic health record analysis and vehicle fault diagnosis. Real-world event sequence data is often noisy and complex with high event cardinality, making it a challenging task to construct concise yet comprehensive overviews for such data. In this paper, we propose a novel visualization technique based on the minimum description length (MDL) principle to construct a coarse-level overview of event sequence data while balancing the information loss in it. The method addresses a fundamental trade-off in visualization design: reducing visual clutter vs. increasing the information content in a visualization. The method enables simultaneous sequence clustering and pattern extraction and is highly tolerant to noises such as missing or additional events in the data. Based on this approach we propose a visual analytics framework with multiple levels-of-detail to facilitate interactive data exploration. We demonstrate the usability and effectiveness of our approach through case studies with two real-world datasets. One dataset showcases a new application domain for event sequence visualization, i.e., fault development path analysis in vehicles for predictive maintenance. We also discuss the strengths and limitations of the proposed method based on user feedback.","https://ieeexplore.ieee.org/document/8025640/","LOCKED","8025640","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085871141","1","Yuanzhe Chen","37085871141","Bosch Research North America, Palo Alto, CA","https://ieeexplore.ieee.org/author/37085776768","2","Panpan Xu","37085776768","Bosch Research North America, Palo Alto, CA","https://ieeexplore.ieee.org/author/37086048784","3","Liu Ren","37086048784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","Journals","10.1109/TVCG.2017.2745083","55","https://ieeexplore.ieee.org/document/8025640/","Time Series Data","Data Transformation and Representation","Visual Knowledge Representation","Visual Analytics","","","","","","","Data visualization","Data mining","Algorithm design and analysis","Data models","Visual analytics","Noise measurement","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8025640","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","59","45","Sequence Synopsis: Optimize Visual Summary of Temporal Event Data","24"
"While deep learning models have achieved state-of-the-art accuracies for many prediction tasks, understanding these models remains a challenge. Despite the recent interest in developing visual tools to help users interpret deep learning models, the complexity and wide variety of models deployed in industry, and the large-scale datasets that they used, pose unique design challenges that are inadequately addressed by existing work. Through participatory design sessions with over 15 researchers and engineers at Facebook, we have developed, deployed, and iteratively improved ActiVis, an interactive visualization system for interpreting large-scale deep learning models and results. By tightly integrating multiple coordinated views, such as a computation graph overview of the model architecture, and a neuron activation view for pattern discovery and comparison, users can explore complex deep neural network models at both the instance-and subset-level. ActiVis has been deployed on Facebook's machine learning platform. We present case studies with Facebook researchers and engineers, and usage scenarios of how ActiVis may work with different models.","https://ieeexplore.ieee.org/document/8022871/","LOCKED","8022871","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37085451248","1","Minsuk Kahng","37085451248","Facebook","https://ieeexplore.ieee.org/author/37086242976","2","Pierre Y. Andrews","37086242976","Facebook","https://ieeexplore.ieee.org/author/37086243599","3","Aditya Kalro","37086243599","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/38276339400","4","Duen Horng Chau","38276339400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","0","Journals","10.1109/TVCG.2017.2744718","97","https://ieeexplore.ieee.org/document/8022871/","Visual analytics","deep learning","machine learning","information visualization","","","","","","","Computational modeling","Tools","Machine learning","Data models","Neurons","Facebook","Data visualization","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8022871","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","60","88","ActiVis: Visual Exploration of Industry-Scale Deep Neural Network Models","24"
