key,title,author,year,ee
conf/vissym/WangTM06,Evaluating the Effectiveness of Tree Visualization Systems for Knowledge Discovery.,Yue Wang::Soon Tee Teoh::Kwan-Liu Ma,2006,https://doi.org/10.2312/VisSym/EuroVis06/067-074
conf/vissym/BernardBBEGMSK18,Combining the Automated Segmentation and Visual Analysis of Multivariate Time Series.,Jürgen Bernard::Christian Bors::Markus Bögl::Christian Eichner::Theresia Gschwandtner::Silvia Miksch::Heidrun Schumann::Jörn Kohlhammer,2018,https://doi.org/10.2312/eurova.20181112
conf/vissym/BrownTJ20,Dissecting Visual Analytics: Comparing Frameworks for Interpreting and Modelling Observed Visual Analytics Behavior.,Vanessa Brown::Cagatay Turkay::Radu Jianu,2020,https://doi.org/10.2312/evs.20201045
conf/vissym/PolitzAA10,Finding Arbitrary Shaped Clusters with Related Extents in Space and Time.,Christian Pölitz::Gennady L. Andrienko::Natalia V. Andrienko,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/019-025
conf/vissym/Janicke19,Visual Exploration of the European Red List.,Stefan Jänicke,2019,https://doi.org/10.2312/envirvis.20191103
conf/vissym/ChaeCJWME15,Trajectory-based Visual Analytics for Anomalous Human Movement Analysis using Social Media.,Junghoon Chae::Yuchen Cui::Yun Jang::Guizhen Wang::Abish Malik::David S. Ebert,2015,https://doi.org/10.2312/eurova.20151102
conf/vissym/ScharnowskiBE15,Improved Sparse Seeding for 3D Electrostatic Field Lines.,Katrin Scharnowski::Sebastian Boblest::Thomas Ertl,2015,https://doi.org/10.2312/eurovisshort.20151120
conf/vissym/PuriKWQ20,RankBooster: Visual Analysis of Ranking Predictions.,Abishek Puri::Bon Kyung Ku::Yong Wang 0021::Huamin Qu,2020,https://doi.org/10.2312/evs.20201068
conf/vissym/HanelKKW16,Towards Multi-user Provenance Tracking of Visual Analysis Workflows over Multiple Applications.,Claudia Hänel::Mohammad Khatami::Torsten W. Kuhlen::Benjamin Weyers,2016,https://doi.org/10.2312/eurorv3.20161112
conf/vissym/HundtSEKD17,Visual Analysis of Geolocated Echo Chambers in Social Media.,Michael Hundt::Bruno Schneider::Mennatallah El-Assady::Daniel A. Keim::Alexandra Diehl,2017,https://doi.org/10.2312/eurp.20171185
conf/vissym/BhagavatulaRd05,Discovering High-level Parameters for Visualization Design.,Srinivas Bhagavatula::Penny Rheingans::Marie desJardins,2005,https://doi.org/10.2312/VisSym/EuroVis05/255-262
conf/vissym/LespinatsA13,ClassiMap: a Supervised Mapping Technique for Decision Support.,Sylvain Lespinats::Michaël Aupetit 0001,2013,https://doi.org/10.2312/PE.VAMP.VAMP2013.017-020
conf/vissym/AgusGJPP13,Automatic Geometric Calibration of Projector-based Light Field Displays.,Marco Agus::Enrico Gobbetti::Alberto Jaspe::Giovanni Pintore::Ruggero Pintus,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.001-005
conf/vissym/SaketSK15,Towards Understanding Enjoyment and Flow in Information Visualization.,Bahador Saket::Carlos Scheidegger::Stephen G. Kobourov,2015,https://doi.org/10.2312/eurovisshort.20151134
conf/vissym/CechRSSD24,Interactive Human-guided Dimensionality Reduction using Landmark Positioning.,Tim Cech::Christian Raue::Frederic Sadrieh::Willy Scheibel::Jürgen Döllner,2024,https://doi.org/10.2312/evp.20241085
conf/vissym/BehrischKSK12,The News Auditor: Visual Exploration of Clusters of Stories.,Michael Behrisch 0001::Milos Krstajic::Tobias Schreck::Daniel A. Keim,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/061-065
conf/vissym/AthawaleW0P24,Data-Driven Computation of Probabilistic Marching Cubes for Efficient Visualization of Level-Set Uncertainty.,Tushar M. Athawale::Zhe Wang::Chris R. Johnson 0001::David Pugmire,2024,https://doi.org/10.2312/evs.20241071
conf/vissym/ElmqvistT07,TrustNeighborhoods: Visualizing Trust in Distributed File Sharing Systems.,Niklas Elmqvist::Philippas Tsigas,2007,https://doi.org/10.2312/VisSym/EuroVis07/107-114
conf/vissym/SerenoBI19,Supporting Volumetric Data Visualization and Analysis by Combining Augmented Reality Visuals with Multi-Touch Input.,Mickaël Sereno::Lonni Besançon::Tobias Isenberg 0001,2019,https://doi.org/10.2312/eurp.20191136
conf/vissym/CaiMH22,DNC: Dynamic Neighborhood Change Faithfulness Metrics.,Shijun Cai::Amyra Meidiana::Seok-Hee Hong 0001,2022,https://doi.org/10.2312/evs.20221092
conf/vissym/HuBRNFC03,Case Study: Cellar Scaffold Extraction Using Crest Point for Volume Rendering.,Jiuxiang Hu::D. Page Baluch::Anshuman Razdan::Gregory M. Nielson::Gerald E. Farin::David G. Capco,2003,https://doi.org/10.2312/VisSym/VisSym03/123-128::http://dl.acm.org/citation.cfm?id=769935
conf/vissym/StoppelHW14,Visibility-Driven Depth Determination of Surface Patches in Direct Volume Rendering.,Sergej Stoppel::Hans-Christian Hege::Alexander Wiebel,2014,https://doi.org/10.2312/eurovisshort.20141164
conf/vissym/CollinsCP07,Visualization of Uncertainty in Lattices to Support Decision-Making.,Christopher Collins 0001::Sheelagh Carpendale::Gerald Penn,2007,https://doi.org/10.2312/VisSym/EuroVis07/051-058
conf/vissym/RabsahlSKG023,Symbolic Event Visualization for Analyzing User Input and Behavior of Augmented Reality Sessions.,Solveig Rabsahl::Thomas Satzger::Snehanjali Kalamkar::Jens Grubert::Fabian Beck 0001,2023,https://doi.org/10.2312/evp.20231070
conf/vissym/ZhangFSF20,Task-based Colormap Design Supporting Visual Comprehension in Process Tomography.,Yuchong Zhang 0001::Morten Fjeld::Alan Said::Marco Fratarcangeli,2020,https://doi.org/10.2312/evs.20201049
conf/vissym/ChenCMW06,Lossless Geometry Compression for Steady-State and Time-Varying Irregular Grids.,Dan Chen::Yi-Jen Chiang::Nasir D. Memon::Xiaolin Wu 0001,2006,https://doi.org/10.2312/VisSym/EuroVis06/275-282
conf/vissym/PatchettNGAH17,In Situ and Post Processing Workflows for Asteroid Ablation Studies.,John M. Patchett::Boonthanome Nouanesengsy::Galen Gisler::James P. Ahrens::Hans Hagen,2017,https://doi.org/10.2312/eurovisshort.20171134
conf/vissym/McKenzieLD05,Vector Field Analysis and Visualization through Variational Clustering.,Alexander McKenzie::Santiago V. Lombeyda::Mathieu Desbrun,2005,https://doi.org/10.2312/VisSym/EuroVis05/029-035
conf/vissym/PeterschSH06,3D Soft Segmentation and Visualization of Medical Data Based on Nonlinear Diffusion and Distance Functions.,Bernhard Petersch::O. Serrano-Serrano::Dieter Hönigmann,2006,https://doi.org/10.2312/VisSym/EuroVis06/331-338
conf/vissym/SamselON19,Highlight Insert Colormaps: Luminance for Focused Data Analysis.,Francesca Samsel::Trinity Overmyer::Paul A. Navrátil,2019,https://doi.org/10.2312/evs.20191170
conf/vissym/RobertsKHRWHJLR14,From Ill-defined Problems to Informed Decisions.,Jonathan C. Roberts::Daniel A. Keim::Timothy P. Hanratty::Robert Rowlingson::Rick Walker::Mark Hall::Zack Jackobson::Valérie Lavigne::Chris Rooney::Margaret Varga,2014,https://doi.org/10.2312/eurova.20141138
conf/vissym/KimBKCP20,Joint-Sphere: Intuitive and Detailed Human Joint Motion Representation.,Seonghun Kim::Adithya Balasubramanyam::Dubeom Kim::Young Ho Chai::Ashok Kumar Patil,2020,https://doi.org/10.2312/evs.20201065
conf/vissym/BrandesHP06,Affiliation Dynamics with an Application to Movie-Actor Biographies.,Ulrik Brandes::Martin Hoefer 0001::Christian Pich 0001,2006,https://doi.org/10.2312/VisSym/EuroVis06/179-186
conf/vissym/RafaelMMAG21,Graceful Degradation for Real-time Visualization of Streaming Geospatial Data.,João Rafael::João Moreira 0001::Daniel Mendes::Mário Alves::Daniel Gonçalves 0002,2021,https://doi.org/10.2312/evs.20211058
conf/vissym/StokesSCS24,"Mixing Modes: Active and Passive Integration of Speech, Text, and Visualization for Communicating Data Uncertainty.",Chase Stokes::Chelsea Sanker::Bridget Cogley::Vidya Setlur,2024,https://doi.org/10.2312/evs.20241072
conf/vissym/HeineS07,Manual Clustering Refinement using Interaction with Blobs.,Christian Heine 0002::Gerik Scheuermann,2007,https://doi.org/10.2312/VisSym/EuroVis07/059-066
conf/vissym/GeymayerWLS17,How Sensemaking Tools Influence Display Space Usage.,Thomas Geymayer::Manuela Waldner::Alexander Lex::Dieter Schmalstieg,2017,https://doi.org/10.2312/eurova.20171112
conf/vissym/LarameeSH04,Texture-Based Flow Visualization on Isosurfaces.,Robert S. Laramee::Jürgen Schneider::Helwig Hauser,2004,https://doi.org/10.2312/VisSym/VisSym04/085-090::http://dl.acm.org/citation.cfm?id=2384237
conf/vissym/AupetitAES10,Visual Analytics to Check Marine Containers in the Eritr\@c Project.,Michaël Aupetit 0001::Lorène Allano::Isabelle Espagnon::Guillaume Sannie,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/057-060
conf/vissym/BotHAPA24,Manifold Modelling with Minimum Spanning Trees.,Daniël M. Bot::Peiyang Huo::Alessio Arleo::Fernando V. Paulovich::Jan Aerts,2024,https://doi.org/10.2312/evp.20241088
conf/vissym/KozlikovaKLFBBV15,Visualization of Biomolecular Structures: State of the Art.,Barbora Kozlíková::Michael Krone::Norbert Lindow::Martin Falk::Marc Baaden::Daniel Baum::Ivan Viola::Július Parulek::Hans-Christian Hege,2015,https://doi.org/10.2312/eurovisstar.20151112
conf/vissym/RouxM17,"Reflections on an Experiment, Evaluating the Impact of Spatialisation on Exploration.",Clément Roux::John McAuley,2017,https://doi.org/10.2312/eurovisshort.20171142
conf/vissym/DiazBarrancasCRP22,Validating Perception of Hyperspectral Textures in Virtual Reality Systems.,Francisco Díaz-Barrancas::Halina Cwierz::Raquel Gil Rodríguez::Pedro J. Pardo,2022,https://doi.org/10.2312/evp.20221118
conf/vissym/ZhengP03,Interaction of Light and Tensor Fields.,Xiaoqiang Zheng::Alex Pang,2003,https://doi.org/10.2312/VisSym/VisSym03/157-166::http://dl.acm.org/citation.cfm?id=769940
conf/vissym/VoineaTC05,Version-Centric Visualization of Code Evolution.,Lucian Voinea::Alexandru C. Telea::Michel R. V. Chaudron,2005,https://doi.org/10.2312/VisSym/EuroVis05/223-230
conf/vissym/DoleischGH03,Interactive Feature Specification for Focus+Context Visualization of Complex Simulation Data.,Helmut Doleisch::Martin Gasser::Helwig Hauser,2003,https://doi.org/10.2312/VisSym/VisSym03/239-248::http://dl.acm.org/citation.cfm?id=769949
conf/vissym/Wiemker13,Total Euler Characteristic as a Noise Measure to aid Transfer Function Design.,Rafael Wiemker,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.097-101
conf/vissym/Lambers20,Interactive Creation of Perceptually Uniform Color Maps.,Martin Lambers,2020,https://doi.org/10.2312/evs.20201048
conf/vissym/DattoloCA22,VisualBib(va): A Visual Analytics Platform for Authoring and Reviewing Bibliographies.,Antonina Dattolo::Marco Corbatto::Marco Angelini,2022,https://doi.org/10.2312/evp.20221131
conf/vissym/ShinB04,Auralization I: Vortex Sound Synthesis.,Youngin Shin::Chandrajit L. Bajaj,2004,https://doi.org/10.2312/VisSym/VisSym04/193-200::http://dl.acm.org/citation.cfm?id=2384255
conf/vissym/GuK19,Accurate and Memory-Efficient GPU Ray-Casting Algorithm for Volume Rendering Unstructured Grid Data.,Gibeom Gu::Duksu Kim,2019,https://doi.org/10.2312/eurp.20191150
conf/vissym/XingYDBA23,Unveiling the Dispersal of Historical Books from Religious Orders.,Yiwen Xing::Dengyi Yan::Cristina Dondi::Rita Borgo::Alfie Abdul-Rahman,2023,https://doi.org/10.2312/evp.20231073
conf/vissym/Krone0SHKRNWE14,Evaluation of Visualizations for Interface Analysis of SPH.,Michael Krone::Markus Huber 0002::Katrin Scharnowski::Manuel Hirschler::Daniel Kauker::Guido Reina::Ulrich Nieken::Daniel Weiskopf::Thomas Ertl,2014,https://doi.org/10.2312/eurovisshort.20141166
conf/vissym/GourantonMMN05,Interactive rendering of massive terrains on PC clusters.,Valérie Gouranton::Souley Madougou::Emmanuel Melin::Cyril Nortet,2005,https://doi.org/10.2312/VisSym/EuroVis05/133-141
conf/vissym/SisnerosFSB14,Ribbons: Enabling the Effective Use of HPC Utilization Data for System Support Staff.,Robert Sisneros::Joshi Fullop::B. David Semeraro::Gregory H. Bauer,2014,https://doi.org/10.2312/eurova.20141139
conf/vissym/WileyCGHJ03,Contouring Curved Quadratic Elements.,David F. Wiley::Henry R. Childs::Benjamin F. Gregorski::Bernd Hamann::Kenneth I. Joy,2003,https://doi.org/10.2312/VisSym/VisSym03/167-176::http://dl.acm.org/citation.cfm?id=769941
conf/vissym/KrugerHHE15,Inspector Gadget: Integrating Data Preprocessing and Orchestration in the Visual Analysis Loop.,Robert Krüger::Dominik Herr::Florian Haag::Thomas Ertl,2015,https://doi.org/10.2312/eurova.20151096
conf/vissym/SuttonHSS00,A Case Study of Isosurface Extraction Algorithm Performance.,Philip M. Sutton::Charles D. Hansen::Han-Wei Shen::Daniel Schikore,2000,https://doi.org/10.1007/978-3-7091-6783-0_26::https://doi.org/10.2312/VisSym/VisSym00/259-268
conf/vissym/HolltHKH15,Probability Maps for the Visualization of Assimilation Ensemble Flow Data.,Thomas Höllt::Markus Hadwiger::Omar M. Knio::Ibrahim Hoteit,2015,https://doi.org/10.2312/envirvis.20151090
conf/vissym/EadesHMM22,GDot-i: Interactive System for Dot Paintings of Graphs.,Peter Eades::Seok-Hee Hong 0001::Martin McGrane::Amyra Meidiana,2022,https://doi.org/10.2312/evp.20221106
conf/vissym/LeiteGMGK18,Network Analysis for Financial Fraud Detection.,Roger A. Leite::Theresia Gschwandtner::Silvia Miksch::Erich Gstrein::Johannes Kuntner,2018,https://doi.org/10.2312/eurp.20181120
conf/vissym/ArpatzoglouKDFH21,DanceMoves: A Visual Analytics Tool for Dance Movement Analysis.,Vasiliki Arpatzoglou::Artemis Kardara::Alexandra Diehl::Barbara Flueckiger::Sven Helmer::Renato Pajarola,2021,https://doi.org/10.2312/evs.20211057
conf/vissym/BaerTBP07,Hardware-accelerated Stippling of Surfaces derived from Medical Volume Data.,Alexandra Baer::Christian Tietjen::Ragnar Bade::Bernhard Preim,2007,https://doi.org/10.2312/VisSym/EuroVis07/235-242
conf/vissym/RauscherMK22,Visual Exploration of Preference-based Routes in Ski Resorts.,Julius Rauscher::Matthias Miller::Daniel A. Keim,2022,https://doi.org/10.2312/evp.20221123
conf/vissym/WitschardJK21,SimBaTex: Similarity-based Text Exploration.,Daniel Witschard::Ilir Jusufi::Andreas Kerren,2021,https://doi.org/10.2312/evp.20211067
conf/vissym/SomarakisIKULKWMLH21,Visual Analysis of Tissue Images at Cellular Level.,Antonios Somarakis::Marieke E. Ijsselsteijn::Boyd Kenkhuis::Vincent van Unen::Sietse J. Luk::Frits Koning::Louise van der Weerd::Noel F. C. C. de Miranda::Boudewijn P. F. Lelieveldt::Thomas Höllt,2021,https://doi.org/10.2312/evm.20211074
conf/vissym/DangNH00S21,The Gap between Visualization Research and Visualization Software in High-Performance Computing Center.,Tommy Dang::Ngan V. T. Nguyen::Jon R. Hass::Jie Li 0057::Yong Chen 0001::Alan Sill,2021,https://doi.org/10.2312/visgap.20211089
conf/vissym/SmitL16,An Introduction to Evaluation in Medical Visualization.,Noeska N. Smit::Kai Lawonn,2016,https://doi.org/10.2312/eurorv3.20161115
conf/vissym/BruneauO13,A Proposition of Interactive Visual Clustering System.,Pierrick Bruneau::Benoît Otjacques,2013,https://doi.org/10.2312/PE.VAMP.VAMP2013.001-004
conf/vissym/ThaneBL23,CatNetVis: Semantic Visual Exploration of Categorical High-Dimensional Data with Force-Directed Graph Layouts.,Michael Thane::Kai M. Blum::Dirk J. Lehmann,2023,https://doi.org/10.2312/evs.20231049
conf/vissym/MunDL17,A Visual Approach for Text Analysis Using Multiword Topics.,Seongmin Mun::Guillaume Desagulier::Kyungwon Lee,2017,https://doi.org/10.2312/eurp.20171168
conf/vissym/0001D0TKK14,A Visual Analytics Field Experiment to Evaluate Alternative Visualizations for Cyber Security Applications.,Fabian Fischer 0001::James Davey::Johannes Fuchs 0001::Olivier Thonnard::Jörn Kohlhammer::Daniel A. Keim,2014,https://doi.org/10.2312/eurova.20141144
conf/vissym/AngeliniBLS18,STEIN: Speeding up Evaluation Activities With a Seamless Testing Environment INtegrator.,Marco Angelini::Graziano Blasilli::Simone Lenti::Giuseppe Santucci,2018,https://doi.org/10.2312/eurovisshort.20181083
conf/vissym/WannerSJKWK14,State-of-the-Art Report of Visual Analysis for Event Detection in Text Data Streams.,Franz Wanner::Andreas Stoffel::Dominik Jäckle::Bum Chul Kwon::Andreas Weiler::Daniel A. Keim,2014,https://doi.org/10.2312/eurovisstar.20141176
conf/vissym/LaneyDM01,A Selective Refinement Approach for Computing the Distance Functions of Curves.,Daniel E. Laney::Mark A. Duchaineau::Nelson L. Max,2001,https://doi.org/10.1007/978-3-7091-6215-6_23::https://doi.org/10.2312/VisSym/VisSym01/213-222
conf/vissym/PetkosDMT10,Utilizing Treemaps for Multicriterial Search of 3D Objects.,Georgios Petkos::Vasilios Darlagiannis::Konstantinos Moustakas::Dimitrios Tzovaras,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/039-044
conf/vissym/WangKK24,Visual Analysis of Power Plant Data for European Countries.,Jinyi Wang::Kostiantyn Kucher::Andreas Kerren,2024,https://doi.org/10.2312/evp.20241095
conf/vissym/KosaraMH02,Useful Properties of Semantic Depth of Field for Better F+C Visualization.,Robert Kosara::Silvia Miksch::Helwig Hauser,2002,https://doi.org/10.2312/VisSym/VisSym02/205-210
conf/vissym/MelanconH00,DAG Drawing from an Information Visualization Perspective.,Guy Melançon::Iván Herman,2000,https://doi.org/10.1007/978-3-7091-6783-0_1::https://doi.org/10.2312/VisSym/VisSym00/003-012
conf/vissym/BottingerPRMS15,Visualization of 2D Uncertainty in Decadal Climate Predictions.,Michael Böttinger::Holger Pohlmann::Niklas Röber::Karin Meier-Fleischer::Dela Spickermann,2015,https://doi.org/10.2312/envirvis.20151083
conf/vissym/KhulusiF22,On Visualizing Music Storage Media for Modern Access to Historic Sources.,Richard Khulusi::Heike Fricke,2022,https://doi.org/10.2312/evp.20221135
conf/vissym/JabbireddyLMTV23,Accelerated Volume Rendering with Volume Guided Neural Denoising.,Susmija Jabbireddy::Shuo Li::Xiaoxu Meng::Judith E. Terrill::Amitabh Varshney,2023,https://doi.org/10.2312/evs.20231042
conf/vissym/CanlonPT24,FR-glyphs for Multidimensional Categorical Data.,Delorean C. Canlon::Fernando V. Paulovich::Martijn Tennekes,2024,https://doi.org/10.2312/evs.20241061
conf/vissym/SalisuMFLMW19,Shapes of Time: Visualizing Set Changes Over Time in Cultural Heritage Collections.,Saminu Salisu::Eva Mayr::Velitchko Andreev Filipov::Roger A. Leite::Silvia Miksch::Florian Windhager,2019,https://doi.org/10.2312/eurp.20191142
conf/vissym/KienreichS12,Visual Exploration of Feature-Class Matrices for Classification Problems.,Wolfgang Kienreich::Christin Seifert,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/037-041
conf/vissym/GodwinWS17,TypoTweet Maps: Characterizing Urban Areas through Typographic Social Media Visualization.,Alex Godwin::Yongxin Wang::John T. Stasko,2017,https://doi.org/10.2312/eurovisshort.20171128
conf/vissym/0001UASKM15,Gnaeus: Utilizing Clinical Guidelines for Knowledge-assisted Visualisation of EHR Cohorts.,Paolo Federico 0001::Jürgen Unger::Albert Amor-Amoros::Lucia Sacchi::Denis Klimov::Silvia Miksch,2015,https://doi.org/10.2312/eurova.20151108
conf/vissym/LeeuwL03a,MCMR: A Fluid View on Time Dependent Volume Data.,Wim C. de Leeuw::Robert van Liere,2003,https://doi.org/10.2312/VisSym/VisSym03/149-156::http://dl.acm.org/citation.cfm?id=769939
conf/vissym/UffingerSME13,Toward Wall Function Consistent Interpolation of Flow Fields.,Markus Üffinger::Filip Sadlo::Claus-Dieter Munz::Thomas Ertl,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.085-089
conf/vissym/BachthalerW07,Animation of Orthogonal Texture-Based Vector Field Visualization.,Sven Bachthaler::Daniel Weiskopf,2007,https://doi.org/10.2312/VisSym/EuroVis07/219-226
conf/vissym/BaneshAB24,Robust Cut for Hierarchical Clustering and Merge Trees.,Divya Banesh::James P. Ahrens::Roxana Bujack,2024,https://doi.org/10.2312/evs.20241070
conf/vissym/SmitKJRB12,A Unified Representation for the Model-based Visualization of Heterogeneous Anatomy Data.,Noeska N. Smit::Annelot Kraima::D. Jansma::M. C. de Ruiter::Charl P. Botha,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/085-089
conf/vissym/Weiskopf00,Fast Visualization of Special Relativistic Effects on Geometry and Illumination.,Daniel Weiskopf,2000,https://doi.org/10.1007/978-3-7091-6783-0_22::https://doi.org/10.2312/VisSym/VisSym00/219-228
conf/vissym/WoottonGM19,Visualization of Spatial and Temporal Pollution Exposure through a Temporal Ordered Spacial Matrix.,Dylan R. Wootton::Pascal Goffin::Miriah Meyer,2019,https://doi.org/10.2312/eurp.20191156
conf/vissym/AjdadilishKS22,Enhancing Evaluation of Room Scale VR Studies to POI Visualizations in Minimaps.,Batoul Ajdadilish::Steffi Kohl::Kay Schröder,2022,https://doi.org/10.2312/evp.20221136
conf/vissym/AndrewsTWGGA16,Styrian Diversity Visualisation: Visualising Statistical Open Data with a LeanWeb App and Data Server.,Keith Andrews::Thomas Traunmüller::Thomas Wolkinger::Eva Goldgruber::Robert Gutounig::Julian Ausserhofer,2016,https://doi.org/10.2312/eurp.20161150
conf/vissym/BernardSSSK16,Visual-Interactive Exploration of Relations Between Time-Oriented Data and Multivariate Data.,Jürgen Bernard::David Sessler::Martin Steiger::Martin Spott::Jörn Kohlhammer,2016,https://doi.org/10.2312/eurova.20161124
conf/vissym/AbuthawabehBA22,Augmented Intelligence with Interactive Voronoi Treemap for Scalable Grouping: a Usage Scenario with Wearable Data.,Ala Abuthawabeh::Abdelkader Baggag::Michaël Aupetit 0001,2022,https://doi.org/10.2312/evs.20221091
conf/vissym/LeiLMLWWM15,An Interactive Web-Based Geovisual Analytics Tool to Explore Water Scarcity in Niger River Basin.,Ting L. Lei::Xing Liang::Giuseppe Mascaro::Wei Luo::Dave White::Paul Westerhoff::Ross Maciejewski,2015,https://doi.org/10.2312/envirvis.20151092
conf/vissym/MathisenNG17,Integrating Guided Clustering in Visual Analytics to Support Domain Expert Reasoning Processes.,Andreas Mathisen::Matthias Nielsen::Kaj Grønbæk,2017,https://doi.org/10.2312/eurp.20171164
conf/vissym/AselmaaSG16,User Interaction Visualization for Design Synthesis.,Anet Aselmaa::Yu Song 0003::Richard H. M. Goossens,2016,https://doi.org/10.2312/eurp.20161128
conf/vissym/EngelSE00,A Framework for Interactive Hardware Accelerated Remote 3D-Visualization.,Klaus Engel::Ove Sommer::Thomas Ertl,2000,https://doi.org/10.1007/978-3-7091-6783-0_17::https://doi.org/10.2312/VisSym/VisSym00/167-178
conf/vissym/KnautheBWLG20,Influence of Container Resolutions on the Layout Stability of Squarified and Slice-And-Dice Treemaps.,Volker Knauthe::Kathrin Ballweg::Marcel Wunderlich::Tatiana von Landesberger::Stefan Guthe,2020,https://doi.org/10.2312/evs.20201055
conf/vissym/Saga16,Quantitative Evaluation for Edge Bundling Based on Structural Aesthetics.,Ryosuke Saga,2016,https://doi.org/10.2312/eurp.20161131
conf/vissym/KreylosTHHJ02,Interactive Visualization and Steering of CFD Simulations.,Oliver Kreylos::Allen M. Tesdall::B. Hamanny::John K. Hunter::Kenneth I. Joy,2002,https://doi.org/10.2312/VisSym/VisSym02/025-034
conf/vissym/BaumT16,Cavity and Pore Segmentation in 3D Images with Ambient Occlusion.,Daniel Baum::Jürgen Titschack,2016,https://doi.org/10.2312/eurovisshort.20161171
conf/vissym/TheiselS03,Feature Flow Fields.,Holger Theisel::Hans-Peter Seidel,2003,https://doi.org/10.2312/VisSym/VisSym03/141-148::http://dl.acm.org/citation.cfm?id=769938
conf/vissym/BuergerSKKW07,Interactive Visual Exploration of Unsteady 3D Flows.,Kai Bürger::Jens Schneider 0002::Polina Kondratieva::Jens H. Krüger::Rüdiger Westermann,2007,https://doi.org/10.2312/VisSym/EuroVis07/251-258
conf/vissym/RenardDV13,User Control for Adjusting Conflicting Objectives in Parameter-dependent Visualization of Data.,Emilie Renard::Pierre Dupont::Michel Verleysen,2013,https://doi.org/10.2312/PE.VAMP.VAMP2013.027-031
conf/vissym/SeebacherSJK16,Patent Retrieval: A Multi-Modal Visual Analytics Approach.,Daniel Seebacher::Manuel Stein::Halldór Janetzko::Daniel A. Keim,2016,https://doi.org/10.2312/eurova.20161118
conf/vissym/SetlurB23,LOKI: Reusing Custom Concepts in Interactive Analytic Workflows.,Vidya Setlur::Andrew Beers,2023,https://doi.org/10.2312/evs.20231038
conf/vissym/LeeuwL03,Case Study: Comparing Two Methods for Filtering External Motion in 4D Confocal Microscopy Data.,Wim C. de Leeuw::Robert van Liere,2003,https://doi.org/10.2312/VisSym/VisSym03/129-134::http://dl.acm.org/citation.cfm?id=769936
conf/vissym/Ronnberg24,"Where Visualization Fails, Sonification Speaks.",Niklas Rönnberg,2024,https://doi.org/10.2312/evp.20241099
conf/vissym/StrickertH13,Neighbor Embedding by Soft Kendall Correlation.,Marc Strickert::Eyke Hüllermeier,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.073-077
conf/vissym/VazquezFSL02,Viewpoint Entropy: A New Tool for Obtaining Good Views of Molecules.,Pere-Pau Vázquez::Miquel Feixas::Mateu Sbert::Antoni Llobet,2002,https://doi.org/10.2312/VisSym/VisSym02/183-188
conf/vissym/LangeSKGDKK17,Trajectory Mapper: Interactive Widgets and Artist-Designed Encodings for Visualizing Multivariate Trajectory Data.,Devin Lange::Francesca Samsel::Ioannis Karamouzas::Stephen J. Guy::Rodney Dockter::Timothy M. Kowalewski::Daniel F. Keefe,2017,https://doi.org/10.2312/eurovisshort.20171141
conf/vissym/HazwaniSSB22,A Design Space for Explainable Ranking and Ranking Models.,Ibrahim Al Hazwani::Jenny Schmid::Madhav Sachdeva::Jürgen Bernard,2022,https://doi.org/10.2312/evp.20221114
conf/vissym/NagelHPH24,Embedded Temporal Data Visualizations in an Urban Environment for Casual Exploration.,Till Nagel::Christoph Huber::Ekkehard Petzold::Sophie Humbert,2024,https://doi.org/10.2312/evs.20241066
conf/vissym/SerlieVGSTGNP01,Improved visualization in virtual colonoscopy using image-based rendering.,Iwo Serlie::Frans Vos::Rogier E. van Gelder::Jaap Stoker::Roel Truyen::Frans A. Gerritsen::C. Yung Nio::Frits H. Post,2001,https://doi.org/10.1007/978-3-7091-6215-6_15::https://doi.org/10.2312/VisSym/VisSym01/137-146
conf/vissym/BrandtJWSV22,Visual Exploration of Genetic Sequence Variants in Pangenomes.,Astrid van den Brandt::Eef M. Jonkheer::Dirk-Jan M. van Workum::Sandra Smit::Anna Vilanova,2022,https://doi.org/10.2312/evp.20221112
conf/vissym/AkibaFM06,Simultaneous Classification of Time-Varying Volume Data Based on the Time Histogram.,Hiroshi Akiba::Nathaniel Fout::Kwan-Liu Ma,2006,https://doi.org/10.2312/VisSym/EuroVis06/171-178
conf/vissym/ShaoGGMMPS18,Extending Document Exploration with Image Retrieval: Concept and First Results.,Lin Shao 0001::Mathias Glatz::Eric Gergely::Markus Müller::Denis Munter::Stefan Papst::Tobias Schreck,2018,https://doi.org/10.2312/eurp.20181116
