"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Adapting dashboard design to different contexts of use is an open question in visualisation research. Dashboard designers often seek to strike a balance between dashboard adaptability and ease-of-use, and in hospitals challenges arise from the vast diversity of key metrics, data models and users involved at different organizational levels. In this design study, we present QualDash, a dashboard generation engine that allows for the dynamic configuration and deployment of visualisation dashboards for healthcare quality improvement (QI). We present a rigorous task analysis based on interviews with healthcare professionals, a co-design workshop and a series of one-on-one meetings with front line analysts. From these activities we define a metric card metaphor as a unit of visual analysis in healthcare QI, using this concept as a building block for generating highly adaptable dashboards, and leading to the design of a Metric Specification Structure (MSS). Each MSS is a JSON structure which enables dashboard authors to concisely configure unit-specific variants of a metric card, while offloading common patterns that are shared across cards to be preset by the engine. We reflect on deploying and iterating the design of OualDash in cardiology wards and pediatric intensive care units of five NHS hospitals. Finally, we report evaluation results that demonstrate the adaptability, ease-of-use and usefulness of QualDash in a real-world scenario.","https://ieeexplore.ieee.org/document/9222315/","LOCKED","9222315","University of Bradford and the Wolfson Centre for Applied Health Research, UK","https://ieeexplore.ieee.org/author/37085641969","1","Mai Elshehaly","37085641969","","","","","","","","","","","","","","","","University of Bradford and the Wolfson Centre for Applied Health Research, UK","https://ieeexplore.ieee.org/author/38096424400","2","Rebecca Randell","38096424400","Tableau, Seattle, Washington, United States","https://ieeexplore.ieee.org/author/37719161300","3","Matthew Brehmer","37719161300","University of Bradford and the Wolfson Centre for Applied Health Research, UK","https://ieeexplore.ieee.org/author/37086616573","4","Lynn McVey","37086616573","University of Bradford and the Wolfson Centre for Applied Health Research, UK","https://ieeexplore.ieee.org/author/37086618015","5","Natasha Alvarado","37086618015","University of Leeds, UK","https://ieeexplore.ieee.org/author/37088655811","6","Chris P. Gale","37088655811","University of Leeds, UK","https://ieeexplore.ieee.org/author/37282918500","7","Roy A. Ruddle","37282918500","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030424","699","https://ieeexplore.ieee.org/document/9222315/","Information visualisation","task analysis","co-design","dashboards","design study","healthcare","","","","","Task analysis","Measurement","Hospitals","Data visualization","Interviews","Conferences","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222315","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","83","689","QualDash: Adaptable Generation of Visualisation Dashboards for Healthcare Quality Improvement","27"
"In this paper, we introduce 11–20 (Image Insight 2020), a multimedia analytics approach for analytic categorization of image collections. Advanced visualizations for image collections exist, but they need tight integration with a machine model to support the task of analytic categorization. Directly employing computer vision and interactive learning techniques gravitates towards search. Analytic categorization, however, is not machine classification (the difference between the two is called the pragmatic gap): a human adds/redefines/deletes categories of relevance on the fly to build insight, whereas the machine classifier is rigid and non-adaptive. Analytic categorization that truly brings the user to insight requires a flexible machine model that allows dynamic sliding on the exploration-search axis, as well as semantic interactions: a human thinks about image data mostly in semantic terms. 11–20 brings three major contributions to multimedia analytics on image collections and towards closing the pragmatic gap. Firstly, a new machine model that closely follows the user's interactions and dynamically models her categories of relevance. II-20's machine model, in addition to matching and exceeding the state of the art's ability to produce relevant suggestions, allows the user to dynamically slide on the exploration-search axis without any additional input from her side. Secondly, the dynamic, 1-image-at-a-time Tetris metaphor that synergizes with the model. It allows a well-trained model to analyze the collection by itself with minimal interaction from the user and complements the classic grid metaphor. Thirdly, the fast-forward interaction, allowing the user to harness the model to quickly expand (“fast-forward”) the categories of relevance, expands the multimedia analytics semantic interaction dictionary. Automated experiments show that II-20's machine model outperforms the existing state of the art and also demonstrate the Tetris metaphor's analytic quality. User studies further confirm that II–20 is an intuitive, efficient, and effective multimedia analytics tool.","https://ieeexplore.ieee.org/document/9230430/","LOCKED","9230430","Czech Technical University, Prague","https://ieeexplore.ieee.org/author/37085525587","1","Jan Zahálka","37085525587","","","","","","","","","","","","","","","","University of Amsterdam","https://ieeexplore.ieee.org/author/37267865600","2","Marcel Worring","37267865600","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37267249200","3","Jarke J. Van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030383","431","https://ieeexplore.ieee.org/document/9230430/","Multimedia analytics","image data","analytic categorization","pragmatic gap","","","","","","","Analytical models","Semantics","Pragmatics","Computational modeling","Task analysis","Visual analytics","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230430","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","84","422","II-20: Intelligent and pragmatic analytic categorization of image collections","27"
"Text alignment is one of the fundamental techniques text-related domains like natural language processing, computational linguistics, and digital humanities. It compares two or more texts with each other aiming to find similar textual patterns, or to estimate in general how different or similar the texts are. Visualizing alignment results is an essential task, because it helps researchers getting a comprehensive overview of individual findings and the overall pattern structure. Different approaches have been developed to visualize and help making sense of these patterns depending on text size, alignment methods, and, most importantly, the underlying research tasks demanding for alignment. On the basis of those tasks, we reviewed existing text alignment visualization approaches, and discuss their advantages and drawbacks. We finally derive design implications and shed light on related future challenges.","https://ieeexplore.ieee.org/document/9220137/","LOCKED","9220137","Leipzig University, Leipzig, Germany","https://ieeexplore.ieee.org/author/37088655318","1","Tariq Yousef","37088655318","","","","","","","","","","","","","","","","University of Southern Denmark, Odense, Denmark","https://ieeexplore.ieee.org/author/38243241100","2","Stefan Janicke","38243241100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3028975","1159","https://ieeexplore.ieee.org/document/9220137/","Text Alignment","Text Visualization","Collation","Text Re-Use","Plagiarism Analysis","Translation Studies","","","","","Task analysis","Data visualization","Visualization","Heuristic algorithms","Tools","Bioinformatics","Dynamic programming","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9220137","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","85","1149","A Survey of Text Alignment Visualization","27"
"A growing number of efforts aim to understand what people see when using a visualization. These efforts provide scientific grounding to complement design intuitions, leading to more effective visualization practice. However, published visualization research currently reflects a limited set of available methods for understanding how people process visualized data. Alternative methods from vision science offer a rich suite of tools for understanding visualizations, but no curated collection of these methods exists in either perception or visualization research. We introduce a design space of experimental methods for empirically investigating the perceptual processes involved with viewing data visualizations to ultimately inform visualization design guidelines. This paper provides a shared lexicon for facilitating experimental visualization research. We discuss popular experimental paradigms, adjustment types, response types, and dependent measures used in vision science research, rooting each in visualization examples. We then discuss the advantages and limitations of each technique. Researchers can use this design space to create innovative studies and progress scientific understanding of design choices and evaluations in visualization. We highlight a history of collaborative success between visualization and vision science research and advocate for a deeper relationship between the two fields that can elaborate on and extend the methodological design space for understanding visualization and vision.","https://ieeexplore.ieee.org/document/9237132/","LOCKED","9237132","The University of British Columbia","https://ieeexplore.ieee.org/author/37086617608","1","Madison A. Elliott","37086617608","","","","","","","","","","","","","","","","Northwestern University","https://ieeexplore.ieee.org/author/37077943600","2","Christine Nothelfer","37077943600","University of Massachusetts Amherst","https://ieeexplore.ieee.org/author/37088655603","3","Cindy Xiong","37088655603","University of Colorado Boulder","https://ieeexplore.ieee.org/author/37085770068","4","Danielle Albers Szafir","37085770068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3029413","1127","https://ieeexplore.ieee.org/document/9237132/","Perception","human vision","empirical research","evaluation","HCI","","","","","","Data visualization","Visualization","Correlation","Task analysis","Psychology","Collaboration","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9237132","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","86","1117","A Design Space of Vision Science Methods for Visualization Research","27"
"Dynamic networks-networks that change over time-can be categorized into two types: offline dynamic networks, where all states of the network are known, and online dynamic networks, where only the past states of the network are known. Research on staging animated transitions in dynamic networks has focused more on offline data, where rendering strategies can take into account past and future states of the network. Rendering online dynamic networks is a more challenging problem since it requires a balance between timeliness for monitoring tasks-so that the animations do not lag too far behind the events-and clarity for comprehension tasks-to minimize simultaneous changes that may be difficult to follow. To illustrate the challenges placed by these requirements, we explore three strategies to stage animations for online dynamic networks: time-based, event-based, and a new hybrid approach that we introduce by combining the advantages of the first two. We illustrate the advantages and disadvantages of each strategy in representing low- and high-throughput data and conduct a user study involving monitoring and comprehension of dynamic networks. We also conduct a follow-up, think-aloud study combining monitoring and comprehension with experts in dynamic network visualization. Our findings show that animation staging strategies that emphasize comprehension do better for participant response times and accuracy. However, the notion of “comprehension” is not always clear when it comes to complex changes in highly dynamic networks, requiring some iteration in staging that the hybrid approach affords. Based on our results, we make recommendations for balancing event-based and time-based parameters for our hybrid approach.","https://ieeexplore.ieee.org/document/9231268/","LOCKED","9231268","University of California, Davis","https://ieeexplore.ieee.org/author/37597152500","1","Tarik Crnovrsanin","37597152500","","","","","","","","","","","","","","","","University of California, Davis","https://ieeexplore.ieee.org/author/37087100249","2","Shilpika","37087100249","University of California, Davis","https://ieeexplore.ieee.org/author/37086388430","3","Senthil Chandrasegaran","37086388430","University of California, Davis","https://ieeexplore.ieee.org/author/37085432740","4","Kwan-Liu Ma","37085432740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030385","549","https://ieeexplore.ieee.org/document/9231268/","Dynamic networks","graph visualization","animation","mental map","user study","","","","","","Animation","Layout","Dynamics","Monitoring","Visualization","Real-time systems","Task analysis","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9231268","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","87","539","Staged Animation Strategies for Online Dynamic Networks","27"
"Small multiples are miniature representations of visual information used generically across many domains. Handling large numbers of small multiples imposes challenges on many analytic tasks like inspection, comparison, navigation, or annotation. To address these challenges, we developed a framework and implemented a library called PILlNG.JS for designing interactive piling interfaces. Based on the piling metaphor, such interfaces afford flexible organization, exploration, and comparison of large numbers of small multiples by interactively aggregating visual objects into piles. Based on a systematic analysis of previous work, we present a structured design space to guide the design of visual piling interfaces. To enable designers to efficiently build their own visual piling interfaces, PILlNG.JS provides a declarative interface to avoid having to write low-level code and implements common aspects of the design space. An accompanying GUI additionally supports the dynamic configuration of the piling interface. We demonstrate the expressiveness of PILlNG.JS with examples from machine learning, immunofluorescence microscopy, genomics, and public health.","https://ieeexplore.ieee.org/document/9216572/","LOCKED","9216572","Cambridge, Harvard School of Engineering and Applied Sciences, MA, USA","https://ieeexplore.ieee.org/author/37086215204","1","Fritz Lekschas","37086215204","","","","","","","","","","","","","","","","State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China","https://ieeexplore.ieee.org/author/37088656939","2","Xinyi Zhou","37088656939","State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China","https://ieeexplore.ieee.org/author/37291847800","3","Wei Chen","37291847800","Harvard Medical School, Boston, MA, USA","https://ieeexplore.ieee.org/author/37972937500","4","Nils Gehlenborg","37972937500","University of Edinburgh, Edinburgh, UK","https://ieeexplore.ieee.org/author/37085687578","5","Benjamin Bach","37085687578","Cambridge, Harvard School of Engineering and Applied Sciences, MA, USA","https://ieeexplore.ieee.org/author/37275698100","6","Hanspeter Pfister","37275698100","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3028948","368","https://ieeexplore.ieee.org/document/9216572/","Information visualization","small multiples","interactive piling","visual aggregation","spatial organization","","","","","","Visualization","Organizations","Task analysis","Data visualization","Encoding","Libraries","Aggregates","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9216572","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","88","358","A Generic Framework and Library for Exploration of Small Multiples through Interactive Piling","27"
"With the rapid development of online education in recent years, there has been an increasing number of learning platforms that provide students with multi-step questions to cultivate their problem-solving skills. To guarantee the high quality of such learning materials, question designers need to inspect how students' problem-solving processes unfold step by step to infer whether students' problem-solving logic matches their design intent. They also need to compare the behaviors of different groups (e.g., students from different grades) to distribute questions to students with the right level of knowledge. The availability of fine-grained interaction data, such as mouse movement trajectories from the online platforms, provides the opportunity to analyze problem-solving behaviors. However, it is still challenging to interpret, summarize, and compare the high dimensional problem-solving sequence data. In this paper, we present a visual analytics system, QLens, to help question designers inspect detailed problem-solving trajectories, compare different student groups, distill insights for design improvements. In particular, QLens models problem-solving behavior as a hybrid state transition graph and visualizes it through a novel glyph-embedded Sankey diagram, which reflects students' problem-solving logic, engagement, and encountered difficulties. We conduct three case studies and three expert interviews to demonstrate the usefulness of QLens on real-world datasets that consist of thousands of problem-solving traces.","https://ieeexplore.ieee.org/document/9222360/","LOCKED","9222360","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088276720","1","Meng Xia","37088276720","","","","","","","","","","","","","","","","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088656910","2","Reshika Palaniyappan Velumani","37088656910","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085635207","3","Yong Wang","37085635207","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","4","Huamin Qu","37272637300","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085504538","5","Xiaojuan Ma","37085504538","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030337","880","https://ieeexplore.ieee.org/document/9222360/","Learning Behavior Analysis","Visual Analytics","Time Series Data","","","","","","","","Problem-solving","Hidden Markov models","Visual analytics","Data visualization","Task analysis","Programming","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222360","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","89","870","QLens: Visual Analytics of MUlti-step Problem-solving Behaviors for Improving Question Design","27"
"Collaborative exploration of scientific data sets across large high-resolution displays requires both high visual detail as well as low-latency transfer of image data (oftentimes inducing the need to trade one for the other). In this work, we present a system that dynamically adapts the encoding quality in such systems in a way that reduces the required bandwidth without impacting the details perceived by one or more observers. Humans perceive sharp, colourful details, in the small foveal region around the centre of the field of view, while information in the periphery is perceived blurred and colourless. We account for this by tracking the gaze of observers, and respectively adapting the quality parameter of each macroblock used by the H.264 encoder, considering the so-called visual acuity fall-off. This allows to substantially reduce the required bandwidth with barely noticeable changes in visual quality, which is crucial for collaborative analysis across display walls at different locations. We demonstrate the reduced overall required bandwidth and the high quality inside the foveated regions using particle rendering and parallel coordinates.","https://ieeexplore.ieee.org/document/9224182/","LOCKED","9224182","University of Stuttgart","https://ieeexplore.ieee.org/author/37085901206","1","Florian Frieß","37085901206","","","","","","","","","","","","","","","","University of Stuttgart","https://ieeexplore.ieee.org/author/37086386153","2","Matthias Braun","37086386153","University of Stuttgart","https://ieeexplore.ieee.org/author/37086553797","3","Valentin Bruder","37086553797","University of Groningen","https://ieeexplore.ieee.org/author/37553894500","4","Steffen Frey","37553894500","University of Stuttgart","https://ieeexplore.ieee.org/author/37287276500","5","Guido Reina","37287276500","University of Stuttgart","https://ieeexplore.ieee.org/author/37085368197","6","Thomas Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030445","1859","https://ieeexplore.ieee.org/document/9224182/","Large high-resolution displays","Fovetaed Encoding","Remote Visualisation","","","","","","","","Visualization","Bandwidth","Encoding","Streaming media","Image coding","Hardware","Computational modeling","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9224182","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","90","1850","Foveated Encoding for Large High-Resolution Displays","27"
"Density map is an effective visualization technique for depicting the scalar field distribution in 2D space. Conventional methods for constructing density maps are mainly based on Euclidean distance, limiting their applicability in urban analysis that shall consider road network and urban traffic. In this work, we propose a new method named Topology Density Map, targeting for accurate and intuitive density maps in the context of urban environment. Based on the various constraints of road connections and traffic conditions, the method first constructs a directed acyclic graph (DAG) that propagates nonlinear scalar fields along 1D road networks. Next, the method extends the scalar fields to a 2D space by identifying key intersecting points in the DAG and calculating the scalar fields for every point, yielding a weighted Voronoi diagram like effect of space division. Two case studies demonstrate that the Topology Density Map supplies accurate information to users and provides an intuitive visualization for decision making. An interview with domain experts demonstrates the feasibility, usability, and effectiveness of our method.","https://ieeexplore.ieee.org/document/9222248/","LOCKED","9222248","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088656735","1","Zezheng Feng","37088656735","","","","","","","","","","","","","","","","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086556186","2","Haotian Li","37086556186","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37087101788","3","Wei Zeng","37087101788","Southern University of Science and Technology","https://ieeexplore.ieee.org/author/37088543738","4","Shuang-Hua Yang","37088543738","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","5","Huamin Qu","37272637300","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030469","838","https://ieeexplore.ieee.org/document/9222248/","Density map","network topology","urban data","","","","","","","","Roads","Topology","Data visualization","Estimation","Network topology","Urban areas","Two dimensional displays","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222248","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","91","828","Topology Density Map for Urban Data Visualization and Analysis","27"
"Geological analysis of 3D Digital Outcrop Models (DOMs) for reconstruction of ancient habitable environments is a key aspect of the upcoming ESA ExoMars 2022 Rosalind Franklin Rover and the NASA 2020 Rover Perseverance missions in seeking signs of past life on Mars. Geologists measure and interpret 3D DOMs, create sedimentary logs and combine them in ‘correlation panels’ to map the extents of key geological horizons, and build a stratigraphic model to understand their position in the ancient landscape. Currently, the creation of correlation panels is completely manual and therefore time-consuming, and inflexible. With InCorr we present a visualization solution that encompasses a 3D logging tool and an interactive data-driven correlation panel that evolves with the stratigraphic analysis. For the creation of InCorr we closely cooperated with leading planetary geologists in the form of a design study. We verify our results by recreating an existing correlation analysis with InCorr and validate our correlation panel against a manually created illustration. Further, we conducted a user-study with a wider circle of geologists. Our evaluation shows that InCorr efficiently supports the domain experts in tackling their research questions and that it has the potential to significantly impact how geologists work with digital outcrop representations in general.","https://ieeexplore.ieee.org/document/9234473/","LOCKED","9234473","VRVis Zentrum fur Virtual Reality und Visualisierung Forschungs-GmbH","https://ieeexplore.ieee.org/author/37085762833","1","Thomas Ortner","37085762833","","","","","","","","","","","","","","","","Imperial College London","https://ieeexplore.ieee.org/author/37087102461","2","Andreas Walch","37087102461","VRVis Zentrum fur Virtual Reality und Visualisierung Forschungs-GmbH","https://ieeexplore.ieee.org/author/37088655715","3","Rebecca Nowak","37088655715","Imperial College London","https://ieeexplore.ieee.org/author/37088656695","4","Robert Barnes","37088656695","TU Delft","https://ieeexplore.ieee.org/author/37846851700","5","Thomas Höllt","37846851700","Technische Universitat Wien","https://ieeexplore.ieee.org/author/37282552200","6","M. Eduard Gröller","37282552200","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030409","764","https://ieeexplore.ieee.org/document/9234473/","Geographic / geospatial visualization","remote sensing geology","digital outcrop analysis","integration of spatial and non-spatial data visualization","","","","","","","Correlation","Three-dimensional displays","Tools","Geologic measurements","Rocks","Solid modeling","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9234473","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","92","755","InCorr: Interactive Data-Driven Correlation Panels for Digital Outcrop Analysis","27"
"Multiple-view visualization (MV) is a layout design technique often employed to help users see a large number of data attributes and values in a single cohesive representation. Because of its generalizability, the MV design has been widely adopted by the visualization community to help users examine and interact with large, complex, and high-dimensional data. However, although ubiquitous, there has been little work to categorize and analyze MVs in order to better understand its design space. As a result, there has been little to no guideline in how to use the MV design effectively. In this paper, we present an in-depth study of how MVs are designed in practice. We focus on two fundamental measures of multiple-view patterns: composition, which quantifies what view types and how many are there; and configuration, which characterizes spatial arrangement of view layouts in the display space. We build a new dataset containing 360 images of MVs collected from IEEE VIS, EuroVis, and PacificVis publications 2011 to 2019, and make fine-grained annotations of view types and layouts for these visualization images. From this data we conduct composition and configuration analyses using quantitative metrics of term frequency and layout topology. We identify common practices around MVs, including relationship of view types, popular view layouts, and correlation between view types and layouts. We combine the findings into a MV recommendation system, providing interactive tools to explore the design space, and support example-based design.","https://ieeexplore.ieee.org/document/9222323/","LOCKED","9222323","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37088655526","1","Xi Chen","37088655526","","","","","","","","","","","","","","","","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37087101788","2","Wei Zeng","37087101788","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37088656676","3","Yanna Lin","37088656676","Bangor University","https://ieeexplore.ieee.org/author/37088656693","4","Hayder Mahdi AI-maneea","37088656693","Bangor University","https://ieeexplore.ieee.org/author/37278794800","5","Jonathan Roberts","37278794800","Tufts University","https://ieeexplore.ieee.org/author/37592409400","6","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030338","1524","https://ieeexplore.ieee.org/document/9222323/","Multiple views","design pattern","quantitative analysis","example-based design","","","","","","","Data visualization","Layout","Visualization","Tools","Task analysis","Guidelines","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222323","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","93","1514","Composition and Configuration Patterns in Multiple-View Visualizations","27"
"Inspired by data comics, this paper introduces a novel format for reporting controlled studies in the domain of human-computer interaction (HCI). While many studies in HCI follow similar steps in explaining hypotheses, laying out a study design, and reporting results, many of these decisions are buried in blocks of dense scientific text. We propose leveraging data comics as study reports to provide an open and glanceable view of studies by tightly integrating text and images, illustrating design decisions and key insights visually, resulting in visual narratives that can be compelling to non-scientists and researchers alike. Use cases of data comics study reports range from illustrations for non-scientific audiences to graphical abstracts, study summaries, technical talks, textbooks, teaching, blogs, supplementary submission material, and inclusion in scientific articles. This paper provides examples of data comics study reports alongside a graphical repertoire of examples, embedded in a framework of guidelines for creating comics reports which was iterated upon and evaluated through a series of collaborative design sessions.","https://ieeexplore.ieee.org/document/9222287/","LOCKED","9222287","The University of Edinburgh","https://ieeexplore.ieee.org/author/37088655932","1","Zezhong Wang","37088655932","","","","","","","","","","","","","","","","Stanford University","https://ieeexplore.ieee.org/author/37087100276","2","Jacob Ritchie","37087100276","The University of Edinburgh and Tianjin University","https://ieeexplore.ieee.org/author/37088655445","3","Jingtao Zhou","37088655445","University of Toronto","https://ieeexplore.ieee.org/author/37395495900","4","Fanny Chevalier","37395495900","The University of Edinburgh","https://ieeexplore.ieee.org/author/37085687578","5","Benjamin Bach","37085687578","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030433","977","https://ieeexplore.ieee.org/document/9222287/","Statistical communication","comics","scientific reports","","","","","","","","Data visualization","Visualization","Human computer interaction","Guidelines","Jacobian matrices","Blogs","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222287","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","94","967","Data Comics for Reporting Controlled User Studies in Human-Computer Interaction","27"
