"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Volume ray-casting with a higher order reconstruction filter and/or a higher sampling rate has been adopted in direct volume rendering frameworks to provide a smooth reconstruction of the volume scalar and/or to reduce artifacts when the combined frequency of the volume and transfer function is high. While it enables high-quality volume rendering, it cannot support interactive rendering due to its high computational cost. In this paper, we propose a fast high-quality volume ray-casting algorithm which effectively increases the sampling rate. While a ray traverses the volume, intensity values are uniformly reconstructed using a high-order convolution filter. Additional samplings, referred to as virtual samplings, are carried out within a ray segment from a cubic spline curve interpolating those uniformly reconstructed intensities. These virtual samplings are performed by evaluating the polynomial function of the cubic spline curve via simple arithmetic operations. The min max blocks are refined accordingly for accurate empty space skipping in the proposed method. Experimental results demonstrate that the proposed algorithm, also exploiting fast cubic texture filtering supported by programmable GPUs, offers renderings as good as a conventional ray-casting algorithm using high-order reconstruction filtering at the same sampling rate, while delivering 2.5x to 3.3x rendering speed-up.","https://ieeexplore.ieee.org/document/5613494/","LOCKED","5613494","Seoul National University, Seoul, Korea","https://ieeexplore.ieee.org/author/37600709600","1","Byeonghun Lee","37600709600","Seoul National University, Seoul, Korea","https://ieeexplore.ieee.org/author/37599808200","2","Jihye Yun","37599808200","Seoul National University, Seoul, Korea","https://ieeexplore.ieee.org/author/37422552700","3","Jinwook Seo","37422552700","Korea University, Seoul, Korea","https://ieeexplore.ieee.org/author/37277951300","4","Byonghyo Shim","37277951300","Seoul National University, Seoul, Korea","https://ieeexplore.ieee.org/author/37366743500","5","Yeong-Gil Shin","37366743500","Seoul National University, Seoul, Korea","https://ieeexplore.ieee.org/author/37594632900","6","Bohyoung Kim","37594632900","","","","","","","","","","","","","","","","12","1","Journals","10.1109/TVCG.2010.155","1532","https://ieeexplore.ieee.org/document/5613494/","direct volume rendering","GPU","high quality","curve interpolation.","","","","","","Rendering (computer graphics)","Spline","Transfer functions","Image reconstruction","Interpolation","Filtering","Polynomials","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613494","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","45","1525","Fast High-Quality Volume Ray Casting with Virtual Samplings","16"
"Tag clouds have proliferated over the web over the last decade. They provide a visual summary of a collection of texts by visually depicting the tag frequency by font size. In use, tag clouds can evolve as the associated data source changes over time. Interesting discussions around tag clouds often include a series of tag clouds and consider how they evolve over time. However, since tag clouds do not explicitly represent trends or support comparisons, the cognitive demands placed on the person for perceiving trends in multiple tag clouds are high. In this paper, we introduce SparkClouds, which integrate sparklines into a tag cloud to convey trends between multiple tag clouds. We present results from a controlled study that compares SparkClouds with two traditional trend visualizations-multiple line graphs and stacked bar charts-as well as Parallel Tag Clouds. Results show that SparkClouds' ability to show trends compares favourably to the alternative visualizations.","https://ieeexplore.ieee.org/document/5613457/","LOCKED","5613457","Microsoft Research","https://ieeexplore.ieee.org/author/37293389400","1","Bongshin Lee","37293389400","Microsoft Research","https://ieeexplore.ieee.org/author/37590950700","2","Nathalie Henry Riche","37590950700","Microsoft Research","https://ieeexplore.ieee.org/author/37590950600","3","Amy K. Karlson","37590950600","University of Calgary","https://ieeexplore.ieee.org/author/37285000100","4","Sheelash Carpendale","37285000100","","","","","","","","","","","","","","","","","","","","","","","","","","87","2","Journals","10.1109/TVCG.2010.194","1189","https://ieeexplore.ieee.org/document/5613457/","Tag clouds","trend visualization","multiple line graphs","stacked bar charts","evaluation","","","","","Tag clouds","Visualization","Data visualization","Encoding","Layout","Color","Clouds","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613457","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","46","1182","SparkClouds: Visualizing Trends in Tag Clouds","16"
"The process of visualization can be seen as a visual communication channel where the input to the channel is the raw data, and the output is the result of a visualization algorithm. From this point of view, we can evaluate the effectiveness of visualization by measuring how much information in the original data is being communicated through the visual communication channel. In this paper, we present an information-theoretic framework for flow visualization with a special focus on streamline generation. In our framework, a vector field is modeled as a distribution of directions from which Shannon's entropy is used to measure the information content in the field. The effectiveness of the streamlines displayed in visualization can be measured by first constructing a new distribution of vectors derived from the existing streamlines, and then comparing this distribution with that of the original data set using the conditional entropy. The conditional entropy between these two distributions indicates how much information in the original data remains hidden after the selected streamlines are displayed. The quality of the visualization can be improved by progressively introducing new streamlines until the conditional entropy converges to a small value. We describe the key components of our framework with detailed analysis, and show that the framework can effectively visualize 2D and 3D flow data.","https://ieeexplore.ieee.org/document/5613461/","LOCKED","5613461","The Ohio State University","https://ieeexplore.ieee.org/author/37598369700","1","Lijie Xu","37598369700","The Ohio State University","https://ieeexplore.ieee.org/author/37403060100","2","Teng-Yok Lee","37403060100","The Ohio State University","https://ieeexplore.ieee.org/author/37279493500","3","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","2","Journals","10.1109/TVCG.2010.131","1224","https://ieeexplore.ieee.org/document/5613461/","Flow field visualization","information theory","streamline generation.","","","","","","","Entropy","Histograms","Data visualization","Information theory","Three dimensional displays","Visualization","Streaming media","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613461","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","47","1216","An Information-Theoretic Framework for Flow Visualization","16"
"Applying certain visualization techniques to datasets described on unstructured grids requires the interpolation of variables of interest at arbitrary locations within the dataset's domain of definition. Typical solutions to the problem of finding the grid element enclosing a given interpolation point make use of a variety of spatial subdivision schemes. However, existing solutions are memory- intensive, do not scale well to large grids, or do not work reliably on grids describing complex geometries. In this paper, we propose a data structure and associated construction algorithm for fast cell location in unstructured grids, and apply it to the interpolation problem. Based on the concept of bounding interval hierarchies, the proposed approach is memory-efficient, fast and numerically robust. We examine the performance characteristics of the proposed approach and compare it to existing approaches using a number of benchmark problems related to vector field visualization. Furthermore, we demonstrate that our approach can successfully accommodate large datasets, and discuss application to visualization on both CPUs and GPUs.","https://ieeexplore.ieee.org/document/5613496/","LOCKED","5613496","University of California, Davis","https://ieeexplore.ieee.org/author/37282573700","1","Christoph Garth","37282573700","University of California, Davis","https://ieeexplore.ieee.org/author/37267811400","2","Kenneth I. Joy","37267811400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","Journals","10.1109/TVCG.2010.156","1550","https://ieeexplore.ieee.org/document/5613496/","unstructured grids","cell location","interpolation","vector field visualization","","","","","","Interpolation","Data visualization","Indexes","Arrays","Octrees","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613496","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","48","1541","Fast, Memory-Efficient Cell Location in Unstructured Grids for Visualization","16"
"Statistical data associated with geographic regions is nowadays globally available in large amounts and hence automated methods to visually display these data are in high demand. There are several well-established thematic map types for quantitative data on the ratio-scale associated with regions: choropleth maps, cartograms, and proportional symbol maps. However, all these maps suffer from limitations, especially if large data values are associated with small regions. To overcome these limitations, we propose a novel type of quantitative thematic map, the necklace map. In a necklace map, the regions of the underlying two-dimensional map are projected onto intervals on a one-dimensional curve (the necklace) that surrounds the map regions. Symbols are scaled such that their area corresponds to the data of their region and placed without overlap inside the corresponding interval on the necklace. Necklace maps appear clear and uncluttered and allow for comparatively large symbol sizes. They visualize data sets well which are not proportional to region sizes. The linear ordering of the symbols along the necklace facilitates an easy comparison of symbol sizes. One map can contain several nested or disjoint necklaces to visualize clustered data. The advantages of necklace maps come at a price: the association between a symbol and its region is weaker than with other types of maps. Interactivity can help to strengthen this association if necessary. We present an automated approach to generate necklace maps which allows the user to interactively control the final symbol placement. We validate our approach with experiments using various data sets and maps.","https://ieeexplore.ieee.org/document/5613424/","LOCKED","5613424","Tech. Univ. Eindhoven, Eindhoven, Netherlands","https://ieeexplore.ieee.org/author/37591266000","1","authro Speckmann","37591266000","Tech. Univ. Eindhoven, Eindhoven, Netherlands","https://ieeexplore.ieee.org/author/37591265900","2","Kevin Verbeek","37591265900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","Journals","10.1109/TVCG.2010.180","889","https://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=5613424","Geographic Visualization","Automated Cartography","Proportional Symbol Maps","Necklace Maps","","","","","","Silicon","Shape","Data visualization","Internet","Niobium","Africa","Labeling","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613424","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","49","881","Necklace Maps","16"
"Most images used in visualization are computed with the planar pinhole camera. This classic camera model has important advantages such as simplicity, which enables efficient software and hardware implementations, and similarity to the human eye, which yields images familiar to the user. However, the planar pinhole camera has only a single viewpoint, which limits images to parts of the scene to which there is direct line of sight. In this paper we introduce the curved ray camera to address the single viewpoint limitation. Rays are C1-continuous curves that bend to circumvent occluders. Our camera is designed to provide a fast 3-D point projection operation, which enables interactive visualization. The camera supports both 3-D surface and volume datasets. The camera is a powerful tool that enables seamless integration of multiple perspectives for overcoming occlusions in visualization while minimizing distortions.","https://ieeexplore.ieee.org/document/5613463/","LOCKED","5613463","Purdue University","https://ieeexplore.ieee.org/author/37593526600","1","Jian Cui","37593526600","University of Utah","https://ieeexplore.ieee.org/author/37398611400","2","Paul Rosen","37398611400","Purdue University","https://ieeexplore.ieee.org/author/37272425500","3","Voicu Popescu","37272425500","Purdue University","https://ieeexplore.ieee.org/author/37359029500","4","Christoph Hoffmann","37359029500","","","","","","","","","","","","","","","","","","","","","","","","","","21","1","Journals","10.1109/TVCG.2010.127","1242","https://ieeexplore.ieee.org/document/5613463/","Alleviating occlusions","camera model","curved rays","multiperspective visualization","interactive visualization","","","","","Cameras","Rendering (computer graphics)","Data visualization","Visualization","Mathematical model","Computational modeling","Context","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613463","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","50","1235","A Curved Ray Camera for Handling Occlusions through Continuous Multiperspective Visualization","16"
"We introduce a flexible technique for interactive exploration of vector field data through classification derived from user-specified feature templates. Our method is founded on the observation that, while similar features within the vector field may be spatially disparate, they share similar neighborhood characteristics. Users generate feature-based visualizations by interactively highlighting well-accepted and domain specific representative feature points. Feature exploration begins with the computation of attributes that describe the neighborhood of each sample within the input vector field. Compilation of these attributes forms a representation of the vector field samples in the attribute space. We project the attribute points onto the canonical 2D plane to enable interactive exploration of the vector field using a painting interface. The projection encodes the similarities between vector field points within the distances computed between their associated attribute points. The proposed method is performed at interactive rates for enhanced user experience and is completely flexible as showcased by the simultaneous identification of diverse feature types.","https://ieeexplore.ieee.org/document/5613498/","LOCKED","5613498","Sch. of Comput. & Sci. Comput., Univ. of Utah, Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37602531100","1","Joel Daniels II","37602531100","Sch. of Comput. & Sci. Comput., Univ. of Utah, Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37592852700","2","Erik W. Anderson","37592852700","Inst. de Cienc. Matemdticas e de Comput., Univ. de Sao Paulo, Sao Paulo, Brazil","https://ieeexplore.ieee.org/author/37590974800","3","Luis Gustavo Nonato","37590974800","Sch. of Comput. & Sci. Comput., Univ. of Utah, Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37275249200","4","Claudio T. Silva","37275249200","","","","","","","","","","","","","","","","","","","","","","","","","","29","2","Journals","10.1109/TVCG.2010.170","1568","https://ieeexplore.ieee.org/document/5613498/","vector field","data clustering","feature classification","high-dimensional data","user interaction","","","","","Feature extraction","Data visualization","Vectors","Aerospace electronics","Linear systems","Painting","Visualization","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613498","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","51","1560","Interactive Vector Field Feature Identification","16"
"Radial visualizations play an important role in the information visualization community. But the decision to choose a radial coordinate system is rather based on intuition than on scientific foundations. The empirical approach presented in this paper aims at uncovering strengths and weaknesses of radial visualizations by comparing them to equivalent ones in Cartesian coordinate systems. We identified memorizing positions of visual elements as a generic task when working with visualizations. A first study with 674 participants provides a broad data spectrum for exploring differences between the two visualization types. A second, complementing study with fewer participants focuses on further questions raised by the first study. Our findings document that Cartesian visualizations tend to outperform their radial counterparts especially with respect to answer times. Nonetheless, radial visualization seem to be more appropriate for focusing on a particular data dimension.","https://ieeexplore.ieee.org/document/5613430/","LOCKED","5613430","University of Trier","https://ieeexplore.ieee.org/author/37275546500","1","Stephan Diehl","37275546500","University of Trier","https://ieeexplore.ieee.org/author/37586060300","2","Fabian Beck","37586060300","University of Stuttgart","https://ieeexplore.ieee.org/author/37586953400","3","Michael Burch","37586953400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","0","Journals","10.1109/TVCG.2010.209","942","https://ieeexplore.ieee.org/document/5613430/","radial visualization","user study","visual memory","","","","","","","Visualization","Data visualization","Context","Accuracy","Shape","Color","Electronic mail","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613430","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","52","935","Uncovering Strengths and Weaknesses of Radial Visualizations---an Empirical Approach","16"
"In flow simulations the behavior and properties of particle trajectories often depend on the physical geometry contained in the simulated environment. Understanding the flow in and around the geometry itself is an important part of analyzing the data. Previous work has often utilized focus+context rendering techniques, with an emphasis on showing trajectories while simplifying or illustratively rendering the physical areas. Our research instead emphasizes the local relationship between particle paths and geometry by using a projected multi-field visualization technique. The correlation between a particle path and its surrounding area is calculated on-the-fly and displayed in a non-intrusive manner. In addition, we support visual exploration and comparative analysis through the use of linked information visualization, such as manipulatable curve plots and one-on-one similarity plots. Our technique is demonstrated on particle trajectories from a groundwater simulation and a computer room airflow simulation, where the flow of particles is highly influenced by the dense geometry.","https://ieeexplore.ieee.org/document/5613501/","LOCKED","5613501","Univ. of California, Davis, CA, USA","https://ieeexplore.ieee.org/author/37598134900","1","Chad Jones","37598134900","Univ. of California, Davis, CA, USA","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2010.218","1594","https://ieeexplore.ieee.org/document/5613501/","flow visualization","multi-field visualization","focus+context visualization","coordinated linked views","","","","","","Trajectory","Rendering (computer graphics)","Geometry","Data visualization","Solids","Context","Image color analysis","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613501","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","53","1587","Visualizing Flow Trajectories Using Locality-based Rendering and Warped Curve Plots","16"
"We are interested in 3-dimensional images given as arrays of voxels with intensity values. Extending these values to a continuous function, we study the robustness of homology classes in its level and interlevel sets, that is, the amount of perturbation needed to destroy these classes. The structure of the homology classes and their robustness, over all level and interlevel sets, can be visualized by a triangular diagram of dots obtained by computing the extended persistence of the function. We give a fast hierarchical algorithm using the dual complexes of oct-tree approximations of the function. In addition, we show that for balanced oct-trees, the dual complexes are geometrically realized in R3 and can thus be used to construct level and interlevel sets. We apply these tools to study 3-dimensional images of plant root systems.","https://ieeexplore.ieee.org/document/5613465/","LOCKED","5613465","IST Austria, Klosterneuburg, Austria","https://ieeexplore.ieee.org/author/37590978100","1","Paul Bendich","37590978100","IST Austria, Klosterneuburg, Austria","https://ieeexplore.ieee.org/author/37282291100","2","Herbert Edelsbrunner","37282291100","IST Austria, Klosterneuburg, Austria","https://ieeexplore.ieee.org/author/37605935300","3","Michael Kerber","37605935300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","0","Journals","10.1109/TVCG.2010.139","1260","https://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=5613465","voxel arrays","oct-trees","persistent homology","persistence diagrams","level sets","robustness","approximations","plant roots","","Level set","Robustness","Approximation methods","Approximation algorithms","Diamond-like carbon","Software algorithms","Piecewise linear approximation","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613465","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","54","1251","Computing Robustness and Persistence for Images","16"
"In this work we present, apply, and evaluate a novel, interactive visualization model for comparative analysis of structural variants and rearrangements in human and cancer genomes, with emphasis on data integration and uncertainty visualization. To support both global trend analysis and local feature detection, this model enables explorations continuously scaled from the high-level, complete genome perspective, down to the low-level, structural rearrangement view, while preserving global context at all times. We have implemented these techniques in Gremlin, a genomic rearrangement explorer with multi-scale, linked interactions, which we apply to four human cancer genome data sets for evaluation. Using an insight-based evaluation methodology, we compare Gremlin to Circos, the state-of-the-art in genomic rearrangement visualization, through a small user study with computational biologists working in rearrangement analysis. Results from user study evaluations demonstrate that this visualization model enables more total insights, more insights per minute, and more complex insights than the current state-of-the-art for visual analysis and exploration of genome rearrangements.","https://ieeexplore.ieee.org/document/5613428/","LOCKED","5613428","Brown University","https://ieeexplore.ieee.org/author/37587217600","1","Trevor O'Brien","37587217600","Brown University","https://ieeexplore.ieee.org/author/37591075900","2","Anna Ritz","37591075900","Brown University","https://ieeexplore.ieee.org/author/37271723100","3","Benjamin Raphael","37271723100","Brown University","https://ieeexplore.ieee.org/author/37275712600","4","David Laidlaw","37275712600","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","Journals","10.1109/TVCG.2010.163","926","https://ieeexplore.ieee.org/document/5613428/","Information visualization","bioinformatics","insight-based evaluation.","","","","","","","Bioinformatics","Genomics","Biological cells","Humans","Data visualization","Visualization","Computational modeling","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613428","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","55","918","Gremlin: An Interactive Visualization Model for Analyzing Genomic Rearrangements","16"
"We introduce eSeeTrack, an eye-tracking visualization prototype that facilitates exploration and comparison of sequential gaze orderings in a static or a dynamic scene. It extends current eye-tracking data visualizations by extracting patterns of sequential gaze orderings, displaying these patterns in a way that does not depend on the number of fixations on a scene, and enabling users to compare patterns from two or more sets of eye-gaze data. Extracting such patterns was very difficult with previous visualization techniques. eSeeTrack combines a timeline and a tree-structured visual representation to embody three aspects of eye-tracking data that users are interested in: duration, frequency and orderings of fixations. We demonstrate the usefulness of eSeeTrack via two case studies on surgical simulation and retail store chain data. We found that eSeeTrack allows ordering of fixations to be rapidly queried, explored and compared. Furthermore, our tool provides an effective and efficient mechanism to determine pattern outliers. This approach can be effective for behavior analysis in a variety of domains that are described at the end of this paper.","https://ieeexplore.ieee.org/document/5613432/","LOCKED","5613432","University of Victoria","https://ieeexplore.ieee.org/author/38258838800","1","Hoi Ying Tsang","38258838800","University of Victoria","https://ieeexplore.ieee.org/author/37275861300","2","Melanie Tory","37275861300","University of Victoria, Locarna Systems","https://ieeexplore.ieee.org/author/37267462600","3","Colin Swindells","37267462600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","1","Journals","10.1109/TVCG.2010.149","962","https://ieeexplore.ieee.org/document/5613432/","eye-tracking","fixation pattern","timeline","tree-structured visualization","","","","","","Data visualization","Surgery","Image color analysis","Visualization","Promotion - marketing","Data models","Heating","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613432","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","56","953","eSeeTrack—Visualizing Sequential Fixation Patterns","16"
"We present TanGeoMS, a tangible geospatial modeling visualization system that couples a laser scanner, projector, and a flexible physical three-dimensional model with a standard geospatial information system (GIS) to create a tangible user interface for terrain data. TanGeoMS projects an image of real-world data onto a physical terrain model. Users can alter the topography of the model by modifying the clay surface or placing additional objects on the surface. The modified model is captured by an overhead laser scanner then imported into a GIS for analysis and simulation of real-world processes. The results are projected back onto the surface of the model providing feedback on the impact of the modifications on terrain parameters and simulated processes. Interaction with a physical model is highly intuitive, allowing users to base initial design decisions on geospatial data, test the impact of these decisions in GIS simulations, and use the feedback to improve their design. We demonstrate the system on three applications: investigating runoff management within a watershed, assessing the impact of storm surge on barrier islands, and exploring landscape rehabilitation in military training areas.","https://ieeexplore.ieee.org/document/5613503/","LOCKED","5613503","North Carolina State University","https://ieeexplore.ieee.org/author/37550412000","1","Laura Tateosian","37550412000","North Carolina State University","https://ieeexplore.ieee.org/author/37564680200","2","Helena Mitasova","37564680200","University of Oxford","","3","Brendan Harmon","","North Carolina State University","https://ieeexplore.ieee.org/author/37589580700","4","Brent Fogleman","37589580700","North Carolina State University","https://ieeexplore.ieee.org/author/37603897600","5","Katherine Weaver","37603897600","US Army Research Office","","6","Russel Harmon","","","","","","","","","","","","","","","","","21","0","Journals","10.1109/TVCG.2010.202","1612","https://ieeexplore.ieee.org/document/5613503/","visualization system","geographic/geospatial visualization","terrain visualization","tangible user interface","collaborative visualization","human-computer interaction","","","","Solid modeling","Computational modeling","Analytical models","Data models","Surface topography","Geospatial analysis","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613503","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","57","1605","TanGeoMS: Tangible Geospatial Modeling System","16"
"We present a technique for visualizing complicated mathematical surfaces that is inspired by hand-designed topological illustrations. Our approach generates exploded views that expose the internal structure of such a surface by partitioning it into parallel slices, which are separated from each other along a single linear explosion axis. Our contributions include a set of simple, prescriptive design rules for choosing an explosion axis and placing cutting planes, as well as automatic algorithms for applying these rules. First we analyze the input shape to select the explosion axis based on the detected rotational and reflective symmetries of the input model. We then partition the shape into slices that are designed to help viewers better understand how the shape of the surface and its cross-sections vary along the explosion axis. Our algorithms work directly on triangle meshes, and do not depend on any specific parameterization of the surface. We generate exploded views for a variety of mathematical surfaces using our system.","https://ieeexplore.ieee.org/document/5613471/","LOCKED","5613471","UC Berkeley","https://ieeexplore.ieee.org/author/37603800800","1","Olga Karpenko","37603800800","Adobe Systems","https://ieeexplore.ieee.org/author/37597594400","2","Wilmot Li","37597594400","KAUST / IIT Delhi","https://ieeexplore.ieee.org/author/37591261000","3","Niloy Mitra","37591261000","UC Berkeley","https://ieeexplore.ieee.org/author/37282718200","4","Maneesh Agrawala","37282718200","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2010.151","1318","https://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=5613471","exploded view diagrams","mathematical visualization","symmetry","","","","","","","Explosions","Shape","Rendering (computer graphics)","Geometry","Three dimensional displays","Visualization","Algorithm design and analysis","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613471","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","58","1311","Exploded View Diagrams of Mathematical Surfaces","16"
"How do we know if what we see is really there? When visualizing data, how do we avoid falling into the trap of apophenia where we see patterns in random noise? Traditionally, infovis has been concerned with discovering new relationships, and statistics with preventing spurious relationships from being reported. We pull these opposing poles closer with two new techniques for rigorous statistical inference of visual discoveries. The ""Rorschach"" helps the analyst calibrate their understanding of uncertainty and ""line-up"" provides a protocol for assessing the significance of visual discoveries, protecting against the discovery of spurious structure.","https://ieeexplore.ieee.org/document/5613434/","LOCKED","5613434","Rice University","https://ieeexplore.ieee.org/author/37591246300","1","Hadley Wickham","37591246300","Iowa State University","https://ieeexplore.ieee.org/author/37358631700","2","Dianne Cook","37358631700","Iowa State University","https://ieeexplore.ieee.org/author/37592793000","3","Heike Hofmann","37592793000","Wharton School, University of Pennsylvania","https://ieeexplore.ieee.org/author/37591245700","4","Andreas Buja","37591245700","","","","","","","","","","","","","","","","","","","","","","","","","","42","0","Journals","10.1109/TVCG.2010.161","979","https://ieeexplore.ieee.org/document/5613434/","Statistics","visual testing","permutation tests","null hypotheses","data plot","","","","","Protocols","Tag clouds","Visualization","Testing","Accuracy","Histograms","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613434","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","59","973","Graphical inference for infovis","16"
