"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We propose a set of techniques that support visual interpretation of trajectory clusters by transforming absolute time references into relative positions within temporal cycles or with respect to the starting and/or ending times of the trajectories. We demonstrate the work of the approach on a real data set about individual movement over one year.","https://ieeexplore.ieee.org/document/5653580/","LOCKED","5653580","University of Bonn and Fraunhofer Institute IAIS","https://ieeexplore.ieee.org/author/37283047100","1","Gennady Andrienko","37283047100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Bonn and Fraunhofer Institute IAIS","https://ieeexplore.ieee.org/author/37283047700","2","Natalia Andrienko","37283047700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653580","214","https://ieeexplore.ieee.org/document/5653580/","","","","","","","","Trajectory","Visual analytics","Data visualization","Clutter","Tracking","Image color analysis","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653580","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","24","213","Poster: Dynamic time transformation for interpreting clusters of trajectories with space-time cube"
"This article describes the sense-making process we applied to solve the VAST 2010 Mini Challenge 1 using the visual analytics system Jigsaw. We focus on Jigsaw's data ingest and evidence marshalling features and discuss how they are beneficial for a holistic sense-making experience.","https://ieeexplore.ieee.org/document/5653042/","LOCKED","5653042","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592993600","1","Zhicheng Liu","37592993600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37428446300","2","Carsten Görg","37428446300","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592890600","3","Jaeyeon Kihm","37592890600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37599320600","4","Hanseung Lee","37599320600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37602784600","5","Jaegul Choo","37602784600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37277119500","6","Haesun Park","37277119500","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37267736900","7","John Stasko","37267736900","","","","","","","","","","","","","","","","2","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653042","272","https://ieeexplore.ieee.org/document/5653042/","Visual analytics","investigative analysis","information visualization","data ingestion","evidence marshalling","","","Visual analytics","XML","Social networking (online)","Data visualization","Fixtures","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653042","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","25","271","Data ingestion and evidence marshalling in Jigsaw VAST 2010 Mini Challenge 1 award: Good support for data ingest"
"This poster describes our progress in developing an interactive linear modeling system that supports the modeling approach described by Daniel and Wood. Our visual interface permits analysts to build sets of possible models and then creates appropriate visualizations to permit human-in-the-loop model comparison and selection.","https://ieeexplore.ieee.org/document/5649831/","LOCKED","5649831","Computer Science Department Stanford University","https://ieeexplore.ieee.org/author/37604514900","1","Justin Talbot","37604514900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Science Department Stanford University","https://ieeexplore.ieee.org/author/37349803800","2","Pat Hanrahan","37349803800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5649831","254","https://ieeexplore.ieee.org/document/5649831/","H.5.2 [Information Interfaces and Presentation]: User Interfaces-Graphical user interfaces","","","","","","","Analytical models","Mathematical model","Predictive models","Adaptation model","Data visualization","Data models","Visual analytics","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5649831","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","26","253","Adapting Daniel and Wood's modeling approach to interactive visual analytics"
"The massive amount of financial time series data that originates from the stock market generates large amounts of complex data of high interest. However, adequate solutions that can effectively handle the information in order to gain insight and to understand the market mechanisms are rare. In this paper, we present two techniques and applications that enable the user to interactively analyze large amounts of time series data in real-time in order to get insight into the development of assets, market sectors, countries, and the financial market as a whole. The first technique allows users to quickly analyze combinations of single assets, market sectors as well as countries, compare them to each other, and to visually discover the periods of time where market sectors and countries get into turbulence. The second application clusters a selection of large amounts of financial time series data according to their similarity, and analyzes the distribution of the assets among market sectors. This allows users to identify the characteristic graphs which are representative for the development of a particular market sector, and also to identify the assets which behave considerably differently compared to other assets in the same sector. Both applications allow the user to perform investigative exploration techniques and interactive visual analysis in real-time.","https://ieeexplore.ieee.org/document/5652530/","LOCKED","5652530","University of Konstanz","https://ieeexplore.ieee.org/author/37606028000","1","Hartmut Ziegler","37606028000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Konstanz","https://ieeexplore.ieee.org/author/37589560900","2","Marco Jenny","37589560900","University of Konstanz","https://ieeexplore.ieee.org/author/37589560700","3","Tino Gruse","37589560700","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652530","90","https://ieeexplore.ieee.org/document/5652530/","Visual Analytics","Financial Information Visualization","Time Series Data","Time Series Clustering","Explorative Analysis","","","Time series analysis","Data visualization","Pixel","Real time systems","Visualization","Clustering algorithms","Stock markets","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652530","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","27","83","Visual market sector analysis for financial time series data"
"DimStiller is a system for dimensionality reduction and analysis. It frames the task of understanding and transforming input dimensions as a series of analysis steps where users transform data tables by chaining together different techniques, called operators, into pipelines of expressions. The individual operators have controls and views that are linked together based on the structure of the expression. Users interact with the operator controls to tune parameter choices, with immediate visual feedback guiding the exploration of local neighborhoods of the space of possible data tables. DimStiller also provides global guidance for navigating data-table space through expression templates called workflows, which permit re-use of common patterns of analysis.","https://ieeexplore.ieee.org/document/5652392/","LOCKED","5652392","University of British Columbia","https://ieeexplore.ieee.org/author/37587716200","1","Stephen Ingram","37587716200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of British Columbia","https://ieeexplore.ieee.org/author/37349490300","2","Tamara Munzner","37349490300","University of Victoria","https://ieeexplore.ieee.org/author/37589529600","3","Veronika Irvine","37589529600","University of Victoria","https://ieeexplore.ieee.org/author/37275861300","4","Melanie Tory","37275861300","Simon Fraser University","https://ieeexplore.ieee.org/author/37418878100","5","Steven Bergner","37418878100","Simon Fraser University","https://ieeexplore.ieee.org/author/37275858700","6","Torsten Möller","37275858700","","","","","","","","","","","","","","","","","","","","","43","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652392","10","https://ieeexplore.ieee.org/document/5652392/","","","","","","","","Pipelines","Image color analysis","Visualization","Algorithm design and analysis","Correlation","Aerospace electronics","Noise","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652392","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","28","3","DimStiller: Workflows for dimensional analysis and reduction"
"Text visualization becomes an increasingly more important research topic as the need to understand massive-scale textual information is proven to be imperative for many people and businesses. However, it is still very challenging to design effective visual metaphors to represent large corpora of text due to the unstructured and high-dimensional nature of text. In this paper, we propose a data model that can be used to represent most of the text corpora. Such a data model contains four basic types of facets: time, category, content (unstructured), and structured facet. To understand the corpus with such a data model, we develop a hybrid visualization by combining the trend graph with tag-clouds. We encode the four types of data facets with four separate visual dimensions. To help people discover evolutionary and correlation patterns, we also develop several visual interaction methods that allow people to interactively analyze text by one or more facets. Finally, we present two case studies to demonstrate the effectiveness of our solution in support of multi-faceted visual analysis of text corpora.","https://ieeexplore.ieee.org/document/5652931/","LOCKED","5652931","IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China","https://ieeexplore.ieee.org/author/37287511900","1","Lei Shi","37287511900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China","https://ieeexplore.ieee.org/author/37396839900","2","Furu Wei","37396839900","IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China","https://ieeexplore.ieee.org/author/37406039100","3","Shixia Liu","37406039100","IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China","https://ieeexplore.ieee.org/author/37597343100","4","Li Tan","37597343100","IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China","https://ieeexplore.ieee.org/author/37604004300","5","Xiaoxiao Lian","37604004300","IBM Research - Almaden, 650 Harry Road San Jose, CA 95120, USA","https://ieeexplore.ieee.org/author/37399569300","6","Michelle X. Zhou","37399569300","","","","","","","","","","","","","","","","","","","","","30","14","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652931","106","https://ieeexplore.ieee.org/document/5652931/","text visualization","multi-facet data visualization","","","","","","Data visualization","Visualization","Layout","Correlation","Navigation","Data models","Data mining","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652931","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","29","99","Understanding text corpora with multiple facets"
"Information foraging and sensemaking with heterogeneous information are context-dependent activities. Thus visual analytics tools to support these activities must incorporate context. But, context is a difficult concept to define, model, and represent. Creating and representing context in support of visually-enabled reasoning about complex problems with complex information is a complementary but different challenge than that addressed in context-aware computing. In the latter, the goal is automated adaptation of the system to meet user needs for applications such as mobile location-based services where information about the location, the user, and the user goals filters what gets presented on a small mobile device. In contrast, for visual analytics-enabled information foraging and sensemaking, the user is likely to take an active role in foraging for the contextual information needed to support sensemaking in relation to some multifaceted problem. In this paper, we address the challenges of constructing and representing context within visual interfaces that support analytical reasoning in crisis management and humanitarian relief. The challenges stem from the diverse forms of information that can provide context and difficulty in defining and operationalizing context itself. Here, we pay particular attention to document foraging to support construction of the geographic and historical context within which monitoring and sensemaking can be carried out. Specifically, we present the concept of geo-historical context (GHC) and outline an empirical assessment of both the concept and its implementation in the Context Discovery Application, a web-based tool that supports document foraging and sensemaking.","https://ieeexplore.ieee.org/document/5652895/","LOCKED","5652895","Department of Information Sciences and Technologies, Rochester Institute of Technology","https://ieeexplore.ieee.org/author/37591184300","1","Brian Tomaszewski","37591184300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GeoVISTA Center, Dept. of Geography, The Pennsylvania State University","https://ieeexplore.ieee.org/author/37374699000","2","Alan M. MacEachren","37374699000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652895","146","https://ieeexplore.ieee.org/document/5652895/","context","foraging","sensemaking","mapping","text analysis","geographic information retrieval","","Context","Cognition","Context modeling","Ontologies","Computational modeling","Semantics","Data models","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652895","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","30","139","Geo-historical context support for information foraging and sensemaking: Conceptual model, implementation, and assessment"
"Modern machine learning techniques provide robust approaches for data-driven modeling and critical information extraction, while human experts hold the advantage of possessing high-level intelligence and domain-specific expertise. We combine the power of the two for anomaly detection in GPS data by integrating them through a visualization and human-computer interaction interface. In this paper we introduce GPSvas (GPS Visual Analytics System), a system that detects anomalies in GPS data using the approach of visual analytics: a conditional random field (CRF) model is used as the machine learning component for anomaly detection in streaming GPS traces. A visualization component and an interactive user interface are built to visualize the data stream, display significant analysis results (i.e., anomalies or uncertain predications) and hidden information extracted by the anomaly detection model, which enable human experts to observe the real-time data behavior and gain insights into the data flow. Human experts further provide guidance to the machine learning model through the interaction tools; the learning model is then incrementally improved through an active learning procedure.","https://ieeexplore.ieee.org/document/5652467/","LOCKED","5652467","University of Illinois at Urbana-Champaign","https://ieeexplore.ieee.org/author/37591746700","1","Zicheng Liao","37591746700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Illinois at Urbana-Champaign","https://ieeexplore.ieee.org/author/37578164900","2","Yizhou Yu","37578164900","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37600013700","3","Baoquan Chen","37600013700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","17","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652467","58","https://ieeexplore.ieee.org/document/5652467/","H.1.2 [Models and Principles]: User/Machine Systems-Human information processing","H.5.2 [Information Interfaces and Presentation]: User Interfaces-Graphics user interfaces","I.5.2 [Pattern Recognition]: Design Methodology-Pattern analysis","Feature evaluation and selection","","","","Global Positioning System","Data visualization","Data models","Histograms","Training","Humans","Machine learning","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652467","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","31","51","Anomaly detection in GPS data based on visual analytics"
"In risk assessment applications well informed decisions are made based on huge amounts of multi-dimensional data. In many domains not only the risk of a wrong decision, but in particular the trade-off between the costs of possible decisions are of utmost importance. In this paper we describe a framework tightly integrating interactive visual exploration with machine learning to support the decision making process. The proposed approach uses a series of interactive 2D visualizations of numeric and ordinal data combined with visualization of classification models. These series of visual elements are further linked to the classifier's performance visualized using an interactive performance curve. An interactive decision point on the performance curve allows the decision maker to steer the classification model and instantly identify the critical, cost changing data elements, in the various linked visualizations. The critical data elements are represented as images in order to trigger associations related to the knowledge of the expert. In this context the data visualization and classification results are not only linked together, but are also linked back to the classification model. Such a visual analytics framework allows the user to interactively explore the costs of his decisions for different settings of the model and accordingly use the most suitable classification model and make more informed and reliable decisions. A case study on data from the Forensic Psychiatry domain reveals the usefulness of the suggested approach.","https://ieeexplore.ieee.org/document/5652398/","LOCKED","5652398","Intelligent Systems Lab Amsterdam, University of Amsterdam","https://ieeexplore.ieee.org/author/37589528300","1","Malgorzata Migut","37589528300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intelligent Systems Lab Amsterdam, University of Amsterdam","https://ieeexplore.ieee.org/author/37267865600","2","Marcel Worring","37267865600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","1","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652398","18","https://ieeexplore.ieee.org/document/5652398/","Visual Analytics","Interactive Visual Exploration","Decision Boundary Visualization","Multi-dimensional Space","Classification","","","Data visualization","Risk management","Visualization","Data models","Image color analysis","Context","Forensics","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652398","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","32","11","Visual exploration of classification models for risk assessment"
"The final product of an analyst's investigation using a visualization is often a report of the discovered knowledge, as well as the methods employed and reasoning behind the discovery. We believe that analysts may have difficulty keeping track of their knowledge discovery process and will require tools to assist in accurately recovering their reasoning. We first report on a study examining analysts' recall of their strategies and methods, demonstrating their lack of memory of the path of knowledge discovery. We then explore whether a tool visualizing the steps of the visual analysis can aid users in recalling their reasoning process. The results of our second study indicate that visualizations of interaction logs can serve as an effective memory aid, allowing analysts to recall additional details of their strategies and decisions.","https://ieeexplore.ieee.org/document/5653598/","LOCKED","5653598","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37601288800","1","Heather Richter Lipford","37601288800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37601289000","2","Felesia Stukes","37601289000","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37606064200","3","Wenwen Dou","37606064200","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37601287300","4","Matthew E. Hawkins","37601287300","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37592409400","5","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653598","194","https://ieeexplore.ieee.org/document/5653598/","Visual analytics","visualization","reasoning process","","","","","Cognition","Visualization","Data visualization","Heating","Interviews","Encoding","Pharmaceuticals","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653598","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","33","187","Helping users recall their reasoning process"
"Diagnosing faults in an operational computer network is a frustrating, time-consuming exercise. Despite advances, automatic diagnostic tools are far from perfect: they occasionally miss the true culprit and are mostly only good at narrowing down the search to a few potential culprits. This uncertainty and the inability to extract useful sense from tool output renders most tools not usable to administrators. To bridge this gap, we present NetClinic, a visual analytics system that couples interactive visualization with an automated diagnostic tool for enterprise networks. It enables administrators to verify the output of the automatic analysis at different levels of detail and to move seamlessly across levels while retaining appropriate context. A qualitative user study shows that NetClinic users can accurately identify the culprit, even when it is not present in the suggestions made by the automated component. We also find that supporting a variety of sensemaking strategies is a key to the success of systems that enhance automated diagnosis.","https://ieeexplore.ieee.org/document/5652910/","LOCKED","5652910","Microsoft Research, Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592993600","1","Zhicheng Liu","37592993600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Microsoft Research","https://ieeexplore.ieee.org/author/37293389400","2","Bongshin Lee","37293389400","Microsoft Research","https://ieeexplore.ieee.org/author/37591286400","3","Srikanth Kandula","37591286400","Microsoft Research","https://ieeexplore.ieee.org/author/37603074200","4","Ratul Mahajan","37603074200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652910","138","https://ieeexplore.ieee.org/document/5652910/","Sensemaking","Semantic Graph Layout","Visual Analytics","Network Diagnosis","Information Visualization","","","Layout","Radiation detectors","Visualization","Cognition","Electronic mail","Semantics","Servers","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652910","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","34","131","NetClinic: Interactive visualization to enhance automated fault diagnosis in enterprise networks"
"Co-located collaboration can be extremely valuable during complex visual analytics tasks. This paper presents an exploratory study of a system designed to support collaborative visual analysis tasks on a digital tabletop display. Fifteen participant pairs employed Cam-biera, a visual analytics system, to solve a problem involving 240 digital documents. Our analysis, supported by observations, system logs, questionnaires, and interview data, explores how pairs approached the problem around the table. We contribute a unique, rich understanding of how users worked together around the table and identify eight types of collaboration styles that can be used to identify how closely people work together while problem solving. We show how the closeness of teams' collaboration influenced how well they performed on the task overall. We further discuss the role of the tabletop for visual analytics tasks and derive novel design implications for future co-located collaborative tabletop problem solving systems.","https://ieeexplore.ieee.org/document/5652880/","LOCKED","5652880","INRIA","https://ieeexplore.ieee.org/author/37591317800","1","Petra Isenberg","37591317800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Microsoft Research","https://ieeexplore.ieee.org/author/37542391000","2","Danyel Fisher","37542391000","Microsoft Research","https://ieeexplore.ieee.org/author/37600344900","3","Meredith Ringel Morris","37600344900","Microsoft Research","https://ieeexplore.ieee.org/author/37562971500","4","Kori Inkpen","37562971500","Microsoft Research","https://ieeexplore.ieee.org/author/37563799500","5","Mary Czerwinski","37563799500","","","","","","","","","","","","","","","","","","","","","","","","","","43","2","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652880","186","https://ieeexplore.ieee.org/document/5652880/","K.5.3 [Information Interfaces and Presentation]: Group and Organization Interfaces","","","","","","","Collaboration","Visual analytics","Data visualization","Problem-solving","Image color analysis","Context","Video coding","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652880","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","35","179","An exploratory study of co-located collaborative visual analytics around a tabletop display"
