"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Large scale and structurally complex volume datasets from high-resolution 3D imaging devices or computational simulations pose a number of technical challenges for interactive visual analysis. In this paper, we present the first integration of a multiscale volume representation based on tensor approximation within a GPU-accelerated out-of-core multiresolution rendering framework. Specific contributions include (a) a hierarchical brick-tensor decomposition approach for pre-processing large volume data, (b) a GPU accelerated tensor reconstruction implementation exploiting CUDA capabilities, and (c) an effective tensor-specific quantization strategy for reducing data transfer bandwidth and out-of-core memory footprint. Our multiscale representation allows for the extraction, analysis and display of structural features at variable spatial scales, while adaptive level-of-detail rendering methods make it possible to interactively explore large datasets within a constrained memory footprint. The quality and performance of our prototype system is evaluated on large structurally complex datasets, including gigabyte-sized micro-tomographic volumes.","https://ieeexplore.ieee.org/document/6064978/","LOCKED","6064978","University of Zurich, Switzerland","","University of Zurich, Switzerland","","https://ieeexplore.ieee.org/author/38017011900","1","Susanne K. Suter","38017011900","CRS4, Italy","CRS4, Italy","","https://ieeexplore.ieee.org/author/37087415476","2","Jose A. Iglesias Guitian","37087415476","CRS4, Italy","CRS4, Italy","https://ieeexplore.ieee.org/author/37550808100","3","Fabio Marton","37550808100","CRS4, Italy","CRS4, Italy","https://ieeexplore.ieee.org/author/37991435500","4","Marco Agus","37991435500","University of Zurich, Switzerland","University of Zurich, Switzerland","","https://ieeexplore.ieee.org/author/38017012300","5","Andreas Elsener","38017012300","University of Zurich, Switzerland","University of Zurich, Switzerland","","https://ieeexplore.ieee.org/author/38017013500","6","Christoph P.E. Zollikofer","38017013500","University of California, Irvine, USA","University of California, Irvine, USA","https://ieeexplore.ieee.org/author/37271691400","7","M. Gopi","37271691400","CRS4, Italy","CRS4, Italy","https://ieeexplore.ieee.org/author/37346861300","8","Enrico Gobbetti","37346861300","University of Zurich, Switzerland","University of Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282193800","9","Renato Pajarola","37282193800","37","0","Journals","10.1109/TVCG.2011.214","793","2143","https://ieeexplore.ieee.org/document/6064978/","GPU/CUDA","multiscale","tensor reconstruction","interactive volume visualization","multiresolution rendering.","","","","","Tensile stress","Graphics processing unit","Quantization","Rendering (computer graphics)","Instruction sets","Approximation methods","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064978","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","52","2135","Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization","17"
"Color vision deficiency (CVD) affects a high percentage of the population worldwide. When seeing a volume visualization result, persons with CVD may be incapable of discriminating the classification information expressed in the image if the color transfer function or the color blending used in the direct volume rendering is not appropriate. Conventional methods used to address this problem adopt advanced image recoloring techniques to enhance the rendering results frame-by-frame; unfortunately, problematic perceptual results may still be generated. This paper proposes an alternative solution that complements the image recoloring scheme by reconfiguring the components of the direct volume rendering (DVR) pipeline. Our approach optimizes the mapped colors of a transfer function to simulate CVD-friendly effect that is generated by applying the image recoloring to the results with the initial transfer function. The optimization process has a low computational complexity, and only needs to be performed once for a given transfer function. To achieve detail-preserving and perceptually natural semi-transparent effects, we introduce a new color composition mode that works in the color space of dichromats. Experimental results and a pilot study demonstrates that our approach can yield dichromats-friendly and consistent volume visualization in real-time.","https://ieeexplore.ieee.org/document/6064979/","LOCKED","6064979","State Key Laboratory of CAD & CG, Zhejiang University, China","","State Key Laboratory of CAD & CG, Zhejiang University, China","","https://ieeexplore.ieee.org/author/38024756400","1","Weifeng Chen","38024756400","State Key Laboratory of CAD & CG, Zhejiang University, China","State Key Laboratory of CAD & CG, Zhejiang University, China","","https://ieeexplore.ieee.org/author/37291847800","2","Wei Chen","37291847800","State Key Laboratory of CAD & CG, Zhejiang University, China","State Key Laboratory of CAD & CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37271755400","3","Hujun Bao","37271755400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2011.164","762","2152","https://ieeexplore.ieee.org/document/6064979/","Dichromacy","direct volume rendering","volume classification","image recoloring.","","","","","","Image color analysis","Transfer functions","Data visualization","Volume measurement","Linear systems","Rendering (computer graphics)","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064979","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","53","2144","An Efficient Direct Volume Rendering Approach for Dichromats","17"
"Better understanding of hemodynamics conceivably leads to improved diagnosis and prognosis of cardiovascular diseases. Therefore, an elaborate analysis of the blood-flow in heart and thoracic arteries is essential. Contemporary MRI techniques enable acquisition of quantitative time-resolved flow information, resulting in 4D velocity fields that capture the blood-flow behavior. Visual exploration of these fields provides comprehensive insight into the unsteady blood-flow behavior, and precedes a quantitative analysis of additional blood-flow parameters. The complete inspection requires accurate segmentation of anatomical structures, encompassing a time-consuming and hard-to-automate process, especially for malformed morphologies. We present a way to avoid the laborious segmentation process in case of qualitative inspection, by introducing an interactive virtual probe. This probe is positioned semi-automatically within the blood-flow field, and serves as a navigational object for visual exploration. The difficult task of determining position and orientation along the view-direction is automated by a fitting approach, aligning the probe with the orientations of the velocity field. The aligned probe provides an interactive seeding basis for various flow visualization approaches. We demonstrate illustration-inspired particles, integral lines and integral surfaces, conveying distinct characteristics of the unsteady blood-flow. Lastly, we present the results of an evaluation with domain experts, valuing the practical use of our probe and flow visualization techniques.","https://ieeexplore.ieee.org/document/6064980/","LOCKED","6064980","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","","https://ieeexplore.ieee.org/author/37390973400","1","Roy van Pelt","37390973400","Department of iXR Innovation, Philips Healthcare, Netherlands","Department of iXR Innovation, Philips Healthcare, Netherlands","","https://ieeexplore.ieee.org/author/37086889017","2","Javier Olivan Bescos","37086889017","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","https://ieeexplore.ieee.org/author/37374875300","3","Marcel Breeuwer","37374875300","Division of Imaging Sciences, Department of Vascular Surgery, NIHR Comprehensive Biomedical Research Centre of Guys and St Thomas NHS Foundation Trust, Kings College London, UK","Division of Imaging Sciences, Department of Vascular Surgery, NIHR Comprehensive Biomedical Research Centre of Guys and St Thomas NHS Foundation Trust, Kings College London, UK","https://ieeexplore.ieee.org/author/37603313200","4","Rachel E. Clough","37603313200","Department of Computer Science, group of Computer Graphics and Algorithms, Vienna University of Technology, Austria","Department of Computer Science, group of Computer Graphics and Algorithms, Vienna University of Technology, Austria","","https://ieeexplore.ieee.org/author/37282552200","5","M. Eduard Groller","37282552200","Eindhoven University of Technology, The Netherlands","Eindhoven University of Technology, The Netherlands","","https://ieeexplore.ieee.org/author/37087285531","6","Bart ter Haar Romenij","37087285531","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","Department of Biomedical Engineering, group of Biomedical Image Analysis, Eindhoven University of Technology, Netherlands","https://ieeexplore.ieee.org/author/37282551500","7","Anna Vilanova","37282551500","","","","","","","","","","","","","32","0","Journals","10.1109/TVCG.2011.215","752","2162","https://ieeexplore.ieee.org/document/6064980/","Probing","Flow visualization","Illustrative visualization","Multivalued images","Phase-contrast cine MRI.","","","","","Magnetic resonance imaging","Blood flow","Three dimensional displays","Data visualization","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064980","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","54","2153","Interactive Virtual Probing of 4D MRI Blood-Flow","17"
"In modern clinical practice, planning access paths to volumetric target structures remains one of the most important and most complex tasks, and a physician's insufficient experience in this can lead to severe complications or even the death of the patient. In this paper, we present a method for safety evaluation and the visualization of access paths to assist physicians during preoperative planning. As a metaphor for our method, we employ a well-known, and thus intuitively perceivable, natural phenomenon that is usually called crepuscular rays. Using this metaphor, we propose several ways to compute the safety of paths from the region of interest to all tumor voxels and show how this information can be visualized in real-time using a multi-volume rendering system. Furthermore, we show how to estimate the extent of connected safe areas to improve common medical 2D multi-planar reconstruction (MPR) views. We evaluate our method by means of expert interviews, an online survey, and a retrospective evaluation of 19 real abdominal radio-frequency ablation (RFA) interventions, with expert decisions serving as a gold standard. The evaluation results show clear evidence that our method can be successfully applied in clinical practice without introducing substantial overhead work for the acting personnel. Finally, we show that our method is not limited to medical applications and that it can also be useful in other fields.","https://ieeexplore.ieee.org/document/6064981/","LOCKED","6064981","Graz University of Technology, Austria","","Graz University of Technology, Austria","","https://ieeexplore.ieee.org/author/37590719600","1","Rostislav Khlebnikov","37590719600","Graz University of Technology, Austria","Graz University of Technology, Austria","","https://ieeexplore.ieee.org/author/38493138300","2","Bernhard Kainz","38493138300","Graz University of Technology, Austria","Graz University of Technology, Austria","https://ieeexplore.ieee.org/author/37590720800","3","Judith Muehl","37590720800","Graz University of Technology, Austria","Graz University of Technology, Austria","https://ieeexplore.ieee.org/author/37297103800","4","Dieter Schmalstieg","37297103800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","Journals","10.1109/TVCG.2011.184","369","2172","https://ieeexplore.ieee.org/document/6064981/","Accessibility","ray casting","medical visualization.","","","","","","","Biomedical image processing","Tumors","Rendering (computer graphics)","Three dimensional displays","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064981","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","55","2163","Crepuscular Rays for Tumor Accessibility Planning","17"
"An instant and quantitative assessment of spatial distances between two objects plays an important role in interactive applications such as virtual model assembly, medical operation planning, or computational steering. While some research has been done on the development of distance-based measures between two objects, only very few attempts have been reported to visualize such measures in interactive scenarios. In this paper we present two different approaches for this purpose, and we investigate the effectiveness of these approaches for intuitive 3D implant positioning in a medical operation planning system. The first approach uses cylindrical glyphs to depict distances, which smoothly adapt their shape and color to changing distances when the objects are moved. This approach computes distances directly on the polygonal object representations by means of ray/triangle mesh intersection. The second approach introduces a set of slices as additional geometric structures, and uses color coding on surfaces to indicate distances. This approach obtains distances from a precomputed distance field of each object. The major findings of the performed user study indicate that a visualization that can facilitate an instant and quantitative analysis of distances between two objects in interactive 3D scenarios is demanding, yet can be achieved by including additional monocular cues into the visualization.","https://ieeexplore.ieee.org/document/6064982/","LOCKED","6064982","Computer Graphics and Visualization Group, Technische Universität München, Germany","","Computer Graphics and Visualization Group, Technische Universität München, Germany","","https://ieeexplore.ieee.org/author/38013954900","1","Christian Dick","38013954900","Klinik für Orthopädie u. Unfallchirurgie am Klinikum Rechts der Isar, Technische Universität München, Germany","Klinik für Orthopädie u. Unfallchirurgie am Klinikum Rechts der Isar, Technische Universität München, Germany","","https://ieeexplore.ieee.org/author/37281609100","2","Rainer Burgkart","37281609100","Computer Graphics and Visualization Group, Technische Universität München, Germany","Computer Graphics and Visualization Group, Technische Universität München, Germany","https://ieeexplore.ieee.org/author/37444424000","3","Rudiger Westermann","37444424000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","Journals","10.1109/TVCG.2011.189","584","2182","https://ieeexplore.ieee.org/document/6064982/","Distance visualization","biomedical visualization","implant planning","glyphs","distance fields.","","","","","Implants","Biomedical image processing","Distance measurement","Image color analysis","Rendering (computer graphics)","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064982","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","56","2173","Distance Visualization for Interactive 3D Implant Planning","17"
"Blood flow and derived data are essential to investigate the initiation and progression of cerebral aneurysms as well as their risk of rupture. An effective visual exploration of several hemodynamic attributes like the wall shear stress (WSS) and the inflow jet is necessary to understand the hemodynamics. Moreover, the correlation between focus-and-context attributes is of particular interest. An expressive visualization of these attributes and anatomic information requires appropriate visualization techniques to minimize visual clutter and occlusions. We present the FLOWLENS as a focus-and-context approach that addresses these requirements. We group relevant hemodynamic attributes to pairs of focus-and-context attributes and assign them to different anatomic scopes. For each scope, we propose several FLOWLENS visualization templates to provide a flexible visual filtering of the involved hemodynamic pairs. A template consists of the visualization of the focus attribute and the additional depiction of the context attribute inside the lens. Furthermore, the FLOWLENS supports local probing and the exploration of attribute changes over time. The FLOWLENS minimizes visual cluttering, occlusions, and provides a flexible exploration of a region of interest. We have applied our approach to seven representative datasets, including steady and unsteady flow data from CFD simulations and 4D PC-MRI measurements. Informal user interviews with three domain experts confirm the usefulness of our approach.","https://ieeexplore.ieee.org/document/6064983/","LOCKED","6064983","Department of Simulation and Graphics, University of Magdeburg, Germany","","Department of Simulation and Graphics, University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/38017015100","1","Rocco Gasteiger","38017015100","Department of Simulation and Graphics, University of Magdeburg, Germany","Department of Simulation and Graphics, University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/38030357700","2","Mathias Neugebauer","38030357700","Department of Neuroradiology, University Hospital Magdeburg, Germany","Department of Neuroradiology, University Hospital Magdeburg, Germany","https://ieeexplore.ieee.org/author/38017002900","3","Oliver Beuing","38017002900","Department of Simulation and Graphics, University of Magdeburg, Germany","Department of Simulation and Graphics, University of Magdeburg, Germany","https://ieeexplore.ieee.org/author/37424645300","4","Bernhard Preim","37424645300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","1","Journals","10.1109/TVCG.2011.243","838","2192","https://ieeexplore.ieee.org/document/6064983/","Flow Visualization","Focus-and-Context","Illustrative Rendering","Aneurysm.","","","","","","Flow visualization","Aneurysm","Hemodynamics","Rendering (computer graphics)","Shape analysis","Data visualization","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064983","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","57","2183","The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms","17"
"Multi-material components, which contain metal parts surrounded by plastic materials, are highly interesting for inspection using industrial 3D X-ray computed tomography (3DXCT). Examples of this application scenario are connectors or housings with metal inlays in the electronic or automotive industry. A major problem of this type of components is the presence of metal, which causes streaking artifacts and distorts the surrounding media in the reconstructed volume. Streaking artifacts and dark-band artifacts around metal components significantly influence the material characterization (especially for the plastic components). In specific cases these artifacts even prevent a further analysis. Due to the nature and the different characteristics of artifacts, the development of an efficient artifact-reduction technique in reconstruction-space is rather complicated. In this paper we present a projection-space pipeline for metal-artifacts reduction. The proposed technique first segments the metal in the spatial domain of the reconstructed volume in order to separate it from the other materials. Then metal parts are forward-projected on the set of projections in a way that metal-projection regions are treated as voids. Subsequently the voids, which are left by the removed metal, are interpolated in the 2D projections. Finally, the metal is inserted back into the reconstructed 3D volume during the fusion stage. We present a visual analysis tool, allowing for interactive parameter estimation of the metal segmentation. The results of the proposed artifact-reduction technique are demonstrated on a test part as well as on real world components. For these specimens we achieve a significant reduction of metal artifacts, allowing an enhanced material characterization.","https://ieeexplore.ieee.org/document/6064984/","LOCKED","6064984","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","","https://ieeexplore.ieee.org/author/37590979900","1","Artem Amirkhanov","37590979900","Upper Austrian University of Applied Sciences, Austria","Upper Austrian University of Applied Sciences, Austria","","https://ieeexplore.ieee.org/author/37400391300","2","Christoph Heinzl","37400391300","Upper Austrian University of Applied Sciences, Austria","Upper Austrian University of Applied Sciences, Austria","https://ieeexplore.ieee.org/author/37593834800","3","Michael Reiter","37593834800","Upper Austrian University of Applied Sciences, Austria","Upper Austrian University of Applied Sciences, Austria","https://ieeexplore.ieee.org/author/37947609000","4","Johann Kastner","37947609000","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","","https://ieeexplore.ieee.org/author/37284271200","5","Eduard Groller","37284271200","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","Journals","10.1109/TVCG.2011.228","1044","2202","https://ieeexplore.ieee.org/document/6064984/","Metal-artifact reduction","multi-material components","visual analysis","3D X-ray computed tomography.","","","","","","Three dimensional displays","Image reconstruction","Computed tomography","Interpolation","Information analysis","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064984","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","58","2193","Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography","17"
"In this paper, we present a systematization of techniques that use quality metrics to help in the visual exploration of meaningful patterns in high-dimensional data. In a number of recent papers, different quality metrics are proposed to automate the demanding search through large spaces of alternative visualizations (e.g., alternative projections or ordering), allowing the user to concentrate on the most promising visualizations suggested by the quality metrics. Over the last decade, this approach has witnessed a remarkable development but few reflections exist on how these methods are related to each other and how the approach can be developed further. For this purpose, we provide an overview of approaches that use quality metrics in high-dimensional data visualization and propose a systematization based on a thorough literature review. We carefully analyze the papers and derive a set of factors for discriminating the quality metrics, visualization techniques, and the process itself. The process is described through a reworked version of the well-known information visualization pipeline. We demonstrate the usefulness of our model by applying it to several existing approaches that use quality metrics, and we provide reflections on implications of our model for future research.","https://ieeexplore.ieee.org/document/6064985/","LOCKED","6064985","University of Konstanz, Germany","","University of Konstanz, Germany","","https://ieeexplore.ieee.org/author/38267713800","1","Enrico Bertini","38267713800","University of Konstanz, Germany","University of Konstanz, Germany","","https://ieeexplore.ieee.org/author/37590724000","2","Andrada Tatu","37590724000","University of Konstanz, Germany","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","3","Daniel Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","4","Journals","10.1109/TVCG.2011.229","4666","2212","https://ieeexplore.ieee.org/document/6064985/","Quality Metrics","High-Dimensional Data Visualization.","","","","","","","","Data visualization","Measurements","","","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064985","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","59","2203","Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization","17"
"Many well-cited theories for visualization design state that a visual representation should be optimized for quick and immediate interpretation by a user. Distracting elements like decorative ""chartjunk"" or extraneous information are avoided so as not to slow comprehension. Yet several recent studies in visualization research provide evidence that non-efficient visual elements may benefit comprehension and recall on the part of users. Similarly, findings from studies related to learning from visual displays in various subfields of psychology suggest that introducing cognitive difficulties to visualization interaction can improve a user's understanding of important information. In this paper, we synthesize empirical results from cross-disciplinary research on visual information representations, providing a counterpoint to efficiency-based design theory with guidelines that describe how visual difficulties can be introduced to benefit comprehension and recall. We identify conditions under which the application of visual difficulties is appropriate based on underlying factors in visualization interaction like active processing and engagement. We characterize effective graph design as a trade-off between efficiency and learning difficulties in order to provide Information Visualization (InfoVis) researchers and practitioners with a framework for organizing explorations of graphs for which comprehension and recall are crucial. We identify implications of this view for the design and evaluation of information visualizations.","https://ieeexplore.ieee.org/document/6064986/","LOCKED","6064986","University of Michigan, USA","","University of Michigan, USA","","https://ieeexplore.ieee.org/author/38016234500","1","Jessica Hullman","38016234500","University of Michigan, USA","University of Michigan, USA","","https://ieeexplore.ieee.org/author/37331417100","2","Eytan Adar","37331417100","University of Michigan, USA","University of Michigan, USA","https://ieeexplore.ieee.org/author/38018860000","3","Priti Shah","38018860000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","0","Journals","10.1109/TVCG.2011.175","2127","2222","https://ieeexplore.ieee.org/document/6064986/","Desirable difficulites","cognitive efficiency","active processing","engagement","individual differences.","","","","","Psychology","Data visualization","Time factors","Cognition","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064986","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","60","2213","Benefitting InfoVis with Visual Difficulties","17"
"We propose a new framework for visualising tables of counts, proportions and probabilities. We call our framework product plots, alluding to the computation of area as a product of height and width, and the statistical concept of generating a joint distribution from the product of conditional and marginal distributions. The framework, with extensions, is sufficient to encompass over 20 visualisations previously described in fields of statistical graphics and infovis, including bar charts, mosaic plots, treemaps, equal area plots and fluctuation diagrams.","https://ieeexplore.ieee.org/document/6064987/","LOCKED","6064987","Rice University, USA","","Rice University, USA","","https://ieeexplore.ieee.org/author/37591246300","1","Hadley Wickham","37591246300","Iowa State University, USA","Iowa State University, USA","","https://ieeexplore.ieee.org/author/37592793000","2","Heike Hofmann","37592793000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2011.227","949","2230","https://ieeexplore.ieee.org/document/6064987/","Statistics","joint distribution","conditional distribution","treemap","bar chart","mosaic plot.","","","","Statistical analysis","Data visualization","Image color analysis","Probability","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064987","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","61","2223","Product Plots","17"
"Narrative visualizations combine conventions of communicative and exploratory information visualization to convey an intended story. We demonstrate visualization rhetoric as an analytical framework for understanding how design techniques that prioritize particular interpretations in visualizations that ""tell a story"" can significantly affect end-user interpretation. We draw a parallel between narrative visualization interpretation and evidence from framing studies in political messaging, decision-making, and literary studies. Devices for understanding the rhetorical nature of narrative information visualizations are presented, informed by the rigorous application of concepts from critical theory, semiotics, journalism, and political theory. We draw attention to how design tactics represent additions or omissions of information at various levels−the data, visual representation, textual annotations, and interactivity−and how visualizations denote and connote phenomena with reference to unstated viewing conventions and codes. Classes of rhetorical techniques identified via a systematic analysis of recent narrative visualizations are presented, and characterized according to their rhetorical contribution to the visualization. We describe how designers and researchers can benefit from the potentially positive aspects of visualization rhetoric in designing engaging, layered narrative visualizations and how our framework can shed light on how a visualization design prioritizes specific interpretations. We identify areas where future inquiry into visualization rhetoric can improve understanding of visualization interpretation.","https://ieeexplore.ieee.org/document/6064988/","LOCKED","6064988","University of Michigan, USA","","University of Michigan, USA","","https://ieeexplore.ieee.org/author/38016234500","1","Jessica Hullman","38016234500","Rutgers University, USA","Rutgers University, USA","","https://ieeexplore.ieee.org/author/37591165700","2","Nick Diakopoulos","37591165700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221","0","Journals","10.1109/TVCG.2011.255","7626","2240","https://ieeexplore.ieee.org/document/6064988/","Rhetoric","narrative visualization","framing effects","semiotics","denotation","connotation.","","","","Data visualization","Rhetoric","Semiotics","","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064988","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","62","2231","Visualization Rhetoric: Framing Effects in Narrative Visualization","17"
