"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorAffiliations_authorAffiliation_2","articles_authors_authors_0_authorAffiliations_authorAffiliation_3","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorAffiliations_authorAffiliation_1","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorAffiliations_authorAffiliation_1","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_12","articles_index_terms_author_terms_terms_13","articles_index_terms_author_terms_terms_14","articles_index_terms_author_terms_terms_15","articles_index_terms_author_terms_terms_16","articles_index_terms_author_terms_terms_17","articles_index_terms_author_terms_terms_18","articles_index_terms_author_terms_terms_19","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_20","articles_index_terms_author_terms_terms_21","articles_index_terms_author_terms_terms_22","articles_index_terms_author_terms_terms_23","articles_index_terms_author_terms_terms_24","articles_index_terms_author_terms_terms_25","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"A composite indicator (CI) is a measuring and benchmark tool used to capture multi-dimensional concepts, such as Information and Communication Technology (ICT) usage. Individual indicators are selected and combined to reflect a phenomena being measured. Visualization of a composite indicator is recommended as a tool to enable interested stakeholders, as well as the public audience, to better understand the indicator components and evolution overtime. However, existing CI visualizations introduce a variety of solutions and there is a lack in CI's visualization guidelines. Radial visualizations are popular among these solutions because of CI's inherent multi-dimensionality. Although in dispute, Radar-charts are often used for CI presentation. However, no empirical evidence on Radar's effectiveness and efficiency for common CI tasks is available. In this paper, we aim to fill this gap by reporting on a controlled experiment that compares the Radar chart technique with two other radial visualization methods: Flowercharts as used in the well-known OECD Betterlife index, and Circle-charts which could be adopted for this purpose. Examples of these charts in the current context are shown in Figure 1. We evaluated these charts, showing the same data with each of the mentioned techniques applying small multiple views for different dimensions of the data. We compared users' performance and preference empirically under a formal task-taxonomy. Results indicate that the Radar chart was the least effective and least liked, while performance of the two other options were mixed and dependent on the task. Results also showed strong preference of participants toward the Flower chart. Summarizing our results, we provide specific design guidelines for composite indicator visualization.","https://ieeexplore.ieee.org/document/7192648/","LOCKED","7192648","University of Haifa, Israel","University of Haifa, Israel","","","","https://ieeexplore.ieee.org/author/37085682240","1","Yael Albo","37085682240","University of Haifa, Israel","University of Haifa, Israel","","https://ieeexplore.ieee.org/author/37294051600","2","Joel Lanir","37294051600","IBM Research Haifa Lab, Haifa, Israel","","IBM Research Haifa Lab, Haifa, Israel","","https://ieeexplore.ieee.org/author/37392085400","3","Peter Bak","37392085400","Sheizaf Rafaeli is with University of Haifa, Israel","","Sheizaf Rafaeli is with University of Haifa, Israel","","https://ieeexplore.ieee.org/author/37728335000","4","Sheizaf Rafaeli","37728335000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","1","Journals","10.1109/TVCG.2015.2467322","1203","578","https://ieeexplore.ieee.org/document/7192648/","Visualization evaluation","radial layout design","","","","","","","","","","","composite indicator visualization","","","","","","","experiment","Visualization evaluation","radial layout design","composite indicator visualization","experiment","","","Radar","Data visualization","Visualization","Benchmark testing","Image color analysis","Urban areas","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192648","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","47","569","Off the Radar: Comparative Evaluation of Radial Visualization Solutions for Composite Indicators","22"
"Learning and gaining knowledge of Roman history is an area of interest for students and citizens at large. This is an example of a subject with great sweep (with many interrelated sub-topics over, in this case, a 3,000 year history) that is hard to grasp by any individual and, in its full detail, is not available as a coherent story. In this paper, we propose a visual analytics approach to construct a data driven view of Roman history based on a large collection of Wikipedia articles. Extracting and enabling the discovery of useful knowledge on events, places, times, and their connections from large amounts of textual data has always been a challenging task. To this aim, we introduce VAiRoma, a visual analytics system that couples state-of-the-art text analysis methods with an intuitive visual interface to help users make sense of events, places, times, and more importantly, the relationships between them. VAiRoma goes beyond textual content exploration, as it permits users to compare, make connections, and externalize the findings all within the visual interface. As a result, VAiRoma allows users to learn and create new knowledge regarding Roman history in an informed way. We evaluated VAiRoma with 16 participants through a user study, with the task being to learn about roman piazzas through finding relevant articles and new relationships. Our study results showed that the VAiRoma system enables the participants to find more relevant articles and connections compared to Web searches and literature search conducted in a roman library. Subjective feedback on VAiRoma was also very positive. In addition, we ran two case studies that demonstrate how VAiRoma can be used for deeper analysis, permitting the rapid discovery and analysis of a small number of key documents even when the original collection contains hundreds of thousands of documents.","https://ieeexplore.ieee.org/document/7192676/","LOCKED","7192676","UNC Charlotte","UNC Charlotte","","","","https://ieeexplore.ieee.org/author/38236879300","1","Isaac Cho","38236879300","UNC Charlotte","UNC Charlotte","","https://ieeexplore.ieee.org/author/37606064200","2","Wewnen Dou","37606064200","","None","","","https://ieeexplore.ieee.org/author/37085741645","3","Derek Xiaoyu Wang","37085741645","","None","","","https://ieeexplore.ieee.org/author/37945352600","4","Eric Sauda","37945352600","","None","","","https://ieeexplore.ieee.org/author/37300425000","5","William Ribarsky","37300425000","","","","","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2015.2467971","1908","219","https://ieeexplore.ieee.org/document/7192676/","Visual Analytics","Text Analytics","","","","","","","","","","","Wikipedia","","","","","","","Visual Analytics","Text Analytics","Wikipedia","","","","","Encyclopedias","Electronic publishing","Internet","History","Visual analytics","","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192676","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","48","210","VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","22"
"Finding good projections of n-dimensional datasets into a 2D visualization domain is one of the most important problems in Information Visualization. Users are interested in getting maximal insight into the data by exploring a minimal number of projections. However, if the number is too small or improper projections are used, then important data patterns might be overlooked. We propose a data-driven approach to find minimal sets of projections that uniquely show certain data patterns. For this we introduce a dissimilarity measure of data projections that discards affine transformations of projections and prevents repetitions of the same data patterns. Based on this, we provide complete data tours of at most n/2 projections. Furthermore, we propose optimal paths of projection matrices for an interactive data exploration. We illustrate our technique with a set of state-of-the-art real high-dimensional benchmark datasets.","https://ieeexplore.ieee.org/document/7192684/","LOCKED","7192684","University of Magdeburg","University of Magdeburg","","","","https://ieeexplore.ieee.org/author/37601992200","1","Dirk J. Lehmann","37601992200","University of Magdeburg","University of Magdeburg","","https://ieeexplore.ieee.org/author/37266875400","2","Holger Theisel","37266875400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2015.2467132","1265","618","https://ieeexplore.ieee.org/document/7192684/","Multivariate Projections","Star Coordinates","","","","","","","","","","","Radial Visualization","","","","","","","High-dimensional Data","Multivariate Projections","Star Coordinates","Radial Visualization","High-dimensional Data","","","Data visualization","Convergence","Principal component analysis","Benchmark testing","Iris","Measurement","Visualization","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192684","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","49","609","Optimal Sets of Projections of High-Dimensional Data","22"
"We present a family of three interactive Context-Aware Selection Techniques (CAST) for the analysis of large 3D particle datasets. For these datasets, spatial selection is an essential prerequisite to many other analysis tasks. Traditionally, such interactive target selection has been particularly challenging when the data subsets of interest were implicitly defined in the form of complicated structures of thousands of particles. Our new techniques SpaceCast, TraceCast, and PointCast improve usability and speed of spatial selection in point clouds through novel context-aware algorithms. They are able to infer a user's subtle selection intention from gestural input, can deal with complex situations such as partially occluded point clusters or multiple cluster layers, and can all be fine-tuned after the selection interaction has been completed. Together, they provide an effective and efficient tool set for the fast exploratory analysis of large datasets. In addition to presenting Cast, we report on a formal user study that compares our new techniques not only to each other but also to existing state-of-the-art selection methods. Our results show that Cast family members are virtually always faster than existing methods without tradeoffs in accuracy. In addition, qualitative feedback shows that PointCast and TraceCast were strongly favored by our participants for intuitiveness and efficiency.","https://ieeexplore.ieee.org/document/7192726/","LOCKED","7192726","Hangrhou Dianzi University, Zhejiang, China","Hangrhou Dianzi University, Zhejiang, China","","","","https://ieeexplore.ieee.org/author/37593898200","1","Lingyun Yu","37593898200","University of Groningen, The Netherlands","University of Groningen, The Netherlands","","https://ieeexplore.ieee.org/author/37064567700","2","Konstantinos Efstathiou","37064567700","Inria, France","","Inria, France","","https://ieeexplore.ieee.org/author/37591317800","3","Petra Isenberg","37591317800","Inria, France","","Inria, France","","https://ieeexplore.ieee.org/author/37297057400","4","Tobias Isenberg","37297057400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2015.2467202","1101","895","https://ieeexplore.ieee.org/document/7192726/","Selection","spatial selection","context-aware selection","exploratory data visualization and analysis","3D interaction","user interaction","","","","","","","structure-aware selection","","","","","","","context-aware selection","exploratory data visualization and analysis","3D interaction","user interaction","Selection","spatial selection","structure-aware selection","Three-dimensional displays","Shape","Isosurfaces","Indexes","Accuracy","Face","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192726","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","50","886","CAST: Effective and Efficient User Interaction for Context-Aware Selection in 3D Particle Clouds","22"
"Comparing multiple variables to select those that effectively characterize complex entities is important in a wide variety of domains - geodemographics for example. Identifying variables that correlate is a common practice to remove redundancy, but correlation varies across space, with scale and over time, and the frequently used global statistics hide potentially important differentiating local variation. For more comprehensive and robust insights into multivariate relations, these local correlations need to be assessed through various means of defining locality. We explore the geography of this issue, and use novel interactive visualization to identify interdependencies in multivariate data sets to support geographically informed multivariate analysis. We offer terminology for considering scale and locality, visual techniques for establishing the effects of scale on correlation and a theoretical framework through which variation in geographic correlation with scale and locality are addressed explicitly. Prototype software demonstrates how these contributions act together. These techniques enable multiple variables and their geographic characteristics to be considered concurrently as we extend visual parameter space analysis (vPSA) to the spatial domain. We find variable correlations to be sensitive to scale and geography to varying degrees in the context of energy-based geodemographics. This sensitivity depends upon the calculation of locality as well as the geographical and statistical structure of the variable.","https://ieeexplore.ieee.org/document/7192660/","LOCKED","7192660","the giCentre, City University London","the giCentre, City University London","Monash University","","","https://ieeexplore.ieee.org/author/37077419200","1","Sarah Goodwin","37077419200","the giCentre, City University London","the giCentre, City University London","","https://ieeexplore.ieee.org/author/37605079900","2","Jason Dykes","37605079900","the giCentre, City University London","","the giCentre, City University London","","https://ieeexplore.ieee.org/author/37590960700","3","Aidan Slingsby","37590960700","the giCentre, City University London","","the giCentre, City University London","","https://ieeexplore.ieee.org/author/37567685600","4","Cagatay Turkay","37567685600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","0","Journals","10.1109/TVCG.2015.2467199","1440","608","https://ieeexplore.ieee.org/document/7192660/","Scale","Geography","Multivariate","Sensitivity Analysis","Variable Selection","Local Statistics","Geodemographics","Energy","","","","","Multivariate","","","","","","","Sensitivity Analysis","Variable Selection","Local Statistics","Geodemographics","Energy","Scale","Geography","Correlation","Geography","Visualization","Input variables","Context","Prototypes","Spatial resolution","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192660","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","51","599","Visualizing Multiple Variables Across Scale and Geography","22"
"In this article, we investigate methods for suggesting the interactivity of online visualizations embedded with text. We first assess the need for such methods by conducting three initial experiments on Amazon's Mechanical Turk. We then present a design space for Suggested Interactivity (i. e., visual cues used as perceived affordances-SI), based on a survey of 382 HTML5 and visualization websites. Finally, we assess the effectiveness of three SI cues we designed for suggesting the interactivity of bar charts embedded with text. Our results show that only one cue (SI3) was successful in inciting participants to interact with the visualizations, and we hypothesize this is because this particular cue provided feedforward.","https://ieeexplore.ieee.org/document/7192637/","LOCKED","7192637","EnsadLab","EnsadLab","INRIA","Telecom ParisTech","","https://ieeexplore.ieee.org/author/37085379303","1","Jeremy Boy","37085379303","EnsadLab","EnsadLab","","https://ieeexplore.ieee.org/author/37085670986","2","Louis Eveillard","37085670986","Telecom ParisTech","","Telecom ParisTech","","https://ieeexplore.ieee.org/author/37085659564","3","Françoise Detienne","37085659564","INRIA","","INRIA","","https://ieeexplore.ieee.org/author/37407972900","4","Jean-Daniel Fekete","37407972900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","0","Journals","10.1109/TVCG.2015.2467201","1105","648","https://ieeexplore.ieee.org/document/7192637/","Suggested interactivity","perceived affordances","","","","","","","","","","","information visualization for the people","","","","","","","online visualization","Suggested interactivity","perceived affordances","information visualization for the people","online visualization","","","Brushes","Visualization","Internet","Encyclopedias","Electronic publishing","Silicon","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192637","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","52","639","Suggested Interactivity: Seeking Perceived Affordances for Information Visualization","22"
"Semi-automatic text analysis involves manual inspection of text. Often, different text annotations (like part-of-speech or named entities) are indicated by using distinctive text highlighting techniques. In typesetting there exist well-known formatting conventions, such as bold typeface, italics, or background coloring, that are useful for highlighting certain parts of a given text. Also, many advanced techniques for visualization and highlighting of text exist; yet, standard typesetting is common, and the effects of standard typesetting on the perception of text are not fully understood. As such, we surveyed and tested the effectiveness of common text highlighting techniques, both individually and in combination, to discover how to maximize pop-out effects while minimizing visual interference between techniques. To validate our findings, we conducted a series of crowd-sourced experiments to determine: i) a ranking of nine commonly-used text highlighting techniques; ii) the degree of visual interference between pairs of text highlighting techniques; iii) the effectiveness of techniques for visual conjunctive search. Our results show that increasing font size works best as a single highlighting technique, and that there are significant visual interferences between some pairs of highlighting techniques. We discuss the pros and cons of different combinations as a design guideline to choose text highlighting techniques for text viewers.","https://ieeexplore.ieee.org/document/7192718/","LOCKED","7192718","Harvard University","Harvard University","","","","https://ieeexplore.ieee.org/author/38108845300","1","Hendrik Strobelt","38108845300","Siemens AG, DIPF","Siemens AG, DIPF","","https://ieeexplore.ieee.org/author/37591207400","2","Daniela Oelke","37591207400","University of Konstanz","","University of Konstanz","","https://ieeexplore.ieee.org/author/37085677185","3","Bum Chul Kwon","37085677185","TU Graz","","TU Graz","","https://ieeexplore.ieee.org/author/37282557600","4","Tobias Schreck","37282557600","Harvard University","","Harvard University","","https://ieeexplore.ieee.org/author/37275698100","5","Hanspeter Pfister","37275698100","","","","","","","","","","","","","","","","","","","","","","","","","33","1","Journals","10.1109/TVCG.2015.2467759","1889","498","https://ieeexplore.ieee.org/document/7192718/","Text highlighting techniques","visual document analytics","","","","","","","","","","","text annotation","","","","","","","crowdsourced study","Text highlighting techniques","visual document analytics","text annotation","crowdsourced study","","","Visualization","Image color analysis","Text analysis","Color","Interference","Data visualization","Natural language processing","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192718","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","53","489","Guidelines for Effective Usage of Text Highlighting Techniques","22"
"Effective analysis of features in time-varying data is essential in numerous scientific applications. Feature extraction and tracking are two important tasks scientists rely upon to get insights about the dynamic nature of the large scale time-varying data. However, often the complexity of the scientific phenomena only allows scientists to vaguely define their feature of interest. Furthermore, such features can have varying motion patterns and dynamic evolution over time. As a result, automatic extraction and tracking of features becomes a non-trivial task. In this work, we investigate these issues and propose a distribution driven approach which allows us to construct novel algorithms for reliable feature extraction and tracking with high confidence in the absence of accurate feature definition. We exploit two key properties of an object, motion and similarity to the target feature, and fuse the information gained from them to generate a robust feature-aware classification field at every time step. Tracking of features is done using such classified fields which enhances the accuracy and robustness of the proposed algorithm. The efficacy of our method is demonstrated by successfully applying it on several scientific data sets containing a wide range of dynamic time-varying features.","https://ieeexplore.ieee.org/document/7192664/","LOCKED","7192664","GRAVITY group, The Ohio State University","GRAVITY group, The Ohio State University","","","","https://ieeexplore.ieee.org/author/37077202300","1","Soumya Dutta","37077202300","GRAVITY group, The Ohio State University","GRAVITY group, The Ohio State University","","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","0","Journals","10.1109/TVCG.2015.2467436","1067","846","https://ieeexplore.ieee.org/document/7192664/","Gaussian mixture model (GMM)","Incremental learning","","","","","","","","","","","Feature extraction and tracking","","","","","","","Time-varying data analysis","Gaussian mixture model (GMM)","Incremental learning","Feature extraction and tracking","Time-varying data analysis","","","Feature extraction","Target tracking","Data models","Estimation","Computational modeling","Data visualization","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192664","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","54","837","Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis","22"
"The digital humanities have experienced tremendous growth within the last decade, mostly in the context of developing computational tools that support what is called distant reading - collecting and analyzing huge amounts of textual data for synoptic evaluation. On the other end of the spectrum is a practice at the heart of the traditional humanities, close reading - the careful, in-depth analysis of a single text in order to extract, engage, and even generate as much productive meaning as possible. The true value of computation to close reading is still very much an open question. During a two-year design study, we explored this question with several poetry scholars, focusing on an investigation of sound and linguistic devices in poetry. The contributions of our design study include a problem characterization and data abstraction of the use of sound in poetry as well as Poemage, a visualization tool for interactively exploring the sonic topology of a poem. The design of Poemage is grounded in the evaluation of a series of technology probes we deployed to our poetry collaborators, and we validate the final design with several case studies that illustrate the disruptive impact technology can have on poetry scholarship. Finally, we also contribute a reflection on the challenges we faced conducting visualization research in literary studies.","https://ieeexplore.ieee.org/document/7192712/","LOCKED","7192712","University of Utah School of Computing","University of Utah School of Computing","","","","https://ieeexplore.ieee.org/author/37085621040","1","Nina McCurdy","37085621040","University of Utah Department of English","University of Utah Department of English","","https://ieeexplore.ieee.org/author/37085624880","2","Julie Lein","37085624880","University of Utah Department of English","","University of Utah Department of English","","https://ieeexplore.ieee.org/author/37085622590","3","Katharine Coles","37085622590","University of Utah School of Computing","","University of Utah School of Computing","","https://ieeexplore.ieee.org/author/37564728700","4","Miriah Meyer","37564728700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","0","Journals","10.1109/TVCG.2015.2467811","1230","448","https://ieeexplore.ieee.org/document/7192712/","Visualization in the humanities","design studies","","","","","","","","","","","text and document data","","","","","","","graph/network data","Visualization in the humanities","design studies","text and document data","graph/network data","","","Visualization","Probes","Topology","Context","Pragmatics","Data visualization","Stress","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192712","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","55","439","Poemage: Visualizing the Sonic Topology of a Poem","22"
"Computational fluid dynamic (CFD) simulations of blood flow provide new insights into the hemodynamics of vascular pathologies such as cerebral aneurysms. Understanding the relations between hemodynamics and aneurysm initiation, progression, and risk of rupture is crucial in diagnosis and treatment. Recent studies link the existence of vortices in the blood flow pattern to aneurysm rupture and report observations of embedded vortices - a larger vortex encloses a smaller one flowing in the opposite direction - whose implications are unclear. We present a clustering-based approach for the visual analysis of vortical flow in simulated cerebral aneurysm hemodynamics. We show how embedded vortices develop at saddle-node bifurcations on vortex core lines and convey the participating flow at full manifestation of the vortex by a fast and smart grouping of streamlines and the visualization of group representatives. The grouping result may be refined based on spectral clustering generating a more detailed visualization of the flow pattern, especially further off the core lines. We aim at supporting CFD engineers researching the biological implications of embedded vortices.","https://ieeexplore.ieee.org/document/7192711/","LOCKED","7192711","Department of Simulation and Graphics, University of Magdeburg, Germany","Department of Simulation and Graphics, University of Magdeburg, Germany","","","","https://ieeexplore.ieee.org/author/37085591751","1","Steffen Oeltze-Jafra","37085591751","Center for Computational Fluid Dynamics, George Mason University, Fairfax, Virginia, USA","Center for Computational Fluid Dynamics, George Mason University, Fairfax, Virginia, USA","","https://ieeexplore.ieee.org/author/37285144200","2","Juan R. Cebral","37285144200","Institute of Fluid Dynamics and Thermodynamics, University of Magdeburg, Germany","","Institute of Fluid Dynamics and Thermodynamics, University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/37833255000","3","Gábor Janiga","37833255000","Department of Simulation and Graphics, University of Magdeburg, Germany","","Department of Simulation and Graphics, University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/37424645300","4","Bernhard Preim","37424645300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","0","Journals","10.1109/TVCG.2015.2467203","840","766","https://ieeexplore.ieee.org/document/7192711/","Blood Flow","Aneurysm","","","","","","","","","","","Clustering","","","","","","","Vortex Dynamics","Embedded Vortices","Blood Flow","Aneurysm","Clustering","Vortex Dynamics","Embedded Vortices","Aneurysm","Visualization","Hemodynamics","Blood","Computational fluid dynamics","Shape","Bifurcation","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192711","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","56","757","Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics","22"
"Diffusion Tensor Imaging (DTI) is a magnetic resonance imaging modality that enables the in-vivo reconstruction and visualization of fibrous structures. To inspect the local and individual diffusion tensors, glyph-based visualizations are commonly used since they are able to effectively convey full aspects of the diffusion tensor. For several applications it is necessary to compare tensor fields, e.g., to study the effects of acquisition parameters, or to investigate the influence of pathologies on white matter structures. This comparison is commonly done by extracting scalar information out of the tensor fields and then comparing these scalar fields, which leads to a loss of information. If the glyph representation is kept, simple juxtaposition or superposition can be used. However, neither facilitates the identification and interpretation of the differences between the tensor fields. Inspired by the checkerboard style visualization and the superquadric tensor glyph, we design a new glyph to locally visualize differences between two diffusion tensors by combining juxtaposition and explicit encoding. Because tensor scale, anisotropy type, and orientation are related to anatomical information relevant for DTI applications, we focus on visualizing tensor differences in these three aspects. As demonstrated in a user study, our new glyph design allows users to efficiently and effectively identify the tensor differences. We also apply our new glyphs to investigate the differences between DTI datasets of the human brain in two different contexts using different b-values, and to compare datasets from a healthy and HIV-infected subject.","https://ieeexplore.ieee.org/document/7192722/","LOCKED","7192722","Computer Graphics and Visualization Group at Delft University of Technology","Computer Graphics and Visualization Group at Delft University of Technology","","","","https://ieeexplore.ieee.org/author/37085479192","1","Changgong Zhang","37085479192","Visualization and Medical Image Analysis Group at University of Bonn","Visualization and Medical Image Analysis Group at University of Bonn","","https://ieeexplore.ieee.org/author/37606352800","2","Thomas Schultz","37606352800","Visualization Group at University of Magdeburg, Computer Graphics and Visualization Group at Delft University of Technology","","Visualization Group at University of Magdeburg, Computer Graphics and Visualization Group at Delft University of Technology","","https://ieeexplore.ieee.org/author/37085527253","3","Kai Lawonn","37085527253","Computer Graphics and Visualization Group at Delft University of Technology","","Computer Graphics and Visualization Group at Delft University of Technology","","https://ieeexplore.ieee.org/author/37829332900","4","Elmar Eisemann","37829332900","Computer Graphics and Visualization Group at Delft University of Technology","","Computer Graphics and Visualization Group at Delft University of Technology","","https://ieeexplore.ieee.org/author/37282551500","5","Anna Vilanova","37282551500","","","","","","","","","","","","","","","","","","","","","","","","","31","0","Journals","10.1109/TVCG.2015.2467435","1567","806","https://ieeexplore.ieee.org/document/7192722/","Glyph Design","Comparative Visualization","","","","","","","","","","","Diffusion Tensor Field","","","","","","","Glyph Design","Comparative Visualization","Diffusion Tensor Field","","","","","Tensile stress","Visualization","Shape","Diffusion tensor imaging","Encoding","Anisotropic magnetoresistance","Data visualization","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192722","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","57","797","Glyph-Based Comparative Visualization for Diffusion Tensor Fields","22"
