"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Recently, researchers have started using texture for data visualization. The rationale behind this is to exploit the sensitivity of the human visual system to texture in order to overcome the limitations inherent in the display of multidimensional data. A fundamental issue that must be addressed is what textural features are important in texture perception, and how they are used. We designed an experiment to help identify the relevant higher order features of texture perceived by humans. We used twenty subjects, who were asked to rate 56 pictures from Brodatz's album on 12 nine-point Likert scales. We applied the techniques of hierarchical cluster analysis, non-parametric multidimensional scaling (MDS), classification and regression tree analysis (CART), discriminant analysis, and principal component analysis to data gathered from the subjects. Based on these techniques, we identified three orthogonal dimensions for texture to be repetitive vs. non-repetitive; high-contrast and non-directional vs. low-contrast and directional; granular, coarse and low-complexity vs. non-granular, fine and high-complexity.<>","https://ieeexplore.ieee.org/document/398872/","LOCKED","398872","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38241005600","1","A.R. Rao","38241005600","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38152190200","2","G.L. Lohse","38152190200","","","","","","","","","","","","","","","","","","","","","45","3","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398872","227","Multidimensional systems","Humans","Data visualization","Shape","Visual system","Displays","Regression tree analysis","Principal component analysis","Heart","Psychology","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398872","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","30","220","Towards a texture naming system: Identifying relevant dimensions of texture"
"In Rogowitz and Treinish (1993), we introduced an architecture for incorporating perceptual rules into the visualization process. In this architecture, higher-level descriptors of the data, metadata, flow to perceptual rules, which constrain visualization operations. In this paper, we develop a deeper analysis of the rules, the prerequisite metadata, and the system for enabling their operation.<>","https://ieeexplore.ieee.org/document/398874/","LOCKED","398874","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37332114400","1","B.E. Rogowitz","37332114400","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","2","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","20","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398874","243","Data visualization","Temperature","Humans","Color","Dynamic range","Cognition","Gray-scale","Stress","Computer architecture","Data structures","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398874","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","31","236","An architecture for rule-based visualization"
"The paper describes a highly interactive method for computer visualization of simultaneous three-dimensional vector and scalar flow fields in convection-diffusion systems. This method allows a computational fluid dynamics user to visualize the basic physical process of dispersion and mixing rather than just the vector and scalar values computed by the simulation. It is based on transforming the vector field from a traditionally Eulerian reference frame into a Lagrangian reference frame. Fluid elements are traced through the vector field for the mean path as well as the statistical dispersion of the fluid elements about the mean position by using added scalar information about the root mean square value of the vector field and its Lagrangian time scale. In this way, clouds of fluid elements are traced not just mean paths. We have used this method to visualize the simulation of an industrial incinerator to help identify mechanisms for poor mixing.<>","https://ieeexplore.ieee.org/document/398876/","LOCKED","398876","NASA Langley Res. Center, Hampton, VA, USA","https://ieeexplore.ieee.org/author/37275869400","1","K.-L. Ma","37275869400","NASA Langley Res. Center, Hampton, VA, USA","https://ieeexplore.ieee.org/author/37382292100","2","P.J. Smith","37382292100","","","","","","","","","","","","","","","","","","","","","7","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398876","260","Clouds","Computational modeling","Lagrangian functions","Computational fluid dynamics","Physics computing","Root mean square","Data visualization","Chemical engineering","Cities and towns","Postal services","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398876","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","32","253","Cloud tracing in convection-diffusion systems"
"We propose a new framework for doing scientific visualization. The basis for this framework is a combination of particle systems and behavioral animation. Here, particles are not only affected by the field that they are in, but can also exhibit different programmed behaviors. An intuitive delivery system, based on virtual cans of spray paint, is also described to introduce the smart particles into the data set. Hence the name spray rendering. Using this metaphor, different types of spray paint are used to highlight different features in the data set. Spray rendering offers several advantages over existing methods: (1) it generalizes the current techniques of surface, volume and flow visualization under one coherent framework; (2) it works with regular and irregular grids as well as sparse and dense data sets; (3) it allows selective progressive refinement; (4) it is modular, extensible and provides scientists with the flexibility for exploring relationships in their data sets in natural and artistic ways.<>","https://ieeexplore.ieee.org/document/398880/","LOCKED","398880","Board of Studies in Comput. & Inf. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37267352000","1","A. Pang","37267352000","Board of Studies in Comput. & Inf. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/38237967800","2","K. Smith","38237967800","","","","","","","","","","","","","","","","","","","","","10","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398880","290","Spraying","Paints","Data visualization","Animation","Painting","Displays","X-ray imaging","Feature extraction","","","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398880","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","33","283","Spray rendering: Visualization using smart particles"
"Texture mapping is normally used to convey geometric detail without adding geometric complexity. This paper introduces Boolean textures, a texture mapping technique that uses implicit functions to generate texture maps and texture coordinates. These Boolean textures perform clipping during a renderer's scan conversion step. Any implicit function is a candidate Boolean texture clipper. The paper describes how to use quadrics as clippers. Applications from engineering and medicine illustrate the effectiveness of texture as a clipping tool.<>","https://ieeexplore.ieee.org/document/398878/","LOCKED","398878","General Electric Corp., Schenectady, NY, USA","https://ieeexplore.ieee.org/author/37378427200","1","W.E. Lorensen","37378427200","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398878","274","Rendering (computer graphics)","Computer graphics","Biomedical imaging","Surface texture","Application software","Back","Hardware","Silicon","Solid modeling","Research and development","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398878","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","34","268","Geometric clipping using Boolean textures"
"An algorithm for rapid computation of Richards's smooth molecular surface is described. The entire surface is computed analytically, triangulated, and displayed at interactive rates. The faster speeds for our program have been achieved by algorithmic improvements, paralleling the computations, and by taking advantage of the special geometrical properties of such surfaces. Our algorithm is easily parallelable and it has a time complexity of O (k log k) over n processors, where n is the number of atoms of the molecule and k is the average number of neighbors per atom.<>","https://ieeexplore.ieee.org/document/398882/","LOCKED","398882","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37282560200","1","A. Varshney","37282560200","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37295063200","2","F.P. Brooks","37295063200","","","","","","","","","","","","","","","","","","","","","7","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398882","307","Probes","Concurrent computing","Computer displays","Proteins","Computer science","Atomic measurements","Visualization","Solvents","Potential energy","Computational geometry","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398882","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","35","300","Fast analytical computation of Richard's smooth molecular surface"
"Volume rendering has been proposed as a useful tool for extracting information from large datasets, where non-visual analysis alone may not be feasible. The scale of these applications implies that data management is an important issue that needs to be addressed. Most volume rendering algorithms, however, process data in raw, uncompressed form. In previous work, we introduced a compressed volume format that may be volume rendered directly with minimal impact on rendering time. In this paper, we extend these ideas to a new volume format that not only reduces storage space and transmission time, but is designed for fast volume rendering as well. The volume dataset is represented as indices into a small codebook of representative blocks. With the data structure, volume shading calculations need only be performed on the codebook and image generation is accelerated by reusing precomputed block projections.<>","https://ieeexplore.ieee.org/document/398845/","LOCKED","398845","Dept. of Electr. Eng., Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37068557400","1","P. Ning","37068557400","Dept. of Electr. Eng., Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37274095200","2","L. Hesselink","37274095200","","","","","","","","","","","","","","","","","","","","","29","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398845","18","Rendering (computer graphics)","Data visualization","Data compression","Vector quantization","Data analysis","Speech analysis","Image storage","Isosurfaces","Ray tracing","Data mining","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398845","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","36","11","Fast volume rendering of compressed data"
"3-dimensional data visualization from any input source involves the study and understanding of several steps. These steps include data acquisition, signal processing, image processing and image generation. Using a forward-looking high frequency sonar system (which focuses sound much like the eye focuses light), standard and non-standard data processing algorithms, and industry ""standard"" visualization algorithms, this project produced accurate 3-dimensional representations of several underwater objects.<>","https://ieeexplore.ieee.org/document/398884/","LOCKED","398884","Appl. Phys. Lab., Washington Univ., Seattle, WA, USA","https://ieeexplore.ieee.org/author/38230275800","1","A.J. Bladek","38230275800","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398884","323","Data visualization","Lenses","Signal processing algorithms","Focusing","Data acquisition","Acoustic signal processing","Image processing","Image generation","Frequency","Sonar","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398884","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","37","316","Visualization of acoustic lens data"
"Digital filtering is a crucial operation in volume reconstruction and visualization. Lowpass filters are needed for subsampling and minification. Interpolation filters are needed for registration and magnification, and to compensate for geometric distortions introduced by scanners. Interpolation filters are also needed in volume rendering for ray-casting and slicing. In this paper, we describe a method for digital filter design of interpolation filters based on weighted Chebyshev minimization. The accuracy of the resulting filters are compared with some commonly used filters defined by piecewise cubic polynomials. A significant finding of this paper is that although piecewise cubic interpolation has some computational advantages and may yield visually satisfactory results for some data, other data result in artifacts such as blurring. Furthermore, piecewise cubic filters are inferior for operations such as registration. Better results are obtained by the filters derived in this papers at only small increases in computation.<>","https://ieeexplore.ieee.org/document/398851/","LOCKED","398851","Digital Equipment Corp., Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37270560600","1","I. Carlbom","37270560600","","","","","","","","","","","","","","","","","","","","","","","","","","22","2","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398851","61","Visualization","Interpolation","Image reconstruction","Digital filters","Image sampling","Chebyshev approximation","Minimization methods","Rendering (computer graphics)","Signal sampling","Filtering","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398851","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","38","54","Optimal filter design for volume reconstruction and visualization"
"Fast techniques for direct volume rendering over curvilinear grids (common to computational fluid dynamics and finite element analysis) are developed. Three new projection methods that use polygon-rendering hardware for speed are presented and compared with each other and with previous methods for tetrahedral grids and rectilinear grids. A simplified algorithm for visibility ordering, based on a combination of breadth-first and depth-first searches, is described. A new multi-pass blending method is described that reduces visual artifacts that are introduced by linear interpolation in hardware where exponential interpolation is needed. Visualization tools that permit rapid data banding and cycling through transfer functions, as well as region restriction, are described.<>","https://ieeexplore.ieee.org/document/398853/","LOCKED","398853","Comput. & Inf. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37352962400","1","A. Van Gelder","37352962400","Comput. & Inf. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37828154400","2","J. Wilhelms","37828154400","","","","","","","","","","","","","","","","","","","","","17","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398853","77","Hardware","Grid computing","Interpolation","Rendering (computer graphics)","Physics computing","Data visualization","Costs","Ear","Computational fluid dynamics","Information analysis","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398853","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","39","70","Rapid exploration of curvilinear grids using direct volume rendering"
"In the work we present a new architecture for visualization systems that is based on data base management system (DBMS) technology. By building on the mechanisms present in a next-generation DBMS, rather than merely on the capabilities of a standard file manager, we show that a simpler and more powerful visualization system can be constructed. We retain the popular ""boxes and arrows"" programming notation for constructing visualization programs, but add a ""flight simulator"" model of movement to navigate the output of such programs. In addition, we provide a means to specify a hierarchy of abstracts of data of different types and resolutions, so that a ""zoom"" capability can be supported. The underlying DBMS support for this system, Tioga, is briefly described, as well as the current state of the implementation.<>","https://ieeexplore.ieee.org/document/398855/","LOCKED","398855","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/38315553400","1","M. Stonebraker","38315553400","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37656875900","2","J. Chen","37656875900","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/38230295900","3","N. Nathan","38230295900","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37659882800","4","C. Paxson","37659882800","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37417278100","5","A. Su","37417278100","EECS Dept., California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/38239586700","6","J. Wu","38239586700","7","2","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398855","93","Visual databases","Data visualization","Technology management","Power system management","Buildings","Utility programs","Aerospace simulation","Power system modeling","Navigation","Abstracts","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398855","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","40","86","Tioga: A database-oriented visualization tool"
"Visualization has proved an efficient tool in the understanding of large data sets in computational science and engineering. There is growing interest today in the development of problem solving environments which integrate both visualization and the computational process which generates the data. The GRASPARC project has looked at some of the issues involved in creating such an environment. An architecture is proposed in which tools for computation and visualization can be embedded in a framework which assists in the management of the problem solving process. This framework has an integral data management facility which allows an audit trail of the experiments to be recorded. This design therefore allows not only steering but also backtracking and more complicated problem solving strategies. A number of demonstrator case studies have been implemented.<>","https://ieeexplore.ieee.org/document/398857/","LOCKED","398857","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/37271754900","1","K. Brodlie","37271754900","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/38231402100","2","A. Poon","38231402100","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/37609618400","3","H. Wright","37609618400","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/38230313500","4","L. Brankin","38230313500","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/38230313900","5","G. Banecki","38230313900","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/38238469100","6","A. Gay","38238469100","36","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398857","109","Problem-solving","Data visualization","Application software","Embedded computing","Rendering (computer graphics)","Power engineering computing","Filters","Image generation","User interfaces","Computer interfaces","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398857","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","41","102","GRASPARC-A problem solving environment integrating computation and visualization"
"Modular application builders (MABs), such as AVS and Iris Explorer are increasingly being used in the visualization community. Such systems can already place compute intensive modules on supercomputers in order to utilize their power. This paper details two major projects at EPCC which attempted to fully integrate the MAB concept with a distributed memory MIMD (DM-MIMD) environment. The work presented was driven by two goals, efficient use of the resource and case of use by programmer and end user. We present a model of MABs and describe the major problems faced, giving solutions to them through two case studies.<>","https://ieeexplore.ieee.org/document/398861/","LOCKED","398861","Edinburgh Parallel Comput. Centre, Edinburgh Univ., UK","https://ieeexplore.ieee.org/author/37662471200","1","C. Thornborrow","37662471200","Edinburgh Parallel Comput. Centre, Edinburgh Univ., UK","https://ieeexplore.ieee.org/author/38237258900","2","A.J.S. Wilson","38237258900","Edinburgh Parallel Comput. Centre, Edinburgh Univ., UK","https://ieeexplore.ieee.org/author/37378053800","3","C. Faigle","37378053800","","","","","","","","","","","","","","","","2","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398861","141","Pipelines","Supercomputers","Parallel processing","Data visualization","Iris","Parallel architectures","Parallel machines","Writing","Sockets","Workstations","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398861","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","42","134","Developing modular application builders to exploit MIMD parallel"
"HyperSlice is a new method for the visualization of scalar functions of many variables. With this method the multi-dimensional function is presented in a simple and easy to understand way in which all dimensions are treated identically. The central concept is the representation of a multi-dimensional function as a matrix of orthogonal two-dimensional slices. These two-dimensional slices lend themselves very well to interaction via direct manipulation, due to a one to one relation between screen space and variable space. Several interaction techniques, for navigation, the location of maxima, and the use of user-defined paths, are presented.<>","https://ieeexplore.ieee.org/document/398859/","LOCKED","398859","Netherlands Energy Res. Foundation, Petten, Netherlands","https://ieeexplore.ieee.org/author/37267249200","1","J.J. van Wijk","37267249200","Netherlands Energy Res. Foundation, Petten, Netherlands","https://ieeexplore.ieee.org/author/37282925600","2","R. van Liere","37282925600","","","","","","","","","","","","","","","","","","","","","55","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398859","125","Data visualization","Interpolation","Navigation","Analytical models","Inspection","Computational modeling","Color","Rendering (computer graphics)","Humans","Displays","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398859","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","43","119","HyperSlice"
"This paper introduces a novel representation, called the InfoCrystal, that can be used as a visualization tool as well as a visual query language to help users search for information. The InfoCrystal visualizes all the possible relationships among N concepts. Users can assign relevance weights to the concepts and use thresholding to select relationships of interest. The InfoCrystal allows users to specify Boolean as well as vector-space queries graphically. Arbitrarily complex queries can be created by using the InfoCrystals as building blocks and organizing them in a hierarchical structure. The InfoCrystal enables users to explore and filter information in a flexible, dynamic and interactive way.<>","https://ieeexplore.ieee.org/document/398863/","LOCKED","398863","Center for Educational Comput. Initiatives, MIT, Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37283017700","1","A. Spoerri","37283017700","","","","","","","","","","","","","","","","","","","","","","","","","","19","27","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398863","157","Information retrieval","Data visualization","Information filtering","Information filters","Space exploration","Switches","Educational technology","Marine vehicles","Organizing","Database languages","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398863","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","44","150","InfoCrystal: A visual tool for information retrieval"
"The issue of monitoring the execution of asynchronous, distributed algorithms on loosely-coupled parallel processor systems, is important for the purposes of (i) detecting inconsistencies and flaws in the algorithm, (ii) obtaining important performance parameters for the algorithm, and (iii) developing a conceptual understanding of the algorithm's behavior, for given input stimulus, through visualization. For a particular class of asynchronous distributed algorithms that may be characterized by independent and concurrent entities that execute asynchronously on multiple processors and interact with one another through explicit messages, the following reasoning applies. Information about the flow of messages and the activity of the processors may contribute significantly towards the conceptual understanding of the algorithm's behavior and the functional correctness of the implementation. The computation and subsequent display of important parameters, based upon the execution of the algorithm, is an important objective of DIVIDE. For instance, the mean and standard deviation values for the propagation delay of ATM cells between any two given Broadband-ISDN (BISDN) nodes in a simulation of BISDN network under stochastic input stimulus, as a function of time, are important clues to the degree of congestion in the Broadband-ISDN network. Although the execution of the algorithm typically generates high resolution data, often, a coarse-level visual representation of the data may be useful in facilitating the conceptual understanding of the behavior of the algorithm. DIVIDE permits a user to specify a resolution less than that of the data from the execution of the algorithm, which is then utilized to coalesce the data appropriately. Given that this process requires significant computational power, for efficiency, DIVIDE distributes the overall task of visual display into a number of user specified workstations that are configured as a loosely-coupled parallel processor. DIVIDE has been implemented on a heterogeneous network of SUN sparc 1 + , sparc 2, and 3/60 workstations and performance measurements indicate significant improvement over that of a uniprocessor-based visual display.<>","https://ieeexplore.ieee.org/document/398865/","LOCKED","398865","Oracle Corp., Redwood Shores, CA, USA","https://ieeexplore.ieee.org/author/38229760200","1","T.M. Morrow","38229760200","Oracle Corp., Redwood Shores, CA, USA","https://ieeexplore.ieee.org/author/37288557900","2","S. Ghosh","37288557900","","","","","","","","","","","","","","","","","","","","","0","2","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398865","173","Distributed algorithms","Computer displays","Workstations","Condition monitoring","Visualization","Propagation delay","Asynchronous transfer mode","Computational modeling","Stochastic processes","Concurrent computing","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398865","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","45","166","DIVIDE: Distributed visual display of the execution of asynchronous, distributed algorithms on loosely-coupled parallel processors"
"The set of possible orientations of a rigid three-dimensional object is a topological space with three degrees of freedom. This paper investigates the suitability of various techniques of visualizing this space. With a good technique the natural distance between orientations will be represented fairly accurately, and distortion to the ""shape"" of a collection of orientations induced by the change of reference orientation will be minor. The traditional Euler-angle parameterization fails on both counts. Less well-known techniques exploit the fact that there is a rotation that takes the reference orientation to a given one. The given orientation is represented as a point along the axis of this rotation. The distance of this point from the origin is determined by some scaling function of the magnitude of that rotation. Free natural scaling functions are studied. None is perfect, but several are satisfactory.<>","https://ieeexplore.ieee.org/document/398867/","LOCKED","398867","IBM T. J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37347480400","1","B. Alpern","37347480400","IBM T. J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37281754200","2","L. Carter","37281754200","IBM T. J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38230911700","3","M. Grayson","38230911700","IBM T. J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38230273400","4","C. Pelkie","38230273400","","","","","","","","","","","6","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398867","188","Visualization","Earth","Crystals","Lakes","Cameras","Animation","Watches","Topology","Strips","","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398867","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","46","183","Orientation maps: Techniques for visualizing rotations"
"New display technologies have begun to provide more innovative and potentially powerful methods to present information to a viewer. However, many of these techniques struggle to deliver accurate full color. In this paper, we address this difficulty by employing the dichromatic theory of color reflection, which implies that many objects can be rendered accurately using only two primaries. Complex display systems with two primaries can be produced with significantly less work than is required for the traditional three primaries. We discuss methods for selecting objects that can be rendered accurately on two-color displays, and we present our experiments with a two-color display using monochromatic primaries.<>","https://ieeexplore.ieee.org/document/398871/","LOCKED","398871","Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/38241485100","1","M.S. Peercy","38241485100","Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37274095200","2","L. Hesselink","37274095200","","","","","","","","","","","","","","","","","","","","","0","4","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398871","219","Computer displays","Optical reflection","Visualization","Holography","Liquid crystal displays","Power distribution","Rendering (computer graphics)","Light sources","Physics","Cathode ray tubes","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398871","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","47","212","Dichromatic color representations for complex display systems"
