Paper DOI,Author Names
10.1109/tvcg.2018.2865138,Hanspeter Pfister
10.1109/tvcg.2018.2864912,Yunhai Wang
10.1109/tvcg.2018.2864912,Xin Chen
10.1109/tvcg.2018.2864912,Tong Ge
10.1109/tvcg.2018.2864912,Chen Bao
10.1109/tvcg.2018.2864912,Michael Sedlmair
10.1109/tvcg.2018.2864912,Chi-Wing Fu
10.1109/tvcg.2018.2864912,Oliver Deussen
10.1109/tvcg.2018.2864912,Baoquan Chen
10.1109/tvcg.2018.2864913,Nina McCurdy
10.1109/tvcg.2018.2864913,Julie Gerdes
10.1109/tvcg.2018.2864913,Miriah D. Meyer
10.1109/tvcg.2018.2865022,Shahid Latif
10.1109/tvcg.2018.2865022,Fabian Beck 0001
10.1109/tvcg.2018.2864825,Ke Xu
10.1109/tvcg.2018.2864825,Meng Xia
10.1109/tvcg.2018.2864825,Xing Mu
10.1109/tvcg.2018.2864825,Yun Wang 0012
10.1109/tvcg.2018.2864825,Nan Cao
10.1109/tvcg.2018.2865159,Mathieu Le Goc
10.1109/tvcg.2018.2865159,Charles Perin
10.1109/tvcg.2018.2865159,Sean Follmer
10.1109/tvcg.2018.2865159,Jean-Daniel Fekete
10.1109/tvcg.2018.2865159,Pierre Dragicevic
10.1109/vast.2018.8802454,Quan Li
10.1109/vast.2018.8802454,Kristanto Sean Njotoprawiro
10.1109/vast.2018.8802454,Hammad Haleem
10.1109/vast.2018.8802454,Qiaoan Chen
10.1109/vast.2018.8802454,Chris Yi
10.1109/vast.2018.8802454,Xiaojuan Ma
10.1109/tvcg.2018.2865026,Cong Xie
10.1109/tvcg.2018.2865026,Wei Xu 0020
10.1109/tvcg.2018.2865026,Klaus Mueller 0001
10.1109/tvcg.2018.2865126,Di Weng
10.1109/tvcg.2018.2865126,Ran Chen
10.1109/tvcg.2018.2865126,Zikun Deng
10.1109/tvcg.2018.2865126,Feiran Wu
10.1109/tvcg.2018.2865126,Jingmin Chen
10.1109/tvcg.2018.2865126,Yingcai Wu
10.1109/tvcg.2018.2865233,Evanthia Dimara
10.1109/tvcg.2018.2865233,Gilles Bailly
10.1109/tvcg.2018.2865233,Anastasia Bezerianos
10.1109/tvcg.2018.2865233,Steven Franconeri
10.1109/tvcg.2018.2865049,Juri Buchmüller
10.1109/tvcg.2018.2865049,Dominik Jäckle
10.1109/tvcg.2018.2865049,Eren Cakmak
10.1109/tvcg.2018.2865049,Ulrik Brandes
10.1109/tvcg.2018.2865049,Daniel A. Keim
10.1109/tvcg.2018.2865021,Xu-Meng Wang
10.1109/tvcg.2018.2865021,Wei Chen 0001
10.1109/tvcg.2018.2865021,Jia-Kai Chou
10.1109/tvcg.2018.2865021,Chris Bryan
10.1109/tvcg.2018.2865021,Huihua Guan
10.1109/tvcg.2018.2865021,Wenlong Chen
10.1109/tvcg.2018.2865021,Rusheng Pan
10.1109/tvcg.2018.2865021,Kwan-Liu Ma
10.1109/tvcg.2018.2865047,Michelle Dowling
10.1109/tvcg.2018.2865047,John E. Wenskovitch
10.1109/tvcg.2018.2865047,J. T. Fry
10.1109/tvcg.2018.2865047,Scotland Leman
10.1109/tvcg.2018.2865047,Leanna House
10.1109/tvcg.2018.2865047,Chris North 0001
10.1109/tvcg.2018.2865119,Sriram Karthik Badam
10.1109/tvcg.2018.2865119,Zhicheng Liu 0001
10.1109/tvcg.2018.2865119,Niklas Elmqvist
10.1109/tvcg.2018.2865139,Wei Chen 0001
10.1109/tvcg.2018.2865139,Fangzhou Guo
10.1109/tvcg.2018.2865139,Dongming Han
10.1109/tvcg.2018.2865139,Jacheng Pan
10.1109/tvcg.2018.2865139,Xiaotao Nie
10.1109/tvcg.2018.2865139,Jiazhi Xia
10.1109/tvcg.2018.2865139,Xiaolong Zhang 0001
10.1109/tvcg.2018.2864905,Nicole Sultanum
10.1109/tvcg.2018.2864905,Devin Singh
10.1109/tvcg.2018.2864905,Michael Brudno
10.1109/tvcg.2018.2864905,Fanny Chevalier
10.1109/tvcg.2018.2865194,Rebecca Faust
10.1109/tvcg.2018.2865194,David Glickenstein
10.1109/tvcg.2018.2865194,Carlos Scheidegger
10.1109/tvcg.2018.2865230,Shusen Liu 0001
10.1109/tvcg.2018.2865230,Zhimin Li
10.1109/tvcg.2018.2865230,Tao Li 0039
10.1109/tvcg.2018.2865230,Vivek Srikumar
10.1109/tvcg.2018.2865230,Valerio Pascucci
10.1109/tvcg.2018.2865230,Peer-Timo Bremer
10.1109/tvcg.2018.2865117,Mi Feng
10.1109/tvcg.2018.2865117,Evan M. Peck
10.1109/tvcg.2018.2865117,Lane Harrison
10.1109/tvcg.2018.2864526,Po-Ming Law
10.1109/tvcg.2018.2864526,Rahul C. Basole
10.1109/tvcg.2018.2864526,Yanhong Wu
10.1109/tvcg.2018.2864899,Tan Tang
10.1109/tvcg.2018.2864899,Sadia Rubab
10.1109/tvcg.2018.2864899,Jiewen Lai
10.1109/tvcg.2018.2864899,Weiwei Cui
10.1109/tvcg.2018.2864899,Lingyun Yu 0001
10.1109/tvcg.2018.2864899,Yingcai Wu
10.1109/tvcg.2018.2865149,Carolina Nobre
10.1109/tvcg.2018.2865149,Marc Streit
10.1109/tvcg.2018.2865149,Alexander Lex
10.1109/tvcg.2018.2865141,Jaemin Jo
10.1109/tvcg.2018.2865141,Frédéric Vernier
10.1109/tvcg.2018.2865141,Pierre Dragicevic
10.1109/tvcg.2018.2865141,Jean-Daniel Fekete
10.1109/tvcg.2018.2864510,Johannes Weissenbock
10.1109/tvcg.2018.2864510,Bernhard Fröhler
10.1109/tvcg.2018.2864510,M. Eduard Gröller
10.1109/tvcg.2018.2864510,Johann Kastner
10.1109/tvcg.2018.2864510,Christoph Heinzl
10.1109/tvcg.2018.2865028,Marco Angelini
10.1109/tvcg.2018.2865028,Graziano Blasilli
10.1109/tvcg.2018.2865028,Tiziana Catarci
10.1109/tvcg.2018.2865028,Simone Lenti
10.1109/tvcg.2018.2865028,Giuseppe Santucci
10.1109/tvcg.2018.2864848,Attila Gyulassy
10.1109/tvcg.2018.2864848,Peer-Timo Bremer
10.1109/tvcg.2018.2864848,Valerio Pascucci
10.1109/tvcg.2018.2864432,Guillaume Favelier
10.1109/tvcg.2018.2864432,Noura Faraj
10.1109/tvcg.2018.2864432,Brian Summa
10.1109/tvcg.2018.2864432,Julien Tierny
10.1109/tvcg.2018.2864839,Markus Hadwiger
10.1109/tvcg.2018.2864839,Matej Mlejnek
10.1109/tvcg.2018.2864839,Thomas Theußl
10.1109/tvcg.2018.2864839,Peter Rautek
10.1109/tvcg.2018.2865264,Gabriel Ryan
10.1109/tvcg.2018.2865264,Abigail Mosca
10.1109/tvcg.2018.2865264,Remco Chang
10.1109/tvcg.2018.2865264,Eugene Wu 0002
10.1109/tvcg.2018.2864849,Timothy Luciani
10.1109/tvcg.2018.2864849,Andrew Burks
10.1109/tvcg.2018.2864849,Cassiano Sugiyama
10.1109/tvcg.2018.2864849,Jonathan Komperda
10.1109/tvcg.2018.2864849,G. Elisabeta Marai
10.1109/tvcg.2018.2864886,Po-Ming Law
10.1109/tvcg.2018.2864886,Zhicheng Liu 0001
10.1109/tvcg.2018.2864886,Sana Malik
10.1109/tvcg.2018.2864886,Rahul C. Basole
10.1109/tvcg.2018.2865024,Holger Stitz
10.1109/tvcg.2018.2865024,Samuel Gratzl
10.1109/tvcg.2018.2865024,Harald Piringer
10.1109/tvcg.2018.2865024,Thomas Zichner
10.1109/tvcg.2018.2865024,Marc Streit
10.1109/tvcg.2018.2865051,Daniel Orban
10.1109/tvcg.2018.2865051,Daniel F. Keefe
10.1109/tvcg.2018.2865051,Ayan Biswas
10.1109/tvcg.2018.2865051,James P. Ahrens
10.1109/tvcg.2018.2865051,David H. Rogers 0001
10.1109/tvcg.2018.2865265,Wiebke Köpp
10.1109/tvcg.2018.2865265,Tino Weinkauf
10.1109/tvcg.2018.2864491,David Kouril
10.1109/tvcg.2018.2864491,Ladislav Cmolík
10.1109/tvcg.2018.2864491,Barbora Kozlíková
10.1109/tvcg.2018.2864491,Hsiang-Yun Wu
10.1109/tvcg.2018.2864491,Graham Johnson
10.1109/tvcg.2018.2864491,David S. Goodsell
10.1109/tvcg.2018.2864491,Arthur J. Olson
10.1109/tvcg.2018.2864491,M. Eduard Gröller
10.1109/tvcg.2018.2864491,Ivan Viola
10.1109/tvcg.2018.2864901,Alexander Kumpf
10.1109/tvcg.2018.2864901,Marc Rautenhaus
10.1109/tvcg.2018.2864901,Michael Riemer
10.1109/tvcg.2018.2864901,Rüdiger Westermann
10.1109/tvcg.2018.2865232,Qianwen Wang
10.1109/tvcg.2018.2865232,Zhen Li 0044
10.1109/tvcg.2018.2865232,Siwei Fu
10.1109/tvcg.2018.2865232,Weiwei Cui
10.1109/tvcg.2018.2865232,Huamin Qu
10.1109/tvcg.2018.2864826,Gromit Yeuk-Yin Chan
10.1109/tvcg.2018.2864826,Panpan Xu
10.1109/tvcg.2018.2864826,Zeng Dai
10.1109/tvcg.2018.2864826,Liu Ren
10.1109/tvcg.2018.2864801,Subhashis Hazarika
10.1109/tvcg.2018.2864801,Soumya Dutta
10.1109/tvcg.2018.2864801,Han-Wei Shen
10.1109/tvcg.2018.2864801,Jen-Ping Chen
10.1109/vast.2018.8802486,Michael Blumenschein
10.1109/vast.2018.8802486,Michael Behrisch 0001
10.1109/vast.2018.8802486,Stefanie Schmid
10.1109/vast.2018.8802486,Simon Butscher
10.1109/vast.2018.8802486,Deborah R. Wahl
10.1109/vast.2018.8802486,Karoline Villinger
10.1109/vast.2018.8802486,Britta Renner
10.1109/vast.2018.8802486,Harald Reiterer
10.1109/vast.2018.8802486,Daniel A. Keim
10.1109/tvcg.2018.2865025,Min Chen 0001
10.1109/tvcg.2018.2865025,Kelly P. Gaither
10.1109/tvcg.2018.2865025,Nigel W. John
10.1109/tvcg.2018.2865025,Brian C. McCann
10.1109/tvcg.2018.2864846,Felix Raith
10.1109/tvcg.2018.2864846,Christian Blecha
10.1109/tvcg.2018.2864846,Thomas Nagel
10.1109/tvcg.2018.2864846,Francesco Parisio
10.1109/tvcg.2018.2864846,Olaf Kolditz
10.1109/tvcg.2018.2864846,Fabian Günther
10.1109/tvcg.2018.2864846,Markus Stommel
10.1109/tvcg.2018.2864846,Gerik Scheuermann
10.1109/tvcg.2018.2864851,David Duran
10.1109/tvcg.2018.2864851,Pedro Hermosilla
10.1109/tvcg.2018.2864851,Timo Ropinski
10.1109/tvcg.2018.2864851,Barbora Kozlíková
10.1109/tvcg.2018.2864851,Àlvar Vinacua
10.1109/tvcg.2018.2864851,Pere-Pau Vázquez
10.1109/tvcg.2018.2864850,Feng Wang 0013
10.1109/tvcg.2018.2864850,Ingo Wald
10.1109/tvcg.2018.2864850,Qi Wu 0015
10.1109/tvcg.2018.2864850,Will Usher 0001
10.1109/tvcg.2018.2864850,Chris R. Johnson 0001
10.1109/tvcg.2018.2865075,Ali Sarvghad
10.1109/tvcg.2018.2865075,Bahador Saket
10.1109/tvcg.2018.2865075,Alex Endert
10.1109/tvcg.2018.2865075,Nadir Weibel
10.1109/tvcg.2018.2865042,Prithiviraj K. Muthumanickam
10.1109/tvcg.2018.2865042,Katerina Vrotsou
10.1109/tvcg.2018.2865042,Aida Nordman
10.1109/tvcg.2018.2865042,Jimmy Johansson 0001
10.1109/tvcg.2018.2865042,Matthew Cooper 0001
10.1109/tvcg.2018.2864911,Yunhai Wang
10.1109/tvcg.2018.2864911,Yanyan Wang
10.1109/tvcg.2018.2864911,Haifeng Zhang
10.1109/tvcg.2018.2864911,Yinqi Sun
10.1109/tvcg.2018.2864911,Chi-Wing Fu
10.1109/tvcg.2018.2864911,Michael Sedlmair
10.1109/tvcg.2018.2864911,Baoquan Chen
10.1109/tvcg.2018.2864911,Oliver Deussen
10.1109/tvcg.2018.2864844,Hong Wang
10.1109/tvcg.2018.2864844,Yafeng Lu
10.1109/tvcg.2018.2864844,Shade T. Shutters
10.1109/tvcg.2018.2864844,Michael Steptoe
10.1109/tvcg.2018.2864844,Feng Wang 0012
10.1109/tvcg.2018.2864844,Steven Landis
10.1109/tvcg.2018.2864844,Ross Maciejewski
10.1109/tvcg.2018.2864806,Michael Kern
10.1109/tvcg.2018.2864806,Tim Hewson
10.1109/tvcg.2018.2864806,Andreas Schäfler
10.1109/tvcg.2018.2864806,Rüdiger Westermann
10.1109/tvcg.2018.2864806,Marc Rautenhaus
10.1109/tvcg.2018.2864813,Thomas Wilde
10.1109/tvcg.2018.2864813,Christian Rössl
10.1109/tvcg.2018.2864813,Holger Theisel
10.1109/tvcg.2018.2864815,Bo Ma 0002
10.1109/tvcg.2018.2864815,Alireza Entezari
10.1109/tvcg.2018.2864853,Duong Hoang
10.1109/tvcg.2018.2864853,Pavol Klacansky
10.1109/tvcg.2018.2864853,Harsh Bhatia
10.1109/tvcg.2018.2864853,Peer-Timo Bremer
10.1109/tvcg.2018.2864853,Peter Lindstrom 0001
10.1109/tvcg.2018.2864853,Valerio Pascucci
10.1109/tvcg.2018.2864508,Antoni Sagristà
10.1109/tvcg.2018.2864508,Stefan Jordan
10.1109/tvcg.2018.2864508,Thomas Müller 0005
10.1109/tvcg.2018.2864508,Filip Sadlo
10.1109/tvcg.2018.2864828,Tobias Günther
10.1109/tvcg.2018.2864828,Holger Theisel
10.1109/tvcg.2018.2865023,Jay Koven
10.1109/tvcg.2018.2865023,Cristian Felix
10.1109/tvcg.2018.2865023,Hossein Siadati
10.1109/tvcg.2018.2865023,Markus Jakobsson
10.1109/tvcg.2018.2865023,Enrico Bertini
10.1109/tvcg.2018.2864507,Norbert Lindow
10.1109/tvcg.2018.2864507,Daniel Baum
10.1109/tvcg.2018.2864507,Morgan Leborgne
10.1109/tvcg.2018.2864507,Hans-Christian Hege
10.1109/tvcg.2018.2864852,Saeed Boorboor
10.1109/tvcg.2018.2864852,Shreeraj Jadhav
10.1109/tvcg.2018.2864852,Mala Ananth 0001
10.1109/tvcg.2018.2864852,David Talmage
10.1109/tvcg.2018.2864852,Lorna Role
10.1109/tvcg.2018.2864852,Arie E. Kaufman
10.1109/tvcg.2018.2865039,Akhilesh Camisetty
10.1109/tvcg.2018.2865039,Chaitanya Chandurkar
10.1109/tvcg.2018.2865039,Maoyuan Sun
10.1109/tvcg.2018.2865039,David Koop
10.1109/tvcg.2018.2864505,Tushar M. Athawale
10.1109/tvcg.2018.2864505,Chris R. Johnson 0001
10.1109/tvcg.2018.2864808,Jun Tao 0002
10.1109/tvcg.2018.2864808,Martin Imre
10.1109/tvcg.2018.2864808,Chaoli Wang 0001
10.1109/tvcg.2018.2864808,Nitesh V. Chawla
10.1109/tvcg.2018.2864808,Hanqi Guo 0001
10.1109/tvcg.2018.2864808,Gokhan Sever
10.1109/tvcg.2018.2864808,Seung Hyun Kim
10.1109/tvcg.2018.2865151,Timothy Major
10.1109/tvcg.2018.2865151,Rahul C. Basole
10.1109/vast.2018.8802383,Huan He
10.1109/vast.2018.8802383,Qinghua Zheng
10.1109/vast.2018.8802383,Bo Dong 0001
10.1109/vast.2018.8802424,John E. Wenskovitch
10.1109/vast.2018.8802424,Lauren Bradel
10.1109/vast.2018.8802424,Michelle Dowling
10.1109/vast.2018.8802424,Leanna House
10.1109/vast.2018.8802424,Chris North 0001
10.1109/tvcg.2018.2864498,Andrey Krekhov
10.1109/tvcg.2018.2864498,Jens H. Krüger
10.1109/tvcg.2018.2865231,Hariharan Subramonyam
10.1109/tvcg.2018.2865231,Eytan Adar
10.1109/tvcg.2018.2864816,Martin Falk
10.1109/tvcg.2018.2864816,Anders Ynnerman
10.1109/tvcg.2018.2864816,Darren Treanor
10.1109/tvcg.2018.2864816,Claes Lundström
10.1109/tvcg.2018.2864509,Monique Meuschke
10.1109/tvcg.2018.2864509,Tobias Günther
10.1109/tvcg.2018.2864509,Philipp Berg
10.1109/tvcg.2018.2864509,Ralph Wickenhöfer
10.1109/tvcg.2018.2864509,Bernhard Preim
10.1109/tvcg.2018.2864509,Kai Lawonn
10.1109/tvcg.2018.2864768,Lawrence Roy
10.1109/tvcg.2018.2864768,Prashant Kumar
10.1109/tvcg.2018.2864768,Yue Zhang 0009
10.1109/tvcg.2018.2864768,Eugene Zhang
10.1109/tvcg.2018.2864887,Zhicong Lu
10.1109/tvcg.2018.2864887,Mingming Fan 0001
10.1109/tvcg.2018.2864887,Yun Wang 0012
10.1109/tvcg.2018.2864887,Jian Zhao 0010
10.1109/tvcg.2018.2864887,Michelle Annett
10.1109/tvcg.2018.2864887,Daniel Wigdor
10.1109/tvcg.2018.2864817,Marzieh Berenjkoub
10.1109/tvcg.2018.2864817,Rodolfo Ostilla Monico
10.1109/tvcg.2018.2864817,Robert S. Laramee
10.1109/tvcg.2018.2864817,Guoning Chen
10.1109/tvcg.2018.2864847,Johanna Beyer
10.1109/tvcg.2018.2864847,Haneen Mohammed
10.1109/tvcg.2018.2864847,Marco Agus
10.1109/tvcg.2018.2864847,Ali K. Al-Awami
10.1109/tvcg.2018.2864847,Hanspeter Pfister
10.1109/tvcg.2018.2864847,Markus Hadwiger
10.1109/tvcg.2018.2865118,Vladimir Molchanov
10.1109/tvcg.2018.2865118,Lars Linsen
10.1109/tvcg.2018.2864841,Min Shih
10.1109/tvcg.2018.2864841,Charles Rozhon
10.1109/tvcg.2018.2864841,Kwan-Liu Ma
10.1109/tvcg.2018.2864827,Kaoji Xu
10.1109/tvcg.2018.2864827,Guoning Chen
10.1109/vast.2018.8802415,Po-Ming Law
10.1109/vast.2018.8802415,Yanhong Wu
10.1109/vast.2018.8802415,Rahul C. Basole
10.1109/tvcg.2018.2864506,Hui Zhang 0027
10.1109/tvcg.2018.2864506,Steffen Frey
10.1109/tvcg.2018.2864506,Holger Steeb
10.1109/tvcg.2018.2864506,David Uribe
10.1109/tvcg.2018.2864506,Thomas Ertl
10.1109/tvcg.2018.2864506,Wenping Wang
10.1109/tvcg.2018.2864845,Michael Ankele
10.1109/tvcg.2018.2864845,Thomas Schultz 0001
10.1109/tvcg.2018.2865266,Yunhai Wang
10.1109/tvcg.2018.2865266,Zeyu Wang 0005
10.1109/tvcg.2018.2865266,Chi-Wing Fu
10.1109/tvcg.2018.2865266,Hansjörg Schmauder
10.1109/tvcg.2018.2865266,Oliver Deussen
10.1109/tvcg.2018.2865266,Daniel Weiskopf
10.1109/tvcg.2018.2864656,Sergej Stoppel
10.1109/tvcg.2018.2864656,Magnus Paulson Erga
10.1109/tvcg.2018.2864656,Stefan Bruckner
10.1109/vast.2018.8802449,Marlen Promann
10.1109/vast.2018.8802449,Sabine Brunswicker
10.1109/tvcg.2018.2864690,Michael Traoré
10.1109/tvcg.2018.2864690,Christophe Hurter
10.1109/tvcg.2018.2864690,Alexandru C. Telea
10.1109/tvcg.2018.2864811,Natalia V. Andrienko
10.1109/tvcg.2018.2864811,Gennady L. Andrienko
10.1109/tvcg.2018.2864811,Jose Manuel Cordero Garcia
10.1109/tvcg.2018.2864811,David Scarlatti
10.1109/tvcg.2018.2865241,Ethan Kerzner
10.1109/tvcg.2018.2865241,Sarah Goodwin
10.1109/tvcg.2018.2865241,Jason Dykes
10.1109/tvcg.2018.2865241,Sara Jones 0001
10.1109/tvcg.2018.2865241,Miriah D. Meyer
10.1109/tvcg.2017.2743858,Oh-Hyun Kwon
10.1109/tvcg.2017.2743858,Tarik Crnovrsanin
10.1109/tvcg.2017.2743858,Kwan-Liu Ma
10.1109/tvcg.2017.2743859,Philipp Koytek
10.1109/tvcg.2017.2743859,Charles Perin
10.1109/tvcg.2017.2743859,Jo Vermeulen
10.1109/tvcg.2017.2743859,Elisabeth André
10.1109/tvcg.2017.2743859,Sheelagh Carpendale
10.1109/tvcg.2017.2743898,Jessica Hullman
10.1109/tvcg.2017.2743898,Matthew Kay 0001
10.1109/tvcg.2017.2743898,Yea-Seul Kim
10.1109/tvcg.2017.2743898,Samana Shrestha
10.1109/tvcg.2017.2743918,Charles Perin
10.1109/tvcg.2017.2743918,Tiffany Wun
10.1109/tvcg.2017.2743918,Richard Pusch
10.1109/tvcg.2017.2743918,Sheelagh Carpendale
10.1109/tvcg.2017.2743938,Julien Tierny
10.1109/tvcg.2017.2743938,Guillaume Favelier
10.1109/tvcg.2017.2743938,Joshua A. Levine
10.1109/tvcg.2017.2743938,Charles Gueunet
10.1109/tvcg.2017.2743938,Michael Michaux
10.1109/tvcg.2017.2743939,Laura E. Matzen
10.1109/tvcg.2017.2743939,Michael J. Haass
10.1109/tvcg.2017.2743939,Kristin M. Divis
10.1109/tvcg.2017.2743939,Zhiyuan Wang
10.1109/tvcg.2017.2743939,Andrew T. Wilson
10.1109/tvcg.2017.2743958,Karl Bladin
10.1109/tvcg.2017.2743958,Emil Axelsson
10.1109/tvcg.2017.2743958,Erik Broberg
10.1109/tvcg.2017.2743958,Carter Emmart
10.1109/tvcg.2017.2743958,Patric Ljung
10.1109/tvcg.2017.2743958,Alexander Bock 0002
10.1109/tvcg.2017.2743958,Anders Ynnerman
10.1109/tvcg.2017.2743959,Jochen Görtler
10.1109/tvcg.2017.2743959,Christoph Schulz 0001
10.1109/tvcg.2017.2743959,Daniel Weiskopf
10.1109/tvcg.2017.2743959,Oliver Deussen
10.1109/tvcg.2017.2743978,Roxana Bujack
10.1109/tvcg.2017.2743978,Terece L. Turton
10.1109/tvcg.2017.2743978,Francesca Samsel
10.1109/tvcg.2017.2743978,Colin Ware
10.1109/tvcg.2017.2743978,David H. Rogers 0001
10.1109/tvcg.2017.2743978,James P. Ahrens
10.1109/tvcg.2017.2743979,Mohamed Ibrahim
10.1109/tvcg.2017.2743979,Patrick Wickenhauser
10.1109/tvcg.2017.2743979,Peter Rautek
10.1109/tvcg.2017.2743979,Guido Reina
10.1109/tvcg.2017.2743979,Markus Hadwiger
10.1109/tvcg.2017.2743980,Alexander Bock 0002
10.1109/tvcg.2017.2743980,Harish Doraiswamy
10.1109/tvcg.2017.2743980,Adam Summers
10.1109/tvcg.2017.2743980,Cláudio T. Silva
10.1109/tvcg.2017.2743981,Haichao Miao
10.1109/tvcg.2017.2743981,Elisa De Llano
10.1109/tvcg.2017.2743981,Johannes Sorger
10.1109/tvcg.2017.2743981,Yasaman Ahmadi
10.1109/tvcg.2017.2743981,Tadija Kekic
10.1109/tvcg.2017.2743981,Tobias Isenberg 0001
10.1109/tvcg.2017.2743981,M. Eduard Gröller
10.1109/tvcg.2017.2743981,Ivan Barisic
10.1109/tvcg.2017.2743981,Ivan Viola
10.1109/tvcg.2017.2743989,Michael Kern
10.1109/tvcg.2017.2743989,Tim Hewson
10.1109/tvcg.2017.2743989,Filip Sadlo
10.1109/tvcg.2017.2743989,Rüdiger Westermann
10.1109/tvcg.2017.2743989,Marc Rautenhaus
10.1109/tvcg.2017.2743990,Andrea Batch
10.1109/tvcg.2017.2743990,Niklas Elmqvist
10.1109/tvcg.2017.2743998,Romain Vuillemot
10.1109/tvcg.2017.2743998,Jeremy Boy
10.1109/tvcg.2017.2744018,Nils Rodrigues
10.1109/tvcg.2017.2744018,Daniel Weiskopf
10.1109/tvcg.2017.2744019,Ricardo Langner
10.1109/tvcg.2017.2744019,Tom Horak
10.1109/tvcg.2017.2744019,Raimund Dachselt
10.1109/tvcg.2017.2744038,Lawrence Roy
10.1109/tvcg.2017.2744038,Prashant Kumar
10.1109/tvcg.2017.2744038,Sanaz Golbabaei
10.1109/tvcg.2017.2744038,Yue Zhang 0009
10.1109/tvcg.2017.2744038,Eugene Zhang
10.1109/tvcg.2017.2744058,Ashok Jallepalli
10.1109/tvcg.2017.2744058,Julia Docampo-Sánchez
10.1109/tvcg.2017.2744058,Jennifer K. Ryan
10.1109/tvcg.2017.2744058,Robert Haimes
10.1109/tvcg.2017.2744058,Robert M. Kirby
10.1109/tvcg.2017.2744059,Jiang Zhang 0002
10.1109/tvcg.2017.2744059,Hanqi Guo 0001
10.1109/tvcg.2017.2744059,Fan Hong
10.1109/tvcg.2017.2744059,Xiaoru Yuan
10.1109/tvcg.2017.2744059,Tom Peterka
10.1109/tvcg.2017.2744078,Tran Minh Quan
10.1109/tvcg.2017.2744078,Junyoung Choi
10.1109/tvcg.2017.2744078,Haejin Jeong
10.1109/tvcg.2017.2744078,Won-Ki Jeong
10.1109/tvcg.2017.2744079,Will Usher 0001
10.1109/tvcg.2017.2744079,Pavol Klacansky
10.1109/tvcg.2017.2744079,Frederick Federer
10.1109/tvcg.2017.2744079,Peer-Timo Bremer
10.1109/tvcg.2017.2744079,Aaron Knoll
10.1109/tvcg.2017.2744079,Jeff Yarch
10.1109/tvcg.2017.2744079,Alessandra Angelucci
10.1109/tvcg.2017.2744079,Valerio Pascucci
10.1109/tvcg.2017.2744080,Siwei Fu
10.1109/tvcg.2017.2744080,Hao Dong 0008
10.1109/tvcg.2017.2744080,Weiwei Cui
10.1109/tvcg.2017.2744080,Jian Zhao 0010
10.1109/tvcg.2017.2744080,Huamin Qu
10.1109/tvcg.2017.2744098,Jiazhi Xia
10.1109/tvcg.2017.2744098,Fenjin Ye
10.1109/tvcg.2017.2744098,Wei Chen 0001
10.1109/tvcg.2017.2744098,Yusi Wang
10.1109/tvcg.2017.2744098,Weifeng Chen 0002
10.1109/tvcg.2017.2744098,Yuxin Ma
10.1109/tvcg.2017.2744098,Anthony K. H. Tung
10.1109/tvcg.2017.2744099,Subhashis Hazarika
10.1109/tvcg.2017.2744099,Ayan Biswas
10.1109/tvcg.2017.2744099,Han-Wei Shen
10.1109/tvcg.2017.2744118,Nam Wook Kim
10.1109/tvcg.2017.2744118,Benjamin Bach
10.1109/tvcg.2017.2744118,Hyejin Im
10.1109/tvcg.2017.2744118,Sasha Schriber
10.1109/tvcg.2017.2744118,Markus H. Gross
10.1109/tvcg.2017.2744118,Hanspeter Pfister
10.1109/tvcg.2017.2744138,André Calero Valdez
10.1109/tvcg.2017.2744138,Martina Ziefle
10.1109/tvcg.2017.2744138,Michael Sedlmair
10.1109/tvcg.2017.2744158,Hendrik Strobelt
10.1109/tvcg.2017.2744158,Sebastian Gehrmann
10.1109/tvcg.2017.2744158,Hanspeter Pfister
10.1109/tvcg.2017.2744158,Alexander M. Rush
10.1109/tvcg.2017.2744159,Qiaomu Shen
10.1109/tvcg.2017.2744159,Wei Zeng 0004
10.1109/tvcg.2017.2744159,Yu Ye 0002
10.1109/tvcg.2017.2744159,Stefan Müller Arisona
10.1109/tvcg.2017.2744159,Simon Schubiger
10.1109/tvcg.2017.2744159,Remo Burkhard
10.1109/tvcg.2017.2744159,Huamin Qu
10.1109/tvcg.2017.2744184,Alper Sarikaya 0001
10.1109/tvcg.2017.2744184,Michael Gleicher
10.1109/tvcg.2017.2744198,Zening Qu
10.1109/tvcg.2017.2744198,Jessica Hullman
10.1109/tvcg.2017.2744199,Michael Gleicher
10.1109/tvcg.2017.2744218,Yingcai Wu
10.1109/tvcg.2017.2744218,Ji Lan
10.1109/tvcg.2017.2744218,Xinhuan Shu
10.1109/tvcg.2017.2744218,Chenyang Ji
10.1109/tvcg.2017.2744218,Kejian Zhao
10.1109/tvcg.2017.2744218,Jiachen Wang
10.1109/tvcg.2017.2744218,Hui Zhang 0051
10.1109/tvcg.2017.2744238,Markus Hadwiger
10.1109/tvcg.2017.2744238,Ali K. Al-Awami
10.1109/tvcg.2017.2744238,Johanna Beyer
10.1109/tvcg.2017.2744238,Marco Agus
10.1109/tvcg.2017.2744238,Hanspeter Pfister
10.1109/tvcg.2017.2744258,Tobias Klein
10.1109/tvcg.2017.2744258,Ludovic Autin
10.1109/tvcg.2017.2744258,Barbora Kozlíková
10.1109/tvcg.2017.2744258,David S. Goodsell
10.1109/tvcg.2017.2744258,Arthur J. Olson
10.1109/tvcg.2017.2744258,M. Eduard Gröller
10.1109/tvcg.2017.2744258,Ivan Viola
