"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The case study presents a medical Web service for the automatic analysis of CTA (computer tomography angiography) datasets. It aims at the detection and evaluation of intracranial aneurysms which are malformations of cerebral blood vessels. To obtain a standardized 3D visualization, digital videos are automatically generated. The time-consuming video production caused by the manual delineation of structures, software based volume rendering, and the interactive definition of an optimized camera path is considerably improved with a fully automatic strategy. Therefore, a previously suggested approach (C. Rezk-Salama, 2000) is applied which uses an optimized transfer function as a template and automatically adapts it to an individual dataset. Furthermore, we introduce hardware-accelerated morphologic filtering in order to detect the location of mid-size and giant aneurysms. The actual generation of the video is finally integrated into a hardware accelerated off-screen rendering process based on 3D texture mapping, ensuring fast visualization of high quality. Overall, clinical routine can be considerably assisted by providing a Web based service combining automatic detection and standardized visualization.","https://ieeexplore.ieee.org/document/964542/","LOCKED","964542","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/38270017200","1","S. Iserhardt-Bauer","38270017200","","https://ieeexplore.ieee.org/author/37373297800","2","P. Hastreiter","37373297800","","https://ieeexplore.ieee.org/author/37268023800","3","T. Ertl","37268023800","","https://ieeexplore.ieee.org/author/37361518700","4","K. Eberhardt","37361518700","","https://ieeexplore.ieee.org/author/37373299500","5","B. Tomandl","37373299500","","","","","","","","","","","","","","","","","","","","","","1","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964542","581","https://ieeexplore.ieee.org/document/964542/","Medical diagnostic imaging","Web services","Documentation","Visualization","Videos","Aneurysm","Tomography","Angiography","Blood vessels","Production","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964542","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","26","425","Case study: medical Web service for the automatic 3D documentation for neuroradiological diagnosis"
"Presents results from a user study that compared six visualization methods for 2D vector data. Two methods used different distributions of short arrows, two used different distributions of integral curves, one used wedges located to suggest flow lines, and the final one was line-integral convolution (LIC). We defined three simple but representative tasks for users to perform using visualizations from each method: (1) locating all critical points in an image, (2) identifying critical point types, and (3) advecting a particle. The results show different strengths and weaknesses for each method. We found that users performed better with methods that: (1) showed the sign of vectors within the vector field, (2) visually represented integral curves, and (3) visually represented the locations of critical points. These results provide quantitative support for some of the anecdotal evidence concerning visualization methods. The tasks and testing framework also provide a basis for comparing other visualization methods, for creating more effective methods and for defining additional tasks to further understand tradeoffs among methods. They may also be useful for evaluating 2D vectors on 2D surfaces embedded in 3D and for defining analogous tasks for 3D visualization methods.","https://ieeexplore.ieee.org/document/964505/","LOCKED","964505","Dept. of Comput. Sci., Brown Univ., Providence, RI, USA","https://ieeexplore.ieee.org/author/37275712600","1","D.H. Laidlaw","37275712600","","https://ieeexplore.ieee.org/author/37275716100","2","R.M. Kirby","37275716100","","https://ieeexplore.ieee.org/author/38259286500","3","J.S. Davidson","38259286500","","https://ieeexplore.ieee.org/author/37275704000","4","T.S. Miller","37275704000","","https://ieeexplore.ieee.org/author/37275705800","5","M. da Silva","37275705800","","https://ieeexplore.ieee.org/author/37275701800","6","W.H. Warren","37275701800","https://ieeexplore.ieee.org/author/37275702700","7","M. Tarr","37275702700","","","","","","","","","","","","","15","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964505","150","https://ieeexplore.ieee.org/document/964505/","Data visualization","Streaming media","Convolution","Testing","Computer science","Mathematics","Chromium","Computer graphics","Application software","Computer applications","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964505","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","27","143","Quantitative comparative evaluation of 2D vector field visualization methods"
"For psychophysical studies in spatial cognition a virtual model of the picturesque old town of Tubingen has been constructed. In order to perform psychophysical experiments in highly realistic virtual environments the model is based on high quality texture maps adding up to several hundreds of MBytes. To accomplish the required real-time frame updates, view frustum and occlusion culling without visibility pre-processing, levels of detail, and texture compression are applied in an interleaved manner. Shared memory communication and a standard PC with two commodity graphics cards is used to enable the powerful combination of those techniques because this combination is not yet available on a single graphics card.","https://ieeexplore.ieee.org/document/964544/","LOCKED","964544","WSI, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37569245800","1","M. Meissner","37569245800","WSI, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37726539700","2","J. Orman","37726539700","","https://ieeexplore.ieee.org/author/37085942150","3","S.J. Braun","37085942150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964544","583","https://ieeexplore.ieee.org/document/964544/","Computer aided software engineering","Visualization","Hardware","Graphics","Layout","Geometry","Rendering (computer graphics)","Psychology","Cognition","Cities and towns","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964544","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","28","433","Case study on real-time visualization of virtual Tubingen on commodity PC hardware"
"Vector fields can present complex structural behavior, especially in turbulent computational fluid dynamics. The topological analysis of these data sets reduces the information, but one is usually still left with too many details for interpretation. In this paper, we present a simplification approach that removes pairs of critical points from the data set, based on relevance measures. In contrast to earlier methods, no grid changes are necessary, since the whole method uses small local changes of the vector values defining the vector field. An interpretation in terms of bifurcations underlines the continuous, natural flavor of the algorithm.","https://ieeexplore.ieee.org/document/964507/","LOCKED","964507","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282575100","1","X. Tricoche","37282575100","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282574800","2","G. Scheuermann","37282574800","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282578800","3","H. Hagen","37282578800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964507","166","https://ieeexplore.ieee.org/document/964507/","Topology","Data visualization","Computational fluid dynamics","Bifurcation","Data analysis","Information analysis","Data mining","Feature extraction","Joining processes","Computational modeling","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964507","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","29","159","Continuous topology simplification of planar vector fields"
"We present the circular incident edge lists (CIEL), a new data structure and a high-performance algorithm for generating a series of iso-surfaces in a highly unstructured grid. Slicing-based volume rendering is also considered. The CIEL data structure represents all the combinatorial information of the grid, making it possible to optimize the classical propagation from local minima paradigm. The usual geometric structures are replaced by a more efficient combinatorial structure. An active edges list is maintained, and iteratively propagated from an iso-surface to the next one in a very efficient way. The intersected cells incident to each active edge are retrieved, and the intersection polygons are generated by circulating around their facets. This latter feature enables arbitrary irregular cells to be treated, such as those encountered in certain computational fluid dynamics (CFD) simulations. Since the CIEL data structure solely depends on the connections between the cells, it is possible to take into account dynamic changes in the geometry of the mesh and in property values, which only requires the sorted extrema list to be updated. Experiments have shown that our approach is significantly faster than classical methods. The major drawback of our method is its memory consumption, higher than most classical methods. However, experimental results show that it stays within a practical range.","https://ieeexplore.ieee.org/document/964511/","LOCKED","964511","ISA (INRIA Lorraine), Vandoeuvre-les-Nancy, France","https://ieeexplore.ieee.org/author/37554667100","1","B. Levy","37554667100","ISA (INRIA Lorraine), Vandoeuvre-les-Nancy, France","https://ieeexplore.ieee.org/author/37726780800","2","G. Caumon","37726780800","ISA (INRIA Lorraine), Vandoeuvre-les-Nancy, France","https://ieeexplore.ieee.org/author/37726788400","3","S. Conreaux","37726788400","ISA (INRIA Lorraine), Vandoeuvre-les-Nancy, France","https://ieeexplore.ieee.org/author/37442790400","4","X. Cavin","37442790400","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964511","557","https://ieeexplore.ieee.org/document/964511/","Data structures","Computational fluid dynamics","Data visualization","Numerical simulation","Acceleration","Rendering (computer graphics)","Instruction sets","Mesh generation","Computational modeling","Fluid dynamics","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964511","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","30","191","Circular incident edge lists: a data structure for rendering complex unstructured grids"
"Maps of biophysical and geophysical variables using Earth Observing System (EOS) satellite image data are an important component of Earth science. These maps have a single value derived at every grid cell and standard techniques are used to visualize them. Current tools fall short, however, when it is necessary to describe a distribution of values at each grid cell. Distributions may represent a frequency of occurrence over time, frequency of occurrence from multiple runs of an ensemble forecast or possible values from an uncertainty model. We identify these ""distribution data sets"" and present a case study to visualize such 2D distributions. Distribution data sets are different from multivariate data sets in the sense that the values are for a single variable instead of multiple variables. Data for this case study consists of multiple realizations of percent forest cover, generated using a geostatistical technique that combines ground measurements and satellite imagery to model uncertainty about forest cover. We present two general approaches for analyzing and visualizing such data sets. The first is a pixel-wise analysis of the probability density functions for the 2D image while the second is an analysis of features identified within the image. Such pixel-wise and feature-wise views will give Earth scientists a more complete understanding of distribution data sets. See www.cse.ucsc.edu/research/avis/nasa is for additional information.","https://ieeexplore.ieee.org/document/964550/","LOCKED","964550","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37339406400","1","D. Kao","37339406400","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37295769200","2","J.L. Dungan","37295769200","","https://ieeexplore.ieee.org/author/37267352000","3","A. Pang","37267352000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964550","589","https://ieeexplore.ieee.org/document/964550/","Data visualization","Probability distribution","Earth Observing System","Satellites","Frequency","Image analysis","Geoscience","Uncertainty","Predictive models","Geophysical measurements","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964550","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","31","457","Visualizing 2D probability distributions from EOS satellite image-derived data sets: a case study"
"Front-projection display environments suffer from a fundamental problem: users and other objects in the environment can easily and inadvertently block projectors, creating shadows on the displayed image. We introduce a technique that detects and corrects transient shadows in a multi-projector display. Our approach is to minimize the difference between predicted (generated) and observed (camera) images by continuous modification of the projected image values for each display device. We speculate that the general predictive monitoring framework introduced here is capable of addressing more general radiometric consistency problems. Using an automatically-derived relative position of cameras and projectors in the display environment and a straightforward color correction scheme, the system renders an expected image for each camera location. Cameras observe the displayed image, which is compared with the expected image to detect shadowed regions. These regions are transformed to the appropriate projector frames, where corresponding pixel values are increased. In display regions where more than one projector contributes to the image, shadow regions are eliminated. We demonstrate an implementation of the technique in a multiprojector system.","https://ieeexplore.ieee.org/document/964509/","LOCKED","964509","Dept. of Comput. Sci., Kentucky Univ., Lexington, KY, USA","https://ieeexplore.ieee.org/author/37299655300","1","C. Jaynes","37299655300","Dept. of Comput. Sci., Kentucky Univ., Lexington, KY, USA","https://ieeexplore.ieee.org/author/38196860100","2","S. Webb","38196860100","Dept. of Comput. Sci., Kentucky Univ., Lexington, KY, USA","","3","R.M. Steele","","Dept. of Comput. Sci., Kentucky Univ., Lexington, KY, USA","https://ieeexplore.ieee.org/author/37277811200","4","M. Brown","37277811200","Dept. of Comput. Sci., Kentucky Univ., Lexington, KY, USA","","5","W.B. Seales","","","","","","","","","","","","","","","","","","","","","","","14","5","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964509","555","https://ieeexplore.ieee.org/document/964509/","Cameras","Radiometry","Calibration","Computer displays","Color","Rendering (computer graphics)","Computer science","Monitoring","Reflection","Temperature","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964509","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","32","175","Dynamic shadow removal from front projection displays"
"Since the original paper of Lacroute and Levoy (1994), where the shear-warp factorization was also shown for perspective projections, a lot of work has been carried out using the shear-warp factorization with parallel projections. However, none of it has proved or improved the algorithm for the perspective projection. Also in Lacroute's Volpack library, the perspective shear-warp volume rendering algorithm is missing. This paper reports on an implementation of the perspective shear-warp algorithm, which includes enhancements for its application in immersive virtual environments. Furthermore, a mathematical proof for the correctness of the permutation of projection and warp is provided, so far a basic assumption of the shear-warp perspective projection.","https://ieeexplore.ieee.org/document/964513/","LOCKED","964513","High Performance Comput. Centre, Stuttgart, Germany","https://ieeexplore.ieee.org/author/37271119000","1","R.P. Schulze","37271119000","","https://ieeexplore.ieee.org/author/37728226600","2","R. Niemeier","37728226600","","https://ieeexplore.ieee.org/author/37681696700","3","U. Lang","37681696700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964513","213","https://ieeexplore.ieee.org/document/964513/","Virtual environment","Rendering (computer graphics)","Hardware","Computer graphics","Acceleration","High performance computing","Image generation","Pixel","Image quality","Image storage","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964513","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","33","207","The perspective shear-warp algorithm in a virtual environment"
"Automatic detection of meaningful isosurfaces is important for producing informative visualizations of volume data, especially when no information about the data origin and imaging protocol is available. We propose a computationally efficient method for the automated detection of intensity transitions in volume data. In this approach, the dominant transitions correspond to clear maxima in cumulative Laplacian-weighted gray value histograms. Only one pass through the data volume is required to compute the histogram. Several other features which may be useful for exploration of data of unknown origin can be efficiently computed in a similar manner. The detected intensity transitions can be used for setting of visualization parameters for surface rendering, as well as for direct volume rendering of 3D datasets. When using surface rendering, the detected dominant intensity transition values correspond to the optimal surface isovalues for extraction of boundaries of the objects of interest. In direct volume rendering, such transitions are important for generation of the transfer functions, which are used to assign visualization properties to data voxels and determine the appearance of the rendered image. The proposed method is illustrated by examples with synthetic data as well as real biomedical datasets.","https://ieeexplore.ieee.org/document/964515/","LOCKED","964515","Philips Res. Lab., Hamburg, Germany","https://ieeexplore.ieee.org/author/37727283800","1","V. Pekar","37727283800","Philips Res. Lab., Hamburg, Germany","https://ieeexplore.ieee.org/author/37330700700","2","R. Wiemker","37330700700","Philips Res. Lab., Hamburg, Germany","https://ieeexplore.ieee.org/author/37728309400","3","D. Hempel","37728309400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","13","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964515","230","https://ieeexplore.ieee.org/document/964515/","Isosurfaces","Data visualization","Rendering (computer graphics)","Biomedical imaging","Protocols","Histograms","Transfer functions","Computer graphics","Computed tomography","Magnetic resonance imaging","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964515","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","34","223","Fast detection of meaningful isosurfaces for volume data visualization"
"We present the problem of visualizing time-varying medical data. Two medical imaging modalities are compared-MRI and dynamic SPECT. For each modality, we examine several derived scalar and vector quantities such as the change in intensity over time, the spatial gradient, and the change of the gradient over time. We compare several methods for presenting the data, including isosurfaces, direct volume rendering, and vector visualization using glyphs. These techniques may provide more information and context than methods currently used in practice; thus it is easier to discover temporal changes and abnormalities in a data set.","https://ieeexplore.ieee.org/document/964554/","LOCKED","964554","Sch. of Comput. Sci., Simon Fraser Univ., Burnaby, BC, Canada","https://ieeexplore.ieee.org/author/37275861300","1","M. Tory","37275861300","","https://ieeexplore.ieee.org/author/37728232400","2","N. Rober","37728232400","","https://ieeexplore.ieee.org/author/37275858700","3","T. Moller","37275858700","","https://ieeexplore.ieee.org/author/37271931500","4","A. Celler","37271931500","","https://ieeexplore.ieee.org/author/37284302300","5","M.S. Atkins","37284302300","","","","","","","","","","","","","","","","","","","","","","8","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964554","592","https://ieeexplore.ieee.org/document/964554/","Biomedical imaging","Computer aided software engineering","Data visualization","Magnetic resonance imaging","Medical diagnostic imaging","Nuclear medicine","Isosurfaces","Degenerative diseases","Multiple sclerosis","Displays","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964554","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","35","473","4D space-time techniques: a medical imaging case study"
"We present a generic method for rapid flight planning, virtual navigation and effective camera control in a volumetric environment. Directly derived from an accurate distance from boundary (DFB) field, our automatic path planning algorithm rapidly generates centered flight paths, a skeleton, in the navigable region of the virtual environment. Based on precomputed flight paths and the DFB field, our dual-mode physically based camera control model supports a smooth, safe, and sticking-free virtual navigation with six degrees of freedom. By using these techniques, combined with accelerated volume rendering, we have successfully developed a real-time virtual colonoscopy system on low-cost PCs and confirmed the high speed, high accuracy and robustness of our techniques on more than 40 patient datasets.","https://ieeexplore.ieee.org/document/964517/","LOCKED","964517","Boeing Co., Seattle, WA, USA","https://ieeexplore.ieee.org/author/37362958300","1","Ming Wan","37362958300","","https://ieeexplore.ieee.org/author/37374524900","2","F. Dachille","37374524900","","https://ieeexplore.ieee.org/author/37268052800","3","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","6","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964517","560","https://ieeexplore.ieee.org/document/964517/","Skeleton","Navigation","Cameras","Automatic control","Path planning","Virtual environment","Acceleration","Real time systems","Virtual colonoscopy","Personal communication networks","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964517","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","36","239","Distance-field based skeletons for virtual navigation"
"Acceleration techniques for volume ray-casting are primarily based on pre-computed data structures that allow one to efficiently traverse empty or homogeneous regions. In order to display volume data that successively undergoes color lookups, however, the data structures have to be re-built continuously. In this paper we propose a technique that circumvents this drawback using hardware accelerated texture mapping. In a first rendering pass we employ graphics hardware to interactively determine for each ray where the material is hit. In a second pass ray-casting is performed, but ray traversal starts right in front of the previously determined regions. The algorithm enables interactive classification and it considerably accelerates the view dependent display of selected materials and surfaces from volume data. In contrast to other techniques that are solely based on texture mapping our approach requires less memory and accurately performs the composition of material contributions along the ray.","https://ieeexplore.ieee.org/document/964521/","LOCKED","964521","Sci. Visualization & Imaging Group, Univ. of Technol., Aachen, Germany","https://ieeexplore.ieee.org/author/37444424000","1","R. Westermann","37444424000","Sci. Visualization & Imaging Group, Univ. of Technol., Aachen, Germany","https://ieeexplore.ieee.org/author/37728226000","2","B. Sevenich","37728226000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964521","278","https://ieeexplore.ieee.org/document/964521/","Acceleration","Data structures","Rendering (computer graphics)","Computer graphics","Hardware","Data visualization","Surface fitting","Classification algorithms","Computer displays","Composite materials","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964521","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","37","271","Accelerated volume ray-casting using texture mapping"
"Presents the results of an evaluation of the ARCHAVE (ARCHAeological Virtual Environment) system, an immersive virtual reality (VR) environment for archaeological research. ARCHAVE is implemented in a Cave. The evaluation studied researchers analyzing lamp and coin finds throughout the excavation trenches at the Petra Great Temple site in Jordan. Experienced archaeologists used our system to study excavation data, confirming existing hypotheses and postulating new theories they had not been able to discover without the system. ARCHAVE provided access to the excavation database, and researchers were able to examine the data in the context of a life-size representation of the present-day architectural ruins of the temple. They also had access to a miniature model for site-wide analysis. Because users quickly became comfortable with the interface, they concentrated their efforts on examining the data being retrieved and displayed. The immersive VR visualization of the recovered information gave them the opportunity to explore it in a new and dynamic way and, in several cases, enabled them to make discoveries that opened new lines of investigation about the excavation.","https://ieeexplore.ieee.org/document/964560/","LOCKED","964560","Brown Univ., Providence, RI, USA","https://ieeexplore.ieee.org/author/37088509037","1","D. Acevedo","37088509037","Brown Univ., Providence, RI, USA","https://ieeexplore.ieee.org/author/37427690800","2","E. Vote","37427690800","Brown Univ., Providence, RI, USA","https://ieeexplore.ieee.org/author/37275712600","3","D.H. Laidlaw","37275712600","","https://ieeexplore.ieee.org/author/38221890600","4","M.S. Joukowsky","38221890600","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964560","597","https://ieeexplore.ieee.org/document/964560/","Data visualization","Virtual reality","Lamps","Computer aided software engineering","Data analysis","Computer graphics","Information analysis","Voting","Databases","Information retrieval","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964560","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","38","493","Archaeological data visualization in VR: analysis of lamp finds at the Great Temple of Petra, a case study"
"Most direct volume renderings produced today employ one-dimensional transfer functions, which assign color and opacity to the volume based solely on the single scalar quantity which comprises the dataset. Though they have not received widespread attention, multi-dimensional transfer functions are a very effective way to extract specific material boundaries and convey subtle surface properties. However, identifying good transfer functions is difficult enough in one dimension, let alone two or three dimensions. This paper demonstrates an important class of three-dimensional transfer functions for scalar data (based on data value, gradient magnitude, and a second directional derivative), and describes a set of direct manipulation widgets which make specifying such transfer functions intuitive and convenient. We also describe how to use modem graphics hardware to interactively render with multi-dimensional transfer functions. The transfer functions, widgets, and hardware combine to form a powerful system for interactive volume exploration.","https://ieeexplore.ieee.org/document/964519/","LOCKED","964519","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37324263400","1","J. Kniss","37324263400","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37282742400","2","G. Kindlmann","37282742400","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37266777200","3","C. Hansen","37266777200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","15","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964519","562","https://ieeexplore.ieee.org/document/964519/","Transfer functions","Rendering (computer graphics)","Computer graphics","Hardware","Data visualization","Table lookup","Data mining","Multidimensional systems","Scientific computing","Optical imaging","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964519","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","39","255","Interactive volume rendering using multi-dimensional transfer functions and direct manipulation widgets"
"We present a framework to extract mesh features from unstructured two-manifold surfaces. Our method computes a collection of piecewise linear curves describing the salient features of surfaces, such as edges and ridge lines. We extend these basic techniques to a multiresolution setting which improves the quality of the results and accelerates the extraction process. The extraction process is semi-automatic, that is, the user is required to input a few control parameters and to select the operators to be applied to the input surface. Our mesh feature extraction algorithm can be used as a preprocessor for a variety of applications in geometric modeling including mesh fairing, subdivision and simplification.","https://ieeexplore.ieee.org/document/964523/","LOCKED","964523","Dept. of Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37728303800","1","A. Hubeli","37728303800","Dept. of Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37275694700","2","M. Gross","37275694700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964523","294","https://ieeexplore.ieee.org/document/964523/","Feature extraction","Signal resolution","Image edge detection","Signal processing algorithms","Energy resolution","Piecewise linear techniques","Solid modeling","Computer science","Iterative algorithms","Filters","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964523","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","40","287","Multiresolution feature extraction for unstructured meshes"
