"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Intelligence analysts in the areas of defense and homeland security are now faced with the difficult problem of discerning the relevant details amidst massive data stores. We propose a component-based visualization architecture that is built specifically to encourage the flexible exploration of geospatial event databases. The proposed system is designed to deploy on a variety of display layouts, from a single laptop screen to a multi-monitor tiled-display. By utilizing a combination of parallel coordinates, principal components plots, and other data views, analysts may reduce the dimensionality of a data set to its most salient features. Of particular value to our target applications are understanding correlations between data layers, both within a single view and across multiple views. Our proposed system aims to address the limited scalability associated with coordinated multiple views (CMVs) through the implementation of an efficient core application which is extensible by the end-user.","https://ieeexplore.ieee.org/document/5333451/","LOCKED","5333451","Naval Research Laboratory, USA","https://ieeexplore.ieee.org/author/37681593700","1","Jonathan Decker","37681593700","","","","","","","","","","","","","","","","Naval Research Laboratory, USA","https://ieeexplore.ieee.org/author/38557639600","2","Alex Godwin","38557639600","Naval Research Laboratory, USA","https://ieeexplore.ieee.org/author/37300434300","3","Mark A. Livingston","37300434300","Naval Research Laboratory, USA","https://ieeexplore.ieee.org/author/38557445600","4","Denise Royle","38557445600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333451","222","https://ieeexplore.ieee.org/document/5333451/","Coordiated Multiple Views","Visual Analytics","Ultrascale Visualization","","","","","","","Data visualization","Laboratories","Information analysis","Displays","Data analysis","Scalability","Visual analytics","Risk analysis","Principal component analysis","Terrorism","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333451","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","27","221","A scalable architecture for visual data exploration"
"Interactive visualization methods are often used to aid in the analysis of large datasets. We present a novel interactive visualization technique designed specifically for the analysis of location reporting patterns within large time-series datasets. We use a set of triangles with color coding to indicate the time between location reports. This allows reporting patterns (expected and unexpected) to be easily discerned during interactive analysis. We discuss the details of our method and describe evaluation both from expert opinion and from a user study.","https://ieeexplore.ieee.org/document/5333453/","LOCKED","5333453","Department of Industrial and Systems Engineering, Texas A&M University, USA","https://ieeexplore.ieee.org/author/37586886600","1","Derek Overby","37586886600","","","","","","","","","","","","","","","","Department of Industrial and Systems Engineering, Texas A&M University, USA","https://ieeexplore.ieee.org/author/37282588300","2","John Keyser","37282588300","Department of Industrial and Systems Engineering, Texas A&M University, USA","https://ieeexplore.ieee.org/author/38225331100","3","Jim Wall","38225331100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333453","224","https://ieeexplore.ieee.org/document/5333453/","","","","","","","","","","Pattern analysis","Vehicles","Data analysis","Time series analysis","Failure analysis","Computer science","Visualization","Automotive engineering","Design engineering","Sensor systems","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333453","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","28","223","Interactive visual analysis of location reporting patterns"
"Many well-known time series prediction methods have been used daily by analysts making decisions. To reach a good prediction, we introduce several new visual analysis techniques of smoothing, multi-scaling, and weighted average with the involvement of human expert knowledge. We combine them into a well-fitted method to perform prediction. We have applied this approach to predict resource consumption in data center for next day planning.","https://ieeexplore.ieee.org/document/5333420/","LOCKED","5333420","Hewlett-Packard Labs, USA","https://ieeexplore.ieee.org/author/37274264300","1","Ming C. Hao","37274264300","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37594026300","2","Halldor Janetzko","37594026300","Hewlett-Packard Labs, USA","https://ieeexplore.ieee.org/author/37276219200","3","Ratnesh K. Sharma","37276219200","Hewlett-Packard Labs, USA","https://ieeexplore.ieee.org/author/37275646700","4","Umeshwar Dayal","37275646700","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","5","Daniel A. Keim","37283138700","Hewlett-Packard Labs, USA","https://ieeexplore.ieee.org/author/37270303500","6","Malu Castellanos","37270303500","","","","","","","","","","","","","","","","","","","","","2","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333420","230","https://ieeexplore.ieee.org/document/5333420/","","","","","","","","","","Prediction methods","Smoothing methods","Time series analysis","Pipelines","Energy consumption","History","Humans","Pattern analysis","Supply chains","Marketing and sales","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333420","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","29","229","Poster: Visual prediction of time series"
"While many visualization tools exist that offer sophisticated functions for charting complex data, they still expect users to possess a high degree of expertise in wielding the tools to create an effective visualization. This poster presents Articulate, an attempt at a semi-automated visual analytic model that is guided by a conversational user interface. The goal is to relieve the user of the physical burden of having to directly craft a visualization through the manipulation of a complex user-interface, by instead being able to verbally articulate what the user wants to see, and then using natural language processing and heuristics to semi-automatically create a suitable visualization.","https://ieeexplore.ieee.org/document/5333099/","LOCKED","5333099","Electronic Visualization Laboratory, University of Illinois at Chicago, USA","https://ieeexplore.ieee.org/author/37633211900","1","Yiwen Sun","37633211900","","","","","","","","","","","","","","","","Electronic Visualization Laboratory, University of Illinois at Chicago, USA","https://ieeexplore.ieee.org/author/37284238900","2","Jason Leigh","37284238900","Electronic Visualization Laboratory, University of Illinois at Chicago, USA","https://ieeexplore.ieee.org/author/37270146700","3","Andrew Johnson","37270146700","Electronic Visualization Laboratory, University of Illinois at Chicago, USA","https://ieeexplore.ieee.org/author/37682410500","4","Dennis Chau","37682410500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333099","234","https://ieeexplore.ieee.org/document/5333099/","H.5.2 [Information Interfaces and Presentation]: User Interfaces","Graphical user interfaces","","","","","","","","Visual analytics","Data visualization","Electronic mail","User interfaces","Sun","Laboratories","Natural language processing","Graphics","Natural languages","Speech recognition","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333099","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","30","233","Articulate: a conversational interface for visual analytics"
"The VAST 2009 Challenge consisted of three heterogeneous synthetic data sets organized into separate mini-challenges with minimal correspondence information. The challenge task was the identification of a suspected data theft from cyber and real-world traces. The grand challenge required integrating the findings from the mini challenges into a plausible, consistent scenario. A mixture of linked, customized tools based on queryable models and rapid prototyping as well as generic analysis tools (developed in-house) helped us correctly solve all of the mini challenges. A collaborative analytic process was employed to reconstruct the scenario and to propose the correct steps for the reliable identification of the criminal organization based on activity traces of its members.","https://ieeexplore.ieee.org/document/5334300/","LOCKED","5334300","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37683989300","1","Harald Bosch","37683989300","","","","","","","","","","","","","","","","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37665271000","2","Julian Heinrich","37665271000","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37303115200","3","Christoph Muller","37303115200","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37571601300","4","Benjamin Hoferlin","37571601300","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37287276500","5","Guido Reina","37287276500","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37680797500","6","Markus Hoferlin","37680797500","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37667957300","7","Michael Worner","37667957300","Visualization and Interactive Systems Institute and Visualization Research Center, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37593029700","8","Steffen Koch","37593029700","","","","","","","","","","","4","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334300","270","https://ieeexplore.ieee.org/document/5334300/","H.5.2 [Information Interfaces and Presentation]: User Interfaces—GUI","I.2.10 [Artificial Intelligence]: Vision and Scene Understanding—Video Analysis","","","","","","","","Information analysis","Telecommunication traffic","Social network services","Data visualization","Network servers","Information filtering","Information filters","Interactive systems","Collaboration","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334300","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","31","269","Innovative filtering techniques and customized analytics tools"
"The IEEE Visual Analytics Science and Technology (VAST) Symposium has held a contest each year since its inception in 2006. These events are designed to provide visual analytics researchers and developers with analytic challenges similar to those encountered by professional information analysts. The VAST contest has had an extended life outside of the symposium, however, as materials are being used in universities and other educational settings, either to help teachers of visual analytics-related classes or for student projects. We describe how we develop VAST contest datasets that results in products that can be used in different settings and review some specific examples of the adoption of the VAST contest materials in the classroom. The examples are drawn from graduate and undergraduate courses at Virginia Tech and from the Visual Analytics ldquoSummer Camprdquo run by the National Visualization and Analytics Center in 2008. We finish with a brief discussion on evaluation metrics for education.","https://ieeexplore.ieee.org/document/5333245/","LOCKED","5333245","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37357067600","1","Mark A. Whiting","37357067600","","","","","","","","","","","","","","","","Virginia Tech, Department of Computer Science, USA","https://ieeexplore.ieee.org/author/37419565900","2","Chris North","37419565900","Virginia Tech, Department of Computer Science, USA","https://ieeexplore.ieee.org/author/37681759500","3","Alex Endert","37681759500","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37268671300","4","Jean Scholtz","37268671300","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37267550400","5","Jereme Haack","37267550400","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37678660700","6","Carrie Varley","37678660700","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37273308900","7","Jim Thomas","37273308900","","","","","","","","","","","","","","","","4","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333245","122","https://ieeexplore.ieee.org/document/5333245/","education","evaluation","synthetic data","","","","","","","Visual analytics","Computer science education","Educational institutions","Data visualization","Information analysis","Laboratories","Computer science","Government","Application software","Educational technology","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333245","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","32","115","VAST contest dataset use in education"
"In this paper, we present a system for the interactive visualization and exploration of graphs with many weakly connected components. The visualization of large graphs has recently received much research attention. However, specific systems for visual analysis of graph data sets consisting of many components are rare. In our approach, we rely on graph clustering using an extensive set of topology descriptors. Specifically, we use the self-organizing-map algorithm in conjunction with a user-adaptable combination of graph features for clustering of graphs. It offers insight into the overall structure of the data set. The clustering output is presented in a grid containing clusters of the connected components of the input graph. Interactive feature selection and task-tailored data views allow the exploration of the whole graph space. The system provides also tools for assessment and display of cluster quality. We demonstrate the usefulness of our system by application to a shareholder network analysis problem based on a large real-world data set. While so far our approach is applied to weighted directed graphs only, it can be used for various graph types.","https://ieeexplore.ieee.org/document/5333893/","LOCKED","5333893","Interactive Graphics Systems Group, Technische Universität Darmstadt and Fraunhofer IGD, Germany","https://ieeexplore.ieee.org/author/37586276100","1","Tatiana von Landesberger","37586276100","","","","","","","","","","","","","","","","Interactive Graphics Systems Group, Technische Universität Darmstadt, Germany","https://ieeexplore.ieee.org/author/37683615400","2","Melanie Gorner","37683615400","Interactive Graphics Systems Group, Technische Universität Darmstadt, Germany","https://ieeexplore.ieee.org/author/37282557600","3","Tobias Schreck","37282557600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333893","162","https://ieeexplore.ieee.org/document/5333893/","E.1 [Data Structures]: Graphs and Networks","[H.3.3]: Information Search and Retrieval","Clustering H.5.2 [User Interfaces]: Graphical user interfaces (GUI)","[I.3.3]: COMPUTER GRAPHICS","Picture/Image Generation","","","","","Data visualization","Graphics","Clustering algorithms","Data analysis","Topology","Displays","Data structures","Information retrieval","Image retrieval","User interfaces","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333893","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","33","155","Visual analysis of graphs with multiple connected components"
"Protein complexes are formed when two or more proteins non-covalently interact to form a larger three dimensional structure with specific biological function. Understanding the composition of such complexes is vital to understanding cell biology at the molecular level. MassVis is a visual analysis tool designed to assist the interpretation of data from a new workflow for detecting the composition of such protein complexes in biological samples. The data generated by the laboratory workflow naturally lends itself to a scatter plot visualization. However, characteristics of this data give rise to some unique aspects not typical of a standard scatter plot. We are able to take the output from tandem mass spectrometry and render the data in such a way that it mimics more traditional two-dimensional gel techniques and at the same time reveals the correlated behavior indicative of protein complexes. By computationally measuring these correlated patterns in the data, membership in putative complexes can be inferred. User interactions are provided to support both an interactive discovery mode as well as an unsupervised clustering of likely complexes. The specific analysis tasks led us to design a unique arrangement of item selection and coordinated detail views in order to simultaneously view different aspects of the selected item.","https://ieeexplore.ieee.org/document/5333895/","LOCKED","5333895","Agilent Laboratories, USA","https://ieeexplore.ieee.org/author/37587984100","1","Robert Kincaid","37587984100","","","","","","","","","","","","","","","","McGill University, Canada","https://ieeexplore.ieee.org/author/37681886500","2","Kurt Dejgaard","37681886500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333895","170","https://ieeexplore.ieee.org/document/5333895/","information visualization","visual analysis","correlation analysis","mass spectrometry","proteomics","interactome","","","","Proteins","Mass spectroscopy","Data visualization","Laboratories","Proteomics","Scattering","Information analysis","Electrokinetics","Humans","Biology computing","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333895","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","34","163","MassVis: Visual analysis of protein complexes using mass spectrometry"
"The increasing availability of motion sensors and video cameras in living spaces has made possible the analysis of motion patterns and collective behavior in a number of situations. The visualization of this movement data, however, remains a challenge. Although maintaining the actual layout of the data space is often desirable, direct visualization of movement traces becomes cluttered and confusing as the spatial distribution of traces may be disparate and uneven. We present proximity-based visualization as a novel approach to the visualization of movement traces in an abstract space rather than the given spatial layout. This abstract space is obtained by considering proximity data, which is computed as the distance between entities and some number of important locations. These important locations can range from a single fixed point, to a moving point, several points, or even the proximities between the entities themselves. This creates a continuum of proximity spaces, ranging from the fixed absolute reference frame to completely relative reference frames. By combining these abstracted views with the concrete spatial views, we provide a way to mentally map the abstract spaces back to the real space. We demonstrate the effectiveness of this approach, and its applicability to visual analytics problems such as hazard prevention, migration patterns, and behavioral studies.","https://ieeexplore.ieee.org/document/5332593/","LOCKED","5332593","University of California, Davis, USA","https://ieeexplore.ieee.org/author/37597152500","1","Tarik Crnovrsanin","37597152500","","","","","","","","","","","","","","","","University of California, Davis, USA","https://ieeexplore.ieee.org/author/37299311900","2","Chris Muelder","37299311900","University of California, Davis, USA","https://ieeexplore.ieee.org/author/37282925900","3","Carlos Correa","37282925900","University of California, Davis, USA","https://ieeexplore.ieee.org/author/37275869400","4","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","2","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332593","18","https://ieeexplore.ieee.org/document/5332593/","Spatio-temporal visualization","proximity","linked views","principal component analysis","temporal trajectories","movement patterns","","","","Data visualization","Motion analysis","Principal component analysis","Availability","Cameras","Pattern analysis","Concrete","Visual analytics","Hazards","Multidimensional systems","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332593","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","35","11","Proximity-based visualization of movement trace data"
"Latent Semantic Analysis (LSA) is a commonly-used method for automated processing, modeling, and analysis of unstructured text data. One of the biggest challenges in using LSA is determining the appropriate model parameters to use for different data domains and types of analyses. Although automated methods have been developed to make rank and scaling parameter choices, these approaches often make choices with respect to noise in the data, without an understanding of how those choices impact analysis and problem solving. Further, no tools currently exist to explore the relationships between an LSA model and analysis methods. Our work focuses on how parameter choices impact analysis and problem solving. In this paper, we present LSAView, a system for interactively exploring parameter choices for LSA models. We illustrate the use of LSAView's small multiple views, linked matrix-graph views, and data views to analyze parameter selection and application in the context of graph layout and clustering.","https://ieeexplore.ieee.org/document/5333428/","LOCKED","5333428","Sandia National Laboratories, USA","https://ieeexplore.ieee.org/author/37282576500","1","Patricia J. Crossno","37282576500","","","","","","","","","","","","","","","","Sandia National Laboratories, USA","https://ieeexplore.ieee.org/author/37673263800","2","Daniel M. Dunlavy","37673263800","Sandia National Laboratories, USA","https://ieeexplore.ieee.org/author/37681611000","3","Timothy M. Shead","37681611000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333428","90","https://ieeexplore.ieee.org/document/5333428/","I.3.8 [Computing Methodologies]: Computer Graphics","Applications I.2.7 [Computing Methodologies]: Natural Language Processing","Text analysis","","","","","","","Problem-solving","Data analysis","Matrix decomposition","Laboratories","Application software","Layout","Natural languages","Visual analytics","Cities and towns","USA Councils","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333428","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","36","83","LSAView: A tool for visual exploration of latent semantic modeling"
"An increasing number of temporal categorical databases are being collected: Electronic Health Records in healthcare organizations, traffic incident logs in transportation systems, or student records in universities. Finding similar records within these large databases requires effective similarity measures that capture the searcher's intent. Many similarity measures exist for numerical time series, but temporal categorical records are different. We propose a temporal categorical similarity measure, the M&M (Match & Mismatch) measure, which is based on the concept of aligning records by sentinel events, then matching events between the target and the compared records. The M&M measure combines the time differences between pairs of events and the number of mismatches. To accom-modate customization of parameters in the M&M measure and results interpretation, we implemented Similan, an interactive search and visualization tool for temporal categorical records. A usability study with 8 participants demonstrated that Similan was easy to learn and enabled them to find similar records, but users had difficulty understanding the M&M measure. The usability study feedback, led to an improved version with a continuous timeline, which was tested in a pilot study with 5 participants.","https://ieeexplore.ieee.org/document/5332595/","LOCKED","5332595","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, College Park, 20742, USA","https://ieeexplore.ieee.org/author/37670523200","1","Krist Wongsuphasawat","37670523200","","","","","","","","","","","","","","","","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, College Park, 20742, USA","","2","Ben Shneiderman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332595","34","https://ieeexplore.ieee.org/document/5332595/","Similan","M&M Measure","Similarity Search","Temporal Categorical Records","","","","","","Visualization","Visual databases","Time measurement","Usability","Medical services","Transportation","Educational institutions","Particle measurements","Feedback","Testing","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332595","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","37","27","Finding comparable temporal categorical records: A similarity measure with an interactive visualization"
"In this paper, we discuss dimension reduction methods for 2D visualization of high dimensional clustered data. We propose a two-stage framework for visualizing such data based on dimension reduction methods. In the first stage, we obtain the reduced dimensional data by applying a supervised dimension reduction method such as linear discriminant analysis which preserves the original cluster structure in terms of its criteria. The resulting optimal reduced dimension depends on the optimization criteria and is often larger than 2. In the second stage, the dimension is further reduced to 2 for visualization purposes by another dimension reduction method such as principal component analysis. The role of the second-stage is to minimize the loss of information due to reducing the dimension all the way to 2. Using this framework, we propose several two-stage methods, and present their theoretical characteristics as well as experimental comparisons on both artificial and real-world text data sets.","https://ieeexplore.ieee.org/document/5332629/","LOCKED","5332629","College of Computing, Georgia Institute of Technology, 266 Ferst Drive, Atlanta, 30332, USA","https://ieeexplore.ieee.org/author/37602784600","1","Jaegul Choo","37602784600","","","","","","","","","","","","","","","","National Visualization and Analytics Center, Pacific Northwest National Laboratory, 902 Battelle Blvd, Richland, WA 99354, USA","https://ieeexplore.ieee.org/author/37648561300","2","Shawn Bohn","37648561300","College of Computing, Georgia Institute of Technology, 266 Ferst Drive, Atlanta, 30332, USA","https://ieeexplore.ieee.org/author/37277119500","3","Haesun Park","37277119500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332629","74","https://ieeexplore.ieee.org/document/5332629/","dimension reduction","linear discriminant analysis","principal component analysis","orthogonal centroid method","2D projection","clustered data","regularization","generalized singular value decomposition","","Data visualization","Principal component analysis","Linear discriminant analysis","Educational institutions","Drives","Visual analytics","Information analysis","Algorithm design and analysis","Scattering","Laboratories","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332629","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","38","67","Two-stage framework for visualization of clustered high dimensional data"
"This paper presents a working graph analytics model that embraces the strengths of the traditional top-down and bottom-up approaches with a resilient crossover concept to exploit the vast middle-ground information overlooked by the two extreme analytical approaches. Our graph analytics model is co-developed by users and researchers, who carefully studied the functional requirements that reflect the critical thinking and interaction pattern of a real-life intelligence analyst. To evaluate the model, we implement a system prototype, known as GreenHornet, which allows our analysts to test the theory in practice, identify the technological and usage-related gaps in the model, and then adapt the new technology in their work space. The paper describes the implementation of GreenHornet and compares its strengths and weaknesses against the other prevailing models and tools.","https://ieeexplore.ieee.org/document/5333880/","LOCKED","5333880","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/38193849400","1","Pak Chung Wong","38193849400","","","","","","","","","","","","","","","","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37550755900","2","Patrick Mackey","37550755900","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37564931700","3","Kristin A. Cook","37564931700","U.S. Department of Defense, USA","https://ieeexplore.ieee.org/author/37373506600","4","Randall M. Rohrer","37373506600","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37372586800","5","Harlan Foote","37372586800","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37357067600","6","Mark A. Whiting","37357067600","","","","","","","","","","","","","","","","","","","","","5","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333880","154","https://ieeexplore.ieee.org/document/5333880/","Graph analytics","information visualization","","","","","","","","Space technology","Information analysis","Pattern analysis","Visual analytics","Prototypes","System testing","Humans","Data visualization","Visual databases","Laboratories","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333880","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","39","147","A multi-level middle-out cross-zooming approach for large graph analytics"
