"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Visual analytics techniques help users explore high-dimensional data. However, it is often challenging for users to express their domain knowledge in order to steer the underlying data model, especially when they have little attribute-level knowledge. Furthermore, users' complex, high-level domain knowledge, compared to low-level attributes, posits even greater challenges. To overcome these challenges, we introduce a technique to interpret a user's drawings with an interactive, nonlinear axis mapping approach called AxiSketcher. This technique enables users to impose their domain knowledge on a visualization by allowing interaction with data entries rather than with data attributes. The proposed interaction is performed through directly sketching lines over the visualization. Using this technique, users can draw lines over selected data points, and the system forms the axes that represent a nonlinear, weighted combination of multidimensional attributes. In this paper, we describe our techniques in three areas: 1) the design space of sketching methods for eliciting users' nonlinear domain knowledge; 2) the underlying model that translates users' input, extracts patterns behind the selected data points, and results in nonlinear axes reflecting users' complex intent; and 3) the interactive visualization for viewing, assessing, and reconstructing the newly formed, nonlinear axes.","https://ieeexplore.ieee.org/document/7534876/","LOCKED","7534876","IBM T.J. Watson Research Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37085677185","1","Bum Chul Kwon","37085677185","Georgia Institute of Technology, Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37085351744","2","Hannah Kim","37085351744","Georgia Institute of Technology, Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37085898933","3","Emily Wall","37085898933","Korea University, Seoul, South Korea","https://ieeexplore.ieee.org/author/37602784600","4","Jaegul Choo","37602784600","Georgia Institute of Technology, Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37277119500","5","Haesun Park","37277119500","Georgia Institute of Technology, Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37681759500","6","Alex Endert","37681759500","","","","","","","","","","","","","","","","","","","","","11","0","Journals & Magazines","10.1109/TVCG.2016.2598446","230","https://ieeexplore.ieee.org/document/7534876/","axis mapping","interactive model steering","sketch","axis visualization","human-centered visual analytics","","","Data visualization","Visual analytics","Analytical models","Data models","Automobiles","Computational modeling","Manifolds","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534876","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","52","221","AxiSketcher: Interactive Nonlinear Axis Mapping of Visualizations through User Drawings","23"
"We introduce SentenTree, a novel technique for visualizing the content of unstructured social media text. SentenTree displays frequent sentence patterns abstracted from a corpus of social media posts. The technique employs design ideas from word clouds and the Word Tree, but overcomes a number of limitations of both those visualizations. SentenTree displays a node-link diagram where nodes are words and links indicate word co-occurrence within the same sentence. The spatial arrangement of nodes gives cues to the syntactic ordering of words while the size of nodes gives cues to their frequency of occurrence. SentenTree can help people gain a rapid understanding of key concepts and opinions in a large social media text collection. It is implemented as a lightweight application that runs in the browser.","https://ieeexplore.ieee.org/document/7536200/","LOCKED","7536200","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/38238187000","1","Mengdie Hu","38238187000","Twitter Inc.","https://ieeexplore.ieee.org/author/37670523200","2","Krist Wongsuphasawat","37670523200","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37267736900","3","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","Journals & Magazines","10.1109/TVCG.2016.2598590","630","https://ieeexplore.ieee.org/document/7536200/","text visualization","social media","natural language processing","word cloud","Twitter","","","Visualization","Tag clouds","Media","Context","Twitter","Games","Layout","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536200","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","53","621","Visualizing Social Media Content with SentenTree","23"
"Effectively exploring and browsing document collections is a fundamental problem in visualization. Traditionally, document visualization is based on a data model that represents each document as the set of its comprised words, effectively characterizing what the document is. In this paper we take an alternative perspective: motivated by the manner in which users search documents in the research process, we aim to visualize documents via their usage, or how documents tend to be used. We present a new visualization scheme - cite2vec - that allows the user to dynamically explore and browse documents via how other documents use them, information that we capture through citation contexts in a document collection. Starting from a usage-oriented word-document 2D projection, the user can dynamically steer document projections by prescribing semantic concepts, both in the form of phrase/document compositions and document:phrase analogies, enabling the exploration and comparison of documents by their use. The user interactions are enabled by a joint representation of words and documents in a common high-dimensional embedding space where user-specified concepts correspond to linear operations of word and document vectors. Our case studies, centered around a large document corpus of computer vision research papers, highlight the potential for usage-based document visualization.","https://ieeexplore.ieee.org/document/7539398/","LOCKED","7539398","Air Force Research Laboratory","https://ieeexplore.ieee.org/author/37085491275","1","Matthew Berger","37085491275","Northeastern University","https://ieeexplore.ieee.org/author/37085886677","2","Katherine McDonough","37085886677","Air Force Research Laboratory","https://ieeexplore.ieee.org/author/37671422300","3","Lee M. Seversky","37671422300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","Journals & Magazines","10.1109/TVCG.2016.2598667","700","https://ieeexplore.ieee.org/document/7539398/","document visualization","word embeddings","","","","","","Two dimensional displays","Visualization","Context","Data visualization","Tracking","Object detection","Semantics","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539398","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","54","691","cite2vec: Citation-Driven Document Exploration via Word Embeddings","23"
"In this paper we present a novel GPU-based data structure for spatial indexing. Based on Fenwick trees-a special type of binary indexed trees-our data structure allows construction in linear time. Updates and prefixes can be computed in logarithmic time, whereas point queries require only constant time on average. Unlike competing data structures such as summed-area tables and spatial hashing, our data structure requires a constant amount of bits for each data element, and it offers unconstrained point queries. This property makes our data structure ideally suited for applications requiring unconstrained indexing of large data, such as block-storage of large and block-sparse volumes. Finally, we provide asymptotic bounds on both run-time and memory requirements, and we show applications for which our new data structure is useful.","https://ieeexplore.ieee.org/document/7539577/","LOCKED","7539577","Visual Computing Center(VCC)King Abdullah University of Science and Technology (KAUST)","https://ieeexplore.ieee.org/author/37560044500","1","Jens Schneider","37560044500","Visual Computing Center(VCC)King Abdullah University of Science and Technology (KAUST)","https://ieeexplore.ieee.org/author/37828701300","2","Peter Rautek","37828701300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals & Magazines","10.1109/TVCG.2016.2599043","920","https://ieeexplore.ieee.org/document/7539577/","GPU-based Data Structures","Binary Index Trees","Sparse Data","","","","","Data structures","Graphics processing units","Memory management","Indexing","Histograms","Spatial databases","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539577","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","55","911","A Versatile and Efficient GPU Data Structure for Spatial Indexing","23"
"Uncertainty quantification in climate ensembles is an important topic for the domain scientists, especially for decision making in the real-world scenarios. With powerful computers, simulations now produce time-varying and multi-resolution ensemble data sets. It is of extreme importance to understand the model sensitivity given the input parameters such that more computation power can be allocated to the parameters with higher influence on the output. Also, when ensemble data is produced at different resolutions, understanding the accuracy of different resolutions helps the total time required to produce a desired quality solution with improved storage and computation cost. In this work, we propose to tackle these non-trivial problems on the Weather Research and Forecasting (WRF) model output. We employ a moment independent sensitivity measure to quantify and analyze parameter sensitivity across spatial regions and time domain. A comparison of clustering structures across three resolutions enables the users to investigate the sensitivity variation over the spatial regions of the five input parameters. The temporal trend in the sensitivity values is explored via an MDS view linked with a line chart for interactive brushing. The spatial and temporal views are connected to provide a full exploration system for complete spatio-temporal sensitivity analysis. To analyze the accuracy across varying resolutions, we formulate a Bayesian approach to identify which regions are better predicted at which resolutions compared to the observed precipitation. This information is aggregated over the time domain and finally encoded in an output image through a custom color map that guides the domain experts towards an adaptive grid implementation given a cost model. Users can select and further analyze the spatial and temporal error patterns for multi-resolution accuracy analysis via brushing and linking on the produced image. In this work, we collaborate with a domain expert whose feedback shows the effectiveness of our proposed exploration work-flow.","https://ieeexplore.ieee.org/document/7539581/","LOCKED","7539581","GRAVITY group, The Ohio State University","https://ieeexplore.ieee.org/author/37077194500","1","Ayan Biswas","37077194500","Purdue University","https://ieeexplore.ieee.org/author/37085896877","2","Guang Lin","37085896877","GRAVITY group, The Ohio State University","https://ieeexplore.ieee.org/author/38528018400","3","Xiaotong Liu","38528018400","GRAVITY group, The Ohio State University","https://ieeexplore.ieee.org/author/37085596184","4","Han-Wei Shen","37085596184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","Journals & Magazines","10.1109/TVCG.2016.2598869","850","https://ieeexplore.ieee.org/document/7539581/","Ensemble","time-varying","multi-resolution","sensitivity analysis","","","","Meteorology","Spatial resolution","Uncertainty","Computational modeling","Data visualization","Sensitivity analysis","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539581","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","56","841","Visualization of Time-Varying Weather Ensembles across Multiple Resolutions","23"
"We propose Hashedcubes, a data structure that enables real-time visual exploration of large datasets that improves the state of the art by virtue of its low memory requirements, low query latencies, and implementation simplicity. In some instances, Hashedcubes notably requires two orders of magnitude less space than recent data cube visualization proposals. In this paper, we describe the algorithms to build and query Hashedcubes, and how it can drive well-known interactive visualizations such as binned scatterplots, linked histograms and heatmaps. We report memory usage, build time and query latencies for a variety of synthetic and real-world datasets, and find that although sometimes Hashedcubes offers slightly slower querying times to the state of the art, the typical query is answered fast enough to easily sustain a interaction. In datasets with hundreds of millions of elements, only about 2% of the queries take longer than 40ms. Finally, we discuss the limitations of data structure, potential spacetime tradeoffs, and future research directions.","https://ieeexplore.ieee.org/document/7539326/","LOCKED","7539326","Instituto de InformáticaUFRGS","https://ieeexplore.ieee.org/author/37085898354","1","Cícero A. L. Pahins","37085898354","University of Arizona","https://ieeexplore.ieee.org/author/37085901017","2","Sean A. Stephens","37085901017","University of Arizona","https://ieeexplore.ieee.org/author/37550809300","3","Carlos Scheidegger","37550809300","Instituto de InformáticaUFRGS","https://ieeexplore.ieee.org/author/37267034700","4","João L. D. Comba","37267034700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","Journals & Magazines","10.1109/TVCG.2016.2598624","680","https://ieeexplore.ieee.org/document/7539326/","Scalability","data cube","multidimensional data","interactive exploration","","","","Data visualization","Arrays","Visualization","Big data","Memory management","Sorting","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539326","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","57","671","Hashedcubes: Simple, Low Memory, Real-Time Visual Exploration of Big Data","23"
"Visualization is a powerful technique for analysis and communication of complex, multidimensional, and time-varying data. However, it can be difficult to manually synthesize a coherent narrative in a chart or graph due to the quantity of visualized attributes, a variety of salient features, and the awareness required to interpret points of interest (POls). We present Temporal Summary Images (TSIs) as an approach for both exploring this data and creating stories from it. As a visualization, a TSI is composed of three common components: (1) a temporal layout, (2) comic strip-style data snapshots, and (3) textual annotations. To augment user analysis and exploration, we have developed a number of interactive techniques that recommend relevant data features and design choices, including an automatic annotations workflow. As the analysis and visual design processes converge, the resultant image becomes appropriate for data storytelling. For validation, we use a prototype implementation for TSIs to conduct two case studies with large-scale, scientific simulation datasets.","https://ieeexplore.ieee.org/document/7539294/","LOCKED","7539294","University of California, Davis","https://ieeexplore.ieee.org/author/37085724978","1","Chris Bryan","37085724978","University of California, Davis","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37542815100","3","Jonathan Woodring","37542815100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","Journals & Magazines","10.1109/TVCG.2016.2598876","520","https://ieeexplore.ieee.org/document/7539294/","Narrative visualization","storytelling","annotations","comic strip visualization","time-varying data","","","Data visualization","Visualization","Strips","Layout","Context","Data analysis","Additives","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539294","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","58","511","Temporal Summary Images: An Approach to Narrative Visualization via Interactive Annotation Generation and Placement","23"
"Discussion forums of Massive Open Online Courses (MOOC) provide great opportunities for students to interact with instructional staff as well as other students. Exploration of MOOC forum data can offer valuable insights for these staff to enhance the course and prepare the next release. However, it is challenging due to the large, complicated, and heterogeneous nature of relevant datasets, which contain multiple dynamically interacting objects such as users, posts, and threads, each one including multiple attributes. In this paper, we present a design study for developing an interactive visual analytics system, called iForum, that allows for effectively discovering and understanding temporal patterns in MOOC forums. The design study was conducted with three domain experts in an iterative manner over one year, including a MOOC instructor and two official teaching assistants. iForum offers a set of novel visualization designs for presenting the three interleaving aspects of MOOC forums (i.e., posts, users, and threads) at three different scales. To demonstrate the effectiveness and usefulness of iForum, we describe a case study involving field experts, in which they use iForum to investigate real MOOC forum data for a course on JAVA programming.","https://ieeexplore.ieee.org/document/7534878/","LOCKED","7534878","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085458481","1","Siwei Fu","37085458481","Autodesk Research","https://ieeexplore.ieee.org/author/37085694663","2","Jian Zhao","37085694663","Microsoft Research","https://ieeexplore.ieee.org/author/37391623900","3","Weiwei Cui","37391623900","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","4","Huamin Qu","37272637300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","Journals & Magazines","10.1109/TVCG.2016.2598444","210","https://ieeexplore.ieee.org/document/7534878/","Discussion forum","MOOC","temporal visualization","visual analytics","","","","Message systems","Data visualization","Visual analytics","Instruction sets","Interviews","Java","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534878","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","59","201","Visual Analysis of MOOC Forums with iForum","23"
"Cross-sectional phenotype studies are used by genetics researchers to better understand how phenotypes vary across patients with genetic diseases, both within and between cohorts. Analyses within cohorts identify patterns between phenotypes and patients (e.g., co-occurrence) and isolate special cases (e.g., potential outliers). Comparing the variation of phenotypes between two cohorts can help distinguish how different factors affect disease manifestation (e.g., causal genes, age of onset, etc.). PhenoStacks is a novel visual analytics tool that supports the exploration of phenotype variation within and between cross-sectional patient cohorts. By leveraging the semantic hierarchy of the Human Phenotype Ontology, phenotypes are presented in context, can be grouped and clustered, and are summarized via overviews to support the exploration of phenotype distributions. The design of PhenoStacks was motivated by formative interviews with genetics researchers: we distil high-level tasks, present an algorithm for simplifying ontology topologies for visualization, and report the results of a deployment evaluation with four expert genetics researchers. The results suggest that PhenoStacks can help identify phenotype patterns, investigate data quality issues, and inform data collection design.","https://ieeexplore.ieee.org/document/7534774/","LOCKED","7534774","Autodesk ResearchUniversity of Toronto","https://ieeexplore.ieee.org/author/37085739236","1","Michael Glueck","37085739236","University of Toronto","https://ieeexplore.ieee.org/author/37085890521","2","Alina Gvozdik","37085890521","Inria","https://ieeexplore.ieee.org/author/37395495900","3","Fanny Chevalier","37395495900","Autodesk Research","https://ieeexplore.ieee.org/author/37085722798","4","Azam Khan","37085722798","Hospital for Sick Children, University of Toronto, Toronto","https://ieeexplore.ieee.org/author/37085722488","5","Michael Brudno","37085722488","University of Toronto","https://ieeexplore.ieee.org/author/37870405500","6","Daniel Wigdor","37870405500","","","","","","","","","","","","","","","","","","","","","4","0","Journals & Magazines","10.1109/TVCG.2016.2598469","200","https://ieeexplore.ieee.org/document/7534774/","Cross-sectional cohort analysis","Phenotypes","Human Phenotype Ontology (HPO)","","","","","Diseases","Ontologies","Data visualization","Genomics","Visualization","Interviews","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534774","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","60","191","PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations","23"
"This paper presents an efficient algorithm for the computation of the Reeb space of an input bivariate piecewise linear scalar function f defined on a tetrahedral mesh. By extending and generalizing algorithmic concepts from the univariate case to the bivariate one, we report the first practical, output-sensitive algorithm for the exact computation of such a Reeb space. The algorithm starts by identifying the Jacobi set of f, the bivariate analogs of critical points in the univariate case. Next, the Reeb space is computed by segmenting the input mesh along the new notion of Jacobi Fiber Surfaces, the bivariate analog of critical contours in the univariate case. We additionally present a simplification heuristic that enables the progressive coarsening of the Reeb space. Our algorithm is simple to implement and most of its computations can be trivially parallelized. We report performance numbers demonstrating orders of magnitude speedups over previous approaches, enabling for the first time the tractable computation of bivariate Reeb spaces in practice. Moreover, unlike range-based quantization approaches (such as the Joint Contour Net), our algorithm is parameter-free. We demonstrate the utility of our approach by using the Reeb space as a semi-automatic segmentation tool for bivariate data. In particular, we introduce continuous scatterplot peeling, a technique which enables the reduction of the cluttering in the continuous scatterplot, by interactively selecting the features of the Reeb space to project. We provide a VTK-based C++ implementation of our algorithm that can be used for reproduction purposes or for the development of new Reeb space based visualization techniques.","https://ieeexplore.ieee.org/document/7539583/","LOCKED","7539583","Sorbonne Universites, UPMC UnivParis06, CNRS, LIP6 UMR 7606, France","https://ieeexplore.ieee.org/author/37298870300","1","Julien Tierny","37298870300","University of Leeds","https://ieeexplore.ieee.org/author/37282624500","2","Hamish Carr","37282624500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","Journals & Magazines","10.1109/TVCG.2016.2599017","969","https://ieeexplore.ieee.org/document/7539583/","Topological data analysis","multivariate data","data segmentation","","","","","Data visualization","Approximation algorithms","Data analysis","Algorithm design and analysis","Level set","Jacobian matrices","Quantization (signal)","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539583","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","61","960","Jacobi Fiber Surfaces for Bivariate Reeb Space Computation","23"
"We introduce embedded data representations, the use of visual and physical representations of data that are deeply integrated with the physical spaces, objects, and entities to which the data refers. Technologies like lightweight wireless displays, mixed reality hardware, and autonomous vehicles are making it increasingly easier to display data in-context. While researchers and artists have already begun to create embedded data representations, the benefits, trade-offs, and even the language necessary to describe and compare these approaches remain unexplored. In this paper, we formalize the notion of physical data referents - the real-world entities and spaces to which data corresponds - and examine the relationship between referents and the visual and physical representations of their data. We differentiate situated representations, which display data in proximity to data referents, and embedded representations, which display data so that it spatially coincides with data referents. Drawing on examples from visualization, ubiquitous computing, and art, we explore the role of spatial indirection, scale, and interaction for embedded representations. We also examine the tradeoffs between non-situated, situated, and embedded data displays, including both visualizations and physicalizations. Based on our observations, we identify a variety of design challenges for embedded data representation, and suggest opportunities for future research and applications.","https://ieeexplore.ieee.org/document/7539328/","LOCKED","7539328","University of Calgary","https://ieeexplore.ieee.org/author/37945380800","1","Wesley Willett","37945380800","University of Copenhagen","https://ieeexplore.ieee.org/author/37076983200","2","Yvonne Jansen","37076983200","Inria","https://ieeexplore.ieee.org/author/37590932700","3","Pierre Dragicevic","37590932700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","Journals & Magazines","10.1109/TVCG.2016.2598608","470","https://ieeexplore.ieee.org/document/7539328/","Information visualization","data physicalization","ambient displays","ubiquitous computing","augmented reality","","","Data visualization","Pipelines","Visualization","Context","Augmented reality","Ubiquitous computing","Instruments","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539328","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","62","461","Embedded Data Representations","23"
"This paper presents a novel approach based on spectral geometry to quantify and visualize non-isometric deformations of 3D surfaces by mapping two manifolds. The proposed method can determine multi-scale, non-isometric deformations through the variation of Laplace-Beltrami spectrum of two shapes. Given two triangle meshes, the spectra can be varied from one to another with a scale function defined on each vertex. The variation is expressed as a linear interpolation of eigenvalues of the two shapes. In each iteration step, a quadratic programming problem is constructed, based on our derived spectrum variation theorem and smoothness energy constraint, to compute the spectrum variation. The derivation of the scale function is the solution of such a problem. Therefore, the final scale function can be solved by integral of the derivation from each step, which, in turn, quantitatively describes non-isometric deformations between two shapes. To evaluate the method, we conduct extensive experiments on synthetic and real data. We employ real epilepsy patient imaging data to quantify the shape variation between the left and right hippocampi in epileptic brains. In addition, we use longitudinal Alzheimer data to compare the shape deformation of diseased and healthy hippocampus. In order to show the accuracy and effectiveness of the proposed method, we also compare it with spatial registration-based methods, e.g., non-rigid Iterative Closest Point (ICP) and voxel-based method. These experiments demonstrate the advantages of our method.","https://ieeexplore.ieee.org/document/7539296/","LOCKED","7539296","Wayne State University","https://ieeexplore.ieee.org/author/38006143400","1","Jiaxi Hu","38006143400","Wayne State University","https://ieeexplore.ieee.org/author/38275756000","2","Hajar Hamidian","38275756000","Wayne State University","https://ieeexplore.ieee.org/author/37085891560","3","Zichun Zhong","37085891560","Wayne State University","https://ieeexplore.ieee.org/author/37285799200","4","Jing Hua","37285799200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals & Magazines","10.1109/TVCG.2016.2598790","730","https://ieeexplore.ieee.org/document/7539296/","Geometry-based Technique","Spectral Analysis","Biomedical Visualization","","","","","Shape","Eigenvalues and eigenfunctions","Manifolds","Three-dimensional displays","Measurement","Geometry","Iterative closest point algorithm","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539296","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","63","721","Visualizing Shape Deformations with Variation of Geometric Spectrum","23"
"A common strategy in Multi-Criteria Decision Making (MCDM) is to rank alternative solutions by weighted summary scores. Weights, however, are often abstract to the decision maker and can only be set by vague intuition. While previous work supports a point-wise exploration of weight spaces, we argue that MCDM can benefit from a regional and global visual analysis of weight spaces. Our main contribution is WeightLifter, a novel interactive visualization technique for weight-based MCDM that facilitates the exploration of weight spaces with up to ten criteria. Our technique enables users to better understand the sensitivity of a decision to changes of weights, to efficiently localize weight regions where a given solution ranks high, and to filter out solutions which do not rank high enough for any plausible combination of weights. We provide a comprehensive requirement analysis for weight-based MCDM and describe an interactive workflow that meets these requirements. For evaluation, we describe a usage scenario of WeightLifter in automotive engineering and report qualitative feedback from users of a deployed version as well as preliminary feedback from decision makers in multiple domains. This feedback confirms that WeightLifter increases both the efficiency of weight-based MCDM and the awareness of uncertainty in the ultimate decisions.","https://ieeexplore.ieee.org/document/7536133/","LOCKED","7536133","VRVis Research Center","https://ieeexplore.ieee.org/author/37085897204","1","Stephan Pajer","37085897204","University Linz","https://ieeexplore.ieee.org/author/37403918900","2","Marc Streit","37403918900","University of Vienna","https://ieeexplore.ieee.org/author/38340104300","3","Thomas Torsney-Weir","38340104300","VRVis Research Center","https://ieeexplore.ieee.org/author/37085886756","4","Florian Spechtenhauser","37085886756","University of Vienna","https://ieeexplore.ieee.org/author/37275858700","5","Torsten Möller","37275858700","VRVis Research Center","https://ieeexplore.ieee.org/author/37282562500","6","Harald Piringer","37282562500","","","","","","","","","","","","","","","","","","","","","13","0","Journals & Magazines","10.1109/TVCG.2016.2598589","620","https://ieeexplore.ieee.org/document/7536133/","Visual analysis","decision making","multi-objective optimization","interactive ranking","rank sensitivity","","","Automobiles","Visualization","Decision making","Sensitivity","Space exploration","Context","Additives","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536133","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","64","611","WeightLifter: Visual Weight Space Exploration for Multi-Criteria Decision Making","23"
"We present the design and evaluation of an interface that combines tactile and tangible paradigms for 3D visualization. While studies have demonstrated that both tactile and tangible input can be efficient for a subset of 3D manipulation tasks, we reflect here on the possibility to combine the two complementary input types. Based on a field study and follow-up interviews, we present a conceptual framework of the use of these different interaction modalities for visualization both separately and combined-focusing on free exploration as well as precise control. We present a prototypical application of a subset of these combined mappings for fluid dynamics data visualization using a portable, position-aware device which offers both tactile input and tangible sensing. We evaluate our approach with domain experts and report on their qualitative feedback.","https://ieeexplore.ieee.org/document/7539617/","LOCKED","7539617","Inria Saclay, Univ. Paris Saclay, France","https://ieeexplore.ieee.org/author/37085906961","1","Lonni Besançon","37085906961","Univ. Paris Saclay, France","https://ieeexplore.ieee.org/author/37085567288","2","Paul Issartel","37085567288","Limsi/CNRS, France","https://ieeexplore.ieee.org/author/37273663600","3","Mehdi Ammi","37273663600","Inria, France","https://ieeexplore.ieee.org/author/37297057400","4","Tobias Isenberg","37297057400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals & Magazines","10.1109/TVCG.2016.2599217","890","https://ieeexplore.ieee.org/document/7539617/","Interaction","tactile input","tangible input","3D data visualization","","","","Three-dimensional displays","Data visualization","Navigation","Context","Sensors","Aerospace electronics","Collaboration","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539617","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","65","881","Hybrid Tactile/Tangible Interaction for 3D Data Exploration","23"
