"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Many computer graphics operations, such as texture mapping, 3D painting, remeshing, mesh compression, and digital geometry processing, require finding a low-distortion parameterization for irregular connectivity triangulations of arbitrary genus 2-manifolds. This paper presents a simple and fast method for computing parameterizations with strictly bounded distortion. The new method operates by flattening the mesh onto a region of the 2D plane. To comply with the distortion bound, the mesh is automatically cut and partitioned on-the-fly. The method guarantees avoiding global and local self-intersections, while attempting to minimize the total length of the introduced seams. To our knowledge, this is the first method to compute the mesh partitioning and the parameterization simultaneously and entirely automatically, while providing guaranteed distortion bounds. Our results on a variety of objects demonstrate that the method is fast enough to work with large complex irregular meshes in interactive applications.","https://ieeexplore.ieee.org/document/1183795/","LOCKED","1183795","Sch. of Comput. Sci., Tel Aviv Univ., Israel","https://ieeexplore.ieee.org/author/37283081500","1","O. Sorkine","37283081500","","","","","","","","","","","","","","","","","","","","","Sch. of Comput. Sci., Tel Aviv Univ., Israel","https://ieeexplore.ieee.org/author/38273141800","2","D. Cohen-Or","38273141800","","https://ieeexplore.ieee.org/author/38278819700","3","R. Goldenthal","38278819700","","https://ieeexplore.ieee.org/author/37418740700","4","D. Lischinski","37418740700","","","","","","","","","","","","","","","","","","","","","","","","","","56","26","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183795","362","https://ieeexplore.ieee.org/document/1183795/","Mesh generation","Computer graphics","Surface texture","Painting","Computer science","Visualization","Image coding","Computational geometry","Application software","Chromium","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183795","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","27","355","Bounded-distortion piecewise mesh parameterization"
"By offering more detail and precision, large data sets can provide greater insights to researchers than small data sets. However, these data sets require greater computing resources to view and manage. Remote visualization techniques allow the use of computers that cannot be operated locally. The Semotus Visum framework applies a high-performance client-server paradigm to the problem. The framework utilizes both client and server resources via multiple rendering methods. Experimental results show the framework delivers high frame rates and low latency across a wide range of data sets.","https://ieeexplore.ieee.org/document/1183758/","LOCKED","1183758","Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/38156610200","1","E.J. Luke","38156610200","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37266777200","2","C.D. Hansen","37266777200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","3","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183758","68","https://ieeexplore.ieee.org/document/1183758/","Data visualization","Rendering (computer graphics)","Network servers","Streaming media","Protocols","Java","Computer networks","Distributed computing","Hardware","Memory","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183758","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","28","61","Semotus Visum: a flexible remote visualization framework"
"We propose new clipping methods that are capable of using complex geometries for volume clipping. The clipping tests exploit per-fragment operations on the graphics hardware to achieve high frame rates. In combination with texture-based volume rendering, these techniques enable the user to interactively select and explore regions of the data set. We present depth-based clipping techniques that analyze the depth structure of the boundary representation of the clip geometry to decide which parts of the volume have to be clipped. In another approach, a voxelized clip object is used to identify the clipped regions.","https://ieeexplore.ieee.org/document/1183762/","LOCKED","1183762","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37268045000","1","D. Weiskopf","37268045000","","","","","","","","","","","","","","","","","","","","","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37266847600","2","K. Engel","37266847600","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37085368197","3","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","7","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183762","100","https://ieeexplore.ieee.org/document/1183762/","Geometry","Hardware","Transfer functions","Rendering (computer graphics)","Computer graphics","Data visualization","Testing","Interactive systems","Chromium","Image generation","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183762","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","29","93","Volume clipping via per-fragment operations in texture-based volume visualization"
"Active stereo has been used by engineers and industrial designers for several years to enhance the perception of computer generated three-dimensional images. Unfortunately, active stereo requires specialized hardware. Therefore, as ubiquitous computing and teleworking gain importance, using active stereo becomes a problem. The goal of this case study is to examine the concept of a generic library for polychromatic passive stereo to make stereo vision available everywhere.","https://ieeexplore.ieee.org/document/1183829/","LOCKED","1183829","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37267809900","1","S. Stegmaier","37267809900","","","","","","","","","","","","","","","","","","","","","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37277264800","2","D. Rose","37277264800","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37268023800","3","T. Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183829","560","https://ieeexplore.ieee.org/document/1183829/","Libraries","Application software","Design engineering","Computer industry","Pervasive computing","Image generation","Hardware","Ubiquitous computing","Teleworking","Stereo vision","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183829","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","30","557","A case study on the applications of a generic library for low-cost polychromatic passive stereo"
"While many methods exist for visualising scalar and vector data, visualisation of tensor data is still troublesome. We present a method for visualising second order tensors in three dimensions using a hybrid between direct volume rendering and glyph rendering. An overview scalar field is created by using three-dimensional adaptive filtering of a scalar field containing noise. The filtering process is controlled by the tensor field to be visualised, creating patterns that characterise the tensor field. By combining direct volume rendering of the scalar field with standard glyph rendering methods for detailed tensor visualisation, a hybrid solution is created. A combined volume and glyph renderer was implemented and tested with both synthetic tensors and strain-rate tensors from the human heart muscle, calculated from phase contrast magnetic resonance image data. A comprehensible result could be obtained, giving both an overview of the tensor field as well as detailed information on individual tensors.","https://ieeexplore.ieee.org/document/1183797/","LOCKED","1183797","Dept. of Medicine & Care, Linkoping Univ., Sweden","https://ieeexplore.ieee.org/author/37938415900","1","A. Sigfridsson","37938415900","","","","","","","","","","","","","","","","","","","","","Dept. of Medicine & Care, Linkoping Univ., Sweden","https://ieeexplore.ieee.org/author/37830552200","2","T. Ebbers","37830552200","Dept. of Medicine & Care, Linkoping Univ., Sweden","https://ieeexplore.ieee.org/author/37662873700","3","E. Heiberg","37662873700","Dept. of Medicine & Care, Linkoping Univ., Sweden","https://ieeexplore.ieee.org/author/37295968100","4","L. Wigstrom","37295968100","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183797","378","https://ieeexplore.ieee.org/document/1183797/","Tensile stress","Adaptive filters","Rendering (computer graphics)","Data visualization","Filtering","Process control","Testing","Humans","Heart","Muscles","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183797","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","31","371","Tensor field visualisation using adaptive filtering of noise fields combined with glyph rendering"
"Interactive visualization of large digital elevation models is of continuing interest in scientific visualization, GIS, and virtual reality applications. Taking advantage of the regular structure of grid digital elevation models, efficient hierarchical multiresolution triangulation and adaptive level-of-detail (LOD) rendering algorithms have been developed for interactive terrain visualization. Despite the higher triangle count, these approaches generally outperform mesh simplification methods that produce irregular triangulated network (TIN) based LOD representations. In this project we combine the advantage of a TIN based mesh simplification preprocess with high-performance quadtree based LOD triangulation and rendering at run-time. This approach, called QuadTIN, generates an efficient quadtree triangulation hierarchy over any irregular point set that may originate from irregular terrain sampling or from reducing oversampling in high-resolution grid digital elevation models.","https://ieeexplore.ieee.org/document/1183800/","LOCKED","1183800","Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA","https://ieeexplore.ieee.org/author/37282193800","1","R. Pajarola","37282193800","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/38149718800","2","M. Antonijuan","38149718800","","https://ieeexplore.ieee.org/author/37331033400","3","R. Lario","37331033400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","4","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183800","402","https://ieeexplore.ieee.org/document/1183800/","Tin","Digital elevation models","Data visualization","Computer graphics","Geographic Information Systems","Virtual reality","Rendering (computer graphics)","Strips","Computer science","Application software","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183800","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","32","395","QuadTIN: quadtree based triangulated irregular networks"
"Direct volume rendering is a commonly used technique in visualization applications. Many of these applications require sophisticated shading models to capture subtle lighting effects and characteristics of volumetric data and materials. Many common objects and natural phenomena exhibit visual quality that cannot be captured using simple lighting models or cannot be solved at interactive rates using more sophisticated methods. We present a simple yet effective interactive shading model which captures volumetric light attenuation effects to produce volumetric shadows and the subtle appearance of translucency. We also present a technique for volume displacement or perturbation that allows realistic interactive modeling of high frequency detail for real and synthetic volumetric data.","https://ieeexplore.ieee.org/document/1183764/","LOCKED","1183764","Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37324263400","1","J. Kniss","37324263400","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/38149547900","2","S. Premoze","38149547900","","https://ieeexplore.ieee.org/author/37266777200","3","C. Hansen","37266777200","","https://ieeexplore.ieee.org/author/37282598900","4","D. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","40","6","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183764","116","https://ieeexplore.ieee.org/document/1183764/","Rendering (computer graphics)","Data visualization","Light scattering","Application software","Clouds","Marine animals","Computed tomography","Optical attenuators","Computer graphics","Transfer functions","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183764","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","33","109","Interactive translucent volume rendering and procedural modeling"
"In this paper we develop a new technique for tracing anatomical fibers from 3D tensor fields. The technique extracts salient tensor features using a local regularization technique that allows the algorithm to cross noisy regions and bridge gaps in the data. We applied the method to human brain DT-MRI data and recovered identifiable anatomical structures that correspond to the white matter brain-fiber pathways. The images in this paper are derived from a dataset having 121/spl times/88/spl times/60 resolution. We were able to recover fibers with less than the voxel size resolution by applying the regularization technique, i.e., using a priori assumptions about fiber smoothness. The regularization procedure is done through a moving least squares filter directly incorporated in the tracing algorithm.","https://ieeexplore.ieee.org/document/1183799/","LOCKED","1183799","Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA","https://ieeexplore.ieee.org/author/37266085200","1","L. Zhukov","37266085200","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA","https://ieeexplore.ieee.org/author/37360174300","2","A.H. Barr","37360174300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183799","394","https://ieeexplore.ieee.org/document/1183799/","Tensile stress","Neural pathways","Magnetic resonance imaging","Image reconstruction","Data mining","Feature extraction","Bridges","Humans","Diffusion tensor imaging","Anatomical structure","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183799","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","34","387","Oriented tensor reconstruction: tracing neural pathways from diffusion tensor MRI"
"Novel speech and/or gesture interfaces are candidates for use in future mobile or ubiquitous applications. This paper describes an evaluation of various interfaces for visual navigation of a whole Earth 3D terrain model. A mouse driven interface, a speech interface, a gesture interface, and a multimodal speech and gesture interface were used to navigate to targets placed at various points on the Earth. This study measured each participant's recall of target identity, order, and location as a measure of cognitive load. Timing information as well as a variety of subjective measures including discomfort and user preference were taken. While the familiar and mature mouse interface scored best by most measures, the speech interface also performed well. The gesture and multimodal interface suffered from weaknesses in the gesture modality. Weaknesses in the speech and multimodal modalities are identified and areas for improvement are discussed.","https://ieeexplore.ieee.org/document/1183802/","LOCKED","1183802","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37391946800","1","D.M. Krum","37391946800","","","","","","","","","","","","","","","","","","","","","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/38149705700","2","O. Omoteso","38149705700","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37300425000","3","W. Ribarsky","37300425000","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37269366200","4","T. Starner","37269366200","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37282880200","5","L.F. Hodges","37282880200","","","","","","","","","","","","","","","","","","","","","5","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183802","418","https://ieeexplore.ieee.org/document/1183802/","Visualization","Computer displays","Mobile computing","Computer interfaces","Mice","Navigation","Speech recognition","Keyboards","Wearable computers","Earth","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183802","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","35","411","Evaluation of a multimodal interface for 3D terrain visualization"
"This paper introduces a method for smoothing complex, noisy surfaces, while preserving (and enhancing) sharp, geometric features. It has two main advantages over previous approaches to feature preserving surface smoothing. First is the use of level set surface models, which allows us to process very complex shapes of arbitrary and changing topology. This generality makes it well suited for processing surfaces that are derived directly from measured data. The second advantage is that the proposed method derives from a well-founded formulation, which is a natural generalization of anisotropic diffusion, as used in image processing. This formulation is based on the proposition that the generalization of image filtering entails filtering the normals of the surface, rather than processing the positions of points on a mesh.","https://ieeexplore.ieee.org/document/1183766/","LOCKED","1183766","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37265762400","1","T. Tasdizen","37265762400","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37267322600","2","R. Whitaker","37267322600","","https://ieeexplore.ieee.org/author/38149545900","3","P. Burchard","38149545900","","https://ieeexplore.ieee.org/author/37282704100","4","S. Osher","37282704100","","","","","","","","","","","","","","","","","","","","","","","","","","87","26","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183766","132","https://ieeexplore.ieee.org/document/1183766/","Smoothing methods","Anisotropic magnetoresistance","Noise reduction","Level set","Magnetic resonance imaging","Isosurfaces","Mathematics","Laplace equations","Shape","Topology","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183766","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","36","125","Geometric surface smoothing via anisotropic diffusion of normals"
"Within the field of computer graphics and visualization, it is often necessary to visualize polygonal models with large number of polygons. Display quality is mandatory, but it is also desirable to have the ability to rapidly update the display in order to facilitate interactive use. Point based rendering methods have been shown effective for this task. Building on this paradigm we introduce the PMR system which uses a hierarchy both in points and triangles for rendering. This hierarchy is fundamentally different from the ones used in existing methods. It is based on the feature geometry in the object space rather than its projection in the screen space. This provides certain advantages over the existing methods.","https://ieeexplore.ieee.org/document/1183770/","LOCKED","1183770","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37564265400","1","T.K. Dey","37564265400","","","","","","","","","","","","","","","","","","","","","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37737793900","2","J. Hudson","37737793900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183770","162","https://ieeexplore.ieee.org/document/1183770/","Rendering (computer graphics)","Computer graphics","Visualization","Computer displays","Hardware","Interpolation","Chromium","Image generation","Computational geometry","Solid modeling","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183770","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","37","155","PMR: point to mesh rendering, a feature-based approach"
"This paper describes BM3D: a method for the analysis of motion in time dependent volume data. From a sequence of volume data sets a sequence of vector data sets representing the movement of the data is computed. A block matching technique is used for the reconstruction of data movement. The derived vector field can be used for the visualization of time dependent volume data. The method is illustrated in two applications.","https://ieeexplore.ieee.org/document/1183804/","LOCKED","1183804","Center for Math. & Comput. Sci., CWI, Amsterdam, Netherlands","https://ieeexplore.ieee.org/author/37327212900","1","W. de Leeuw","37327212900","","","","","","","","","","","","","","","","","","","","","Center for Math. & Comput. Sci., CWI, Amsterdam, Netherlands","https://ieeexplore.ieee.org/author/37282925600","2","R. van Liere","37282925600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183804","433","https://ieeexplore.ieee.org/document/1183804/","Motion estimation","Data visualization","Optical mixing","Image motion analysis","Video compression","Computer graphics","Optical computing","Mathematics","Computer science","Motion analysis","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183804","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","38","427","BM3D: motion estimation in time dependent volume data"
"We present a generalization of the geometry coder by Touma and Gotsman (1998) to polygon meshes. We let the polygon information dictate where to apply the parallelogram rule that they use to predict vertex positions. Since polygons tend to be fairly planar and fairly convex, it is beneficial to make predictions within a polygon rather than across polygons. This, for example, avoids poor predictions due to a crease angle between polygons. Up to 90 percent of the vertices can be predicted this way. Our strategy improves geometry compression by 10 to 40 percent depending on (a) how polygonal the mesh is and (b) on the quality (planarity/convexity) of the polygons.","https://ieeexplore.ieee.org/document/1183768/","LOCKED","1183768","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37281897600","1","M. Isenburg","37281897600","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37449235700","2","P. Alliez","37449235700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","4","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183768","146","https://ieeexplore.ieee.org/document/1183768/","Computational geometry","Predictive models","Computer graphics","Semiconductor device modeling","Solid modeling","Data visualization","Bandwidth","Rendering (computer graphics)","Hardware","Robustness","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183768","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","39","141","Compressing polygon mesh geometry with parallelogram prediction"
"Isosurfaces are commonly used to visualize scalar fields. Critical isovalues indicate isosurface topology changes: the creation of new surface components, merging of surface components or the formation of holes in a surface component. Therefore, they highlight interesting isosurface behavior and are helpful in exploration of large trivariate data sets. We present a method that detects critical isovalues in a scalar field defined by piecewise trilinear interpolation over a rectilinear grid and describe how to use them when examining volume data. We further review varieties of the marching cubes (MC) algorithm, with the intention of preserving topology of the trilinear interpolant when extracting an isosurface. We combine and extend two approaches in such a way that it is possible to extract meaningful isosurfaces even when a critical value is chosen as the isovalue.","https://ieeexplore.ieee.org/document/1183772/","LOCKED","1183772","AG Graphische Datenverarbeitung und Computergeometrie, Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37411444100","1","G.H. Weber","37411444100","","","","","","","","","","","","","","","","","","","","","AG Graphische Datenverarbeitung und Computergeometrie, Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282574800","2","G. Scheuermann","37282574800","AG Graphische Datenverarbeitung und Computergeometrie, Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282578800","3","H. Hagen","37282578800","","https://ieeexplore.ieee.org/author/37282068700","4","B. Hamann","37282068700","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183772","178","https://ieeexplore.ieee.org/document/1183772/","Isosurfaces","Topology","Interpolation","Data visualization","Data mining","Computer graphics","Table lookup","Image processing","Computer science","Merging","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183772","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","40","171","Exploring scalar fields using critical isovalues"
"The analysis of multidimensional functions is important in many engineering disciplines, and poses a major problem as the number of dimensions increases. Previous visualization approaches focus on representing three or fewer dimensions at a time. This paper presents a new focus+context visualization that provides an integrated overview of an entire multidimensional function space, with uniform treatment of all dimensions. The overview is displayed with respect to a user-controlled polar focal point in the function's parameter space. Function value patterns are viewed along rays that emanate from the focal point in all directions in the parameter space, and represented radially around the focal point in the visualization. Data near the focal point receives proportionally more screen space than distant data. This approach scales smoothly from two dimensions to 10-20, with a 1000 pixel range on each dimension.","https://ieeexplore.ieee.org/document/1183806/","LOCKED","1183806","Center for Human Comput. Interaction, Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA","https://ieeexplore.ieee.org/author/38153606700","1","S. Jayaraman","38153606700","","","","","","","","","","","","","","","","","","","","","Center for Human Comput. Interaction, Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA","https://ieeexplore.ieee.org/author/37419565900","2","C. North","37419565900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183806","450","https://ieeexplore.ieee.org/document/1183806/","Multidimensional systems","Data visualization","Performance analysis","System performance","Human computer interaction","Computer science","Chromium","User interfaces","Graphical user interfaces","Computer graphics","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183806","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","41","443","A radial focus+context visualization for multi-dimensional functions"
