"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorAffiliations_authorAffiliation_1","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorAffiliations_authorAffiliation_1","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_10","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Network data frequently arises in a wide variety of fields, and node-link diagrams are a very natural and intuitive representation of such data. In order for a node-link diagram to be effective, the nodes must be arranged well on the screen. While many graph layout algorithms exist for this purpose, they often have limitations such as high computational complexity or node colocation. This paper proposes a new approach to graph layout through the use of space filling curves which is very fast and guarantees that there will be no nodes that are colocated. The resulting layout is also aesthetic and satisfies several criteria for graph layout effectiveness.","https://ieeexplore.ieee.org/document/4658143/","LOCKED","4658143","University of California,슠Davis, Davis, CA, USA","","University of California,슠Davis, Davis, CA, USA","","https://ieeexplore.ieee.org/author/37299311900","1","Chris Muelder","37299311900","University of California Davis, Davis, CA, USA","","University of California Davis, Davis, CA, USA","","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","0","Journals","10.1109/TVCG.2008.158","907","1308","https://ieeexplore.ieee.org/document/4658143/","Index Terms—","Information visualization","","","Graph layout","Space filling curves","","","","","","","Filling","Clustering algorithms","","Data visualization","Computational complexity","Social network services","Lenses","Tree graphs","","","","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658143","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","40","1301","Rapid Graph Layout Using Space Filling Curves","14"
"Ranking data, which result from m raters ranking n items, are difficult to visualize due to their discrete algebraic structure, and the computational difficulties associated with them when n is large. This problem becomes worse when raters provide tied rankings or not all items are ranked. We develop an approach for the visualization of ranking data for large n which is intuitive, easy to use, and computationally efficient. The approach overcomes the structural and computational difficulties by utilizing a natural measure of dissimilarity for rater, and projecting the raters into a low dimensional vector space where they are viewed. The visualization techniques are demonstrated using voting data, jokes, and movie preferences.","https://ieeexplore.ieee.org/document/4658150/","LOCKED","4658150","Department of Statistics, Purdue University, USA","","Department of Statistics, Purdue University, USA","","https://ieeexplore.ieee.org/author/37865597100","1","Paul Kidwell","37865597100","College of Computing, Georgia Institute of Technology, Atlanta, GA, USA","","College of Computing, Georgia Institute of Technology, Atlanta, GA, USA","","https://ieeexplore.ieee.org/author/37427770800","2","Guy Lebanon","37427770800","Department of Statistics and Computer Science, Purdue University, USA","Department of Statistics and Computer Science, Purdue University, USA","","https://ieeexplore.ieee.org/author/37282344300","3","William Cleveland","37282344300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","0","Journals","10.1109/TVCG.2008.181","786","1363","https://ieeexplore.ieee.org/document/4658150/","Index Terms—","Partial rankings","","","incomplete rankings","multidimensional scaling","","","","","","","Data visualization","Voting","","Statistics","Extraterrestrial measurements","Motion pictures","Multidimensional systems","Search engines","Professional societies","Councils","Computer science","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658150","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","41","1356","Visualizing Incomplete and Partially Ranked Data","14"
"Recent results have shown a link between geometric properties of isosurfaces and statistical properties of the underlying sampled data. However, this has two defects: not all of the properties described converge to the same solution, and the statistics computed are not always invariant under isosurface-preserving transformations. We apply Federer's Coarea Formula from geometric measure theory to explain these discrepancies. We describe an improved substitute for histograms based on weighting with the inverse gradient magnitude, develop a statistical model that is invariant under isosurface-preserving transformations, and argue that this provides a consistent method for algorithm evaluation across multiple datasets based on histogram equalization. We use our corrected formulation to reevaluate recent results on average isosurface complexity, and show evidence that noise is one cause of the discrepancy between the expected figure and the observed one.","https://ieeexplore.ieee.org/document/4658188/","LOCKED","4658188","Scientific Computing and Imaging Institute, University of Utah, USA","","Scientific Computing and Imaging Institute, University of Utah, USA","","https://ieeexplore.ieee.org/author/37550809300","1","Carlos E. Scheidegger","37550809300","Scientific Computing and Imaging Institute, University of Utah, USA","","Scientific Computing and Imaging Institute, University of Utah, USA","","https://ieeexplore.ieee.org/author/37840129300","2","John M. Schreiner","37840129300","UCD School of Computer Science & Informatics, University College Dublin, Ireland","UCD School of Computer Science & Informatics, University College Dublin, Ireland","","https://ieeexplore.ieee.org/author/37428381900","3","Brian Duffy","37428381900","UCD School of Computer Science & Informatics, University College Dublin, Ireland","UCD School of Computer Science & Informatics, University College Dublin, Ireland","","https://ieeexplore.ieee.org/author/37282624500","4","Hamish Carr","37282624500","Scientific Computing and Imaging Institute, University of Utah, USA","Scientific Computing and Imaging Institute, University of Utah, USA","https://ieeexplore.ieee.org/author/37275249200","5","Cláudio T. Silva","37275249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","0","Journals","10.1109/TVCG.2008.160","472","1666","https://ieeexplore.ieee.org/document/4658188/","Index Terms—","Isosurfaces","","","Histograms","Coarea Formula","","","","","","","Histograms","Isosurfaces","","Data visualization","Higher order statistics","Convergence","Noise figure","Kernel","Humans","Brightness","Frequency","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658188","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","42","1659","Revisiting Histograms and Isosurface Statistics","14"
"We present a toolbox for quickly interpreting and illustrating 2D slices of seismic volumetric reflection data. Searching for oil and gas involves creating a structural overview of seismic reflection data to identify hydrocarbon reservoirs. We improve the search of seismic structures by precalculating the horizon structures of the seismic data prior to interpretation. We improve the annotation of seismic structures by applying novel illustrative rendering algorithms tailored to seismic data, such as deformed texturing and line and texture transfer functions. The illustrative rendering results in multi-attribute and scale invariant visualizations where features are represented clearly in both highly zoomed in and zoomed out views. Thumbnail views in combination with interactive appearance control allows for a quick overview of the data before detailed interpretation takes place. These techniques help reduce the work of seismic illustrators and interpreters.","https://ieeexplore.ieee.org/document/4658177/","LOCKED","4658177","Christian Michelsen Research, Bergen, Norway","","Christian Michelsen Research, Bergen, Norway","","https://ieeexplore.ieee.org/author/37402844200","1","Daniel Patel","37402844200","Christian Michelsen Research, Bergen, Norway","","Christian Michelsen Research, Bergen, Norway","","https://ieeexplore.ieee.org/author/37884872900","2","Christopher Giertsen","37884872900","StatoilHydro, Bergen, Norway","StatoilHydro, Bergen, Norway","","https://ieeexplore.ieee.org/author/37869961500","3","John Thurmond","37869961500","StatoilHydro, Bergen, Norway","StatoilHydro, Bergen, Norway","","https://ieeexplore.ieee.org/author/37869959900","4","John Gjelberg","37869959900","Vienna University of Technology, Austria","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37284271200","5","Eduard Grøller","37284271200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","2","Journals","10.1109/TVCG.2008.170","793","1578","https://ieeexplore.ieee.org/document/4658177/","Index Terms—","Seismic interpretation","","","Illustrative rendering","Seismic attributes","Top-down interpretation","","","","","","Petroleum","Reflection","","Geophysical measurements","Seismic measurements","Drilling","Boring","Hydrocarbon reservoirs","Transfer functions","Data visualization","Energy consumption","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658177","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","43","1571","The Seismic Analyzer: Interpreting and Illustrating 2D Seismic Data","14"
"Interactive steering with visualization has been a common goal of the visualization research community for twenty years, but it is rarely ever realized in practice. In this paper we describe a successful realization of a tightly coupled steering loop, integrating new simulation technology and interactive visual analysis in a prototyping environment for automotive industry system design. Due to increasing pressure on car manufacturers to meet new emission regulations, to improve efficiency, and to reduce noise, both simulation and visualization are pushed to their limits. Automotive system components, such as the powertrain system or the injection system have an increasing number of parameters, and new design approaches are required. It is no longer possible to optimize such a system solely based on experience or forward optimization. By coupling interactive visualization with the simulation back-end (computational steering), it is now possible to quickly prototype a new system, starting from a non-optimized initial prototype and the corresponding simulation model. The prototyping continues through the refinement of the simulation model, of the simulation parameters and through trial-and-error attempts to an optimized solution. The ability to early see the first results from a multidimensional simulation space — thousands of simulations are run for a multidimensional variety of input parameters — and to quickly go back into the simulation and request more runs in particular parameter regions of interest significantly improves the prototyping process and provides a deeper understanding of the system behavior. The excellent results which we achieved for the common rail injection system strongly suggest that our approach has a great potential of being generalized to other, similar scenarios.","https://ieeexplore.ieee.org/document/4658193/","LOCKED","4658193","VRVis Research Center, Vienna, Austria","","VRVis Research Center, Vienna, Austria","","https://ieeexplore.ieee.org/author/37947312900","1","Kresimir Matkovic","37947312900","Virginia Technology","","Virginia Technology","","https://ieeexplore.ieee.org/author/37323697500","2","Denis Gracanin","37323697500","AVL AST, Zagreb, Croatia","AVL AST, Zagreb, Croatia","","https://ieeexplore.ieee.org/author/37085338297","3","Mario Jelovic","37085338297","University of Bergen, Norway","University of Bergen, Norway","","https://ieeexplore.ieee.org/author/37274158800","4","Helwig Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","Journals","10.1109/TVCG.2008.145","476","1706","https://ieeexplore.ieee.org/document/4658193/","Index Terms—","interactive computational steering","","","interactive visual analysis","simulation","common rail injection system","","","","","","Prototypes","Rails","","Virtual prototyping","Visualization","Computational modeling","Automotive engineering","Multidimensional systems","Analytical models","Manufacturing industries","System analysis and design","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658193","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","44","1699","Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System","14"
"For difficult cases in endoscopic sinus surgery, a careful planning of the intervention is necessary. Due to the reduced field of view during the intervention, the surgeons have less information about the surrounding structures in the working area compared to open surgery. Virtual endoscopy enables the visualization of the operating field and additional information, such as risk structures (e.g., optical nerve and skull base) and target structures to be removed (e.g., mucosal swelling). The Sinus Endoscopy system provides the functional range of a virtual endoscopic system with special focus on a realistic representation. Furthermore, by using direct volume rendering, we avoid time-consuming segmentation steps for the use of individual patient datasets. However, the image quality of the endoscopic view can be adjusted in a way that a standard computer with a modern standard graphics card achieves interactive frame rates with low CPU utilization. Thereby, characteristics of the endoscopic view are systematically used for the optimization of the volume rendering speed. The system design was based on a careful analysis of the endoscopic sinus surgery and the resulting needs for computer support. As a small standalone application it can be instantly used for surgical planning and patient education. First results of a clinical evaluation with ENT surgeons were employed to fine-tune the user interface, in particular to reduce the number of controls by using appropriate default values wherever possible. The system was used for preoperative planning in 102 cases, provides useful information for intervention planning (e.g., anatomic variations of the Rec. Frontalis), and closely resembles the intraoperative situation.","https://ieeexplore.ieee.org/document/4658167/","LOCKED","4658167","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/37088413533","1","Arno Kruger","37088413533","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/37869714800","2","Christoph Kubisch","37869714800","ENT Department, University Hospital of Leipzig","ENT Department, University Hospital of Leipzig","","https://ieeexplore.ieee.org/author/37424645300","3","Bernhard Preim","37424645300","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","Department of Simulation and Graphics, Otto-von-Guericke-University of Magdeburg, Germany","","https://ieeexplore.ieee.org/author/37546436800","4","Gero Strauss","37546436800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","0","Journals","10.1109/TVCG.2008.161","559","1498","https://ieeexplore.ieee.org/document/4658167/","Index Terms—","medical visualization","","","sinus surgery","operationplanning","virtual endoscopy","volume rendering","","","","","Endoscopes","Surgery","","Rendering (computer graphics)","Visualization","Biomedical optical imaging","Skull","Image segmentation","Image quality","Computer graphics","System analysis and design","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658167","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","45","1491","Sinus Endoscopy - Application of Advanced GPU Volume Rendering for Virtual Endoscopy","14"
"Traditional geospatial information visualizations often present views that restrict the user to a single perspective. When zoomed out, local trends and anomalies become suppressed and lost; when zoomed in for local inspection, spatial awareness and comparison between regions become limited. In our model, coordinated visualizations are integrated within individual probe interfaces, which depict the local data in user-defined regions-of-interest. Our probe concept can be incorporated into a variety of geospatial visualizations to empower users with the ability to observe, coordinate, and compare data across multiple local regions. It is especially useful when dealing with complex simulations or analyses where behavior in various localities differs from other localities and from the system as a whole. We illustrate the effectiveness of our technique over traditional interfaces by incorporating it within three existing geospatial visualization systems: an agent-based social simulation, a census data exploration tool, and an 3D GIS environment for analyzing urban change over time. In each case, the probe-based interaction enhances spatial awareness, improves inspection and comparison capabilities, expands the range of scopes, and facilitates collaboration among multiple users.","https://ieeexplore.ieee.org/document/4658126/","LOCKED","4658126","UNC Charlotte, The Charlotte Visualization Center","","UNC Charlotte, The Charlotte Visualization Center","","https://ieeexplore.ieee.org/author/37591215700","1","Thomas Butkiewicz","37591215700","UNC Charlotte, The Charlotte Visualization Center","","UNC Charlotte, The Charlotte Visualization Center","","https://ieeexplore.ieee.org/author/37606064200","2","Wenwen Dou","37606064200","UNC Charlotte, The Charlotte Visualization Center","UNC Charlotte, The Charlotte Visualization Center","","https://ieeexplore.ieee.org/author/37297344900","3","Zachary Wartell","37297344900","UNC Charlotte, The Charlotte Visualization Center","UNC Charlotte, The Charlotte Visualization Center","","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","UNC Charlotte, The Charlotte Visualization Center","UNC Charlotte, The Charlotte Visualization Center","https://ieeexplore.ieee.org/author/37592409400","5","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","1","Journals","10.1109/TVCG.2008.149","584","1172","https://ieeexplore.ieee.org/document/4658126/","Index Terms—","Multiple-view techniques","","","geospatial visualization","geospatial analysis","focus + context","probes","","","","","Probes","","","","","","","","","","","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658126","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","46","1165","Multi-Focused Geospatial Analysis Using Probes","14"
"Extracting and visualizing temporal patterns in large scientific data is an open problem in visualization research. First, there are few proven methods to flexibly and concisely define general temporal patterns for visualization. Second, with large time-dependent data sets, as typical with todaypsilas large-scale simulations, scalable and general solutions for handling the data are still not widely available. In this work, we have developed a textual pattern matching approach for specifying and identifying general temporal patterns. Besides defining the formalism of the language, we also provide a working implementation with sufficient efficiency and scalability to handle large data sets. Using recent large-scale simulation data from multiple application domains, we demonstrate that our visualization approach is one of the first to empower a concept driven exploration of large-scale time-varying multivariate data.","https://ieeexplore.ieee.org/document/4658164/","LOCKED","4658164","University of Tennessee, Knoxville, USA","","University of Tennessee, Knoxville, USA","","https://ieeexplore.ieee.org/author/37828700000","1","Markus Glatter","37828700000","University of Tennessee, Knoxville, USA","","University of Tennessee, Knoxville, USA","","https://ieeexplore.ieee.org/author/37281262900","2","Jian Huang","37281262900","Oak Ridge National Laboratory","Oak Ridge National Laboratory","","https://ieeexplore.ieee.org/author/37410066100","3","Sean Ahern","37410066100","Oak Ridge National Laboratory","Oak Ridge National Laboratory","","https://ieeexplore.ieee.org/author/37672397100","4","Jamison Daniel","37672397100","North Carolina State University, Charlotte, USA","North Carolina State University, Charlotte, USA","https://ieeexplore.ieee.org/author/37545504600","5","Aidong Lu","37545504600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","Journals","10.1109/TVCG.2008.184","568","1474","https://ieeexplore.ieee.org/document/4658164/","Index Terms—","Multivariate visualization","","","Time-varying","Uncertainty","","","","","","","Data visualization","Uncertainty","","Large-scale systems","Pattern matching","Data mining","Scalability","Computational modeling","Capacitive sensors","Displays","Testing","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658164","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","47","1467","Visualizing Temporal Patterns in Large Multivariate Data using Modified Globbing","14"
"This paper presents a novel and efficient surface matching and visualization framework through the geodesic distance-weighted shape vector image diffusion. Based on conformal geometry, our approach can uniquely map a 3D surface to a canonical rectangular domain and encode the shape characteristics (e.g., mean curvatures and conformal factors) of the surface in the 2D domain to construct a geodesic distance-weighted shape vector image, where the distances between sampling pixels are not uniform but the actual geodesic distances on the manifold. Through the novel geodesic distance-weighted shape vector image diffusion presented in this paper, we can create a multiscale diffusion space, in which the cross-scale extrema can be detected as the robust geometric features for the matching and registration of surfaces. Therefore, statistical analysis and visualization of surface properties across subjects become readily available. The experiments on scanned surface models show that our method is very robust for feature extraction and surface matching even under noise and resolution change. We have also applied the framework on the real 3D human neocortical surfaces, and demonstrated the excellent performance of our approach in statistical analysis and integrated visualization of the multimodality volumetric data over the shape vector image.","https://ieeexplore.ieee.org/document/4658186/","LOCKED","4658186","Wayne State University, USA","","Wayne State University, USA","","https://ieeexplore.ieee.org/author/37285799200","1","Jing Hua","37285799200","Wayne State University, USA","","Wayne State University, USA","","https://ieeexplore.ieee.org/author/37868989800","2","Zhaoqiang Lai","37868989800","Wayne State University, USA","Wayne State University, USA","","https://ieeexplore.ieee.org/author/37290589700","3","Ming Dong","37290589700","Stony Brook University, USA","Stony Brook University, USA","","https://ieeexplore.ieee.org/author/37276603700","4","Xianfeng Gu","37276603700","Stony Brook University, USA","Stony Brook University, USA","https://ieeexplore.ieee.org/author/37276553900","5","Hong Qin","37276553900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","Journals","10.1109/TVCG.2008.134","418","1650","https://ieeexplore.ieee.org/document/4658186/","Index Terms—","Surface Matching","","","Shape Vector Image","Multiscale Diffusion","Visualization","","","","","","Shape","Visualization","","Noise robustness","Statistical analysis","Geometry","Image sampling","Pixel","Feature extraction","Multi-stage noise shaping","Humans","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658186","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","48","1643","Geodesic Distance-weighted Shape Vector Image Diffusion","14"
"The need to examine and manipulate large surface models is commonly found in many science, engineering, and medical applications. On a desktop monitor, however, seeing the whole model in detail is not possible. In this paper, we present a new, interactive Focus+Context method for visualizing large surface models. Our method, based on an energy optimization model, allows the user to magnify an area of interest to see it in detail while deforming the rest of the area without perceivable distortion. The rest of the surface area is essentially shrunk to use as little of the screen space as possible in order to keep the entire model displayed on screen. We demonstrate the efficacy and robustness of our method with a variety of models.","https://ieeexplore.ieee.org/document/4658197/","LOCKED","4658197","Computer Graphics Group/Visual System Laboratory, Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","","Computer Graphics Group/Visual System Laboratory, Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","","https://ieeexplore.ieee.org/author/37407536000","1","Yu-Shuen Wang","37407536000","Computer Graphics Group/Visual System Laboratory, Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","","Computer Graphics Group/Visual System Laboratory, Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","","https://ieeexplore.ieee.org/author/37277268400","2","Tong-Yee Lee","37277268400","Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China","Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China","","https://ieeexplore.ieee.org/author/37324166000","3","Chiew-Lan Tai","37324166000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","Journals","10.1109/TVCG.2008.132","387","1738","https://ieeexplore.ieee.org/document/4658197/","Index Terms—","Focus+Context visualization","","","magnification","bounding space","","","","","","","Visualization","Deformable models","","Lenses","Displays","Optical distortion","Computer science","Space technology","Biomedical engineering","Power engineering and energy","Medical services","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658197","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","49","1731","Focus+Context Visualization with Distortion Minimization","14"
"Data sets resulting from physical simulations typically contain a multitude of physical variables. It is, therefore, desirable that visualization methods take into account the entire multi-field volume data rather than concentrating on one variable. We present a visualization approach based on surface extraction from multi-field particle volume data. The surfaces segment the data with respect to the underlying multi-variate function. Decisions on segmentation properties are based on the analysis of the multi-dimensional feature space. The feature space exploration is performed by an automated multi-dimensional hierarchical clustering method, whose resulting density clusters are shown in the form of density level sets in a 3D star coordinate layout. In the star coordinate layout, the user can select clusters of interest. A selected cluster in feature space corresponds to a segmenting surface in object space. Based on the segmentation property induced by the cluster membership, we extract a surface from the volume data. Our driving applications are smoothed particle hydrodynamics (SPH) simulations, where each particle carries multiple properties. The data sets are given in the form of unstructured point-based volume data. We directly extract our surfaces from such data without prior resampling or grid generation. The surface extraction computes individual points on the surface, which is supported by an efficient neighborhood computation. The extracted surface points are rendered using point-based rendering operations. Our approach combines methods in scientific visualization for object-space operations with methods in information visualization for feature-space operations.","https://ieeexplore.ieee.org/document/4658166/","LOCKED","4658166","School of Engineering and Science, Jacobs University, Bremen, Germany","","School of Engineering and Science, Jacobs University, Bremen, Germany","","https://ieeexplore.ieee.org/author/37266826500","1","Lars Linsen","37266826500","School of Engineering and Science, Jacobs University, Bremen, Germany","","School of Engineering and Science, Jacobs University, Bremen, Germany","","https://ieeexplore.ieee.org/author/37590653700","2","Tran Van Long","37590653700","School of Engineering and Science, Jacobs University, Bremen, Germany","School of Engineering and Science, Jacobs University, Bremen, Germany","","https://ieeexplore.ieee.org/author/37643113600","3","Paul Rosenthal","37643113600","School of Engineering and Science, Jacobs University, Bremen, Germany","School of Engineering and Science, Jacobs University, Bremen, Germany","","https://ieeexplore.ieee.org/author/37869996100","4","Stephan Rosswog","37869996100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","Journals","10.1109/TVCG.2008.167","657","1490","https://ieeexplore.ieee.org/document/4658166/","Index Terms—","Multi-field and multi-variate visualization","","","isosurfaces and surface extraction","point-based visualization","star coordinates","visualization in astrophysics","particle simulations.","","","","Data mining","Data visualization","","Hydrodynamics","Computational modeling","Astrophysics","Interpolation","Sampling methods","Space exploration","Clustering methods","Level set","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658166","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","50","1483","Surface Extraction from Multi-field Particle Volume Data Using Multi-dimensional Cluster Visualization","14"
