"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Proposes a new approach to the automatic generation of triangular irregular networks (TINs) from dense terrain models. We have developed and implemented an algorithm based on the greedy principle used to compute minimum-link paths in polygons. Our algorithm works by taking greedy cuts (""bites"") out of a simple closed polygon that bounds the yet-to-be triangulated region. The algorithm starts with a large polygon, bounding the whole extent of the terrain to be triangulated, and works its way inward, performing at each step one of three basic operations: ear cutting, greedy biting, and edge splitting. We give experimental evidence that our method is competitive with current algorithms and has the potential to be faster and to generate many fewer triangles. Also, it is able to keep the structural terrain fidelity at almost no extra cost in running time and it requires very little memory beyond that for the input height array.","https://ieeexplore.ieee.org/document/480813/","LOCKED","480813","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37275249200","1","C.T. Silva","37275249200","","https://ieeexplore.ieee.org/author/37275032800","2","J.S.B. Mitchell","37275032800","","https://ieeexplore.ieee.org/author/37268052800","3","A.E. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","8","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480813","208","Tin","Geologic measurements","Size measurement","Time measurement","Visualization","Data structures","Computer science","Mathematics","Statistics","Rain","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480813","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","30","201","Automatic generation of triangular irregular networks using greedy cuts"
"Diagrams are data representations that convey information predominantly through combinations of graphical elements rather than through other channels such as text or interaction. We have implemented a prototype called AVE (Automatic Visualization Environment) that generates diagrams automatically based on a generative theory of diagram design. According to this theory, diagrams are constructed based on the data to be visualized rather than by selection from a predefined set of diagrams. This approach can be applied to knowledge represented by semantic networks. We give a brief introduction to the underlying theory, then describe the implementation and finally discuss strategies for extending the algorithm.","https://ieeexplore.ieee.org/document/480815/","LOCKED","480815","Dept. of Ind. Eng., Toronto Univ., Ont., Canada","https://ieeexplore.ieee.org/author/37352316100","1","G. Golovchinsky","37352316100","","https://ieeexplore.ieee.org/author/37357591400","2","T. Kamps","37357591400","","https://ieeexplore.ieee.org/author/37352314100","3","K. Reichenberger","37352314100","","","","","","","","","","","","","","","","","","","2","5","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480815","223","Data visualization","Art","Visual databases","Dictionaries","Data structures","Relational databases","Industrial engineering","Prototypes","Engines","Publishing","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480815","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","31","217","Subverting structure: data-driven diagram generation"
"Spot noise is a technique for texture synthesis, which is very useful for vector field visualization. This paper describes improvements and extensions of the basic principle of spot noise. First, better visualization of highly curved vector fields with spot noise is achieved, by adapting the shape of the spots to the local velocity field. Second, filtering of spots is proposed to eliminate undesired low frequency components from the spot noise texture. Third, methods are described to utilize graphics hardware to generate the texture, and to produce variable viewpoint animations of spot noise on surfaces. Fourth, the synthesis of spot noise on grids with highly irregular cell sizes is described.","https://ieeexplore.ieee.org/document/480817/","LOCKED","480817","Fac. of Tech. Math. & Inf., Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37327212900","1","W.C. de Leeuw","37327212900","","https://ieeexplore.ieee.org/author/37267249200","2","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","36","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480817","239","Visualization","Noise shaping","Low-frequency noise","Shape","Filtering","Frequency","Graphics","Hardware","Animation","Noise generators","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480817","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","32","233","Enhanced spot noise for vector field visualization"
"Modular visualization environments utilizing a data-flow execution model have become quite popular in recent years, especially those that incorporate visual programming tools. However, simplistic implementations of such an execution model are quite limited when applied to problems of realistic complexity, which negate the intuitive advantage of data-flow systems. This situation can be resolved by extending the execution model to incorporate a more complete and efficient programming infrastructure while still preserving the virtues of pure ""data-flow"". This approach has been used for the implementation of a general-purpose software package, IBM Visualization Data Explorer.","https://ieeexplore.ieee.org/document/480821/","LOCKED","480821","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37378534500","1","G. Abram","37378534500","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","2","L. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","47","6","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480821","270","Data analysis","Data visualization","Isosurfaces","Software packages","Application software","Functional programming","Cognitive science","Programming profession","Prototypes","Computer graphics","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480821","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","33","263","An extended data-flow architecture for data analysis and visualization"
"Visual realism is necessary for many virtual reality applications. In order to convince the user that the virtual environment is real, the scene presented should faithfully model the expected actual environment. A highly accurate, fully modeled, interactive environment is thus seen as ""virtually real"". The paper addresses the problem of interactive visual realism and discusses a possible solution: a hybrid rendering paradigm that ties distributed graphics hardware and ray tracing systems together for use in interactive, high visual realism applications. This new paradigm is examined in the context of a working rendering system. This system is capable of producing images of higher fidelity than possible through the use of graphics hardware alone, able both to render images at speeds useful for interactive systems and to progressively refine static, high quality snapshots.","https://ieeexplore.ieee.org/document/480791/","LOCKED","480791","Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/37664370800","1","R.A. Cross","37664370800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480791","26","Visualization","Ray tracing","Rendering (computer graphics)","Graphics","Hardware","Virtual reality","Virtual environment","Layout","Interactive systems","Refining","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480791","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","34","19","Interactive realism for visualization using ray tracing"
"A scalar volume V={(x,f(x))|x/spl isin/R} is described by a function f(x) defined over some region R of the three dimensional space. The paper presents a simple technique for rendering interval sets of the form I/sub g/(a,b)={(x,f(x))|a/spl les/g(x)/spl les/b}, where a and b are either real numbers of infinities. We describe an algorithm for triangulating interval sets as /spl alpha/ shapes, which can be accurately and efficiently rendered as surfaces or semi transparent clouds. On the theoretical side, interval sets provide an unified approach to isosurface extraction and direct volume rendering. On the practical side, interval sets add flexibility to scalar volume visualization-we may choose to, for example, have an interactive, high quality display of the volume surrounding or ""inside"" an isosurface when such display for the entire volume is too expensive to produce.","https://ieeexplore.ieee.org/document/480789/","LOCKED","480789","Dept. of Comput. Sci., Toronto Univ., Ont., Canada","https://ieeexplore.ieee.org/author/38147359900","1","Baining Guo","38147359900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480789","10","Isosurfaces","Visualization","Clouds","H infinity control","Computer science","Three dimensional displays","Lighting","Pipelines","Pollution","","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480789","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","35","3","Interval set: a volume rendering technique generalizing isosurface extraction"
"A parallel, analytic approach for defining and computing the inter and intra molecular interfaces in three dimensions is described. The molecular interface surfaces are derived from approximations to the power diagrams over the participating molecular units. For a given molecular interface our approach can generate a family of interface surfaces parametrized by /spl alpha/ and /spl beta/, where /spl alpha/ is the radius of the solvent molecule (also known as the probe radius) and /spl beta/ is the interface radius that defines the size of the molecular interface. Molecular interface surfaces provide biochemists with a powerful tool to study surface complementarity and to efficiently characterize the interactions during a protein substrate docking. The complexity of our algorithm for molecular environments is O(nk log/sup 2/ k), where n is the number of atoms in the participating molecular units and k is the average number of neighboring atoms-a constant, given /spl alpha/ and /spl beta/.","https://ieeexplore.ieee.org/document/480793/","LOCKED","480793","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37282560200","1","A. Varshney","37282560200","","https://ieeexplore.ieee.org/author/37295063200","2","F.P. Brooks","37295063200","","https://ieeexplore.ieee.org/author/38148010500","3","D.C. Richardson","38148010500","","https://ieeexplore.ieee.org/author/37654961000","4","W.V. Wright","37654961000","","https://ieeexplore.ieee.org/author/37267825600","5","D. Manocha","37267825600","","","","","","","","","6","2","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480793","43","Computer interfaces","Visualization","Proteins","Atomic measurements","Surface fitting","Computer science","Biochemistry","Drugs","Biochemical analysis","Solvents","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480793","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","36","36","Defining, computing, and visualizing molecular interfaces"
"There are many applications that can benefit from the simultaneous display of multiple layers of data. The objective in these cases is to render the layered surfaces in a such way that the outer structures can be seen and seen through at the same time. The paper focuses on the particular application of radiation therapy treatment planning, in which physicians need to understand the three dimensional distribution of radiation dose in the context of patient anatomy. We describe a promising technique for communicating the shape and position of the transparent skin surface while at the same time minimally occluding underlying isointensity dose surfaces and anatomical objects: adding a sparse, opaque texture comprised of a small set of carefully chosen lines. We explain the perceptual motivation for explicitly drawing ridge and valley curves on a transparent surface, describe straightforward mathematical techniques for detecting and rendering these lines, and propose a small number of reasonably effective methods for selectively emphasizing the most perceptually relevant lines in the display.","https://ieeexplore.ieee.org/document/480795/","LOCKED","480795","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37282637800","1","V. Interrante","37282637800","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37285537200","2","H. Fuchs","37285537200","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37284115400","3","S. Pizer","37284115400","","","","","","","","","","","","","","","","","","","62","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480795","59","Skin","Shape","Surface treatment","Medical treatment","Three dimensional displays","Computer displays","Biomedical applications of radiation","Anatomy","Surface texture","Anatomical structure","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480795","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","37","52","Enhancing transparent skin surfaces with ridge and valley lines"
"Splatting is an object space direct volume rendering algorithm that produces images of high quality, but is computationally expensive like many other volume rendering algorithms. The paper presents a new technique that enhances the speed of splatting without trading off image quality. This new method reduces rendering time by employing a simple indexing mechanism which allows to visit and splat only the voxels of interest. It is shown that this algorithm is suitable for the dynamic situation in which viewing parameters and opacity transfer functions change interactively. We report experimental results on several test data sets of useful site and complexity, and discuss the cost/benefit trade off of our method.","https://ieeexplore.ieee.org/document/480797/","LOCKED","480797","Dept. of Comput. Sci., Sogang Univ., Seoul, South Korea","https://ieeexplore.ieee.org/author/37443031900","1","Insung Ihm","37443031900","Dept. of Comput. Sci., Sogang Univ., Seoul, South Korea","https://ieeexplore.ieee.org/author/38147536800","2","Rae Kyoung Lee","38147536800","","","","","","","","","","","","","","","","","","","","","","","","7","2","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480797","76","Indexing","Rendering (computer graphics)","Transfer functions","Costs","Data visualization","Casting","Shearing","Data structures","Computer science","Image quality","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480797","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","38","69","On enhancing the speed of splatting with indexing"
"Presents a conceptual framework and a process model for feature extraction and iconic visualization. Feature extraction is viewed as a process of data abstraction, which can proceed in multiple stages, and corresponding data abstraction levels. The features are represented by attribute sets, which play a key role in the visualization process. Icons are symbolic parametric objects, designed as visual representations of features. The attributes are mapped to the parameters (or degrees of freedom) of an icon. We describe some generic techniques to generate attribute sets, such as volume integrals and medial axis transforms. A simple but powerful modeling language was developed to create icons, and to link the attributes to the icon parameters. We present illustrative examples of iconic visualization created with the techniques described, showing the effectiveness of this approach.","https://ieeexplore.ieee.org/document/485141/","LOCKED","485141","Fac. of Tech. Math. & Inf., Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37353471800","1","F.J. Post","37353471800","Fac. of Tech. Math. & Inf., Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37294099300","2","T. van Walsum","37294099300","Fac. of Tech. Math. & Inf., Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37295045800","3","F.H. Post","37295045800","","https://ieeexplore.ieee.org/author/37274132700","4","D. Silver","37274132700","","","","","","","","","","","","","","59","2","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.485141","295","Data visualization","Data mining","Feature extraction","Displays","Silver","Computational geometry","Mathematics","Laboratories","Solid modeling","Mathematical model","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=485141","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","39","288","Iconic techniques for feature visualization"
"Advances in computer graphics hardware and algorithms, visualization, and interactive techniques for analysis offer the components for a highly integrated, efficient real-time 3D Geographic Information System. We have developed ""Virtual GIS"", a system with truly immersive capability for navigating and understanding complex and dynamic terrain-based databases. The system provides the means for visualizing terrain models consisting of elevation and imagery data, along with GIS raster layers, protruding features, buildings, vehicles, and other objects. We have implemented window-based and virtual reality versions and in both cases provide a direct manipulation, visual interface for accessing the GIS data. Unique terrain data structures and algorithms allow rendering of large, high resolution datasets at interactive rates.","https://ieeexplore.ieee.org/document/480800/","LOCKED","480800","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37855991000","1","D. Koller","37855991000","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37269320000","2","P. Lindstrom","37269320000","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37300425000","3","W. Ribarsky","37300425000","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA","https://ieeexplore.ieee.org/author/37282880200","4","L.F. Hodges","37282880200","","https://ieeexplore.ieee.org/author/37326280000","5","N. Faust","37326280000","https://ieeexplore.ieee.org/author/37343938200","6","G. Turner","37343938200","","","","","35","50","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480800","100","Geographic Information Systems","Real time systems","Computer graphics","Hardware","Visualization","Information analysis","Algorithm design and analysis","Navigation","Vehicle dynamics","Image databases","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480800","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","40","94","Virtual GIS: a real-time 3D geographic information system"
"","https://ieeexplore.ieee.org/document/485139/","LOCKED","485139","","https://ieeexplore.ieee.org/author/38149689900","1","A.R. Martin","38149689900","","https://ieeexplore.ieee.org/author/37268441700","2","M.O. Ward","37268441700","","","","","","","","","","","","","","","","","","","","","","","","79","13","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.485139","","Brushes","Displays","Data visualization","Graphics","Scattering","Silicon","Painting","Packaging","Joining processes","Testing","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=485139","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","41","271","High Dimensional Brushing for Interactive Exploration of Multivariate Data"
"This paper reports on the development of a strategy to generate databases used for real-time interactive landscape visualization. The database construction from real world data is intended to be as automated as possible. The primary sources of information are remote sensing imagery recorded by Landsat's Thematic Mapper (TM) and digital elevation models (DEM). Additional datasets (traffic networks and buildings) are added to extend the database. In a first step the TM images are geocoded and then segmented into areas of different land coverage. During the visual simulation highly detailed photo textures are applied onto the terrain based on the classification results to increase the apparent amount of detail. The data processing and integration is carried out using custom image processing and geographic information systems (GIS) software. Finally, a sample visual simulation application is implemented. Emphasis is put on practical implementation to test the feasibility of the approach as a whole.","https://ieeexplore.ieee.org/document/480799/","LOCKED","480799","Dept. of Geogr., Zurich Univ., Switzerland","https://ieeexplore.ieee.org/author/38153178500","1","M. Suter","38153178500","Dept. of Geogr., Zurich Univ., Switzerland","https://ieeexplore.ieee.org/author/37269586000","2","D. Nuesch","37269586000","","","","","","","","","","","","","","","","","","","","","","","","8","8","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480799","93","Visual databases","Image databases","Remote sensing","Geographic Information Systems","Data visualization","Information resources","Satellites","Digital elevation models","Telecommunication traffic","Traffic control","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480799","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","42","86","Automated generation of visual simulation databases using remote sensing and GIS"
"Computational steering is the ultimate goal of interactive simulation: researchers change parameters of their simulation and immediately receive feedback on the effect. We present a general and flexible graphics tool that is part of an environment for computational steering developed at CWI. It enables the researcher to interactively develop his own interface with the simulation. This interface is constructed with 3D parametrized geometric objects. The properties of the objects are parametrized to output data and input parameters of the simulation. The objects visualize the output of the simulation, while the researcher can steer the simulation by direct manipulation of the objects. Several applications of 3D computational steering are presented.","https://ieeexplore.ieee.org/document/485143/","LOCKED","485143","Centre for Math. & Comput. Sci., CWI, Amsterdam, Netherlands","https://ieeexplore.ieee.org/author/37275714300","1","J.D. Mulder","37275714300","","https://ieeexplore.ieee.org/author/37267249200","2","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","12","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.485143","311","Computational modeling","Computer applications","Data visualization","User interfaces","Computer interfaces","Mathematics","Computer science","Feedback","Computer graphics","Packaging","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=485143","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","43","304","3D computational steering with parametrized geometric objects"
"This paper presents an analysis of progress in the use of sound as a tool in support of visualisation and gives an insight into its development and future needs. Special emphasis is given to the use of sound in scientific and engineering applications. A system developed to support surface data presentation and interaction by using sound is presented and discussed.","https://ieeexplore.ieee.org/document/480802/","LOCKED","480802","Sch. of Inf. Syst., East Anglia Univ., Norwich, UK","https://ieeexplore.ieee.org/author/37371567600","1","R. Minghim","37371567600","Sch. of Inf. Syst., East Anglia Univ., Norwich, UK","https://ieeexplore.ieee.org/author/37365542800","2","A.R. Forrest","37365542800","","","","","","","","","","","","","","","","","","","","","","","","26","4","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480802","117","Graphics","Displays","Data visualization","Information systems","Information analysis","Acoustical engineering","Sonar applications","Music","Monitoring","Redundancy","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480802","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","44","110","An illustrated analysis of sonification for scientific visualisation"
"An efficient algorithm is presented for computing particle paths, streak lines and time lines in time-dependent flows with moving curvilinear grids. The integration, velocity interpolation, and step size control are all performed in physical space which avoids the need to transform the velocity field into computational space. This leads to higher accuracy because there are no Jacobian matrix approximations, and expensive matrix inversions are eliminated. Integration accuracy is maintained using an adaptive step size control scheme which is regulated by the path line curvature. The problem of point location and interpolation in physical space is simplified by decomposing hexahedral cells into tetrahedral cells. This enables the point location to be done analytically and substantially faster than with a Newton-Raphson iterative method. Results presented show this algorithm is up to six times faster than particle tracers which operate on hexahedral cells, and produces almost identical traces.","https://ieeexplore.ieee.org/document/485145/","LOCKED","485145","Comput. Sci. Corp., NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37355295400","1","D.N. Kenwright","37355295400","Comput. Sci. Corp., NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37356915500","2","D.A. Lane","37356915500","","","","","","","","","","","","","","","","","","","","","","","","14","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.485145","328","Interpolation","Size control","Jacobian matrices","Grid computing","Physics computing","Matrix decomposition","Programmable control","Adaptive control","Iterative methods","Iterative algorithms","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=485145","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","45","321","Optimization of time-dependent particle tracing using tetrahedral decomposition"
"Proposes an interactive method for exploring topological spaces based on the natural local geometry of the space. Examples of spaces appropriate for this visualization approach occur in abundance in mathematical visualization, surface and volume visualization problems, and scientific applications such as general relativity. Our approach is based on using a controller to choose a direction in which to ""walk"" a manifold along a local geodesic path. The method automatically generates orientation changes that produce a maximal viewable region with each step of the walk. The proposed interaction framework has many natural properties to help the user develop a useful cognitive map of a space and is well-suited to haptic interfaces that may be incorporated into desktop virtual reality systems.","https://ieeexplore.ieee.org/document/480804/","LOCKED","480804","Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA","https://ieeexplore.ieee.org/author/37333439100","1","A.J. Hanson","37333439100","Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA","https://ieeexplore.ieee.org/author/37654495700","2","Hui Ma","37654495700","","","","","","","","","","","","","","","","","","","","","","","","6","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480804","133","Legged locomotion","Visualization","Space exploration","Haptic interfaces","Mice","Three dimensional displays","Two dimensional displays","Motion control","Computer science","Computational geometry","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480804","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","46","126","Space walking [topological manifold visualization]"
"Presents an algorithm that accelerates the extraction of iso-surfaces from unstructured grids by avoiding the traversal of the entire set of cells in the volume. The algorithm consists of a sweep algorithm and a data decomposition scheme. The sweep algorithm incrementally locates intersected elements, and the data decomposition scheme restricts the algorithm's worst-case performance. For data sets consisting of hundreds of thousands of elements, our algorithm can reduce the cell traversal time by more than 90% over the naive iso-surface extraction algorithm, thus facilitating interactive probing of scalar fields for large-scale problems on unstructured three-dimensional grids.","https://ieeexplore.ieee.org/document/480806/","LOCKED","480806","Dept. of Comput. Sci., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37279493500","1","Han-Wei Shen","37279493500","Dept. of Comput. Sci., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37276931400","2","C.R. Johnson","37276931400","","","","","","","","","","","","","","","","","","","","","","","","31","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480806","150","Data visualization","Data mining","Acceleration","Geometry","Computer science","Cities and towns","Large-scale systems","Medical services","Biomedical equipment","Upper bound","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480806","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","47","143","Sweeping simplices: a fast iso-surface extraction algorithm for unstructured grids"
