"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"In this paper we briefly describe 3 tools developed to visualize the history of information visualization papers. The visualization consists of a standard 3D scatterplot view enhanced with ""bubbles,"" lines, text, and colors aimed at making comparisons between authors and topics found in the papers. Three components were developed to translate and display raw XML data using OpenGL and Cocoa. We use the visualization tool to perform five tasks and discuss it’s weaknesses.","https://ieeexplore.ieee.org/document/1382940/","LOCKED","1382940","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37938488400","1","J. Tyman","37938488400","","https://ieeexplore.ieee.org/author/37938489000","2","G.P. Gruetzmacher","37938489000","","https://ieeexplore.ieee.org/author/37267736900","3","J. Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.39","r7","https://ieeexplore.ieee.org/document/1382940/","Information Visualization","scatterplot","bubbles","conference publications","publications","references","links","OpenGL","evaluation","dynamic query","Data visualization","Displays","Light scattering","XML","Educational institutions","History","Human computer interaction","Filters","Aggregates","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382940","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","31","r7","InfoVisExplorer"
"In this case study we attempt to visualize a real-world dataset consisting of 600 recently published information visualization papers and their references. This is done by first creating a global layout of the entire graph that preserves any cluster structure present. We then use this layout as a basis to define a hierarchical clustering. The clusters in this hierarchy are labelled using keywords supplied with the dataset, allowing insight into the clusters semantics.","https://ieeexplore.ieee.org/document/1382938/","LOCKED","1382938","Technische Universiteit Eindhoven","https://ieeexplore.ieee.org/author/37326291000","1","F. van Ham","37326291000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.14","r5","https://ieeexplore.ieee.org/document/1382938/","Graph Visualization","Graph Drawing","Clustering","Small World Graphs","Information Visualization","","","","","","Visualization","Visual databases","Mathematics","Computer science","Chromium","User interfaces","Pattern recognition","Encyclopedias","Dictionaries","Internet","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382938","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","32","r5","Case Study: Visualizing Visualization"
"In this paper, we describe the process and result of creating a visualization to capture the past 10 years of history in the field of Information Visualization, as part of the annual InfoVis Conference Contest. We began with an XML file containing data provided by the contest organizers, scrubbed and augmented the data, and created a database to hold the information. We designed a visualization and implemented it using Flash MX 2004 Professional with ActionScript 2.0, PHP, and PostgreSQL. The resulting visualization provides an overview of the field of Information Visualization, and allows users to see the connections between areas of the field, particular researchers, and documents.","https://ieeexplore.ieee.org/document/1382942/","LOCKED","1382942","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37931098300","1","Tzu-Wei Hsu","37931098300","","https://ieeexplore.ieee.org/author/37941007700","2","L. Inman","37941007700","","https://ieeexplore.ieee.org/author/37938647900","3","D. McColgin","37938647900","","https://ieeexplore.ieee.org/author/37925993600","4","K. Stamper","37925993600","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.48","r9","https://ieeexplore.ieee.org/document/1382942/","information visualization","history","text arc","document","text","articles","contributors","research areas","InfoVis conference","","History","Data visualization","Visual databases","Human computer interaction","Graphical user interfaces","Displays","XML","Chromium","Computer interfaces","User interfaces","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382942","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","33","r9","MonkEllipse: Visualizing the History of Information Visualization"
"An overview of the entry is given. The techniques used to prepare the InfoVis contest entry are outlined. The strengths and weaknesses are briefly discussed.","https://ieeexplore.ieee.org/document/1382944/","LOCKED","1382944","Drexel University","https://ieeexplore.ieee.org/author/37280749300","1","Chaomei Chen","37280749300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.38","r11","https://ieeexplore.ieee.org/document/1382944/","citation analysis","co-citation analysis","domain visualization","","","","","","","","Visualization","Surges","Animation","Citation analysis","History","Chaos","Layout","Principal component analysis","Java","Yarn","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382944","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","34","r11","Information Visualization Research: Citation and Co-Citation Highlights"
"Many fields of study produce time series datasets, and both the size and number of theses datasets are increasing rapidly due to the improvement of data accumulation methods such as small, cheap sensors and routine logging of events. Humans often fail to comprehend the structure of a long time series dataset because of the overwhelming amount of data and the range of different time scales at which there may be meaningful patterns. BinX is an interactive tool that provides dynamic visualization and manipulation of long time series datasets. The dataset is visualized through user controlled aggregation, augmented by various information visualization techniques.","https://ieeexplore.ieee.org/document/1382913/","LOCKED","1382913","University of British Columbia","https://ieeexplore.ieee.org/author/37940355500","1","L. Berry","37940355500","","https://ieeexplore.ieee.org/author/37349490300","2","T. Munzner","37349490300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.11","p2","https://ieeexplore.ieee.org/document/1382913/","time series","aggregation","detail","overview","marking","","","","","","Data visualization","Digital TV","Humans","Manipulator dynamics","Exchange rates","Chromium","Computer graphics","Large screen displays","Monitoring","Level control","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382913","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","35","p2","BinX: Dynamic Exploration of Time Series Datasets Across Aggregation Levels"
"We have constructed an information visualization tool for understanding complex arguments. The tool enables analysts to construct structured arguments using judicial proof techniques, associate evidence with hypotheses, and set evidence parameters such as relevance and credibility. Users manipulate the hypotheses and their associated inference networks using visualization techniques. Our tool integrates concepts from structured argumentation, analysis of competing hypotheses, and hypothesis scoring with information visualization. It presents new metaphors for visualizing and manipulating structured arguments.","https://ieeexplore.ieee.org/document/1382915/","LOCKED","1382915","SSS Research, Inc.","https://ieeexplore.ieee.org/author/37939601800","1","D. Cluxton","37939601800","","https://ieeexplore.ieee.org/author/37282570100","2","S.G. Eick","37282570100","","https://ieeexplore.ieee.org/author/37934965500","3","Jie Yun","37934965500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.29","p4","https://ieeexplore.ieee.org/document/1382915/","","","","","","","","","","","Visualization","Navigation","Information analysis","Chromium","Uncertainty","Logic","Organizing","Sorting","Filtering","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382915","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","36","p4","Hypothesis Visualization"
"This paper describes a comparative experiment with five well-known tree visualization systems, and Windows Explorer as a baseline system. Subjects performed tasks relating to the structure of a directory hierarchy, and to attributes of files and directories. Task completion times, correctness and user satisfaction were measured, and video recordings of subjects' interaction with the systems were made. Significant system and task type effects and an interaction between system and task type were found. Qualitative analyses of the video recordings were thereupon conducted to determine reasons for the observed differences, resulting in several findings and design recommendations as well as implications for future experiments with tree visualization systems","https://ieeexplore.ieee.org/document/1382885/","LOCKED","1382885","University of California at Irvine","https://ieeexplore.ieee.org/author/37326091300","1","A. Kobsa","37326091300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.70","16","https://ieeexplore.ieee.org/document/1382885/","information visualization","experimental comparison","task performance","accuracy","user satisfaction","user interaction","design recommendations","","","","Visualization","Filtering","Testing","Video recording","Chromium","User interfaces","Graphical user interfaces","Human factors","Tree data structures","Web page design","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382885","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","37","9","User Experiments with Tree Visualization Systems"
"Analyzing observations over time and geography is a common task but typically requires multiple, separate tools. The objective of our research has been to develop a method to visualize, and work with, the spatial interconnectedness of information over time and geography within a single, highly interactive 3D view. A novel visualization technique for displaying and tracking events, objects and activities within a combined temporal and geospatial display has been developed. This technique has been implemented as a demonstratable prototype called GeoTime in order to determine potential utility. Initial evaluations have been with military users. However, we believe the concept is applicable to a variety of government and business analysis tasks","https://ieeexplore.ieee.org/document/1382887/","LOCKED","1382887","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37704437500","1","T. Kapler","37704437500","","https://ieeexplore.ieee.org/author/37654961400","2","W. Wright","37654961400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.27","32","https://ieeexplore.ieee.org/document/1382887/","3-D visualization","spatiotemporal","geospatial","interactive visualization","visual data analysis","link analysis","","","","","Displays","Information analysis","Geography","Humans","Military computing","Spatiotemporal phenomena","Data analysis","Data visualization","Geographic Information Systems","Animation","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382887","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","38","25","GeoTime information visualization"
"Current implementations of multidimensional scaling (MDS), an approach that attempts to best represent data point similarity in a low-dimensional representation, are not suited for many of today's large-scale datasets. We propose an extension to the spring model approach that allows the user to interactively explore datasets that are far beyond the scale of previous implementations of MDS. We present MDSteer, a steerable MDS computation engine and visualization tool that progressively computes an MDS layout and handles datasets of over one million points. Our technique employs hierarchical data structures and progressive layouts to allow the user to steer the computation of the algorithm to the interesting areas of the dataset. The algorithm iteratively alternates between a layout stage in which a subselection of points are added to the set of active points affected by the MDS iteration, and a binning stage which increases the depth of the bin hierarchy and organizes the currently unplaced points into separate spatial regions. This binning strategy allows the user to select onscreen regions of the layout to focus the MDS computation into the areas of the dataset that are assigned to the selected bins. We show both real and common synthetic benchmark datasets with dimensionalities ranging from 3 to 300 and cardinalities of over one million points","https://ieeexplore.ieee.org/document/1382891/","LOCKED","1382891","University of British Columbia","https://ieeexplore.ieee.org/author/37926388300","1","M. Williams","37926388300","British Columbia Univ., Vancouver, BC","https://ieeexplore.ieee.org/author/37349490300","2","T. Munzner","37349490300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.60","64","https://ieeexplore.ieee.org/document/1382891/","dimensionality reduction","multidimensional scaling","","","","","","","","","Multidimensional systems","Costs","Data structures","Iterative algorithms","Psychology","Large-scale systems","Springs","Engines","Data visualization","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382891","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","39","57","Steerable, Progressive Multidimensional Scaling"
"In this paper we present EZEL, a visual tool we developed for the performance assessment of peer-to-peer file-sharing networks. We start by identifying the relevant data transferred in this kind of networks and the main performance assessment questions. Then we describe the visualization of data from two different points of view. First we take servers as focal points and we introduce a new technique, faded cushioning, which allows visualizing the same data from different perspectives. Secondly, we present the viewpoint of files, and we expose the correlations with the server stance via a special scatter plot. Finally, we discuss how our tool, based on the described techniques, is effective in the performance assessment of peer-to-peer file-sharing networks","https://ieeexplore.ieee.org/document/1382889/","LOCKED","1382889","Technische Universiteit Eindhoven","https://ieeexplore.ieee.org/author/37267197100","1","L. Voinea","37267197100","Technische Univ. Eindhoven","https://ieeexplore.ieee.org/author/37268047100","2","A. Telea","37268047100","Technische Univ. Eindhoven","https://ieeexplore.ieee.org/author/37267249200","3","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.25","48","https://ieeexplore.ieee.org/document/1382889/","process visualization","distributed file systems visualization","P2P file-sharing networks visualization","small displays","","","","","","","Peer to peer computing","Data visualization","Computer displays","Distributed processing","Network servers","File servers","Scattering","Computer graphics","Chromium","Computer interfaces","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382889","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","40","41","EZEL: a Visual Tool for Performance Assessment of Peer-to-Peer File-Sharing Network"
"Traditional multidimensional visualization techniques, such as glyphs, parallel coordinates and scatterplot matrices, suffer from clutter at the display level and difficult user navigation among dimensions when visualizing high dimensional datasets. In this paper, we propose a new multidimensional visualization technique named a value and relation (VaR) display, together with a rich set of navigation and selection tools, for interactive exploration of datasets with up to hundreds of dimensions. By explicitly conveying the relationships among the dimensions of a high dimensional dataset, the VaR display helps users grasp the associations among dimensions. By using pixel-oriented techniques to present values of the data items in a condensed manner, the VaR display reveals data patterns in the dataset using as little screen space as possible. The navigation and selection tools enable users to interactively reduce clutter, navigate within the dimension space, and examine data value details within context effectively and efficiently. The VaR display scales well to datasets with large numbers of data items by employing sampling and texture mapping. A case study on a real dataset, as well as the VaR displays of multiple real datasets throughout the paper, reveals how our proposed approach helps users interactively explore high dimensional datasets with large numbers of data items","https://ieeexplore.ieee.org/document/1382893/","LOCKED","1382893","Worcester Polytechnic Institute","https://ieeexplore.ieee.org/author/37292632600","1","Jing Yang","37292632600","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37932988400","2","A. Patro","37932988400","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37557769100","3","Shiping Huang","37557769100","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37554158700","4","N. Mehta","37554158700","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37268441700","5","M.O. Ward","37268441700","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37279217900","6","E.A. Rundensteiner","37279217900","","","","","","","","","","","","","","","20","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.71","80","https://ieeexplore.ieee.org/document/1382893/","Multi-dimensional visualization","pixel-oriented","multi-dimensional scaling","high dimensional datasets","","","","","","","Reactive power","Navigation","Scattering","Large screen displays","Data visualization","Computer displays","Visual databases","Data analysis","Principal component analysis","Computer science","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382893","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","41","73","Value and Relation Display for Interactive Exploration of High Dimensional Datasets"
"Visual clutter denotes a disordered collection of graphical entities in information visualization. Clutter can obscure the structure present in the data. Even in a small dataset, clutter can make it hard for the viewer to find patterns, relationships and structure. In this paper, we define visual clutter as any aspect of the visualization that interferes with the viewer's understanding of the data, and present the concept of clutter-based dimension reordering. Dimension order is an attribute that can significantly affect a visualization's expressiveness. By varying the dimension order in a display, it is possible to reduce clutter without reducing information content or modifying the data in any way. Clutter reduction is a display-dependent task. In this paper, we follow a three-step procedure for four different visualization techniques. For each display technique, first, we determine what constitutes clutter in terms of display properties; then we design a metric to measure visual clutter in this display; finally we search for an order that minimizes the clutter in a display","https://ieeexplore.ieee.org/document/1382895/","LOCKED","1382895","Worcester Polytechnic Institute","https://ieeexplore.ieee.org/author/37929204000","1","Wei Peng","37929204000","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37268441700","2","M.O. Ward","37268441700","Dept. of Comput. Sci., Worcester Polytech. Inst., MA","https://ieeexplore.ieee.org/author/37279217900","3","E.A. Rundensteiner","37279217900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.15","96","https://ieeexplore.ieee.org/document/1382895/","Multidimensional visualization","dimension order","visual clutter","visual structure","","","","","","","Data visualization","Displays","Scattering","Computer science","Chromium","User interfaces","Pattern recognition","Gain measurement","Multidimensional systems","Polarization","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382895","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","42","89","Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering"
"We present Artifacts of the Presence Era, a digital installation that uses a geological metaphor to visualize the events in a physical space over time. The piece captures video and audio from a museum and constructs an impressionistic visualization of the evolving history in the space. Instead of creating a visualization tool for data analysis, we chose to produce a piece that functions as a souvenir of a particular time and place. We describe the design choices we made in creating this installation, the visualization techniques we developed, and the reactions we observed from users and the media. We suggest that the same approach can be applied to a more general set of visualization contexts, ranging from email archives to newsgroups conversations","https://ieeexplore.ieee.org/document/1382897/","LOCKED","1382897","Massachusetts Institute of Technology","https://ieeexplore.ieee.org/author/37681355300","1","F.B. Viegas","37681355300","Media Lab., MIT, Cambridge, MA","https://ieeexplore.ieee.org/author/37928946300","2","E. Perry","37928946300","Media Lab., MIT, Cambridge, MA","https://ieeexplore.ieee.org/author/37938416400","3","E. Howe","37938416400","Media Lab., MIT, Cambridge, MA","https://ieeexplore.ieee.org/author/37323990900","4","J. Donath","37323990900","","","","","","","","","","","","","","","","","","","","","","","","","15","2","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.8","111","https://ieeexplore.ieee.org/document/1382897/","visualization","history","public space","","","","","","","","Data visualization","Data analysis","Geology","History","Pattern analysis","Chromium","User interfaces","Art","Multidimensional systems","Navigation","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382897","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","43","105","Artifacts of the Presence Era: Using Information Visualization to Create an Evocative Souvenir"
"The InfoSky visual explorer is a system enabling users to interactively explore large, hierarchically structured document collections. Similar to a real-world telescope, InfoSky employs a planar graphical representation with variable magnification. Documents of similar content are placed close to each other and displayed as stars, while collections of documents at a particular level in the hierarchy are visualised as bounding polygons. Usability testing of an early prototype implementation of InfoSky revealed several design issues which prevented users from fully exploiting the power of the visual metaphor. Evaluation results have been incorporated into an advanced prototype, and another usability test has been conducted. A comparison of test results demonstrates enhanced system performance and points out promising directions for further work","https://ieeexplore.ieee.org/document/1382900/","LOCKED","1382900","Know-Center","https://ieeexplore.ieee.org/author/37394939100","1","M. Granitzer","37394939100","Know-Center, Graz","https://ieeexplore.ieee.org/author/37546982800","2","W. Kienreich","37546982800","Know-Center, Graz","https://ieeexplore.ieee.org/author/37549965800","3","V. Sabol","37549965800","","https://ieeexplore.ieee.org/author/37340122200","4","K. Andrews","37340122200","","https://ieeexplore.ieee.org/author/37549964500","5","W. Klieber","37549964500","","","","","","","","","","","","","","","","","","","","19","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.19","134","https://ieeexplore.ieee.org/document/1382900/","information visualisation","navigation","document retrieval","hierarchical repositories","knowledge management","information management","force-directed placement","Voronoi","","","Visualization","Prototypes","Usability","Telescopes","Information retrieval","Navigation","System testing","System performance","Chromium","Knowledge management","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382900","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","44","127","Evaluating a System for Interactive Exploration of Large, Hierarchically Structured Document Repositories"
"Many tree browsers allow subtrees under a node to be collapsed or expanded, enabling the user to control screen space usage and selectively drill-down. However, explicit expansion of nodes can be tedious. Expand-ahead is a space-filling strategy by which some nodes are automatically expanded to fill available screen space, without expanding so far that nodes are shown at a reduced size or outside the viewport. This often allows a user exploring the tree to see further down the tree without the effort required in a traditional browser. It also means the user can sometimes drill-down a path faster, by skipping over levels of the tree that are automatically expanded for them. Expand-ahead differs from many detail-in-context techniques in that there is no scaling or distortion involved. We present 1D and 2D prototype implementations of expand-ahead, and identify various design issues and possible enhancements to our designs. Our prototypes support smooth, animated transitions between different views of a tree. We also present the results of a controlled experiment which show that, under certain conditions, users are able to drill-down faster with expand-ahead than without","https://ieeexplore.ieee.org/document/1382899/","LOCKED","1382899","University of Toronto","https://ieeexplore.ieee.org/author/38526446600","1","M.J. McGuffin","38526446600","","https://ieeexplore.ieee.org/author/37939943900","2","G. Davison","37939943900","","https://ieeexplore.ieee.org/author/37394495600","3","R. Balakrishnan","37394495600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","2","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.21","126","https://ieeexplore.ieee.org/document/1382899/","tree browsing and navigation","focus+context","expandahead","automatic expansion","space filling","adaptive user interfaces","","","","","Navigation","Computer science","Automatic control","Prototypes","Tree graphs","Space exploration","Laboratories","Animation","Chromium","Computer graphics","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382899","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","45","119","Expand-Ahead: A Space-Filling Strategy for Browsing Trees"
"The design and evaluation of most current information visualization systems descend from an emphasis on a user's ability to ""unpack"" the representations of data of interest and operate on them independently. Too often, successful decision-making and analysis are more a matter of serendipity and user experience than of intentional design and specific support for such tasks; although humans have considerable abilities in analyzing relationships from data, the utility of visualizations remains relatively variable across users, data sets, and domains. In this paper, we discuss the notion of analytic gaps, which represent obstacles faced by visualizations in facilitating higher-level analytic tasks, such as decision-making and learning. We discuss support for bridging the analytic gap, propose a framework for design and evaluation of information visualization systems, and demonstrate its use","https://ieeexplore.ieee.org/document/1382902/","LOCKED","1382902","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37418696100","1","R. Amar","37418696100","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA","https://ieeexplore.ieee.org/author/37267736900","2","J. Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.10","150","https://ieeexplore.ieee.org/document/1382902/","Information visualization","analytic gap","theory","framework","evaluation","knowledge tasks","","","","","Data visualization","Decision making","Risk management","Educational institutions","Information analysis","Scattering","Uncertainty","Humans","Data analysis","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382902","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","46","143","BEST PAPER: A Knowledge Task-Based Framework for Design and Evaluation of Information Visualizations"
"Improvise is a fully-implemented system in which users build and browse multiview visualizations interactively using a simple shared-object coordination mechanism coupled with a flexible, expression-based visual abstraction language. By coupling visual abstraction with coordination, users gain precise control over how navigation and selection in the visualization affects the appearance of data in individual views. As a result, it is practical to build visualizations with more views and richer coordination in Improvise than in other visualization systems. Building and browsing activities are integrated in a single, live user interface that lets users alter visualizations quickly and incrementally during data exploration","https://ieeexplore.ieee.org/document/1382904/","LOCKED","1382904","University of Wisconsin-Madison","https://ieeexplore.ieee.org/author/37564883300","1","C. Weaver","37564883300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","10","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.12","166","https://ieeexplore.ieee.org/document/1382904/","coordinated queries","coordination","exploratory visualization","multiple views","visual abstraction language","","","","","","Data visualization","Buildings","Management information systems","Mechanical factors","Information filtering","Information filters","Computer science","Navigation","User interfaces","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382904","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","47","159","Building Highly-Coordinated Visualizations in Improvise"
