"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"For the 2012 VAST Challenge, we federate a number of tools together and exploit the best capabilities of each to analyze geolocated cyber security data. We augment the geographic tools with our own custom-designed frequency analysis plots developed in the Processing programming language. This combination of tools provides access to the best features of each and implies design criteria for future cyber security toolkits.","https://ieeexplore.ieee.org/document/6400505/","LOCKED","6400505","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37086757363","1","Mingyi Zhao","37086757363","","","","","","","","","","","","","","","","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37072781300","2","Chen Zhong","37072781300","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37086759570","3","Richard Ciamaichelo","37086759570","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37086757279","4","Michael Konek","37086757279","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37072995000","5","Neela Sawant","37072995000","College of Information Sciences and Technology The Pennsylvania State University","https://ieeexplore.ieee.org/author/37595223800","6","Nicklaus A. Giacobe","37595223800","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400505","304","https://ieeexplore.ieee.org/document/6400505/","Coordinated and multiple views","geovisual analytics","GeoViz Toolkit","cyber security","situation awareness","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400505","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","26","303","Federating geovisual analytic tools for cyber security analysis"
"Despite the extensive work done in the scientific visualization community on the creation and optimization of spatial data structures, there has been little adaptation of these structures in visual analytics and information visualization. In this work we present how we modify a space-partioning time (SPT) tree - a structure normally used in direct-volume rendering - for geospatial-temporal visualizations. We also present optimization techniques to improve the traversal speed of our structure through locational codes and bitwise comparisons. Finally, we present the results of an experiment that quantitatively evaluates our modified SPT tree with and without our optimizations. Our results indicate that retrieval was nearly three times faster when using our optimizations, and are consistent across multiple trials. Our finding could have implications for performance in using our modified SPT tree in large-scale geospatial temporal visual analytics software.","https://ieeexplore.ieee.org/document/6400544/","LOCKED","6400544","Department of Computer Science Brown University & Tufts University","https://ieeexplore.ieee.org/author/38488457200","1","Connor Gramazio","38488457200","","","","","","","","","","","","","","","","Department of Computer Science, Tufts University","https://ieeexplore.ieee.org/author/37592409400","2","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400544","220","https://ieeexplore.ieee.org/document/6400544/","","","","","","","","Optimization","Data visualization","Geospatial analysis","Visual analytics","Indexing","Communities","Octrees","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400544","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","27","219","Optimizing an SPT-tree for visual analytics"
"This paper describes the rapid development of a tailored cyber situational awareness and analysis application for the 2012 IEEE VAST Mini-Challenge 1 (MC1) — Cyber Situation Awareness. The novel aspect of this project was in the process of developing the tailored solution for a “big data” application. Aperture is an open, adaptable, and extensible Web 2.0 visualization framework, designed to produce visualizations for analysts and decision makers in any common web browser. Aperture utilizes a novel layer-based approach to visualization assembly, and a data mapping API that simplifies the process of transformation of data or analytic results into visual forms and properties.","https://ieeexplore.ieee.org/document/6400507/","LOCKED","6400507","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37704437900","1","David Jonker","37704437900","","","","","","","","","","","","","","","","Oculus Info Inc.","https://ieeexplore.ieee.org/author/38572634700","2","Scott Langevin","38572634700","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37086741467","3","Peter Schretlen","37086741467","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37892035000","4","Casey Canfield","37892035000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400507","300","https://ieeexplore.ieee.org/document/6400507/","visual analytics","visualization","big data","agile","framework","toolkit","human information interaction","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400507","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","28","299","Agile visual analytics for banking cyber “big data”"
"In this VAST challenge, log data coming from locations all over the Bank of Money facilities that contains close one million IP addresses. Since the geography of the data plays an important role for potential anomalies detection, we present a particular visualization solution based on Google Earth that can provide measure and deal with geo-spatial data. By mapping three important attributes, i.e., number of connections, policy status and activity flag, into 3D bars on top of physical locations (coordinates), anomaly distribution and trends can be efficiently visualized and analyzed. The general KML file generator can be extended for further analysis on other GIS systems.","https://ieeexplore.ieee.org/document/6400511/","LOCKED","6400511","Central Michigan University","https://ieeexplore.ieee.org/author/37075025100","1","Tao Zhang","37075025100","","","","","","","","","","","","","","","","Central Michigan University","https://ieeexplore.ieee.org/author/37075401000","2","Qi Liao","37075401000","Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37085394737","3","Lei Shi","37085394737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400511","292","https://ieeexplore.ieee.org/document/6400511/","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400511","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","29","291","3D anomaly bar visualization for large-scale network: VAST 2012 Mini Challenge #1"
"Temporal awareness is pivotal to successful real-time dynamic decision making in a wide range of command and control situations; particularly in safety-critical environments. However, little explicit support for operators' temporal awareness is provided by decision support systems (DSS) for time-critical decisions. In the context of functional simulations of naval anti-air warfare and emergency response management, the present study compares operator support provided by two display formats. In both environments, we contrast a baseline condition to a condition in which a temporal display was integrated to the original interface to support operators' temporal awareness. We also wish to establish whether the implementation of time-based DSSs may also come with drawbacks on cognitive functioning and performance.","https://ieeexplore.ieee.org/document/6400546/","LOCKED","6400546","Université Laval","https://ieeexplore.ieee.org/author/37086100792","1","Cindy Chamberland","37086100792","","","","","","","","","","","","","","","","Université Laval","https://ieeexplore.ieee.org/author/37424677100","2","François Vachon","37424677100","Université Laval","https://ieeexplore.ieee.org/author/38332215800","3","Jean-François Gagnon","38332215800","Looking Glass HF, Inc.","https://ieeexplore.ieee.org/author/37061073800","4","Simon Banbury","37061073800","Université Laval","https://ieeexplore.ieee.org/author/37295580300","5","Sébastien Tremblay","37295580300","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400546","216","https://ieeexplore.ieee.org/document/6400546/","Temporal awareness","time management","decision support","human factors","","","","Decision support systems","Decision making","Electronic mail","Command and control systems","Fires","Real-time systems","Marine vehicles","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400546","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","30","215","Time-oriented visualization and anticipation"
"Existing research into cycling behaviours has either relied on detailed ethnographic studies or larger public attitude surveys [1] [9]. Instead, following recent contributions from information visualization [13] and data mining [5] [7], this design study uses visual analytics techniques to identify, describe and explain cycling behaviours within a large and attribute rich transactional dataset. Using data from London's bike share scheme1, customer level classifications will be created, which consider the regularity of scheme use, journey length and travel times. Monitoring customer usage over time, user classifications will attend to the dynamics of cycling behaviour, asking substantive questions about how behaviours change under varying conditions. The 3-year PhD project will contribute to academic and strategic discussions around sustainable travel policy. A programme of research is outlined, along with an early visual analytics prototype for rapidly querying customer journeys.","https://ieeexplore.ieee.org/document/6400550/","LOCKED","6400550","City University London","https://ieeexplore.ieee.org/author/37085483305","1","Roger Beecham","37085483305","","","","","","","","","","","","","","","","City University London","https://ieeexplore.ieee.org/author/37399045100","2","Jo Wood","37399045100","Transport for London","","3","Audrey Bowerman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400550","208","https://ieeexplore.ieee.org/document/6400550/","","","","","","","","Radio frequency","Visual analytics","Computer interfaces","Educational institutions","Cities and towns","Prototypes","Context","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400550","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","31","207","A visual analytics approach to understanding cycling behaviour"
"We report the approach and results on the VAST 2012 MiniChallenge 2: Bank of Money Regional Office Network Operations Forensics. Using commercial data mining, visualization and database software such as KNIME, Tableau and MySQL as well as a custom-written source vs. destination IP pixel matrix, our team of students identified suspicious IRC traffic, an attack on the firewall, a drop in the firewall connections, an attempt for sensitive information exchange and a possible Distributed Denial-of-Service attack executed partly from a host within the bank network.","https://ieeexplore.ieee.org/document/6400513/","LOCKED","6400513","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37086749909","1","Jan Hildenbrand","37086749909","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37086751112","2","Daniel-Ionut Paval","37086751112","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37086750831","3","Prakash Thapa","37086750831","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37601356700","4","Christian Rohrdantz","37601356700","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37392086200","5","Florian Mansmann","37392086200","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38267713800","6","Enrico Bertini","38267713800","University of Konstanz Germany","https://ieeexplore.ieee.org/author/37282557600","7","Tobias Schreck","37282557600","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400513","288","https://ieeexplore.ieee.org/document/6400513/","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400513","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","32","287","VAST 2012 Mini-Challenge 2: Chart- and Matrix-based approach to network operations forensics"
"We present an analytics-based framework for simultaneous visualization of large surface data collections arising in clinical neuroimaging studies. Termed Informatics Visualization for Neuroimaging (INVIZIAN), this framework allows the visualization of both cortical surfaces characteristics and feature relatedness in unison. It also uses dimension reduction methods to derive new coordinate systems using a Jensen-Shannon divergence metric for positioning cortical surfaces in a metric space such that the proximity in location is proportional to neuroanatomical similarity. Feature data such as thickness and volume are colored on the cortical surfaces and used to display both subject-specific feature values and global trends within the population. Additionally, a query-based framework allows the neuroscience researcher to investigate probable correlations between neuroanatomical and subject patient attribute values such as age and diagnosis.","https://ieeexplore.ieee.org/document/6400548/","LOCKED","6400548","Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095","https://ieeexplore.ieee.org/author/37603001800","1","Ian Bowman","37603001800","","","","","","","","","","","","","","","","Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095","https://ieeexplore.ieee.org/author/37288595800","2","Shantanu H. Joshi","37288595800","Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095","https://ieeexplore.ieee.org/author/37086672518","3","Vaughan Greer","37086672518","Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095","https://ieeexplore.ieee.org/author/37086676193","4","John Darrell Van Horn","37086676193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400548","212","https://ieeexplore.ieee.org/document/6400548/","I.3 [Computer Graphics]","Three-Dimensional Graphics and Realism","I.3.3 [Viewing Algorithms]","I.3.8 [Applications]","","","","Neuroimaging","Alzheimer's disease","Data visualization","Magnetic resonance imaging","Brain","Market research","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400548","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","33","211","Feature-similarity visualization of MRI cortical surface data"
"VAST 2012 Mini Challenge 1 Award: Outstanding integrated analysis and visualization. We present a visual analytics system SemanticPrism, which aims to analyze large-scale high-dimensional datasets containing logs of a million computers. SemanticPrism visualizes the data from three different perspectives: geo-temporal, time series curve, and pixel visualization. With each perspective, we use semantic zooming to present more detailed information.","https://ieeexplore.ieee.org/document/6400527/","LOCKED","6400527","Computer Graphics Technology","https://ieeexplore.ieee.org/author/37086647902","1","Victor Yingjie Chen","37086647902","","","","","","","","","","","","","","","","Electrical and Computer Engineering","https://ieeexplore.ieee.org/author/37086645047","2","Ahmad M Razip","37086645047","Electrical and Computer Engineering","https://ieeexplore.ieee.org/author/37086647033","3","Sungahn Ko","37086647033","Interaction Design, Purdue University","https://ieeexplore.ieee.org/author/38585310400","4","Cheryl Zhenyu Qian","38585310400","Electrical and Computer Engineering","https://ieeexplore.ieee.org/author/37282598900","5","David S. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400527","260","https://ieeexplore.ieee.org/document/6400527/","H.5.2 [Information Systems]: Information Interfaces and Presentation—User Interfaces","H. 1.2 [User/Machine Systems]: Visual Analytics","","","","","","Data visualization","Time series analysis","IP networks","Semantics","Bars","Image color analysis","Visual analytics","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400527","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","34","259","SemanticPrism: A multi-aspect view of large high-dimensional data"
"Data quality evaluation is one of the most critical steps during the data mining processes. Data with poor quality often leads to poor performance in data mining, low efficiency in data analysis, wrong decision which bring great economic loss to users and organizations further. Although many researches have been carried out from various aspects of the extracting, transforming, and loading processes in data mining, most researches pay more attention to analysis automation than to data quality evaluation. To address the data quality evaluation issues, we propose an approach to combine human beings' powerful cognitive abilities in data quality evaluation with the high efficiency ability of computer, and develop a visual analysis method for data quality evaluation based on visual morphology.","https://ieeexplore.ieee.org/document/6400531/","LOCKED","6400531","Institute of Software, Chinese Academy of Sciences, Beijing, China","https://ieeexplore.ieee.org/author/37553445200","1","Dongxing Teng","37553445200","","","","","","","","","","","","","","","","Institute of Software, Chinese Academy of Sciences, Beijing, China","https://ieeexplore.ieee.org/author/37596723800","2","Haiyan Yang","37596723800","Institute of Software, Chinese Academy of Sciences, Beijing, China","https://ieeexplore.ieee.org/author/37279749200","3","Cuixia Ma","37279749200","Institute of Software, Chinese Academy of Sciences, Beijing, China","https://ieeexplore.ieee.org/author/37086716757","4","Hongan Wang","37086716757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400531","246","https://ieeexplore.ieee.org/document/6400531/","Visual Analysis","Interactive Visualization","Database Quality","","","","","Visualization","Visual databases","Data visualization","Data mining","Morphology","Data analysis","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400531","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","35","245","VDQAM: A toolkit for database quality evaluation based on visual morphology"
"The Congressional Budget Office (CBO) is an agency of the federal government with about 240 employees that provides the U.S. Congress with timely, nonpartisan analysis of important budgetary and economic issues. Recently, CBO began producing static infographics to present its headline stories and to provide information to the Congress in different ways.","https://ieeexplore.ieee.org/document/6400533/","LOCKED","6400533","Congressional Budget Office","https://ieeexplore.ieee.org/author/37086665051","1","Jonathan A. Schwabish","37086665051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400533","242","https://ieeexplore.ieee.org/document/6400533/","infographics","data visualization","federal budget","federal government","","","","Economics","Presses","Government","Data visualization","Legislation","Software","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400533","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","36","241","Infographics at the Congressional Budget Office"
"We focus on visual analysis of space- and time-referenced categorical data, which describe possible states of spatial (geographical) objects or locations and their changes over time. The analysis of these data is difficult as there are only limited possibilities to analyze the three aspects (location, time and category) simultaneously. We present a new approach which interactively combines (a) visualization of categorical changes over time; (b) various spatial data displays; (c) computational techniques for task-oriented selection of time steps. They provide an expressive visualization with regard to either the overall evolution over time or unusual changes. We apply our approach on two use cases demonstrating its usefulness for a wide variety of tasks. We analyze data from movement tracking and meteorologic areas. Using our approach, expected events could be detected and new insights were gained.","https://ieeexplore.ieee.org/document/6400553/","LOCKED","6400553","TU Darmstadt Darmstadt, Germany","https://ieeexplore.ieee.org/author/37586276100","1","T. von Landesberger","37586276100","","","","","","","","","","","","","","","","TU Darmstadt Darmstadt, Germany","https://ieeexplore.ieee.org/author/37586274500","2","Sebastian Bremm","37586274500","Fraunhofer IAIS Bonn, Germany","https://ieeexplore.ieee.org/author/37283047700","3","Natalia Andrienko","37283047700","Fraunhofer IAIS Bonn, Germany","https://ieeexplore.ieee.org/author/37283047100","4","Gennady Andrienko","37283047100","SHMU Bratislava, Slovakia","https://ieeexplore.ieee.org/author/37086762292","5","Mária Tekušová","37086762292","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400553","192","https://ieeexplore.ieee.org/document/6400553/","","","","","","","","Data visualization","Visualization","Algorithm design and analysis","Image color analysis","Time series analysis","Electronic mail","Data analysis","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400553","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","37","183","Visual analytics methods for categoric spatio-temporal data"
"The Common N-Gram (CNG) classifier is a text classification algorithm based on the comparison of frequencies of character n-grams (strings of characters of length n) that are the most common in the considered documents and classes of documents. We present a text analytic visualization system that employs the CNG approach for text classification and uses the differences in frequency values of common n-grams in order to visually compare documents at the sub-word level. The visualization method provides both an insight into n-gram characteristics of documents or classes of documents and a visual interpretation of the workings of the CNG classifier.","https://ieeexplore.ieee.org/document/6400484/","LOCKED","6400484","Faculty of Computer Science, Dalhousie University","https://ieeexplore.ieee.org/author/37086728639","1","Magdalena Jankowska","37086728639","","","","","","","","","","","","","","","","Faculty of Computer Science, Dalhousie University","https://ieeexplore.ieee.org/author/37330036800","2","Vlado Kešelj","37330036800","Faculty of Computer Science, Dalhousie University","https://ieeexplore.ieee.org/author/37329406700","3","Evangelos Milios","37329406700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400484","112","https://ieeexplore.ieee.org/document/6400484/","Visual analytics","visual text analysis","text classification","","","","","Color","Frequency measurement","Context","Electronic mail","Data visualization","Visual analytics","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400484","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","38","103","Relative N-gram signatures: Document visualization at the level of character N-grams"
"Due to the ever growing volume of acquired data and information, users have to be constantly aware of the methods for their exploration and for interaction. Of these, not each might be applicable to the data at hand or might reveal the desired result. Owing to this, innovations may be used inappropriately and users may become skeptical. In this paper we propose a knowledge-assisted interface for medical visualization, which reduces the necessary effort to use new visualization methods, by providing only the most relevant ones in a smart way. Consequently, we are able to expand such a system with innovations without the users to worry about when, where, and especially how they may or should use them. We present an application of our system in the medical domain and give qualitative feedback from domain experts.","https://ieeexplore.ieee.org/document/6400555/","LOCKED","6400555","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/38233231400","1","Gabriel Mistelbauer","38233231400","","","","","","","","","","","","","","","","Kaiser-Franz-Josef Hospital Vienna, Austria","https://ieeexplore.ieee.org/author/37086829404","2","Arnold Köchl","37086829404","Austrian Academy of Sciences","https://ieeexplore.ieee.org/author/38233231200","3","Rudiger Schernthaner","38233231200","Vienna University of Technology Austria","https://ieeexplore.ieee.org/author/37077614100","4","Ivan Baclija","37077614100","Medical University of Vienna, Austria","https://ieeexplore.ieee.org/author/37282581900","5","Rüdiger Schernthaner","37282581900","Austrian Academy of Sciences","https://ieeexplore.ieee.org/author/37265895700","6","Stefan Bruckner","37265895700","Kaiser-Franz-Josef Hospital Vienna, Austria","https://ieeexplore.ieee.org/author/37281909700","7","Milos Sramek","37281909700","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37282552200","8","Meister Eduard Gröller","37282552200","","","","","","","","","","","4","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400555","172","https://ieeexplore.ieee.org/document/6400555/","Visualization","Fuzzy Logic","Interaction","","","","","Bones","Semantics","Data visualization","Biomedical imaging","Fuzzy logic","Electronic mail","Pragmatics","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400555","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","39","163","Smart super views — A knowledge-assisted interface for medical visualization"
