"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorAffiliations_authorAffiliation_0","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorAffiliations_authorAffiliation_0","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The analysis for images helps people to gain insights by extracting the inner features and variances between them. However, it is hard to analyze the underlying events further without users participation. We proposes a visual analytic system based on collaborative tagging techniques to allow users to identify features and changes from multi-spectral images. We evaluate our system with mini challenge 3 of VAST Challenge 2017. The exploration results validate the efficiency and effectiveness of our system.","https://ieeexplore.ieee.org/document/8585456/","LOCKED","8585456","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086047700","1","Guozheng Li","37086047700","","","","","","","","","","","","","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086146756","2","Shuai Chen","37086146756","Qihoo 360 Technology Co. Ltd.","Qihoo 360 Technology Co. Ltd.","https://ieeexplore.ieee.org/author/37085663275","3","Qiusheng Li","37085663275","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086561589","4","Zhibang Jiang","37086561589","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086562622","5","Yuening Shi","37086562622","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086559373","6","Qiangqiang Liu","37086559373","Qihoo 360 Technology Co. Ltd.","Qihoo 360 Technology Co. Ltd.","https://ieeexplore.ieee.org/author/37086554066","7","Xi Liu","37086554066","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37403856700","8","Xiaoru Yuan","37403856700","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585456","81","192","https://ieeexplore.ieee.org/document/8585456/","","","","","","","","","","Feature extraction","Histograms","Visual analytics","Collaboration","Pipelines","Urban areas","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585456","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","23","191","Visual Analysis for Multi-Spectral Images Comparisons"
"In this paper, we propose a web-based interactive visual analytic system effective for revealing the trajectory patterns. We describe the analysis approach with the data of MC1 of the VAST challenge 2017.","https://ieeexplore.ieee.org/document/8585462/","LOCKED","8585462","Korea University","Korea University","https://ieeexplore.ieee.org/author/37086560117","1","Wooil Kim","37086560117","","","","","","","","","","","","","Korea University","Korea University","https://ieeexplore.ieee.org/author/37086554490","2","Changbeom Shim","37086554490","Korea University","Korea University","https://ieeexplore.ieee.org/author/37086558438","3","Ilhyun Suh","37086558438","Korea University","Korea University","https://ieeexplore.ieee.org/author/38189876900","4","Yon Dohn Chung","38189876900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585462","162","200","https://ieeexplore.ieee.org/document/8585462/","Visual analytics","Information visualization","","","","","","","","Trajectory","Automobiles","Visual analytics","Benchmark testing","Clustering algorithms","Image color analysis","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585462","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","24","199","A Visual Explorer for Analyzing Trajectory Patterns"
"A wealth of information is captured by traffic sensors but extracting and representing the said information is a challenge. We developed a data processing tool in Apache Spark to aggregate the data points recorded by the sensors and enrich it with geographical information as well. We also developed a tool in Processing to aid the visual analysis of this data set. It plots the paths identified in the transformed data as a subway map, while still preserving the relative locations of each sensor. The transformed data is also suitable for further analysis using existing tools such as Tableau. We use all three of these tools in conjunction to solve the VAST challenge 2017 - mini challenge 1.","https://ieeexplore.ieee.org/document/8585568/","LOCKED","8585568","Department of Computer Science and Engineering","Department of Computer Science and Engineering","https://ieeexplore.ieee.org/author/37086560522","1","Anwesh Tuladhar","37086560522","","","","","","","","","","","","","Department of Computer Science and Engineering","Department of Computer Science and Engineering","https://ieeexplore.ieee.org/author/37086152142","2","Sulav Malla","37086152142","Department of Computer Science and Engineering","Department of Computer Science and Engineering","https://ieeexplore.ieee.org/author/37086556695","3","Ghulam Jilani Quadri","37086556695","Department of Computer Science and Engineering","Department of Computer Science and Engineering","https://ieeexplore.ieee.org/author/37398611400","4","Paul Rosen","37398611400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585568","167","240","https://ieeexplore.ieee.org/document/8585568/","","","","","","","","","","Tools","Public transportation","Automobiles","Data visualization","Logic gates","Data aggregation","Visualization","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585568","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","25","239","Data Aggregation and Visualization Technique for Traffic Sensor Data"
"The VAST Challenge 2017 presents the case of the ornithologist Mitch, who wants to understand the vanishing of the Rose-crested Blue Pipit in the Boonsong Lekagul Nature preserve. To help the ornithologist to answer the challenge questions, we propose the Satellite Image Zooming and Exploration (SIZE) application that implements a framework to interactively zoom and explore satellite images of the preserve area provided by the VAST Mini Challenge 3. SIZE enables the experts to generate hypothesis through zooming and exploration, which he can further verify using different satellite images and Tableau. Two major hypothesis to help Mitch solving the poor development of the bird species are developed. One being the destruction of the habitat of the birds and the other being a heavy pollution of a lake in the preserve area.","https://ieeexplore.ieee.org/document/8585639/","LOCKED","8585639","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/37086560746","1","Udo Schlegel","37086560746","","","","","","","","","","","","","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/37085736053","2","Alexandra Diehl","37085736053","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","3","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585639","39","220","https://ieeexplore.ieee.org/document/8585639/","VAST Challenge 2017","Mini Challenge 3","Visual Analytics","","","","","","","Satellites","Lakes","Birds","Pollution","Roads","Minerals","Visual analytics","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585639","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","26","219","SIZE: Satellite Image Zooming and Exploration"
"Analysis and exploration of similar continuous data for various air-sampler sensor have been performed by developing a processing tool. The analysis and design for characterizing sensor data have been stated and described. Continuous 24X7 sensor data and metrological data leads the layout choices for the analytical design. Such design choices are helpful to understand the pattern of similar reading for various devices at a time. In this paper, we describe the use of the mentioned design choices for to identify pattern, unusual behavior. We used this tool and design choice to solve VAST 2017 mini challenge 2.","https://ieeexplore.ieee.org/document/8585678/","LOCKED","8585678","Department of Computer Engineering, University of South Florida, Tampa, FL","Department of Computer Engineering, University of South Florida, Tampa, FL","https://ieeexplore.ieee.org/author/37086556695","1","Ghulam Jilani Quadri","37086556695","","","","","","","","","","","","","Department of Computer Engineering, University of South Florida, Tampa, FL","Department of Computer Engineering, University of South Florida, Tampa, FL","https://ieeexplore.ieee.org/author/37086560522","2","Anwesh Tuladhar","37086560522","Department of Computer Engineering, University of South Florida, Tampa, FL","Department of Computer Engineering, University of South Florida, Tampa, FL","https://ieeexplore.ieee.org/author/37086152142","3","Sulav Malla","37086152142","Department of Computer Engineering, University of South Florida, Tampa, FL","Department of Computer Engineering, University of South Florida, Tampa, FL","https://ieeexplore.ieee.org/author/37398611400","4","Paul Rosen","37398611400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585678","106","218","https://ieeexplore.ieee.org/document/8585678/","Air-sampler","vector dot-product","multi-label data","multi-variate data","","","","","","Chemicals","Production facilities","Visual analytics","Monitoring","Birds","Tools","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585678","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","27","217","Visual Analytic Design for Characterizing Air-Sampling Sensor Performance and Operation"
"In this paper, we present our solution to the VAST Challenge 2017 Mini Challenge 1. We discuss challenges posed by data set and tasks and introduce ODIX, a custom rapid hypotheses testing system tailored to origin-destination data as provided by the challenge. We show findings made with ODIX and illustrate how we apply sequential pattern mining to explore common traffic patterns.","https://ieeexplore.ieee.org/document/8585686/","LOCKED","8585686","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/38233607000","1","Juri Buchmüller","38233607000","","","","","","","","","","","","","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37086560996","2","Wolfgang Jentner","37086560996","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37085610904","3","Dirk Streeb","37085610904","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585686","70","198","https://ieeexplore.ieee.org/document/8585686/","H.4.0 [Information Systems]","Information Systems Applications—General","","","","","","","","Roads","Task analysis","Automobiles","Data mining","Bars","Birds","Tools","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585686","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","28","197","ODIX: A Rapid Hypotheses Testing System for Origin-Destination Data IEEE VAST Challenge Award for Excellence in Spatio-temporal Graph Analytics"
"The 2017 VAST Challenge is set in a fictional natural preserve surrounded by a small industrial area with four companies and a mid-size city. In this area, the population of a local bird, the Rose-Crested Blue Pipit, is decreasing. The task of the Grand Challenge was to combine findings of the three Mini-Challenges and additional textual data and build a hypothesis about what (and who) could impact the birds population.","https://ieeexplore.ieee.org/document/8585435/","LOCKED","8585435","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37086554776","1","Silvana Podaras","37086554776","","","","","","","","","","","","","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37073197900","2","Michael Beham","37073197900","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37085338700","3","Rainer Splechtna","37085338700","Virginia Tech, Blacksburg, VA, USA","Virginia Tech, Blacksburg, VA, USA","https://ieeexplore.ieee.org/author/37323697500","4","Denis Gračanin","37323697500","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37947312900","5","Krešimir Matković","37947312900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585435","32","234","https://ieeexplore.ieee.org/document/8585435/","Computer Graphics","Scene Analysis","","","","","","","","Companies","Conferences","Trajectory","Chemicals","Birds","Production facilities","Cloud computing","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585435","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","29","233","GC --- Holistic Analysis of Heterogeneous Datasets"
"The visual analytics system ClockPetals aims to reveal the spatio-temporal and sequential patterns of a large traffic record dataset. The system features appealing interactive web graphics that fast illustrate traffic patterns and allow users to locate unusual, anomalous traffic events from multiple demographical and temporal dimensions. ClockPetals also provides the interactive exploration of different vehicle batches via common sequential characteristic clustering. This paper presents the system's architecture and the benefits of its adoption.","https://ieeexplore.ieee.org/document/8585620/","LOCKED","8585620","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","https://ieeexplore.ieee.org/author/37086554324","1","Zheng Zhou","37086554324","","","","","","","","","","","","","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","https://ieeexplore.ieee.org/author/37086560679","2","Sijin Wang","37086560679","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","https://ieeexplore.ieee.org/author/37086557326","3","Wenjie Wu","37086557326","Department of Industrial and Interaction Design, Purdue University, West Lafayette, IN, USA","Department of Industrial and Interaction Design, Purdue University, West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37086560165","4","Aijun Huang","37086560165","Schoool of Mechanical Engineering, Southeast University, China","Schoool of Mechanical Engineering, Southeast University, China","https://ieeexplore.ieee.org/author/37086557933","5","Yafeng Niu","37086557933","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","https://ieeexplore.ieee.org/author/37086559707","6","Hui Tang","37086559707","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","Department of Computer Graphics Technology, Purdue University, West Lafayette, IN","https://ieeexplore.ieee.org/author/38241087200","7","Yingjie Victor Chen","38241087200","Department of Industrial and Interaction Design, Purdue University, West Lafayette, IN, USA","Department of Industrial and Interaction Design, Purdue University, West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/38238364000","8","Zhenyu Cheryl Qian","38238364000","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585620","99","180","https://ieeexplore.ieee.org/document/8585620/","[Human-centered computing]—Visual analytics, Information visualization, User interface design","[Information systems]—Spatial-temporal systems","","","","","","","","Pins","Image color analysis","Visual analytics","Roads","Computer architecture","Clocks","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585620","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","30","179","ClockPetals: Interactive Sequential Analysis of Traffic Patterns VAST Challenge MC1 Award: Multi-Challenge Award for Aesthetic Design"
"Multi spectral imaging from a satellite enables to analyze the health of an natural environment over time. However, low resolution of the satellite images, and a lack of information of human activity and geological information makes it difficult to find and understand all temporal changes. We present an approach to analyze the change over time using satellite images of a natural preserve. We create a map, which contains all changes between two time steps, by using frame differencing. We then exclude uninteresting natural phenomena like clouds. The resulting map is than used to find all changes. Each of the changes is then analyzed in detail by using state of the art algorithm like false-colored images and ratio transformations.","https://ieeexplore.ieee.org/document/8585476/","LOCKED","8585476","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37073197900","1","Michael Beham","37073197900","","","","","","","","","","","","","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37085338700","2","Rainer Splechtna","37085338700","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37086554776","3","Silvana Podaras","37086554776","Virginia Tech, Blacksburg, VA, USA","Virginia Tech, Blacksburg, VA, USA","https://ieeexplore.ieee.org/author/37323697500","4","Denis Gračanin","37323697500","VRVis Research Center, Vienna, Austria","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37947312900","5","Krešimir Matković","37947312900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585476","29","232","https://ieeexplore.ieee.org/document/8585476/","I.3.8 [Computing Methodologies]: Computer Graphics—Applications","I.4.8 [Image Processing and Computer Vision]: Scene Analysis—Time-varying imagery","","","","","","","","Satellites","Cloud computing","Shape","Image color analysis","Vegetation mapping","Indexes","Image resolution","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585476","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","31","231","MC3 — Modified Frame Differencing of Satellite Images to Detect Temporal Changes in a Natural Preserve"
"Satellite images are helpful in remote sensing of land features. However, such multi-spectral images cannot be displayed using readily available imaging tools. We developed a tool in Processing that is able to read in multi-spectral images and display each band as a grayscale image. This tool also allows for mapping of any of the bands to red, green or blue channel of the displayed image. In this paper, we describe how such tool can be used in identifying land features as well as assist in finding changes over time. We used our tool to successfully solve the VAST challenge 2017 mini-challenge 3.","https://ieeexplore.ieee.org/document/8585482/","LOCKED","8585482","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","https://ieeexplore.ieee.org/author/37086152142","1","Sulav Malla","37086152142","","","","","","","","","","","","","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","https://ieeexplore.ieee.org/author/37086560522","2","Anwesh Tuladhar","37086560522","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","https://ieeexplore.ieee.org/author/37086556695","3","Ghulam Jilani Quadri","37086556695","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","https://ieeexplore.ieee.org/author/37398611400","4","Paul Rosen","37398611400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585482","101","206","https://ieeexplore.ieee.org/document/8585482/","H.5.2 [Information Interfaces and Presentation]: User Interfaces—","Graphical User Interfaces (GUI)","H.1.2 [Models and Principles]: User/Machine Systems—","Visual Analytics","","","","","","Tools","Vegetation mapping","Color","Roads","Satellites","Image color analysis","Gray-scale","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585482","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","32","205","Multi-Spectral Satellite Image Analysis for Feature Identification and Change Detection VAST Challenge 2017: Honorable Mention for Good Facilitation of Single Image Analysis"
"To help ornithologist Mitch in understanding the poor development of the Rose-crested Blue Pipit in terms of the VAST Challenge 2017 Grand Challenge, we apply a diverse set of custom specialized tools and out-of-the-box data analysis systems to a rich data set consisting of satellite images, gas sensor measurements, movement traces and newsletter issues. Following the Visual Analytics approach, we implement a collaborative analysis loop and are able to combine data and gain insights into the current situation of the Boonsong Lekagul Nature Preserve. Finally, we come up with a hypothesis that combines suspect observations to a coherent story of illegal disposal of toxic waste involving two companies located in the reserve's vicinity.","https://ieeexplore.ieee.org/document/8585661/","LOCKED","8585661","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37085610904","1","Dirk Streeb","37085610904","","","","","","","","","","","","","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/38233607000","2","Juri Buchmuller","38233607000","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37086560746","3","Udo Schlegel","37086560746","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37086560996","4","Wolfgang Jentner","37086560996","Harvard University","Harvard University","https://ieeexplore.ieee.org/author/38551542600","5","Michael Behrisch","38551542600","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37085712169","6","Bruno Schneider","37085712169","Universität Konstanz","Universität Konstanz","https://ieeexplore.ieee.org/author/37085831457","7","Daniel Seebacher","37085831457","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585661","37","244","https://ieeexplore.ieee.org/document/8585661/","","","","","","","","","","Companies","Wildlife","Visual analytics","Tools","Satellites","Pollution measurement","Lakes","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585661","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","33","243","Uncovering the Mistford Toxic Conspiracy"
"This paper describes a web-based traffic data analysis tool developed for the VAST 2017 Mini Challenge 1. The tool consists of two linked heat maps which allow for the inspection of daily activity for vehicles, as well as a histogram which allows for the analysis of total time spent by vehicles in the park. Combined, these views allow for the analysis of both spatial and temporal patterns in the park preserve.","https://ieeexplore.ieee.org/document/8585624/","LOCKED","8585624","Electronic Visualization Laboratory, University of Illinois at Chicago","Electronic Visualization Laboratory, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37086554032","1","Dimitar Kirilov","37086554032","","","","","","","","","","","","","Electronic Visualization Laboratory, University of Illinois at Chicago","Electronic Visualization Laboratory, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37086563499","2","Isabel Lindmae","37086563499","Electronic Visualization Laboratory, University of Illinois at Chicago","Electronic Visualization Laboratory, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37086248228","3","Andrew Burks","37086248228","Electronic Visualization Laboratory, University of Illinois at Chicago","Electronic Visualization Laboratory, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37085704599","4","Chihua Ma","37085704599","Electronic Visualization Laboratory, University of Illinois at Chicago","Electronic Visualization Laboratory, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37937697100","5","G. Elisabeta Marai","37937697100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585624","35","236","https://ieeexplore.ieee.org/document/8585624/","","","","","","","","","","Heating systems","Histograms","Tools","Axles","Automobiles","Inspection","Data analysis","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585624","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","34","235","MC1: A Bespoke Analysis Tool for Spatio-temporal Park Traffic Data"
