"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We present a new hierarchical clustering and visualization algorithm called H-BLOB, which groups and visualizes cluster hierarchies at multiple levels-of-detail. Our method is fundamentally different to conventional clustering algorithms, such as C-means, K-means, or linkage methods that are primarily designed to partition a collection of objects into subsets sharing similar attributes. These approaches usually lack an efficient level-of-detail strategy that breaks down the visual complexity of very large datasets for visualization. In contrast, our method combines grouping and visualization in a two stage process constructing a hierarchical setting. In the first stage a cluster tree is computed making use of an edge contraction operator. Exploiting the inherent hierarchical structure of this tree, a second stage visualizes the clusters by computing a hierarchy of implicit surfaces. We believe that H-BLOB is especially suited for the visualization of very large datasets and for visual decision making in information visualization. The versatility of the algorithm is demonstrated using examples from visual data mining.","https://ieeexplore.ieee.org/document/885677/","LOCKED","885677","Dept. of Comput. Sci., Swiss Fed. Inst. of Technol., Zurich, Switzerland","https://ieeexplore.ieee.org/author/37374656700","1","T.C. Sprenger","37374656700","https://ieeexplore.ieee.org/author/38015068600","2","R. Brunella","38015068600","https://ieeexplore.ieee.org/author/37275694700","3","M.H. Gross","37275694700","","","","","","","","","","","","","","","","","","","","","26","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885677","68","Clustering methods","Data visualization","Electrical capacitance tomography","Clustering algorithms","Partitioning algorithms","Data mining","Computer science","Couplings","Algorithm design and analysis","Decision making","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885677","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","28","61","H-BLOB: a hierarchical visual clustering method using implicit surfaces"
"We present a new method for the modeling of freehand collected three-dimensional ultrasound data. The model is piecewise linear and based upon progressive tetrahedral domains created by a subdivision scheme which splits a tetrahedron on on its longest edge and guarantees a valid tetrahedrization. Least squares error is used to characterize the model and an effective iterative technique is used to compute the values of the model at the vertices of the tetrahedral grid. Since the subdivision strategy is adaptive, the complexity of the model conforms to the complexity of the data leading to an extremely efficient and highly compressed volume model. The model is evaluated in real time using piecewise linear interpolation, and gives a medical professional the chance to see images which would not be possible using conventional ultrasound techniques.","https://ieeexplore.ieee.org/document/885681/","LOCKED","885681","Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37373016900","1","T. Roxborough","37373016900","https://ieeexplore.ieee.org/author/37283754100","2","G.M. Nielson","37283754100","","","","","","","","","","","","","","","","","","","","","","","","","10","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885681","100","Least squares methods","Ultrasonic imaging","Probes","Biomedical imaging","Gray-scale","Cathode ray tubes","Patient monitoring","Arm","Image registration","History","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885681","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","29","93","Tetrahedron based, least squares, progressive volume models with application to freehand ultrasound data"
"A new method for the simplification of flow fields is presented. It is based on continuous clustering. A well-known physical clustering model, the Cahn Hilliard model (J. Cahn and J. Hilliard, 1958), which describes phase separation, is modified to reflect the properties of the data to be visualized. Clusters are defined implicitly as connected components of the positivity set of a density function. An evolution equation for this function is obtained as a suitable gradient flow of an underlying anisotropic energy functional. Here, time serves as the scale parameter. The evolution is characterized by a successive coarsening of patterns: the actual clustering, and meanwhile the underlying simulation data specifies preferable pattern boundaries. The authors discuss the applicability of this new type of approach mainly for flow fields, where the cluster energy penalizes cross streamline boundaries, but the method also carries provisions in other fields as well. The clusters are visualized via iconic representations. A skeletonization algorithm is used to find suitable positions for the icons.","https://ieeexplore.ieee.org/document/885715/","LOCKED","885715","","","1","H. Garcke","","","2","T. Preusser","","","3","M. Rumpf","","","4","A. Telea","","","5","U. Weikard","","","6","J. Van Wijk","","","","","","","","","","4","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885715","358","Clustering methods","Data visualization","Clustering algorithms","Computational modeling","Scattering","Shape measurement","Density functional theory","Equations","Anisotropic magnetoresistance","Hardware","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885715","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","30","351","A continuous clustering method for vector fields"
"In many applications of scientific visualization, a large quantity of data is being processed and displayed in order to enable a viewer to make informed and effective decisions. Since little data is perfect, there is almost always some degree of associated uncertainty. This uncertainty is an important part of the data and should be taken into consideration when interpreting the data. Uncertainty, however, should not overshadow the data values. Many methods that address the problem of visualizing data with uncertainty can distort the data and emphasize areas with uncertain values. We have developed a method for showing the uncertainty information together with data with minimal distraction. This method uses procedurally generated annotations which are deformed according to the uncertainty information. As another possible technique we propose distorting glyphs according to the uncertainty information.","https://ieeexplore.ieee.org/document/885679/","LOCKED","885679","Maryland Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/38018584500","1","A. Cedilnik","38018584500","https://ieeexplore.ieee.org/author/37282292000","2","P. Rheingans","37282292000","","","","","","","","","","","","","","","","","","","","","","","","","29","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885679","84","Uncertainty","Data visualization","Displays","Computational modeling","Investments","Image restoration","Measurement errors","Geographic Information Systems","Weather forecasting","Shape","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885679","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","31","77","Procedural annotation of uncertain information"
"A new multiscale method in surface processing is presented which combines the image processing methodology based on nonlinear diffusion equations and the theory of geometric evolution problems. Its aim is to smooth discretized surfaces while simultaneously enhancing geometric features such as edges and corners. This is obtained by an anisotropic curvature evolution, where time is the multiscale parameter. Here, the diffusion tensor depends on the shape operator of the evolving surface. A spatial finite element discretization on arbitrary unstructured triangular meshes and a semi-implicit finite difference discretization in time are the building blocks of the easy to code algorithm presented. The systems of linear equations in each timestep are solved by appropriate, preconditioned iterative solvers. Different applications underline the efficiency and flexibility of the presented type of surface processing tool.","https://ieeexplore.ieee.org/document/885721/","LOCKED","885721","Inst. for Appl. Math., Bonn Univ., Germany","https://ieeexplore.ieee.org/author/37268037900","1","U. Clarenz","37268037900","https://ieeexplore.ieee.org/author/37449648400","2","U. Diewald","37449648400","https://ieeexplore.ieee.org/author/37268036500","3","M. Rumpf","37268036500","","","","","","","","","","","","","","","","","","","","","104","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885721","405","Anisotropic magnetoresistance","Image processing","Tensile stress","Smoothing methods","Mathematics","Shape","Finite element methods","Filters","Nonlinear equations","Finite difference methods","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885721","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","32","397","Anisotropic geometric diffusion in surface processing"
"A scalable, high-resolution display may be constructed by tiling many projected images over a single display surface. One fundamental challenge for such a display is to avoid visible seams due to misalignment among the projectors. Traditional methods for avoiding seams involve sophisticated mechanical devices and expensive CRT projectors, coupled with extensive human effort for fine-tuning the projectors. The paper describes an automatic alignment method that relies on an inexpensive, uncalibrated camera to measure the relative mismatches between neighboring projectors, and then correct the projected imagery to avoid seams without significant human effort.","https://ieeexplore.ieee.org/document/885685/","LOCKED","885685","Dept. of Comput. Sci., Princeton Univ., NJ, USA","https://ieeexplore.ieee.org/author/37423646500","1","Yuqun Chen","37423646500","https://ieeexplore.ieee.org/author/37333576800","2","D.W. Clark","37333576800","https://ieeexplore.ieee.org/author/37429653900","3","A. Finkelstein","37429653900","https://ieeexplore.ieee.org/author/37443159300","4","T.C. Housel","37443159300","https://ieeexplore.ieee.org/author/37277619300","5","Kai Li","37277619300","","","","","","","","","","","","","16","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885685","130","Cameras","Computer displays","Flat panel displays","Cathode ray tubes","Humans","Computer vision","Computer science","Simulated annealing","Data visualization","Instruments","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885685","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","33","125","Automatic alignment of high-resolution multi-projector displays using an uncalibrated camera"
"Polyhedral meshes are used for visualization, computer graphics or geometric modeling purposes and result from many applications like iso-surface extraction, surface reconstruction or CAD/CAM. The paper introduces a method for constructing smooth surfaces from a triangulated polyhedral mesh of arbitrary topology. It presents a new algorithm which generalizes and improves the triangle 4-split method (S. Hahmann and G.-P. Bonneau) in the crucial point of boundary curve network construction. This network is then filled in by a visual smooth surface from which an explicit closed form parametrization is given. Furthermore, the method becomes now completely local and can interpolate normal vector input at the mesh vertices.","https://ieeexplore.ieee.org/document/885719/","LOCKED","885719","CNRS, Univ. of Grenoble, France","https://ieeexplore.ieee.org/author/37368609100","1","G.-P. Bonneau","37368609100","https://ieeexplore.ieee.org/author/37378532500","2","S. Hahmann","37378532500","","","","","","","","","","","","","","","","","","","","","","","","","0","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885719","387","Surface reconstruction","Image reconstruction","Computer aided manufacturing","CADCAM","Surface treatment","Rough surfaces","Surface roughness","Visualization","Application software","Polynomials","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885719","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","34","381","Polyhedral modeling"
"We present an algorithm for haptic display of moderately complex polygonal models with a six degree of freedom (DOF) force feedback device. We make use of incremental algorithms for contact determination between convex primitives. The resulting contact information is used for calculating the restoring forces and torques and thereby used to generate a sense of virtual touch. To speed up the computation, our approach exploits a combination of geometric locality, temporal coherence, and predictive methods to compute object-object contacts at kHz rates. The algorithm has been implemented and interfaced with a 6-DOF PHANToM Premium 1.5. We demonstrate its performance on force display of the mechanical interaction between moderately complex geometric structures that can be decomposed into convex primitives.","https://ieeexplore.ieee.org/document/885687/","LOCKED","885687","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37362087700","1","A. Gregory","37362087700","https://ieeexplore.ieee.org/author/38030858700","2","A. Mascarenhas","38030858700","https://ieeexplore.ieee.org/author/37449231600","3","S. Ehmann","37449231600","https://ieeexplore.ieee.org/author/37065548700","4","Ming Lin","37065548700","https://ieeexplore.ieee.org/author/37267825600","5","D. Manocha","37267825600","","","","","","","","","","","","","44","8","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885687","146","Haptic interfaces","Force feedback","Computer displays","Computer graphics","Virtual prototyping","Probes","Computational modeling","Computer science","Coherence","Imaging phantoms","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885687","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","35","139","Six degree-of-freedom haptic display of polygonal models"
"The work presents a method to enable matching of level-of-detail (LOD) models to image-plane resolution over large variations in viewing distances often present in exterior images. A relationship is developed between image sampling rate, viewing distance, object projection, and expected image error due to LOD approximations. This is employed in an error metric to compute error profiles for LOD models. Multirate filtering in the frequency space of a reference object image is utilized to approximate multiple distant views over a range of orientations. An importance sampling method is described to better characterize perspective projection over view distance. A contrast sensitivity function (CSF) is employed to approximate the response of the vision system. Examples are presented for multiresolution spheres and a terrain height field feature. Future directions for extending this method are described.","https://ieeexplore.ieee.org/document/885691/","LOCKED","885691","Eng. Res. & Dev. Center, US Army Corp. of Eng., Vicksburg, MS, USA","https://ieeexplore.ieee.org/author/37738265200","1","R.K. Scoggins","37738265200","https://ieeexplore.ieee.org/author/37269516700","2","R. Machiraju","37269516700","https://ieeexplore.ieee.org/author/37282559500","3","R.J. Moorhead","37282559500","","","","","","","","","","","","","","","","","","","","","3","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885691","178","Layout","Image resolution","Computer graphics","Rendering (computer graphics)","Data visualization","Filtering","Frequency","Military computing","Surface topography","Energy resolution","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885691","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","36","171","Enabling level-of-detail matching for exterior scene synthesis"
"We present a novel hardware-accelerated texture advection algorithm to visualize the motion of two-dimensional unsteady flows. Making use of several proposed extensions to the OpenGL-1.2 specification, we demonstrate animations of over 65,000 particles at 2 frames/sec on an SGI Octane with EMXI graphics. High image quality is achieved by careful attention to edge effects, noise frequency, and image enhancement. We provide a detailed description of the hardware implementation, including temporal and spatial coherence techniques, dye advection techniques, and feature extraction.","https://ieeexplore.ieee.org/document/885689/","LOCKED","885689","Sch. of Comput. Sci. & Inf. Technol., Tallahassee, FL, USA","https://ieeexplore.ieee.org/author/37267249300","1","B. Jobard","37267249300","https://ieeexplore.ieee.org/author/37324424400","2","G. Erlebacher","37324424400","https://ieeexplore.ieee.org/author/37316309200","3","M.Y. Hussaini","37316309200","","","","","","","","","","","","","","","","","","","","","20","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885689","162","Visualization","Hardware","Acceleration","Animation","Computer graphics","Computer displays","Frequency","Software algorithms","Information technology","Image quality","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885689","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","37","155","Hardware-accelerated texture advection for unsteady flow visualization"
"This is basic research for assigning color values to voxels of multichannel MRI volume data. The MRI volume data sets obtained under different scanning conditions are transformed into their components by independent component analysis (ICA), which enhances the physical characteristics of the tissue. The transfer functions for generating color values from independent components are obtained using a radial basis function network, a kind of neural net, by training the network with sample data chosen from the Visible Female data set. The resultant color volume data sets correspond well with the full-color cross-sections of the Visible Human data sets.","https://ieeexplore.ieee.org/document/885693/","LOCKED","885693","MITI, Electrotech. Lab., Ibaraki, Japan","https://ieeexplore.ieee.org/author/37378239800","1","S. Muraki","37378239800","https://ieeexplore.ieee.org/author/37409357900","2","T. Nakai","37409357900","https://ieeexplore.ieee.org/author/37278620500","3","Y. Kita","37278620500","","","","","","","","","","","","","","","","","","","","","2","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885693","194","Magnetic resonance imaging","Transfer functions","Independent component analysis","Surgery","Biomedical imaging","Medical diagnostic imaging","Radial basis function networks","Humans","Computed tomography","Protons","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885693","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","38","187","Basic research for coloring multichannel MRI data"
"The paper describes a computer modeling and simulation system that supports computational steering, which is an effort to make the typical simulation workflow more efficient. Our system provides an interface that allows scientists to perform all of the steps in the simulation process in parallel and online. It uses a standard network flow visualization package, which has been extended to display graphical output in an immersive virtual environment such as a CAVE. Our system allows scientists to interactively manipulate simulation parameters and observe the results. It also supports inverse steering, where the user specifies the desired simulation result, and the system searches for the simulation parameters that achieve this result. Taken together, these capabilities allow scientists to more efficiently and effectively understand model behavior, as well as to search through simulation parameter space. The paper is also a case study of applying our system to the problem of simulating microwave interactions with missile bodies. Because these interactions are difficult to study experimentally, and have important effects on missile electronics, there is a strong desire to develop and validate simulation models of this phenomena.","https://ieeexplore.ieee.org/document/885727/","LOCKED","885727","Virtual Reality Lab., Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/38576023600","1","J.E. Swan","38576023600","https://ieeexplore.ieee.org/author/37295678700","2","M. Lanzagorta","37295678700","https://ieeexplore.ieee.org/author/38028495400","3","D. Maxwell","38028495400","https://ieeexplore.ieee.org/author/37372263000","4","E. Kuo","37372263000","https://ieeexplore.ieee.org/author/37264967300","5","J. Uhlmann","37264967300","https://ieeexplore.ieee.org/author/37290721200","6","W. Anderson","37290721200","https://ieeexplore.ieee.org/author/37618138200","7","Haw-Jye Shyu","37618138200","https://ieeexplore.ieee.org/author/38020250500","8","W. Smith","38020250500","3","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885727","444","Steering systems","Missiles","Computational modeling","Laboratories","Visualization","Virtual reality","Electromagnetic radiation","Computer simulation","Packaging","Displays","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885727","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","39","441","A computational steering system for studying microwave interactions with missile bodies"
"We present an immersive system for exploring numerically simulated flow data through a model of a coronary artery graft. This tightly-coupled interdisciplinary project is aimed at understanding how to reduce the failure rate of these grafts. The visualization system provides a mechanism for exploring the effect of changes to the geometry, to the flow, and for exploring potential sources of future lesions. The system uses gestural and voice interactions exclusively, moving away from more traditional windows/icons/menus/point-and-click (WIMP) interfaces. We present an example session using the system and discuss our experiences developing, testing, and using it. We describe some of the interaction and rendering techniques that we experimented with and describe their level of success. Our experience suggests that systems like this are exciting to clinical researchers, but conclusive evidence of their value is not yet available.","https://ieeexplore.ieee.org/document/885731/","LOCKED","885731","Dept. of Comput. Sci., Brown Univ., Providence, RI, USA","https://ieeexplore.ieee.org/author/37612088000","1","A.S. Forsberg","37612088000","https://ieeexplore.ieee.org/author/37275712600","2","D.H. Laidlaw","37275712600","https://ieeexplore.ieee.org/author/37426649000","3","A. Van Dam","37426649000","https://ieeexplore.ieee.org/author/37275716100","4","R.M. Kirby","37275716100","","5","G.E. Kafniadakis","","https://ieeexplore.ieee.org/author/37390773900","6","J.L. Elion","37390773900","","","","","","","","","9","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885731","460","Virtual reality","Visualization","Arteries","Numerical simulation","Geometry","Lesions","Plasma simulation","Heart","Solid modeling","Cardiology","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885731","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","40","457","Immersive virtual reality for visualizing flow through an artery"
"For a comprehensive understanding of tomographic image data in medicine, interactive and high-quality direct volume rendering is an essential prerequisite. This is provided by visualization using 3D texture mapping which is still limited to high-end graphics hardware. In order to make it available in a clinical environment, we present a system which uniquely combines local desktop computers and remote high-end graphics hardware. In this context, we exploit the standard visualization capabilities to a maximum which are available in the clinical environment. For 3D representations of high resolution and quality we access the remote specialized hardware. Various tools for 2D and 3D visualization are provided which meet the requirements of a medical diagnosis. This is demonstrated with examples from the field of neuroradiology which show the value of our strategy in practice.","https://ieeexplore.ieee.org/document/885729/","LOCKED","885729","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37266847600","1","K. Engel","37266847600","https://ieeexplore.ieee.org/author/37373297800","2","P. Hastreiter","37373297800","https://ieeexplore.ieee.org/author/37373299500","3","B. Tomandl","37373299500","https://ieeexplore.ieee.org/author/37361518700","4","K. Eberhardt","37361518700","https://ieeexplore.ieee.org/author/37268023800","5","T. Ertl","37268023800","","","","","","","","","","","","","22","18","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885729","452","Medical services","Biomedical equipment","Hardware","Data visualization","Rendering (computer graphics)","Computer graphics","Tomography","Biomedical imaging","Medical diagnostic imaging","Medical diagnosis","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885729","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","41","449","Combining local and remote visualization techniques for interactive volume rendering in medical applications"
"Presents a two-level approach for fusing direct volume rendering (DVR) and maximum-intensity projection (MIP) within a joint rendering method. Different structures within the data set are rendered locally by either MIP or DVR on an object-by-object basis. Globally, all the results of subsequent object renderings are combined in a merging step (usually compositing in our case). This allows us to selectively choose the most suitable technique for depicting each object within the data, while keeping the amount of information contained in the image at a reasonable level. This is especially useful when inner structures should be visualized together with semi-transparent outer parts, similar to the focus-and-context approach known from information visualization. We also present an implementation of our approach which allows us to explore volumetric data using two-level rendering at interactive frame rates.","https://ieeexplore.ieee.org/document/885697/","LOCKED","885697","VRVis Res. Centre, Wien Univ. of Technol., Austria","https://ieeexplore.ieee.org/author/37274158800","1","H. Hauser","37274158800","https://ieeexplore.ieee.org/author/37282641800","2","L. Mroz","37282641800","https://ieeexplore.ieee.org/author/37724677400","3","G.-I. Bischi","37724677400","https://ieeexplore.ieee.org/author/37282552200","4","M.E. Groller","37282552200","","","","","","","","","","","","","","","","","13","6","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885697","218","Data visualization","Transfer functions","Rendering (computer graphics)","Biomedical imaging","Merging","Focusing","Chromium","Computer graphics","Image generation","Biomedical engineering","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885697","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","42","211","Two-level volume rendering - fusing MIP and DVR"
"Geometric models are often annotated to provide additional information during visualization. Maps may be marked with rivers, roads or topographical information, and CAD data models may highlight the underlying mesh structure. While this additional information may be extremely useful, there is a rendering cost associated with it. Texture maps have often been used to convey this information at relatively low cost, but they suffer from blurring and pixelization at high magnification. We present a technique for simplifying surface annotations based on directed, asymmetric tolerance. By maintaining the annotations as geometry, as opposed to textures, we are able to simplify them while still maintaining the overall appearance of the model over a wide range of magnifications. Texture maps may still be used to provide low-resolution surface detail, such as color. We demonstrate a significant gain in rendering performance while retaining the original appearance of objects from many application domains.","https://ieeexplore.ieee.org/document/885700/","LOCKED","885700","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37370454300","1","F. Suits","37370454300","https://ieeexplore.ieee.org/author/37442701500","2","J.T. Klosowski","37442701500","https://ieeexplore.ieee.org/author/37361807200","3","W.P. Horn","37361807200","https://ieeexplore.ieee.org/author/38015271000","4","G. Lecina","38015271000","","","","","","","","","","","","","","","","","0","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885700","242","Surface topography","Solid modeling","Costs","Data visualization","Rivers","Roads","Data models","Geometry","Surface texture","Performance gain","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885700","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","43","235","Simplification of surface annotations"
"Presents a new rendering technique for processing multiple multi-resolution textures of LOD (level-of-detail) terrain models and describes its application to interactive, animated terrain content design. The approach is based on a multi-resolution model for terrain texture which cooperates with a multi-resolution model for terrain geometry. For each texture layer, an image pyramid and a texture tree are constructed. Multiple texture layers can be associated with one terrain model and can be combined in different ways, e.g. by blending and masking. The rendering algorithm simultaneously traverses the multi-resolution geometry model and the multi-resolution texture model, and takes into account geometric and texture approximation errors. It uses multi-pass rendering and exploits multi-texturing to achieve real-time performance. Applications include interactive texture lenses, texture animation and topographic textures. These techniques offer an enormous potential for developing new visualization applications for presenting, exploring and manipulating spatio-temporal data.","https://ieeexplore.ieee.org/document/885699/","LOCKED","885699","Dept. of Comput. Sci., Munster Univ., Germany","https://ieeexplore.ieee.org/author/37449516200","1","J. Dollner","37449516200","https://ieeexplore.ieee.org/author/37884503800","2","K. Baumann","37884503800","https://ieeexplore.ieee.org/author/37267218300","3","K. Hinrichs","37267218300","","","","","","","","","","","","","","","","","","","","","32","10","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885699","234","Rendering (computer graphics)","Solid modeling","Geometry","Data visualization","Animation","Terrain mapping","Application software","Computer graphics","Large-scale systems","Computer science","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885699","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","44","227","Texturing techniques for terrain visualization"
