"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"We present the results of two controlled studies comparing layered surface visualizations under various texture conditions. The task was to estimate surface normals, measured by accuracy of a hand-set surface normal probe. A single surface visualization was compared with the two-surfaces case under conditions of no texture and with projected grid textures. Variations in relative texture spacing on top and bottom surfaces were compared, as well as opacity of the top surface. Significant improvements are found for the textured cases over non-textured surfaces. Either larger or thinner top-surface textures, and lower top surface opacities are shown to give less bottom surface error. Top surface error appears to be highly resilient to changes in texture. Given the results we also present an example of how appropriate textures might be useful in volume visualization.","https://ieeexplore.ieee.org/document/4376199/","LOCKED","4376199","Texas A&M University","https://ieeexplore.ieee.org/author/37565577300","1","Alethea Bair","37565577300","Texas A&M University","https://ieeexplore.ieee.org/author/37284216700","2","Donald House","37284216700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","Journals","10.1109/TVCG.2007.70559","1663","https://ieeexplore.ieee.org/document/4376199/","Perception","optimal visualization","texturing","layered surfaces.","","","","","","","Surface texture","Shape control","Humans","Data visualization","Geologic measurements","Probes","Biomedical imaging","Geology","Isosurfaces","Pediatrics","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376199","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","42","1656","Grid With a View: Optimal Texturing for Perception of Layered Surface Shape","13"
"We describe the design and deployment of Many Eyes, a public Web site where users may upload data, create interactive visualizations, and carry on discussions. The goal of the site is to support collaboration around visualizations at a large scale by fostering a social style of data analysis in which visualizations not only serve as a discovery tool for individuals but also as a medium to spur discussion among users. To support this goal, the site includes novel mechanisms for end-user creation of visualizations and asynchronous collaboration around those visualizations. In addition to describing these technologies, we provide a preliminary report on the activity of our users.","https://ieeexplore.ieee.org/document/4376131/","LOCKED","4376131","IEEE Computer Society","https://ieeexplore.ieee.org/author/37681355300","1","Fernanda B. Viegas","37681355300","IBM Res., Yorktown Heights","https://ieeexplore.ieee.org/author/37550759700","2","Martin Wattenberg","37550759700","IEEE Computer Society","https://ieeexplore.ieee.org/author/37326291000","3","Frank van Ham","37326291000","IBM Res., Yorktown Heights","https://ieeexplore.ieee.org/author/37830149600","4","Jesse Kriss","37830149600","IBM Res., Yorktown Heights","https://ieeexplore.ieee.org/author/37542455400","5","Matt McKeon","37542455400","","","","","","","","","","","","","","","","","","","","","305","3","Journals","10.1109/TVCG.2007.70577","1128","https://ieeexplore.ieee.org/document/4376131/","Visualization","World Wide Web","Social Software","Social Data Analysis","Communication-Minded Visualization.","","","","","","Internet","Data visualization","Collaboration","Data analysis","Eyes","Space technology","Displays","Publishing","Web page design","Collaborative tools","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376131","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","43","1121","ManyEyes: a Site for Visualization at Internet Scale","13"
"Acoustic quality in room acoustics is measured by well defined quantities, like definition, which can be derived from simulated impulse response filters or measured values. These take into account the intensity and phase shift of multiple reflections due to a wave front emanating from a sound source. Definition (D50) and clarity (C50) for example correspond to the fraction of the energy received in total to the energy received in the first 50 ms at a certain listener position. Unfortunately, the impulse response measured at a single point does not provide any information about the direction of reflections, and about the reflection surfaces which contribute to this measure. For the visualization of room acoustics, however, this information is very useful since it allows to discover regions with high contribution and provides insight into the influence of all reflecting surfaces to the quality measure. We use the phonon tracing method to calculate the contribution of the reflection surfaces to the impulse response for different listener positions. This data is used to compute importance values for the geometry taking a certain acoustic metric into account. To get a visual insight into the directional aspect, we map the importance to the reflecting surfaces of the geometry. This visualization indicates which parts of the surfaces need to be changed to enhance the chosen acoustic quality measure. We apply our method to the acoustic improvement of a lecture hall by means of enhancing the overall speech comprehensibility (clarity) and evaluate the results using glyphs to visualize the clarity (C50) values at listener positions throughout the room.","https://ieeexplore.ieee.org/document/4376202/","LOCKED","4376202","IRTG Kaiserslautern","https://ieeexplore.ieee.org/author/37838754300","1","Frank Michel","37838754300","IRTG Kaiserslautern","https://ieeexplore.ieee.org/author/37282727900","2","Eduard Deines","37282727900","Fraunhofer ITWM Kaiserslautern","https://ieeexplore.ieee.org/author/38281584100","3","Martin Hering-Bertram","38281584100","University of Kaiserslautern and the Institute for Data Analysis and Visualization at the University of California in Davis","https://ieeexplore.ieee.org/author/37282573700","4","Christoph Garth","37282573700","University of Kaiserslautern","https://ieeexplore.ieee.org/author/37282578800","5","Hans Hagen","37282578800","","","","","","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2007.70575","1687","https://ieeexplore.ieee.org/document/4376202/","Sound analytics","Applications of Visualization","Room Acoustics","Phonon Tracing","Acoustic Metric","","","","","","Acoustic reflection","Acoustic measurements","Optical surface waves","Optical reflection","Phonons","Acoustic applications","Geometry","Data visualization","Absorption","Frequency","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376202","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","44","1680","Listener-based Analysis of Surface Importance for Acoustic Metrics","13"
"Perfusion data are dynamic medical image data which characterize the regional blood flow in human tissue. These data bear a great potential in medical diagnosis, since diseases can be better distinguished and detected at an earlier stage compared to static image data. The wide-spread use of perfusion data is hampered by the lack of efficient evaluation methods. For each voxel, a time-intensity curve characterizes the enhancement of a contrast agent. Parameters derived from these curves characterize the perfusion and have to be integrated for diagnosis. The diagnostic evaluation of this multi-field data is challenging and time-consuming due to its complexity. For the visual analysis of such datasets, feature-based approaches allow to reduce the amount of data and direct the user to suspicious areas. We present an interactive visual analysis approach for the evaluation of perfusion data. For this purpose, we integrate statistical methods and interactive feature specification. Correlation analysis and Principal Component Analysis (PCA) are applied for dimension reduction and to achieve a better understanding of the inter-parameter relations. Multiple, linked views facilitate the definition of features by brushing multiple dimensions. The specification result is linked to all views establishing a focus+context style of visualization in 3D. We discuss our approach with respect to clinical datasets from the three major application areas: ischemic stroke diagnosis, breast tumor diagnosis, as well as the diagnosis of the coronary heart disease (CHD). It turns out that the significance of perfusion parameters strongly depends on the individual patient, scanning parameters, and data pre-processing.","https://ieeexplore.ieee.org/document/4376166/","LOCKED","4376166","Department of Simulation and Graphics, University of Magdeburg, Magdeburg, Germany","https://ieeexplore.ieee.org/author/37424645600","1","Steffen Oeltze","37424645600","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37546620400","2","Helmut Doleisch","37546620400","Department of Informatics, University of Bergen, Bergen, Norway","https://ieeexplore.ieee.org/author/37274158800","3","Helwig Hauser","37274158800","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37546620600","4","Philipp Muigg","37546620600","Department of Simulation and Graphics, University of Magdeburg, Magdeburg, Germany","https://ieeexplore.ieee.org/author/37424645300","5","Bernhard Preim","37424645300","","","","","","","","","","","","","","","","","","","","","36","3","Journals","10.1109/TVCG.2007.70569","1399","https://ieeexplore.ieee.org/document/4376166/","Multi-field Visualization","Visual Data Mining","Time-varying Volume Data","Integrating InfoVis/SciVis","","","","","","","Data analysis","Principal component analysis","Biomedical imaging","Medical diagnostic imaging","Blood flow","Humans","Medical diagnosis","Diseases","Statistical analysis","Focusing","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376166","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","45","1392","Interactive Visual Analysis of Perfusion Data","13"
"Topology has been an important tool for analyzing scalar data and flow fields in visualization. In this work, we analyze the topology of multivariate image and volume data sets with discontinuities in order to create an efficient, raster-based representation we call IStar. Specifically, the topology information is used to create a dual structure that contains nodes and connectivity information for every segmentable region in the original data set. This graph structure, along with a sampled representation of the segmented data set, is embedded into a standard raster image which can then be substantially downsampled and compressed. During rendering, the raster image is upsampled and the dual graph is used to reconstruct the original function. Unlike traditional raster approaches, our representation can preserve sharp discontinuities at any level of magnification, much like scalable vector graphics. However, because our representation is raster-based, it is well suited to the real-time rendering pipeline. We demonstrate this by reconstructing our data sets on graphics hardware at real-time rates.","https://ieeexplore.ieee.org/document/4376170/","LOCKED","4376170","Advanced Graphics Lab at the University of New Mexico","https://ieeexplore.ieee.org/author/37324263400","1","Joe Kniss","37324263400","Advanced Graphics Lab at the University of New Mexico","https://ieeexplore.ieee.org/author/37621921500","2","Warren Hunt","37621921500","School of Computing at the University of Utah","https://ieeexplore.ieee.org/author/37665456000","3","Kristin Potter","37665456000","Advanced Graphics Lab at the University of New Mexico","https://ieeexplore.ieee.org/author/37401656800","4","Pradeep Sen","37401656800","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","Journals","10.1109/TVCG.2007.70572","1431","https://ieeexplore.ieee.org/document/4376170/","Topology","Compression","Image Representation","Multi-field Visualization","","","","","","","Topology","Image segmentation","Rendering (computer graphics)","Image reconstruction","Graphics","Data analysis","Data visualization","Image analysis","Image coding","Pipelines","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376170","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","46","1424","IStar: A Raster Representation for Scalable Image and Volume Data","13"
"The Internet has become a wild place: malicious code is spread on personal computers across the world, deploying botnets ready to attack the network infrastructure. The vast number of security incidents and other anomalies overwhelms attempts at manual analysis, especially when monitoring service provider backbone links. We present an approach to interactive visualization with a case study indicating that interactive visualization can be applied to gain more insight into these large data sets. We superimpose a hierarchy on IP address space, and study the suitability of Treemap variants for each hierarchy level. Because viewing the whole IP hierarchy at once is not practical for most tasks, we evaluate layout stability when eliding large parts of the hierarchy, while maintaining the visibility and ordering of the data of interest.","https://ieeexplore.ieee.org/document/4376129/","LOCKED","4376129","Univ. of Konstanz, Konstanz","https://ieeexplore.ieee.org/author/37392086200","1","Florian Mansmann","37392086200","Univ. of Konstanz, Konstanz","https://ieeexplore.ieee.org/author/37283138700","2","Daniel A. Keim","37283138700","Univ. of Konstanz, Konstanz","https://ieeexplore.ieee.org/author/37372818600","3","Stephen C. North","37372818600","Univ. of Konstanz, Konstanz","https://ieeexplore.ieee.org/author/37372351600","4","Brian Rexroad","37372351600","Univ. of Konstanz, Konstanz","https://ieeexplore.ieee.org/author/37662432200","5","Daniel Sheleheda","37662432200","","","","","","","","","","","","","","","","","","","","","42","1","Journals","10.1109/TVCG.2007.70522","1112","https://ieeexplore.ieee.org/document/4376129/","Information visualization","network security","network monitoring","treemap","","","","","","","Telecommunication traffic","Computerized monitoring","IP networks","Data security","Data visualization","Computer security","Stability","Protection","Data analysis","Continents","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376129","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","47","1105","Visual Analysis of Network Traffic for Resource Planning, Interactive Monitoring, and Interpretation of Security Threats","13"
"This paper describes Show Me, an integrated set of user interface commands and defaults that incorporate automatic presentation into a commercial visual analysis system called Tableau. A key aspect of Tableau is VizQL, a language for specifying views, which is used by Show Me to extend automatic presentation to the generation of tables of views (commonly called small multiple displays). A key research issue for the commercial application of automatic presentation is the user experience, which must support the flow of visual analysis. User experience has not been the focus of previous research on automatic presentation. The Show Me user experience includes the automatic selection of mark types, a command to add a single field to a view, and a pair of commands to build views for multiple fields. Although the use of these defaults and commands is optional, user interface logs indicate that Show Me is used by commercial users.","https://ieeexplore.ieee.org/document/4376133/","LOCKED","4376133","Tableau Software, Seattle","https://ieeexplore.ieee.org/author/37372036700","1","Jock Mackinlay","37372036700","Tableau Software, Seattle","https://ieeexplore.ieee.org/author/37349803800","2","Pat Hanrahan","37349803800","Tableau Software, Seattle","https://ieeexplore.ieee.org/author/37442008700","3","Chris Stolte","37442008700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","11","Journals","10.1109/TVCG.2007.70594","1144","https://ieeexplore.ieee.org/document/4376133/","Automatic presentation","visual analysis","graphic design","best practices","data visualization","small multiples.","","","","","User interfaces","Graphics","Data analysis","Displays","Best practices","Data visualization","Information analysis","Encoding","Specification languages","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376133","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","48","1137","Show Me: Automatic Presentation for Visual Analysis","13"
"Surgical approaches tailored to an individual patient's anatomy and pathology have become standard in neurosurgery. Precise preoperative planning of these procedures, however, is necessary to achieve an optimal therapeutic effect. Therefore, multiple radiological imaging modalities are used prior to surgery to delineate the patient's anatomy, neurological function, and metabolic processes. Developing a three-dimensional perception of the surgical approach, however, is traditionally still done by mentally fusing multiple modalities. Concurrent 3D visualization of these datasets can, therefore, improve the planning process significantly. In this paper we introduce an application for planning of individual neurosurgical approaches with high-quality interactive multimodal volume rendering. The application consists of three main modules which allow to (1) plan the optimal skin incision and opening of the skull tailored to the underlying pathology; (2) visualize superficial brain anatomy, function and metabolism; and (3) plan the patient-specific approach for surgery of deep-seated lesions. The visualization is based on direct multi-volume raycasting on graphics hardware, where multiple volumes from different modalities can be displayed concurrently at interactive frame rates. Graphics memory limitations are avoided by performing raycasting on bricked volumes. For preprocessing tasks such as registration or segmentation, the visualization modules are integrated into a larger framework, thus supporting the entire workflow of preoperative planning.","https://ieeexplore.ieee.org/document/4376204/","LOCKED","4376204","VRVis Res. Center, Vienna","https://ieeexplore.ieee.org/author/37409575800","1","Johanna Beyer","37409575800","VRVis Res. Center, Vienna","https://ieeexplore.ieee.org/author/37394809600","2","Markus Hadwiger","37394809600","","https://ieeexplore.ieee.org/author/37282642600","3","Stefan Wolfsberger","37282642600","","https://ieeexplore.ieee.org/author/37267821300","4","Katja Bühler","37267821300","","","","","","","","","","","","","","","","","","","","","","","","","","68","3","Journals","10.1109/TVCG.2007.70560","1703","https://ieeexplore.ieee.org/document/4376204/","Multimodal Volume Rendering","Hardware Assisted Raycasting","Surgery Planning","","","","","","","","Neurosurgery","Surgery","Visualization","Anatomy","Pathology","Graphics","Process planning","Skin","Skull","Brain","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376204","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","49","1696","High-Quality Multimodal Volume Rendering for Preoperative Planning of Neurosurgical Interventions","13"
"We present a comprehensive system for weather data visualization. Weather data are multivariate and contain vector fields formed by wind speed and direction. Several well-established visualization techniques such as parallel coordinates and polar systems are integrated into our system. We also develop various novel methods, including circular pixel bar charts embedded into polar systems, enhanced parallel coordinates with S-shape axis, and weighted complete graphs. Our system was used to analyze the air pollution problem in Hong Kong and some interesting patterns have been found.","https://ieeexplore.ieee.org/document/4376168/","LOCKED","4376168","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","1","Huamin Qu","37272637300","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37306509700","2","Wing-Yi Chan","37306509700","Beijing Normal University","https://ieeexplore.ieee.org/author/37854704700","3","Anbang Xu","37854704700","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088377822","4","Kai-Lun Chung","37088377822","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088377523","5","Kai-Hon Lau","37088377523","Beijing Normal University","https://ieeexplore.ieee.org/author/37320676800","6","Ping Guo","37320676800","","","","","","","","","","","","","","","","65","4","Journals","10.1109/TVCG.2007.70523","1415","https://ieeexplore.ieee.org/document/4376168/","Weather data visualization","polar system","parallel coordinates","air pollution","visual analytics.","","","","","","Air pollution","Data visualization","Wind speed","Environmentally friendly manufacturing techniques","Industrial pollution","Power generation","Pattern analysis","Visual analytics","Cities and towns","Vehicles","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376168","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","50","1408","Visual Analysis of the Air Pollution Problem in Hong Kong","13"
"The Morse-Smale complex is an efficient representation of the gradient behavior of a scalar function, and critical points paired by the complex identify topological features and their importance. We present an algorithm that constructs the Morse-Smale complex in a series of sweeps through the data, identifying various components of the complex in a consistent manner. All components of the complex, both geometric and topological, are computed, providing a complete decomposition of the domain. Efficiency is maintained by representing the geometry of the complex in terms of point sets.","https://ieeexplore.ieee.org/document/4376172/","LOCKED","4376172","Institute for Data Analysis and Visualization, Dept. of Computer Science, University of California, Davis","https://ieeexplore.ieee.org/author/37870001700","1","Attila Gyulassy","37870001700","Dept. of Computer Science and Automation, Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore","https://ieeexplore.ieee.org/author/37278509300","2","Vijay Natarajan","37278509300","Center for Applied Scientific Computing, Lawrence Livermore National Laboratory","https://ieeexplore.ieee.org/author/37284312600","3","Valerio Pascucci","37284312600","Institute for Data Analysis and Visualization, Dept. of Computer Science, University of California, Davis","https://ieeexplore.ieee.org/author/37282068700","4","Bernd Hamann","37282068700","","","","","","","","","","","","","","","","","","","","","","","","","","57","0","Journals","10.1109/TVCG.2007.70552","1447","https://ieeexplore.ieee.org/document/4376172/","Morse theory","Morse-Smale complexes","computational topology","multiresolution","simplification","feature detection","3D scalar fields","","","","Isosurfaces","Topology","Computer science","Tree graphs","Surface topography","Data analysis","Data visualization","Data structures","Geometry","Computer vision","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376172","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","51","1440","Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions","13"
"We introduce a series of geographically weighted (GW) interactive graphics, or geowigs, and use them to explore spatial relationships at a range of scales. We visually encode information about geographic and statistical proximity and variation in novel ways through gw-choropleth maps, multivariate gw-boxplots, gw-shading and scalograms. The new graphic types reveal information about GW statistics at several scales concurrently. We impement these views in prototype software containing dynamic links and GW interactions that encourage exploration and refine them to consider directional geographies. An informal evaluation uses interactive GW techniques to consider Guerry's dataset of 'moral statistics', casting doubt on correlations originally proposed through visual analysis, revealing new local anomalies and suggesting multivariate geographic relationships. Few attempts at visually synthesising geography with multivariate statistical values at multiple scales have been reported. The geowigs proposed here provide informative representations of multivariate local variation, particularly when combined with interactions that coordinate views and result in gw-shading. We argue that they are widely applicable to area and point-based geographic data and provide a set of methods to support visual analysis using GW statistics through which the effects of geography can be explored at multiple scales.","https://ieeexplore.ieee.org/document/4376135/","LOCKED","4376135","City Univ., London","https://ieeexplore.ieee.org/author/37605079900","1","Jason Dykes","37605079900","","https://ieeexplore.ieee.org/author/37945380100","2","Chris Brunsdon","37945380100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","0","Journals","10.1109/TVCG.2007.70558","1168","https://ieeexplore.ieee.org/document/4376135/","Geographical weighting","exploratory data analysis","scale","multivariate","directional","interaction","coordinated views","","","","Visualization","Graphics","Geography","Statistics","Statistical analysis","Extraterrestrial measurements","Extraterrestrial phenomena","Statistical distributions","Software prototyping","Ethics","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376135","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","52","1161","Geographically Weighted Visualization: Interactive Graphics for Scale-Varying Exploratory Analysis","13"
"We describe our visualization process for a particle-based simulation of the formation of the first stars and their impact on cosmic history. The dataset consists of several hundred time-steps of point simulation data, with each time-step containing approximately two million point particles. For each time-step, we interpolate the point data onto a regular grid using a method taken from the radiance estimate of photon mapping [21]. We import the resulting regular grid representation into ParaView [24], with which we extract isosurfaces across multiple variables. Our images provide insights into the evolution of the early universe, tracing the cosmic transition from an initially homogeneous state to one of increasing complexity. Specifically, our visualizations capture the build-up of regions of ionized gas around the first stars, their evolution, and their complex interactions with the surrounding matter. These observations will guide the upcoming James Webb Space Telescope, the key astronomy mission of the next decade.","https://ieeexplore.ieee.org/document/4376206/","LOCKED","4376206","Texas Advanced Computing Center at the University of Texas at Austin","https://ieeexplore.ieee.org/author/37990427800","1","Paul Navratil","37990427800","Department of Astronomy at the University of Texas at Austin","https://ieeexplore.ieee.org/author/37087711606","2","Jarrett Johnson","37087711606","Department of Astronomy at the University of Texas at Austin","https://ieeexplore.ieee.org/author/37945346700","3","Volker Bromm","37945346700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","Journals","10.1109/TVCG.2007.70526","1718","https://ieeexplore.ieee.org/document/4376206/","Interpolation","Isosurface","Astronomy","Cosmology.","","","","","","","Isosurfaces","Data mining","Astronomy","Chemical elements","Hydrogen","Data visualization","History","Space missions","Telescopes","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376206","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","53","1712","Visualization of Cosmological Particle-Based Datasets","13"
"We present a novel approach for analyzing two-dimensional (2D) flow field data based on the idea of invariant moments. Moment invariants have traditionally been used in computer vision applications, and we have adapted them for the purpose of interactive exploration of flow field data. The new class of moment invariants we have developed allows us to extract and visualize 2D flow patterns, invariant under translation, scaling, and rotation. With our approach one can study arbitrary flow patterns by searching a given 2D flow data set for any type of pattern as specified by a user. Further, our approach supports the computation of moments at multiple scales, facilitating fast pattern extraction and recognition. This can be done for critical point classification, but also for patterns with greater complexity. This multi-scale moment representation is also valuable for the comparative visualization of flow field data. The specific novel contributions of the work presented are the mathematical derivation of the new class of moment invariants, their analysis regarding critical point features, the efficient computation of a novel feature space representation, and based upon this the development of a fast pattern recognition algorithm for complex flow structures.","https://ieeexplore.ieee.org/document/4376210/","LOCKED","4376210","University of Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37946182500","1","Michael Schlemmer","37946182500","University of Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37945209200","2","Manuel Heringer","37945209200","University of Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37945208900","3","Florian Morr","37945208900","Konrad-Zuse-Zentrum f ¨ur Informationstechnik Berlin (ZIB), FU Berlin, Germany","https://ieeexplore.ieee.org/author/37282721800","4","Ingrid Hotz","37282721800","Fraunhofer Institut f ¨ur Techno- und Wirtschaftsmathematik (ITWM) in Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37282067000","5","Martin Hering-Bertram","37282067000","University of Kaiserslautern, Germany, and the Institute for Data Analysis and Visualization at the University of California, Davis, CA","https://ieeexplore.ieee.org/author/37282573700","6","Christoph Garth","37282573700","Department of Mechanical and Aeronautical Engineering, University of California, Davis, CA","https://ieeexplore.ieee.org/author/37722986700","7","Wolfgang Kollmann","37722986700","Institute for Data Analysis and Visualization and Department of Computer Science, University of California, Davis, CA","https://ieeexplore.ieee.org/author/37282068700","8","Bernd Hamann","37282068700","University of Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37282578800","9","Hans Hagen","37282578800","43","0","Journals","10.1109/TVCG.2007.70579","1750","https://ieeexplore.ieee.org/document/4376210/","Flow Visualization","Feature Detection","Pattern Recognition","Image Processing","","","","","","","Data visualization","Pattern recognition","Data mining","Computer vision","Space technology","Feature extraction","Data analysis","Application software","Pattern analysis","Algorithm design and analysis","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376210","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","54","1743","Moment Invariants for the Analysis of 2D Flow Fields","13"
"This paper presents a method for filtered ridge extraction based on adaptive mesh refinement. It is applicable in situations where the underlying scalar field can be refined during ridge extraction. This requirement is met by the concept of Lagrangian coherent structures which is based on trajectories started at arbitrary sampling grids that are independent of the underlying vector field. The Lagrangian coherent structures are extracted as ridges in finite Lyapunov exponent fields computed from these grids of trajectories. The method is applied to several variants of finite Lyapunov exponents, one of which is newly introduced. High computation time due to the high number of required trajectories is a main drawback when computing Lyapunov exponents of 3-dimensional vector fields. The presented method allows a substantial speed-up by avoiding the seeding of trajectories in regions where no ridges are present or do not satisfy the prescribed filter criteria such as a minimum finite Lyapunov exponent.","https://ieeexplore.ieee.org/document/4376174/","LOCKED","4376174","ETH Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282541900","1","Filip Sadlo","37282541900","ETH Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282541100","2","Ronald Peikert","37282541100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","0","Journals","10.1109/TVCG.2007.70554","1463","https://ieeexplore.ieee.org/document/4376174/","ridge extraction","flow visualization","coherent structures","vector field topology","unsteady vector fields","","","","","","Visualization","Lagrangian functions","Adaptive filters","Adaptive mesh refinement","Sampling methods","Topology","Isosurfaces","Grid computing","Computational efficiency","Fluid dynamics","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376174","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","55","1456","Efficient Visualization of Lagrangian Coherent Structures by Filtered AMR Ridge Extraction","13"
