"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"This article presents SpiralView, a visualization tool for helping system administrators to assess network policies. The tool is meant to be a complementary support to the routine activity of network monitoring, enabling a retrospective view on the alarms generated during and extended period of time. The tool permits to reason about how alarms distribute over time and how they correlate with network resources (e.g., users, IPs, applications, etc.), supporting the analysts in understanding how the network evolves and thus in devising new security policies for the future. The spiral visualization plots alarms in time, and, coupled with interactive bar charts and a users/applications graph view, is used to present network data and perform queries. The user is able to segment the data in meaningful subsets, zoom on specific related information, and inspect for relationships between alarms, users, and applications. In designing the visualizations and their interaction, and through tests with security experts, several ameliorations over the standard techniques have been provided.","https://ieeexplore.ieee.org/document/4389007/","LOCKED","4389007","University of Fribourg. enrico.bertini@unifr.ch","https://ieeexplore.ieee.org/author/38267713800","1","Enrico Bertini","38267713800","NEXThink S.A. patrick.hertzog@nexthink.com","https://ieeexplore.ieee.org/author/37948939200","2","Patrick Hertzog","37948939200","University of Fribourg. denis.lalanne@unifr.ch","https://ieeexplore.ieee.org/author/37589762800","3","Denis Lalanne","37589762800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389007","146","https://ieeexplore.ieee.org/document/4389007/","Network security","Intrusion Detection","Visualization","Data Exploration","","","","Data visualization","Intrusion detection","Monitoring","Data security","Information security","Spirals","Computer security","Telecommunication traffic","Engines","Computer interfaces","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389007","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","25","139","SpiralView: Towards Security Policies Assessment through Visual Correlation of Network Resources with Evolution of Alarms"
"Information visualization leverages the human visual system to support the process of sensemaking, in which information is collected, organized, and analyzed to generate knowledge and inform action. Though most research to date assumes a single-user focus on perceptual and cognitive processes, in practice, sensemaking is often a social process involving parallelization of effort, discussion, and consensus building. This suggests that to fully support sensemaking, interactive visualization should also support social interaction. However, the most appropriate collaboration mechanisms for supporting this interaction are not immediately clear. In this article, we present design considerations for asynchronous collaboration in visual analysis environments, highlighting issues of work parallelization, communication, and social organization. These considerations provide a guide for the design and evaluation of collaborative visualization systems.","https://ieeexplore.ieee.org/document/4389011/","LOCKED","4389011","University of California, Soda Hall, UC Berkeley, Berkeley, CA 94720-1776. E-Mail: jheer@cs.berkeley.edu","https://ieeexplore.ieee.org/author/37550791300","1","Jeffrey Heer","37550791300","University of California, Soda Hall, UC Berkeley, Berkeley, CA 94720-1776. E-Mail: maneesh@cs.berkeley.edu","https://ieeexplore.ieee.org/author/37282718200","2","Maneesh Agrawala","37282718200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389011","178","https://ieeexplore.ieee.org/document/4389011/","visualization","analysis","collaboration","design","computer-supported cooperative work","","","Collaboration","Visual analytics","Collaborative work","Data visualization","Information analysis","Decision making","Humans","Visual system","Collaborative software","Displays","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389011","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","26","171","Design Considerations for Collaborative Visual Analytics"
"Application of the ideas of visual analytics is a promising approach to supporting decision making, in particular, where the problems have geographic (or spatial) and temporal aspects. Visual analytics may be especially helpful in time-critical applications, which pose hard challenges to decision support. We have designed a suite of tools to support transportation-planning tasks such as emergency evacuation of people from a disaster- affected area. The suite combines a tool for automated scheduling based on a genetic algorithm with visual analytics techniques allowing the user to evaluate tool results and direct its work. A transportation schedule, which is generated by the tool, is a complex construct involving geographical space, time, and heterogeneous objects (people and vehicles) with states and positions varying in time. We apply task-analytical approach to design techniques that could effectively support a human planner in the analysis of this complex information H. 1.2 [User/Machine Systems]: Human information processing - Visual Analytics; 1.6.9 [Visualization]: information visualization.","https://ieeexplore.ieee.org/document/4388995/","LOCKED","4388995","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Germany","https://ieeexplore.ieee.org/author/37283047100","1","Gennady Andrienko","37283047100","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Germany","https://ieeexplore.ieee.org/author/37283047700","2","Natalia Andrienko","37283047700","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Germany","https://ieeexplore.ieee.org/author/37945217400","3","Ulrich Bartling","37945217400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388995","50","https://ieeexplore.ieee.org/document/4388995/","Geovisualization","transportation planning","vehicle scheduling","task-centered design","coordinated multiple views","","","Visual analytics","Humans","Visualization","Decision making","Time factors","Genetic algorithms","Transportation","Space vehicles","Information analysis","Information processing","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388995","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","27","43","Visual Analytics Approach to User-Controlled Evacuation Scheduling"
"Large financial institutions such as Bank of America handle hundreds of thousands of wire transactions per day. Although most transactions are legitimate, these institutions have legal and financial obligations in discovering those that are suspicious. With the methods of fraudulent activities ever changing, searching on predefined patterns is often insufficient in detecting previously undiscovered methods. In this paper, we present a set of coordinated visualizations based on identifying specific keywords within the wire transactions. The different views used in our system depict relationships among keywords and accounts over time. Furthermore, we introduce a search-by-example technique which extracts accounts that show similar transaction patterns. In collaboration with the Anti-Money Laundering division at Bank of America, we demonstrate that using our tool, investigators are able to detect accounts and transactions that exhibit suspicious behaviors.","https://ieeexplore.ieee.org/document/4389009/","LOCKED","4389009","UNC Charlotte. e-mail: rchang@uncc.edu","https://ieeexplore.ieee.org/author/37592409400","1","Remco Chang","37592409400","UNC Charlotte. e-mail: mghoniem@uncc.edu","https://ieeexplore.ieee.org/author/37688563600","2","Mohammad Ghoniem","37688563600","UNC Charlotte. e-mail: rkosara@uncc.edu","https://ieeexplore.ieee.org/author/37282563400","3","Robert Kosara","37282563400","UNC Charlotte. e-mail: ribarsky@uncc.edu","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","UNC Charlotte. e-mail: jyang13@uncc.edu","https://ieeexplore.ieee.org/author/37292632600","5","Jing Yang","37292632600","UNC Charlotte. e-mail: easuma@uncc.edu","https://ieeexplore.ieee.org/author/37297278600","6","Evan Suma","37297278600","UNC Charlotte. e-mail: caziemki@uncc.edu","https://ieeexplore.ieee.org/author/37548028800","7","Caroline Ziemkiewicz","37548028800","Bank of America. e-mail: daniel.c.kern@bankofamerica.com","https://ieeexplore.ieee.org/author/37960273700","8","Daniel Kern","37960273700","Bank of America. e-mail: agus.sudjianto@bankofamerica.com","https://ieeexplore.ieee.org/author/37967877700","9","Agus Sudjianto","37967877700","","","","","","64","1","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389009","162","https://ieeexplore.ieee.org/document/4389009/","Fraud detection","financial data visualization","categorial time-varying data","","","","","Data visualization","Wire","Law","Legal factors","Data mining","Collaborative tools","Computer graphics","Financial management","Risk management","Risk analysis","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389009","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","28","155","WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions"
"Supporting visual analytics of multiple large-scale multidimensional datasets requires a high degree of interactivity and user control beyond the conventional challenges of visualizing such datasets. We present the DataMeadow, a visual canvas providing rich interaction for constructing visual queries using graphical set representations called DataRoses. A DataRose is essentially a starplot of selected columns in a dataset displayed as multivariate visualizations with dynamic query sliders integrated into each axis. The purpose of the DataMeadow is to allow users to create advanced visual queries by iteratively selecting and filtering into the multidimensional data. Furthermore, the canvas provides a clear history of the analysis that can be annotated to facilitate dissemination of analytical results to outsiders. Towards this end, the DataMeadow has a direct manipulation interface for selection, filtering, and creation of sets, subsets, and data dependencies using both simple and complex mouse gestures. We have evaluated our system using a qualitative expert review involving two researchers working in the area. Results from this review are favorable for our new method.","https://ieeexplore.ieee.org/document/4389013/","LOCKED","4389013","INRIA/LRI, Univ. Paris-Sud. e-mail: elm@lri.fr","https://ieeexplore.ieee.org/author/37295438200","1","Niklas Elmqvist","37295438200","Georgia Institute of Technology. e-mail: stasko@cc.gatech.edu","https://ieeexplore.ieee.org/author/37267736900","2","John Stasko","37267736900","Chalmers University of Technology. e-mail: tsigas@cs.chalmers.se","https://ieeexplore.ieee.org/author/37295439000","3","Philippas Tsigas","37295439000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","1","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389013","194","https://ieeexplore.ieee.org/document/4389013/","Multivariate data","visual analytics","parallel coordinates","dynamic queries","iterative analysis","starplot","small multiples","Large-scale systems","Data visualization","Visual analytics","Multidimensional systems","Filtering","History","Mice","Bars","Protocols","Feedback","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389013","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","29","187","DataMeadow: A Visual Canvas for Analysis of Large-Scale Multivariate Data"
"This paper introduces a new Visual Analysis tool named IMAS (Interactive Multigenomic Analysis System), which combines common analysis tools such as Glimmer, BLAST, and Clustal-W into a unified Visual Analytic framework. IMAS displays the primary DNA sequence being analyzed by the biologist in a highly interactive, zoomable visual display. The user may analyze the sequence in a number of ways, and visualize these analyses in a coherent, sequence aligned form, with all related analysis products grouped together. This enables the user to rapidly perform analyses of DNA sequences without the need for tedious and error-prone cutting and pasting of sequence data from text files to and from web-based databases and data analysis services, as is now common practice.","https://ieeexplore.ieee.org/document/4388997/","LOCKED","4388997","School of Interactive Arts & Technology, Simon Fraser University Surrey, Surrey, BC, Canada. shaw@sfu.ca","https://ieeexplore.ieee.org/author/37358198200","1","Christopher D. Shaw","37358198200","Viral and Rickettsial Zoonoses Branch, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, Georgia 30333. ged4@cdc.gov","https://ieeexplore.ieee.org/author/37945288700","2","Gregory A. Dasch","37945288700","Viral and Rickettsial Zoonoses Branch, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, Georgia 30333. mge6@cdc.gov","https://ieeexplore.ieee.org/author/37945292000","3","Marina E. Eremeeva","37945292000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388997","66","https://ieeexplore.ieee.org/document/4388997/","Bioinformatics","Visual Analytics","","","","","","Sequences","DNA","Bioinformatics","Genomics","Proteins","Amino acids","Biological information theory","Diseases","Visual analytics","Visual databases","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388997","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","30","59","IMAS: The Interactive Multigenomic Analysis System"
"Cluster analysis (CA) is a powerful strategy for the exploration of high-dimensional data in the absence of a-priori hypotheses or data classification models, and the results of CA can then be used to form such models. But even though formal models and classification rules may not exist in these data exploration scenarios, domain scientists and experts generally have a vast amount of non-compiled knowledge and intuition that they can bring to bear in this effort. In CA, there are various popular mechanisms to generate the clusters, however, the results from their non- supervised deployment rarely fully agree with this expert knowledge and intuition. To this end, our paper describes a comprehensive and intuitive framework to aid scientists in the derivation of classification hierarchies in CA, using k-means as the overall clustering engine, but allowing them to tune its parameters interactively based on a non-distorted compact visual presentation of the inherent characteristics of the data in high- dimensional space. These include cluster geometry, composition, spatial relations to neighbors, and others. In essence, we provide all the tools necessary for a high-dimensional activity we call cluster sculpting, and the evolving hierarchy can then be viewed in a space-efficient radial dendrogram. We demonstrate our system in the context of the mining and classification of a large collection of millions of data items of aerosol mass spectra, but our framework readily applies to any high-dimensional CA scenario.","https://ieeexplore.ieee.org/document/4388999/","LOCKED","4388999","Stony Brook University. email: ejnam@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37944542400","1","Eun Ju Nam","37944542400","Stony Brook University. email: yiping@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37836058500","2","Yiping Han","37836058500","Stony Brook University. email: mueller@cs.sunysb.edu","https://ieeexplore.ieee.org/author/37273119700","3","Klaus Mueller","37273119700","Pacific Northwest National Lab. email: alla.zelenyuk@pnl.gov","https://ieeexplore.ieee.org/author/37945190700","4","Alla Zelenyuk","37945190700","Imre Consulting. email: dimre2b@charter.net","https://ieeexplore.ieee.org/author/37947994000","5","Dan Imre","37947994000","","","","","","","","","","","","","","","","","","","","","","","","","","35","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388999","82","https://ieeexplore.ieee.org/document/4388999/","Visual Analytics","High-Dimensional Data","Visual Data Mining","Visualization in Earth","Space and Environmental Sciences","","","Visual analytics","Couplings","Analysis of variance","Shape measurement","Data mining","Displays","Clustering algorithms","Visualization","Space exploration","Iterative methods","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388999","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","31","75","ClusterSculptor: A Visual Analytics Tool for High-Dimensional Data"
"Visualization systems traditionally focus on graphical representation of information. They tend not to provide integrated analytical services that could aid users in tackling complex knowledge discovery tasks. Users' exploration in such environments is usually impeded due to several problems: 1) valuable information is hard to discover when too much data is visualized on the screen; 2) Users have to manage and organize their discoveries off line, because no systematic discovery management mechanism exists; 3) their discoveries based on visual exploration alone may lack accuracy; 4) and they have no convenient access to the important knowledge learned by other users. To tackle these problems, it has been recognized that analytical tools must be introduced into visualization systems. In this paper, we present a novel analysis-guided exploration system, called the nugget management system (NMS). It leverages the collaborative effort of human comprehensibility and machine computations to facilitate users' visual exploration processes. Specifically, NMS first extracts the valuable information (nuggets) hidden in datasets based on the interests of users. Given that similar nuggets may be re-discovered by different users, NMS consolidates the nugget candidate set by clustering based on their semantic similarity. To solve the problem of inaccurate discoveries, localized data mining techniques are applied to refine the nuggets to best represent the captured patterns in datasets. Lastly, the resulting well-organized nugget pool is used to guide users' exploration. To evaluate the effectiveness of NMS, we integrated NMS into Xmd- vTool, a freeware multivariate visualization system. User studies were performed to compare the users' efficiency and accuracy in finishing tasks on real datasets, with and without the help of NMS. Our user studies confirmed the effectiveness of NMS.","https://ieeexplore.ieee.org/document/4389000/","LOCKED","4389000","Worcester Polytechnic Institute. e-mail: diyang@wpi.edu","https://ieeexplore.ieee.org/author/37966748000","1","Di Yang","37966748000","Worcester Polytechnic Institute. e-mail: rundenst@es.wpi.edu","https://ieeexplore.ieee.org/author/37279217900","2","Elke A. Rundensteiner","37279217900","Worcester Polytechnic Institute. e-mail: matt@cs.wpi.edu","https://ieeexplore.ieee.org/author/37268441700","3","Matthew O. Ward","37268441700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","3","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389000","90","https://ieeexplore.ieee.org/document/4389000/","Visual Analytics","Visual Knowledge Discovery","Discovery Management","Analysis Guided Exploration","","","","Knowledge management","Visual analytics","Data visualization","Humans","Information analysis","Environmental management","Data mining","Visual databases","Displays","Impedance","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389000","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","32","83","Analysis Guided Visual Exploration of Multivariate Data"
"The task of building effective representations to visualize and explore collections with moderate to large number of documents is hard. It depends on the evaluation of some distance measure among texts and also on the representation of such relationships in bi- dimensional spaces. In this paper we introduce an alternative approach for building visual maps of documents based on their content similarity, through reconstruction of phylogenetic trees. The tree is capable of representing relationships that allows the user to quickly recover information detected by the similarity metric. For a variety of text collections of different natures we show that we can achieve improved exploration capability and more clear visualization of relationships amongst documents.","https://ieeexplore.ieee.org/document/4389002/","LOCKED","4389002","Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, Brazil. e-mail: anamaria@icmc.usp.br","https://ieeexplore.ieee.org/author/37946651100","1","Ana M. Cuadros","37946651100","Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, Brazil. e-mail: paulovic@icmc.usp.br","https://ieeexplore.ieee.org/author/37590969400","2","Fernando V. Paulovich","37590969400","Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, Brazil. e-mail: rminghim@icmc.usp.br","https://ieeexplore.ieee.org/author/37371567600","3","Rosane Minghim","37371567600","Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, Brazil. e-mail: gpt@icmc.usp.br","https://ieeexplore.ieee.org/author/38331135000","4","Guilherme P. Telles","38331135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389002","106","https://ieeexplore.ieee.org/document/4389002/","Document Visualization","Multidimensional Visualization","Document Analysis","Text Analytics","Phylogenetic Trees","","","Phylogeny","Text analysis","Visualization","Extraterrestrial measurements","Multidimensional systems","Computer graphics","Text processing","Internet","Electronic mail","Visual databases","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389002","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","33","99","Point Placement by Phylogenetic Trees and its Application to Visual Analysis of Document Collections"
"In this paper, we present a system to analyze activities and detect anomalies in a surveillance application, which exploits the intuition and experience of security and surveillance experts through an easy- to-use visual feedback loop. The multi-scale and location specific nature of behavior patterns in space and time is captured using a wavelet-based feature descriptor. The system learns the fundamental descriptions of the behavior patterns in a semi-supervised fashion by the higher order singular value decomposition of the space described by the training data. This training process is guided and refined by the users in an intuitive fashion. Anomalies are detected by projecting the test data into this multi-linear space and are visualized by the system to direct the attention of the user to potential problem spots. We tested our system on real-world surveillance data, and it satisfied the security concerns of the environment.","https://ieeexplore.ieee.org/document/4388990/","LOCKED","4388990","Dept. of Computer Science and Engineering, Ohio State University. e-mail: janoos@cse.ohio-state.edu","https://ieeexplore.ieee.org/author/37294440400","1","Firdaus Janoos","37294440400","Dept. of Computer Science and Engineering, Ohio State University. e-mail: singhsh@cse.ohio-state.edu","https://ieeexplore.ieee.org/author/37966484200","2","Shantanu Singh","37966484200","Dept. of Computer Science and Engineering, Ohio State University. e-mail: irfanogl@cse.ohio-state.edu","https://ieeexplore.ieee.org/author/37827945300","3","Okan Irfanoglu","37827945300","Dept. of Computer Science and Engineering, Ohio State University. e-mail: raghu@cse.ohio-state.edu","https://ieeexplore.ieee.org/author/37269516700","4","Raghu Machiraju","37269516700","Dept. of Computer Science and Engineering, Ohio State University. e-mail: parent@cse.ohio-state.edu","https://ieeexplore.ieee.org/author/37324916700","5","Richard Parent","37324916700","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388990","10","https://ieeexplore.ieee.org/document/4388990/","wavelets","HOSVD","surveillance","anomaly detection","trajectory","","","Surveillance","Humans","Trajectory","System testing","Collaboration","Cameras","Application software","Data security","Computer vision","Feeds","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388990","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","34","3","Activity Analysis Using Spatio-Temporal Trajectory Volumes in Surveillance Applications"
"In computer-based literary analysis different types of features are used to characterize a text. Usually, only a single feature value or vector is calculated for the whole text. In this paper, we combine automatic literature analysis methods with an effective visualization technique to analyze the behavior of the feature values across the text. For an interactive visual analysis, we calculate a sequence of feature values per text and present them to the user as a characteristic fingerprint. The feature values may be calculated on different hierarchy levels, allowing the analysis to be done on different resolution levels. A case study shows several successful applications of our new method to known literature problems and demonstrates the advantage of our new visual literature fingerprinting.","https://ieeexplore.ieee.org/document/4389004/","LOCKED","4389004","University of Konstanz. e-mail: keim@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37283138700","1","Daniel A. Keim","37283138700","University of Konstanz. e-mail: oelke@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37591207400","2","Daniela Oelke","37591207400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389004","122","https://ieeexplore.ieee.org/document/4389004/","Visual literature analysis","visual analytics","literature fingerprinting","","","","","Fingerprint recognition","Visualization","Lifting equipment","Vocabulary","Application software","Information analysis","Visual analytics","Computer applications","Art","Iron","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389004","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","35","115","Literature Fingerprinting: A New Method for Visual Literary Analysis"
"A story is a powerful abstraction used by intelligence analysts to conceptualize threats and understand patterns as part of the analytical process. This paper demonstrates a system that detects geo-temporal patterns and integrates story narration to increase analytic sense-making cohesion in GeoTime. The GeoTime geo-temporal event visualization tool was augmented with a story system that uses narratives, hypertext linked visualizations, visual annotations, and pattern detection to create an environment for analytic exploration and communication, thereby assisting the analyst in identifying, extracting, arranging and presenting stories within the data The story system lets analysts operate at the story level with higher-level abstractions of data, such as behaviors and events, while staying connected to the evidence. The story system was developed and evaluated in collaboration with analysts.","https://ieeexplore.ieee.org/document/4388992/","LOCKED","4388992","Oculus Info Inc. reccles@oculusinfo.com","https://ieeexplore.ieee.org/author/37425695700","1","Ryan Eccles","37425695700","Oculus Info Inc. tkapler@oculusinfo.com","https://ieeexplore.ieee.org/author/37704437500","2","Thomas Kapler","37704437500","Oculus Info Inc. rharper@oculusinfo.com","https://ieeexplore.ieee.org/author/37594531000","3","Robert Harper","37594531000","Oculus Info Inc. bwright@oculusinfo.com","https://ieeexplore.ieee.org/author/37654961400","4","William Wright","37654961400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","1","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388992","26","https://ieeexplore.ieee.org/document/4388992/","human information interaction","visual analytics","sense-making","narrative","pattern detection","story making","story telling","Pattern analysis","Data visualization","Context","Collaboration","Humans","Visual analytics","Graphical user interfaces","Information analysis","Event detection","Data mining","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388992","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","36","19","Stories in GeoTime"
